ID,datetime,date,time,species,distance,angle,placeID,contact,Region.Label,Area,Sample.Label
,,,,,,,DEPP01,,DSCT.S1,192000000,DEPP01
,,,,,,,DEPP02,,DSCT.S1,192000000,DEPP02
,,,,,,,MAPP03,,DSCT.S1,192000000,MAPP03
,,,,,,,MAPP04,,DSCT.S1,192000000,MAPP04
,,,,,,,LAPP05,,DSCT.S1,192000000,LAPP05
,,,,,,,DEPP06,,DSCT.S1,192000000,DEPP06
,,,,,,,DEPP07,,DSCT.S1,192000000,DEPP07
,,,,,,,SHPP08,,DSCT.S1,192000000,SHPP08
,,,,,,,SHPP09,,DSCT.S1,192000000,SHPP09
,,,,,,,SHPP10,,DSCT.S1,192000000,SHPP10
,,,,,,,SHPP11,,DSCT.S1,192000000,SHPP11
,,,,,,,HAPP12,,DSCT.S1,192000000,HAPP12
,,,,,,,HAPP13,,DSCT.S1,192000000,HAPP13
,,,,,,,MOPP14,,DSCT.S1,192000000,MOPP14
,,,,,,,HAPP15,,DSCT.S1,192000000,HAPP15
,,,,,,,HAPP16,,DSCT.S1,192000000,HAPP16
,,,,,,,HAPP17,,DSCT.S1,192000000,HAPP17
,,,,,,,HAPP18,,DSCT.S1,192000000,HAPP18
,,,,,,,HAPP19,,DSCT.S1,192000000,HAPP19
,,,,,,,HAPP20,,DSCT.S1,192000000,HAPP20
,,,,,,,GIPP21,,DSCT.S1,192000000,GIPP21
,,,,,,,GIPP22,,DSCT.S1,192000000,GIPP22
,,,,,,,HAPP23,,DSCT.S1,192000000,HAPP23
,,,,,,,MOPP24,,DSCT.S1,192000000,MOPP24
,,,,,,,LAPP25,,DSCT.S1,192000000,LAPP25
661,2019:06:04 19:49:29,04/06/2019,0.826030093,Brown Hyena,24,0.6-0.8,GIPP21,No,DSCT.S1,192000000,GIPP21
662,2019:06:04 19:49:30,04/06/2019,0.826041667,Brown Hyena,22,0.6-0.8,GIPP21,No,DSCT.S1,192000000,GIPP21
663,2019:06:04 19:49:38,04/06/2019,0.826134259,Brown Hyena,19,0.4-0.6,GIPP21,No,DSCT.S1,192000000,GIPP21
664,2019:06:04 19:49:39,04/06/2019,0.826145833,Brown Hyena,19,0.2-0.4,GIPP21,No,DSCT.S1,192000000,GIPP21
665,2019:06:04 19:49:40,04/06/2019,0.826157407,Brown Hyena,18,0-0.2,GIPP21,No,DSCT.S1,192000000,GIPP21
666,2019:06:04 19:49:50,04/06/2019,0.826273148,Brown Hyena,9.5,0.4-0.6,GIPP21,No,DSCT.S1,192000000,GIPP21
667,2019:06:04 19:49:51,04/06/2019,0.826284722,Brown Hyena,9,0.6-0.8,GIPP21,No,DSCT.S1,192000000,GIPP21
668,2019:06:04 19:49:52,04/06/2019,0.826296296,Brown Hyena,8.5,0.8-1,GIPP21,No,DSCT.S1,192000000,GIPP21
1162,2019:06:01 02:47:11,01/06/2019,0.116099537,Brown Hyena,17,0-0.2,HAPP13,No,DSCT.S1,192000000,HAPP13
1163,2019:06:01 02:47:12,01/06/2019,0.116111111,Brown Hyena,15,0-0.2,HAPP13,No,DSCT.S1,192000000,HAPP13
1371,2019:06:05 22:21:02,05/06/2019,0.931273148,Brown Hyena,11,0.8-1,HAPP13,No,DSCT.S1,192000000,HAPP13
1372,2019:06:05 22:21:03,05/06/2019,0.931284722,Brown Hyena,9.5,0.2-0.4,HAPP13,No,DSCT.S1,192000000,HAPP13
2436,2019:06:02 08:30:03,02/06/2019,0.354201389,Black Backed Jackal,7,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2437,2019:06:02 08:30:04,02/06/2019,0.354212963,Black Backed Jackal,8.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2438,2019:06:02 08:30:05,02/06/2019,0.354224537,Black Backed Jackal,9.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2488,2019:06:02 23:14:48,02/06/2019,0.968611111,Black Backed Jackal,6,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2489,2019:06:02 23:14:49,02/06/2019,0.968622685,Black Backed Jackal,6.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2490,2019:06:03 02:06:48,03/06/2019,0.088055556,Brown Hyena,11,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2491,2019:06:03 02:06:49,03/06/2019,0.08806713,Brown Hyena,10,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2492,2019:06:03 02:06:57,03/06/2019,0.088159722,Brown Hyena,7.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2493,2019:06:03 02:06:58,03/06/2019,0.088171296,Brown Hyena,7,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2494,2019:06:03 02:06:59,03/06/2019,0.08818287,Brown Hyena,7,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2495,2019:06:03 02:40:43,03/06/2019,0.111608796,Brown Hyena,12,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2496,2019:06:03 02:40:44,03/06/2019,0.11162037,Brown Hyena,11,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2497,2019:06:03 02:40:55,03/06/2019,0.111747685,Brown Hyena,8.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2498,2019:06:03 02:40:56,03/06/2019,0.111759259,Brown Hyena,7.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2607,2019:06:03 18:27:57,03/06/2019,0.769409722,Black Backed Jackal,9.5,0.4-0.6,HAPP15,Yes,DSCT.S1,192000000,HAPP15
2608,2019:06:03 18:27:58,03/06/2019,0.769421296,Black Backed Jackal,9,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2609,2019:06:03 18:27:59,03/06/2019,0.76943287,Black Backed Jackal,7.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2610,2019:06:03 18:33:27,03/06/2019,0.773229167,Black Backed Jackal,11,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2611,2019:06:03 18:33:28,03/06/2019,0.773240741,Black Backed Jackal,10,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2612,2019:06:03 18:38:57,03/06/2019,0.777048611,Black Backed Jackal,6,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2613,2019:06:03 18:38:58,03/06/2019,0.777060185,Black Backed Jackal,7,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2614,2019:06:03 19:08:16,03/06/2019,0.797407407,Black Backed Jackal,11,0.4-0.6,HAPP15,Yes,DSCT.S1,192000000,HAPP15
2615,2019:06:03 19:08:17,03/06/2019,0.797418981,Black Backed Jackal,10,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2616,2019:06:03 19:08:18,03/06/2019,0.797430556,Black Backed Jackal,8.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2617,2019:06:03 21:05:27,03/06/2019,0.878784722,Black Backed Jackal,6.5,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2618,2019:06:03 21:05:28,03/06/2019,0.878796296,Black Backed Jackal,7,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2712,2019:06:04 17:56:54,04/06/2019,0.747847222,Brown Hyena,6,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2713,2019:06:04 17:56:55,04/06/2019,0.747858796,Brown Hyena,6.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2714,2019:06:04 18:23:22,04/06/2019,0.766226852,Brown Hyena,5.5,0.8-1,HAPP15,No,DSCT.S1,192000000,HAPP15
2715,2019:06:04 18:23:23,04/06/2019,0.766238426,Brown Hyena,6,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2716,2019:06:04 18:23:24,04/06/2019,0.76625,Brown Hyena,6.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2717,2019:06:04 18:23:36,04/06/2019,0.766388889,Brown Hyena,10,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2718,2019:06:04 18:23:37,04/06/2019,0.766400463,Brown Hyena,9,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2719,2019:06:04 18:23:47,04/06/2019,0.766516204,Brown Hyena,0.5,0.8-1,HAPP15,No,DSCT.S1,192000000,HAPP15
2720,2019:06:04 18:23:48,04/06/2019,0.766527778,Brown Hyena,0.5,0.8-1,HAPP15,No,DSCT.S1,192000000,HAPP15
2721,2019:06:04 18:23:49,04/06/2019,0.766539352,Brown Hyena,0.5,0.8-1,HAPP15,No,DSCT.S1,192000000,HAPP15
2728,2019:06:04 18:24:26,04/06/2019,0.766967593,Brown Hyena,1.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2729,2019:06:04 18:24:27,04/06/2019,0.766979167,Brown Hyena,2,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2730,2019:06:04 18:24:28,04/06/2019,0.766990741,Brown Hyena,2.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2731,2019:06:04 18:24:37,04/06/2019,0.767094907,Brown Hyena,7.5,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2732,2019:06:04 18:24:38,04/06/2019,0.767106481,Brown Hyena,8,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
2733,2019:06:04 18:24:39,04/06/2019,0.767118056,Brown Hyena,11,0.8-1,HAPP15,No,DSCT.S1,192000000,HAPP15
2868,2019:06:06 17:51:10,06/06/2019,0.743865741,Black Backed Jackal,12,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2869,2019:06:06 17:51:11,06/06/2019,0.743877315,Black Backed Jackal,11,0-0.2,HAPP15,Yes,DSCT.S1,192000000,HAPP15
2870,2019:06:06 17:51:20,06/06/2019,0.743981481,Black Backed Jackal,5.5,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2871,2019:06:06 17:51:21,06/06/2019,0.743993056,Black Backed Jackal,4.5,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2872,2019:06:07 05:59:33,07/06/2019,0.2496875,Black Backed Jackal,6,0.4-0.6,HAPP15,Yes,DSCT.S1,192000000,HAPP15
2873,2019:06:07 05:59:34,07/06/2019,0.249699074,Black Backed Jackal,6.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
2874,2019:06:07 05:59:35,07/06/2019,0.249710648,Black Backed Jackal,7.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2875,2019:06:07 06:05:15,07/06/2019,0.253645833,Black Backed Jackal,7,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
2876,2019:06:07 06:05:16,07/06/2019,0.253657407,Black Backed Jackal,8,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
2877,2019:06:07 06:05:17,07/06/2019,0.253668981,Black Backed Jackal,9.5,0-0.2,HAPP15,No,DSCT.S1,192000000,HAPP15
3004,2019:06:07 23:05:46,07/06/2019,0.962337963,African Civet,6,0.4-0.6,HAPP15,Yes,DSCT.S1,192000000,HAPP15
3005,2019:06:07 23:05:47,07/06/2019,0.962349537,African Civet,6,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
3006,2019:06:07 23:05:48,07/06/2019,0.962361111,African Civet,6.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
3125,2019:06:09 18:31:48,09/06/2019,0.772083333,Black Backed Jackal,10,0.4-0.6,HAPP15,No,DSCT.S1,192000000,HAPP15
3126,2019:06:09 18:31:49,09/06/2019,0.772094907,Black Backed Jackal,8.5,0.2-0.4,HAPP15,No,DSCT.S1,192000000,HAPP15
3183,2019:06:10 04:10:47,10/06/2019,0.174155093,Brown Hyena,11,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
3184,2019:06:10 04:10:48,10/06/2019,0.174166667,Brown Hyena,12,0.6-0.8,HAPP15,No,DSCT.S1,192000000,HAPP15
3519,2019:06:01 03:32:16,01/06/2019,0.147407407,Black Backed Jackal,8.5,0.4-0.6,HAPP17,Yes,DSCT.S1,192000000,HAPP17
3520,2019:06:01 03:32:17,01/06/2019,0.147418981,Black Backed Jackal,8,0-0.2,HAPP17,No,DSCT.S1,192000000,HAPP17
3521,2019:06:01 03:32:18,01/06/2019,0.147430556,Black Backed Jackal,7.5,0-0.2,HAPP17,No,DSCT.S1,192000000,HAPP17
5623,2019:06:03 05:26:41,03/06/2019,0.226863426,Black Backed Jackal,10,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
5624,2019:06:03 05:26:42,03/06/2019,0.226875,Black Backed Jackal,9.5,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
5625,2019:06:03 05:31:26,03/06/2019,0.230162037,Black Backed Jackal,9.5,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
5626,2019:06:03 05:31:27,03/06/2019,0.230173611,Black Backed Jackal,9.5,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
5627,2019:06:03 05:34:19,03/06/2019,0.232164352,Black Backed Jackal,11,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5628,2019:06:03 05:34:20,03/06/2019,0.232175926,Black Backed Jackal,11,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5629,2019:06:03 05:34:21,03/06/2019,0.2321875,Black Backed Jackal,11,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5766,2019:06:03 23:44:59,03/06/2019,0.989571759,Black Backed Jackal,14,0.4-0.6,HAPP20,Yes,DSCT.S1,192000000,HAPP20
5767,2019:06:03 23:45:00,03/06/2019,0.989583333,Black Backed Jackal,14,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
5768,2019:06:03 23:45:01,03/06/2019,0.989594907,Black Backed Jackal,13,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
5769,2019:06:04 06:55:51,04/06/2019,0.288784722,Black Backed Jackal,14,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
5770,2019:06:04 06:55:52,04/06/2019,0.288796296,Black Backed Jackal,15,0.8-1,HAPP20,No,DSCT.S1,192000000,HAPP20
5771,2019:06:04 06:58:34,04/06/2019,0.290671296,Black Backed Jackal,14,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5772,2019:06:04 06:58:35,04/06/2019,0.29068287,Black Backed Jackal,11,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5773,2019:06:04 06:58:36,04/06/2019,0.290694444,Black Backed Jackal,12,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
5853,2019:06:05 02:11:02,05/06/2019,0.09099537,Black Backed Jackal,10,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
5854,2019:06:05 02:11:03,05/06/2019,0.091006944,Black Backed Jackal,9,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
5855,2019:06:05 02:16:05,05/06/2019,0.094502315,Black Backed Jackal,11,0.6-0.8,HAPP20,No,DSCT.S1,192000000,HAPP20
5856,2019:06:05 02:16:06,05/06/2019,0.094513889,Black Backed Jackal,12,0.8-1,HAPP20,No,DSCT.S1,192000000,HAPP20
5857,2019:06:05 02:16:07,05/06/2019,0.094525463,Black Backed Jackal,14,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6165,2019:06:05 18:02:29,05/06/2019,0.751724537,Black Backed Jackal,7,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6166,2019:06:05 18:02:30,05/06/2019,0.751736111,Black Backed Jackal,8.5,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
6188,2019:06:05 20:48:48,05/06/2019,0.867222222,Black Backed Jackal,9.5,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6189,2019:06:05 20:48:49,05/06/2019,0.867233796,Black Backed Jackal,9.5,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6206,2019:06:05 21:46:56,05/06/2019,0.907592593,Black Backed Jackal,7,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
6207,2019:06:05 21:46:57,05/06/2019,0.907604167,Black Backed Jackal,7,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
6208,2019:06:05 21:47:15,05/06/2019,0.9078125,Black Backed Jackal,15,0.8-1,HAPP20,No,DSCT.S1,192000000,HAPP20
6209,2019:06:05 23:08:46,05/06/2019,0.964421296,Black Backed Jackal,8,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6210,2019:06:05 23:08:47,05/06/2019,0.96443287,Black Backed Jackal,8.5,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6211,2019:06:05 23:49:15,05/06/2019,0.992534722,Black Backed Jackal,11,0-0.2,HAPP20,Yes,DSCT.S1,192000000,HAPP20
6212,2019:06:05 23:49:16,05/06/2019,0.992546296,Black Backed Jackal,11,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6213,2019:06:05 23:49:17,05/06/2019,0.99255787,Black Backed Jackal,10,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6430,2019:06:07 06:43:32,07/06/2019,0.280231481,Black Backed Jackal,15,0.4-0.6,HAPP20,Yes,DSCT.S1,192000000,HAPP20
6431,2019:06:07 06:43:33,07/06/2019,0.280243056,Black Backed Jackal,15,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6432,2019:06:07 06:43:34,07/06/2019,0.28025463,Black Backed Jackal,14,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6436,2019:06:07 07:17:31,07/06/2019,0.303831019,Black Backed Jackal,15,0.8-1,HAPP20,Yes,DSCT.S1,192000000,HAPP20
6586,2019:06:07 20:00:55,07/06/2019,0.833969907,Black Backed Jackal,7.5,0.2-0.4,HAPP20,Yes,DSCT.S1,192000000,HAPP20
6587,2019:06:07 20:00:56,07/06/2019,0.833981481,Black Backed Jackal,8,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6588,2019:06:07 20:00:57,07/06/2019,0.833993056,Black Backed Jackal,8.5,0.4-0.6,HAPP20,No,DSCT.S1,192000000,HAPP20
6597,2019:06:08 06:38:08,08/06/2019,0.276481481,Black Backed Jackal,15,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6598,2019:06:08 06:38:09,08/06/2019,0.276493056,Black Backed Jackal,14,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6599,2019:06:08 06:58:15,08/06/2019,0.290451389,Black Backed Jackal,12,0.2-0.4,HAPP20,No,DSCT.S1,192000000,HAPP20
6600,2019:06:08 06:58:16,08/06/2019,0.290462963,Black Backed Jackal,12,0-0.2,HAPP20,No,DSCT.S1,192000000,HAPP20
6601,2019:06:08 06:59:21,08/06/2019,0.291215278,Black Backed Jackal,10,0.6-0.8,HAPP20,No,DSCT.S1,192000000,HAPP20
6602,2019:06:08 06:59:22,08/06/2019,0.291226852,Black Backed Jackal,12,0.8-1,HAPP20,No,DSCT.S1,192000000,HAPP20
6603,2019:06:08 06:59:23,08/06/2019,0.291238426,Black Backed Jackal,14,0.8-1,HAPP20,No,DSCT.S1,192000000,HAPP20
9098,2019:06:06 00:45:32,06/06/2019,0.03162037,African Civet,3.5,0-0.2,MAPP04,No,DSCT.S1,192000000,MAPP04
9099,2019:06:06 00:45:33,06/06/2019,0.031631944,African Civet,3.5,0.2-0.4,MAPP04,No,DSCT.S1,192000000,MAPP04
9100,2019:06:06 00:45:49,06/06/2019,0.03181713,African Civet,3.5,0-0.2,MAPP04,No,DSCT.S1,192000000,MAPP04
9101,2019:06:06 00:45:50,06/06/2019,0.031828704,African Civet,3.5,0.2-0.4,MAPP04,No,DSCT.S1,192000000,MAPP04
9173,2019:06:11 01:39:55,11/06/2019,0.069386574,African Civet,4.5,0.4-0.6,MAPP04,No,DSCT.S1,192000000,MAPP04
9174,2019:06:11 01:39:56,11/06/2019,0.069398148,African Civet,5,0.4-0.6,MAPP04,No,DSCT.S1,192000000,MAPP04
9253,2019:06:01 00:42:26,01/06/2019,0.029467593,Brown Hyena,13,0.6-0.8,MOPP14,No,DSCT.S1,192000000,MOPP14
9254,2019:06:01 00:42:27,01/06/2019,0.029479167,Brown Hyena,14,0.6-0.8,MOPP14,No,DSCT.S1,192000000,MOPP14
9255,2019:06:01 00:42:37,01/06/2019,0.029594907,Brown Hyena,20,0-0.2,MOPP14,No,DSCT.S1,192000000,MOPP14
9256,2019:06:01 00:42:38,01/06/2019,0.029606481,Brown Hyena,22,0.2-0.4,MOPP14,No,DSCT.S1,192000000,MOPP14
9546,2019:06:02 03:54:00,02/06/2019,0.1625,Brown Hyena,11,0.6-0.8,MOPP14,Yes,DSCT.S1,192000000,MOPP14
9547,2019:06:02 03:54:01,02/06/2019,0.162511574,Brown Hyena,11,0.4-0.6,MOPP14,No,DSCT.S1,192000000,MOPP14
9548,2019:06:02 03:54:02,02/06/2019,0.162523148,Brown Hyena,11,0.2-0.4,MOPP14,No,DSCT.S1,192000000,MOPP14
9860,2019:06:06 23:59:16,06/06/2019,0.999490741,Brown Hyena,12,0.6-0.8,MOPP14,No,DSCT.S1,192000000,MOPP14
9861,2019:06:06 23:59:17,06/06/2019,0.999502315,Brown Hyena,12,0.6-0.8,MOPP14,No,DSCT.S1,192000000,MOPP14
9862,2019:06:06 23:59:18,06/06/2019,0.999513889,Brown Hyena,12,0.4-0.6,MOPP14,No,DSCT.S1,192000000,MOPP14
10644,2019:06:01 02:59:22,01/06/2019,0.124560185,African Civet,11,0.6-0.8,SHPP09,No,DSCT.S1,192000000,SHPP09
10645,2019:06:01 02:59:23,01/06/2019,0.124571759,African Civet,11,0.4-0.6,SHPP09,No,DSCT.S1,192000000,SHPP09
10646,2019:06:01 17:14:32,01/06/2019,0.718425926,Caracal,26+,0.6-0.8,SHPP09,Yes,DSCT.S1,192000000,SHPP09
10647,2019:06:01 17:14:33,01/06/2019,0.7184375,Caracal,25,0.6-0.8,SHPP09,No,DSCT.S1,192000000,SHPP09
10648,2019:06:01 17:14:34,01/06/2019,0.718449074,Caracal,23,0.4-0.6,SHPP09,No,DSCT.S1,192000000,SHPP09
10698,2019:06:05 21:10:42,05/06/2019,0.882430556,Brown Hyena,26+,0.6-0.8,SHPP09,No,DSCT.S1,192000000,SHPP09
10699,2019:06:05 21:10:43,05/06/2019,0.88244213,Brown Hyena,23,0.6-0.8,SHPP09,No,DSCT.S1,192000000,SHPP09
11838,2019:06:12 03:08:22,12/06/2019,0.130810185,Brown Hyena,10,0.6-0.8,DEPP01,No,DSCT.S1,192000000,DEPP01
11839,2019:06:12 03:08:23,12/06/2019,0.130821759,Brown Hyena,12,0.4-0.6,DEPP01,No,DSCT.S1,192000000,DEPP01
11886,2019:06:14 06:44:34,14/06/2019,0.280949074,Black Backed Jackal,11,0.4-0.6,DEPP01,Yes,DSCT.S1,192000000,DEPP01
11887,2019:06:14 06:44:35,14/06/2019,0.280960648,Black Backed Jackal,12,0.2-0.4,DEPP01,No,DSCT.S1,192000000,DEPP01
11888,2019:06:14 06:44:36,14/06/2019,0.280972222,Black Backed Jackal,13,0-0.2,DEPP01,No,DSCT.S1,192000000,DEPP01
11889,2019:06:14 06:44:54,14/06/2019,0.281180556,Black Backed Jackal,18,0.2-0.4,DEPP01,No,DSCT.S1,192000000,DEPP01
11890,2019:06:14 06:44:55,14/06/2019,0.28119213,Black Backed Jackal,20,0-0.2,DEPP01,No,DSCT.S1,192000000,DEPP01
11891,2019:06:14 06:44:56,14/06/2019,0.281203704,Black Backed Jackal,22,0-0.2,DEPP01,No,DSCT.S1,192000000,DEPP01
11904,2019:06:16 22:23:34,16/06/2019,0.933032407,Black Backed Jackal,8,0.2-0.4,DEPP01,No,DSCT.S1,192000000,DEPP01
11905,2019:06:16 22:23:35,16/06/2019,0.933043981,Black Backed Jackal,9.5,0.4-0.6,DEPP01,No,DSCT.S1,192000000,DEPP01
11936,2019:06:20 17:17:43,20/06/2019,0.720636574,Black Backed Jackal,8,0.2-0.4,DEPP01,No,DSCT.S1,192000000,DEPP01
11937,2019:06:20 17:17:44,20/06/2019,0.720648148,Black Backed Jackal,9,0.4-0.6,DEPP01,No,DSCT.S1,192000000,DEPP01
11950,2019:06:24 05:25:49,24/06/2019,0.226261574,Black Backed Jackal,8,0.2-0.4,DEPP01,Yes,DSCT.S1,192000000,DEPP01
11951,2019:06:24 05:25:50,24/06/2019,0.226273148,Black Backed Jackal,10,0.6-0.8,DEPP01,No,DSCT.S1,192000000,DEPP01
11962,2019:06:10 22:29:47,10/06/2019,0.937349537,African Civet,7.5,0.6-0.8,DEPP02,No,DSCT.S1,192000000,DEPP02
11963,2019:06:10 22:29:48,10/06/2019,0.937361111,African Civet,6.5,0.4-0.6,DEPP02,No,DSCT.S1,192000000,DEPP02
11973,2019:06:11 09:30:46,11/06/2019,0.396365741,Black Backed Jackal,9.5,0.4-0.6,DEPP02,No,DSCT.S1,192000000,DEPP02
11974,2019:06:11 09:30:47,11/06/2019,0.396377315,Black Backed Jackal,7.5,0.4-0.6,DEPP02,No,DSCT.S1,192000000,DEPP02
11975,2019:06:11 09:30:48,11/06/2019,0.396388889,Black Backed Jackal,5.5,0.4-0.6,DEPP02,No,DSCT.S1,192000000,DEPP02
11976,2019:06:11 09:31:01,11/06/2019,0.396539352,Black Backed Jackal,3.5,0.2-0.4,DEPP02,No,DSCT.S1,192000000,DEPP02
11977,2019:06:11 09:31:02,11/06/2019,0.396550926,Black Backed Jackal,3.5,0.2-0.4,DEPP02,No,DSCT.S1,192000000,DEPP02
11978,2019:06:11 09:31:03,11/06/2019,0.3965625,Black Backed Jackal,3.5,0.2-0.4,DEPP02,No,DSCT.S1,192000000,DEPP02
11979,2019:06:11 09:31:12,11/06/2019,0.396666667,Black Backed Jackal,5.5,0.6-0.8,DEPP02,No,DSCT.S1,192000000,DEPP02
11980,2019:06:11 09:31:13,11/06/2019,0.396678241,Black Backed Jackal,7.5,0.8-1,DEPP02,No,DSCT.S1,192000000,DEPP02
11981,2019:06:11 09:31:14,11/06/2019,0.396689815,Black Backed Jackal,8,0.8-1,DEPP02,No,DSCT.S1,192000000,DEPP02
11982,2019:06:11 09:31:27,11/06/2019,0.396840278,Black Backed Jackal,21,0.8-1,DEPP02,No,DSCT.S1,192000000,DEPP02
11983,2019:06:11 09:31:28,11/06/2019,0.396851852,Black Backed Jackal,26+,0.6-0.8,DEPP02,No,DSCT.S1,192000000,DEPP02
11984,2019:06:11 09:31:29,11/06/2019,0.396863426,Black Backed Jackal,26+,0.4-0.6,DEPP02,No,DSCT.S1,192000000,DEPP02
12245,2019:06:11 05:19:18,11/06/2019,0.221736111,African Civet,3,0.4-0.6,DEPP06,No,DSCT.S1,192000000,DEPP06
12246,2019:06:11 05:19:19,11/06/2019,0.221747685,African Civet,3.5,0.8-1,DEPP06,No,DSCT.S1,192000000,DEPP06
12343,2019:06:13 18:17:41,13/06/2019,0.762280093,Black Backed Jackal,6,0.2-0.4,DEPP06,No,DSCT.S1,192000000,DEPP06
12344,2019:06:13 18:17:42,13/06/2019,0.762291667,Black Backed Jackal,6.5,0-0.2,DEPP06,No,DSCT.S1,192000000,DEPP06
12360,2019:06:14 20:58:11,14/06/2019,0.873738426,Black Backed Jackal,3.5,0.2-0.4,DEPP06,No,DSCT.S1,192000000,DEPP06
12361,2019:06:14 20:58:12,14/06/2019,0.87375,Black Backed Jackal,3.5,0.4-0.6,DEPP06,No,DSCT.S1,192000000,DEPP06
