GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS707218212	2021-12-10 08:53:42.261304	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus			X	1					Finland	FI	Southern Ostrobothnia	FI-03							Ähtäri, Ähtärinjärvi	L8565806	P	62.6493032	24.0943512	1992-05-02	17:00:00	obsr938752	S52426960	Stationary	P21	EBIRD	60			10	1		0	1	1			Long staying adult	
URN:CornellLabOfOrnithology:EBIRD:OBS829881053	2021-12-10 08:53:42.261304	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus			X	1				Unknown Sex, Adult (1)	Finland	FI	Southern Ostrobothnia	FI-03							Ähtäri Ähtärinjärvi	L10176594	P	62.6574288	24.0788482	1992-05-02	14:00:00	obsr1231987	S61600006	Stationary	P21	EBIRD	60			10	1		0	1	1			Twitched, ad	
URN:CornellLabOfOrnithology:EBIRD:OBS677037849	2021-01-05 05:20:45.089116	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Poland	PL	Pomorskie	PL-PM							Zalew Wiślany - Stawa Gdańsk "Kaszyca"	L8146951	P	54.3015338	19.2896565	2016-09-09		obsr1156819	S49973893	Historical	P62	EBIRD				2	0		1	0	1	Species-Introduced/Exotic			
URN:CornellLabOfOrnithology:EBIRD:OBS907425364	2020-04-30 14:32:24	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Amankut Rives and Bay, Beringowsky	L11167296	P	62.6100000	179.5040000	2006-07-24		obsr823771	S68132361	Historical	P62	EBIRD					0		0	1	0			1 4 year <br><br><b>First Sighting:</b> X (Auto)<br>	
URN:CornellLabOfOrnithology:EBIRD:OBS1036224409	2020-12-26 12:35:42.730488	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Egwywatap river mouth, Cape Schmidt	L9798167	P	68.7511384	-179.0231843	2011-06-27	05:00:00	obsr1048959	S78005616	Stationary	P21	EBIRD	900			3	0		1	1	0		Camp near mouth of Egwywatap river; with Steffen Koschkar & Fyodor Kondrashov	immature bird (KY 3?) near river mouth flying and resting on ice floe	
URN:CornellLabOfOrnithology:EBIRD:OBS412733436	2019-11-04 10:57:16	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Мейныпильгыно (Meynypilgyno)	L6056750	H	62.5527778	177.0699978	2016-06-16	13:00:00	obsr404778	S30283827	Incidental	P20	EBIRD				1	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.1 Build 65	White tail lacking black fringes and bright yellow bill contrasting with overall dark body. Tail rather long and wedged. Underwing rather dark, upper wing with light patches on the shoulders.	
URN:CornellLabOfOrnithology:EBIRD:OBS919341625	2020-05-11 15:04:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2	ON	C4	ON	Male, Adult (1); Female, Adult (1)	Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Banaya River	L11417939	P	62.8655904	174.8611011	2017-06-23	13:00:00	obsr1048959	S68877879	Stationary	P21	EBIRD	180			1	0		1	1	0			nesting in Poplar tree; one bird "tighedly" in the nest allowing close approach; mate nearby; narrow band of riparian forest surrounded by open tundra; nesting albidus-Goshawk just 200 m apart; exiting moments!	
URN:CornellLabOfOrnithology:EBIRD:OBS790289873	2019-11-04 10:57:17	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Мейныпильгыно (Meynypilgyno)	L6056750	H	62.5527778	177.0699978	2019-07-01	14:30:00	obsr404778	S58596053	Incidental	P20	EBIRD				2	0	G4404211	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS791292748	2019-11-04 10:57:17	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Cukotskij avtonomnyj okrug	RU-CHU							Мейныпильгыно (Meynypilgyno)	L6056750	H	62.5527778	177.0699978	2019-07-01	14:30:00	obsr1124828	S58703456	Incidental	P20	EBIRD				2	0	G4404211	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS155918290	2016-10-19 15:32:45	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				12	NY	C4	NY	Female, Adult (2); Unknown Sex and Age (4); Male, Adult (2); Unknown Sex, Juvenile (4)	Russia	RU	Kamcatskij kraj	RU-KAM							Bormotina Cabin (1992)	L1579011	P	54.1650843	159.9504652	1992-06-15	10:00:00	obsr325125	S10949107	Traveling	P22	EBIRD	720	16.093		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS272018634	2016-10-19 15:32:47	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							kronotsky	L3084157	P	54.7992280	160.2180178	1993-08-26	10:00:00	obsr502843	S19844679	Incidental	P20	EBIRD				12	1		0	1	0		helicopter to kliuchevskoi volcano from petropavlovsk		
URN:CornellLabOfOrnithology:EBIRD:OBS333135397	2016-10-19 15:32:48	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Zaozernyi Beach (east of former Zaozernyi State Coll. Farm)	L3808556	P	52.9438679	158.7917948	1994-10-15		obsr424578	S24366295	Historical	P62	EBIRD					0		0	1	0			seen over farm fields near Zaozernyi State Collective Farm	
URN:CornellLabOfOrnithology:EBIRD:OBS657451000	2018-09-15 17:58:36	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	1995-06-07		obsr43922	S48529394	Historical	P62	EBIRD				4	0		0	1	0		bay and bird rock outside of bay by boat		
URN:CornellLabOfOrnithology:EBIRD:OBS657444268	2019-07-19 14:12:14	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Мыс Маячий (Mys Mayachyy)	L4849067	H	52.8880302	158.7128782	1995-06-06		obsr43922	S48528917	Historical	P62	EBIRD				4	0		0	1	0		beach and dunes behind beach		
URN:CornellLabOfOrnithology:EBIRD:OBS1029329499	2021-02-24 06:00:02.207272	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Valley of the geysers, Russia	L12939570	P	54.4310000	160.1390000	1996-07-24		obsr390574	S77516206	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS175890823	2017-07-18 07:58:28	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1997-06-15	12:00:00	obsr176986	S12544331	Historical	P62	EBIRD				10	1		0	1	0			Zhuponova 6/15	
URN:CornellLabOfOrnithology:EBIRD:OBS535481330	2022-02-21 13:30:41.701521	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1997-06-13	07:00:00	obsr50621	S39367526	Traveling	P22	EBIRD	555	8.047		14	1		0	1	0		Landing from the World Discoverer.		
URN:CornellLabOfOrnithology:EBIRD:OBS468512624	2019-03-14 06:19:58	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1997-06-13	08:00:00	obsr219813	S34618982	Traveling	P22	EBIRD	240	8.047		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS336622576	2019-03-13 07:43:13	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				5					Russia	RU	Kamcatskij kraj	RU-KAM							Kronotsky River mouth	L3850520	P	54.5188580	160.7057762	1997-06-12		obsr131100	S24628977	Historical	P62	EBIRD					0		0	1	0		Angus Wilson, Andy Guthrie, Anthony J Lauro, Dick Filby and John Brodie-Goode. Foraging Siberian Brown Bears were everywhere, fresh from hibernation. The huge animals clambered across the steep cliffs and snow fields with great dexterity. In the Zodiacs we approached one enormous bear as it excavated a deep hole in the shingle of the beach presumably in search of some festering morsel buried by a winter storm. Sea Otters and Steller's Sealions watched us anxiously from the kelp beds.		
URN:CornellLabOfOrnithology:EBIRD:OBS175891737	2018-07-15 13:34:36	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							RUSSIA, Chazma Bay	L1875889	P	55.4013297	161.8715128	1997-06-16	13:00:00	obsr176986	S12544396	Historical	P62	EBIRD				10	1		0	1	0			Chazma Bay 6/15	
URN:CornellLabOfOrnithology:EBIRD:OBS541398778	2018-05-10 07:18:40	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Big Chazma River, Kronotsky Nature Reserve	L6323516	P	54.4059183	160.4571891	1997-06-12	07:30:00	obsr50621	S39908619	Traveling	P22	EBIRD	150	8.047		10	1		0	1	0		While leading a Victor Emanuel Nature Tour.		
URN:CornellLabOfOrnithology:EBIRD:OBS175891687	2021-10-22 12:49:53.840825	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							RUSSIA, Kronotski Nature Reserve - coast	L1875887	P	54.5937531	160.8625941	1997-06-16	09:00:00	obsr176986	S12544390	Historical	P62	EBIRD				10	1		0	1	0			Chazma Bay 6/15	
URN:CornellLabOfOrnithology:EBIRD:OBS336611032	2017-07-18 07:58:28	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				8					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1997-06-13		obsr131100	S24628482	Historical	P62	EBIRD					0		0	1	0		with Andy Guthrie, Dick Filby and John Brodie-Good. Really fantastic areas. Completely wild with no signs of humans except at very mouth of the river. Short zodiac up river then walked across marshy river edge to a ridge covered in dense birch forest with abundant trillium growing on the forest floor. Somewhat nerve wracking because of all the Siberian Brown Bears freshly out of hibernation. No encounters but fresh track in snow. Weather glorious.	Including active nest in large tree about 30 ft off ground. Bird (female?) incubating and the other standing guard a short distance away.	
URN:CornellLabOfOrnithology:EBIRD:OBS730542727	2019-03-28 19:32:47	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1998-05-27	07:30:00	obsr103142	S54320181	Historical	P62	EBIRD	180	4.828		1	1		0	1	0		on eco tour ship the World Discoverer;  Society Expeditions, as naturalist, lecturer;  anchored way out and drove zodiac up river;  4 boat zodiac cruise in am	several;  adults flew over;  saw orange feet orange bill,  big bird,  white coming up from legs;  white along leading edge of wing;  others then flew over;  immature with some white streaked underside	
URN:CornellLabOfOrnithology:EBIRD:OBS433174891	2021-02-03 14:53:40.618623	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3				Unknown Sex, Adult (2); Unknown Sex, Immature (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	1999-06-29	12:05:00	obsr237749	S31826792	Historical	P62	EBIRD				6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS433171624	2021-02-03 14:46:03.917383	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				7					Russia	RU	Kamcatskij kraj	RU-KAM							Остров Уташуд (Utashud Islands)	L6251093	H	51.5051097	157.6927757	1999-06-28	20:30:00	obsr237749	S31826572	Historical	P62	EBIRD				6	1		0	1	0			Superb views on a fine evening of birds soaring, talon-grappling and even landing three times briefly on these offshore stacks - much to the consternation of the nesting Slaty-backed Gulls. Two of the eagles were in full adult plumage. Were we lucky to see this many, or do they roost here?	
URN:CornellLabOfOrnithology:EBIRD:OBS791835599	2022-02-11 15:30:23.430293	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				5					Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2001-08-30		obsr368706	S58743837	Historical	P62	EBIRD					1		0	1	0			Kamchatska Peninsula, Russkia Bay	
URN:CornellLabOfOrnithology:EBIRD:OBS722782064	2019-03-10 20:25:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Русская (Russkaya Bay)	L6208730	H	52.4193823	158.4506607	2001-08-30		obsr103142	S53686467	Historical	P62	EBIRD				1	1		0	1	0		on Clipper Odyssey eco tour ship;  zodiac landing;	in tree	
URN:CornellLabOfOrnithology:EBIRD:OBS791835574	2022-02-11 16:32:12.290597	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				5					Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2001-08-29		obsr368706	S58743836	Historical	P62	EBIRD					1		0	1	0			Kamchatka Peninsula, Zhupanova River	
URN:CornellLabOfOrnithology:EBIRD:OBS476954840	2018-08-17 15:17:33	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2003-06-04	07:00:00	obsr219813	S35300502	Traveling	P22	EBIRD	360	8.047		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS299912895	2018-12-04 11:17:08	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1				Unknown Sex, Immature (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2004-07-14	14:30:00	obsr20725	S22096423	Historical	P62	EBIRD	60	2.000		9	0		1	1	0		A zodiac trip from Clipper Odyssey cruise ship; I was leading an ABA cruise tour (Petropavlovsk to Nome). Duration is an estimate; Time taken from photo exif, though corrected from US Mountain Time; Distance approximate.		
URN:CornellLabOfOrnithology:EBIRD:OBS113722632	2016-10-19 15:32:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River,Kamchatka Peninsula	L1127421	P	53.6888799	159.8222351	2006-06-24	08:00:00	obsr235281	S7943356	Traveling	P22	EBIRD	480	8.047		15	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS575606884	2018-02-08 15:11:06	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Kol River Salmon Refuge, Kamchatka	L6842740	P	54.1311447	155.8525658	2006-07-28	15:00:00	obsr893589	S42597106	Traveling	P22	EBIRD	120	2.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS166091017	2018-08-05 19:51:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				7					Russia	RU	Kamcatskij kraj	RU-KAM							Mouth of the Zhupanova River	L1773594	P	53.6784093	159.8469682	2007-06-15	09:00:00	obsr2348	S11759017	Traveling	P22	EBIRD	180	8.047		25	1		0	1	0			We zodiaced up the river to a nest where we saw two adults and two chicks.  Other Sea Eagles were seen at the beach.	
URN:CornellLabOfOrnithology:EBIRD:OBS1399030666	2022-04-21 12:36:10.198884	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				5					Russia	RU	Kamcatskij kraj	RU-KAM							Остров Уташуд (Utashud Islands)	L6251093	H	51.5051097	157.6927757	2007-06-29		obsr666582	S107620964	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS882636703	2020-03-23 11:39:36	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3					Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2008-04-30		obsr850787	S66129096	Historical	P62	EBIRD				2	1		0	1	0		Pre-dawn arrival at Petropavlosk, Kamchatka. Calm and dry. Took a morning boat trip around Avancha Bay and it was so good we stayed aboard for the afternoon trip. http://eastsussexbirding.blogspot.com/2008/04/30th-april-2008-petropavlosk-kamchatka.html		
URN:CornellLabOfOrnithology:EBIRD:OBS1338909663	2022-02-10 14:30:48.183751	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Bechevinskaya Bay	L17701293	P	53.2596410	159.7925018	2008-06-24		obsr666582	S102390369	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676823484	2018-11-15 18:31:24	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Nalychevo Nature Park	L8144079	P	53.1708708	159.3532293	2008-06-20		obsr1170900	S49956959	Historical	P62	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1338902506	2022-02-11 05:52:16.382722	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Русская (Russkaya Bay)	L6208730	H	52.4193823	158.4506607	2008-06-24		obsr666582	S102389775	Historical	P62	EBIRD		10.000			1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1338915053	2022-02-10 14:49:06.886954	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				15					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2008-06-26		obsr666582	S102391250	Historical	P62	EBIRD		10.000			1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS213828890	2016-10-23 10:59:26	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Russia: Bukhta Bechevinskaya	L2383857	P	53.2446735	159.7777748	2008-06-24	07:00:00	obsr235781	S15382249	Incidental	P20	EBIRD				20	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS213828818	2019-03-13 07:35:03	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Russia: Russkaya Bay	L2383851	P	53.1593292	159.3403816	2008-06-24	07:00:00	obsr235781	S15382245	Incidental	P20	EBIRD				20	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS213828534	2019-03-14 06:48:11	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				15					Russia	RU	Kamcatskij kraj	RU-KAM							Russia:  Zhupanova River & Morzhovaya Bay	L2383846	P	53.6682394	159.8476410	2008-06-25	07:00:00	obsr235781	S15382224	Incidental	P20	EBIRD				20	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676831658	2020-01-13 16:27:50	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Nalychevo Nature Park	L8144079	P	53.1708708	159.3532293	2008-06-25		obsr1170900	S49957853	Historical	P62	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS870686074	2020-02-26 15:11:25	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2008-06-25		obsr235781	S65095051	Historical	P62	EBIRD					0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS227027073	2016-10-19 15:32:47	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Avacha Bay	L2575781	P	52.9038290	158.6608601	2008-07-24		obsr51101	S16463271	Incidental	P20	EBIRD_AK					1		0	1	0		Boat trip to Avacha Bay and Starichkov Island waterfowl refuge.  Saw a single walrus on the trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS227037104	2016-10-19 15:32:47	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Kozyrevsk River	L2575884	P	55.7013878	159.4447517	2008-07-25		obsr51101	S16464122	Incidental	P20	EBIRD_AK					1		0	1	0		Four day canoe trip down the Kozyrevsk River to the Kamchatka River. Saw a brown bear pn the river bank, one approached our camp while we were cooking, and one on the drive out.  Lots of moose tracks as well as fox and otter tracks.  I saw a mink.		
URN:CornellLabOfOrnithology:EBIRD:OBS958424386	2020-08-08 09:05:50	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1				Unknown Sex, Adult (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Горячие источники у мыса Козлова (Hotsprings near Kozlov Cape)	L11930679	H	54.5110366	161.7282409	2008-07-30	08:00:00	obsr403537	S71656993	Traveling	P22	EBIRD_CAN	240	4.000		90	1		0	1	0		Parties from vessel Marina Svetaeva (Aurora Expeditions). Cruise along the shore and landing at the hotsprings (not sure of location of hotsprings).		
URN:CornellLabOfOrnithology:EBIRD:OBS956879451	2020-08-08 08:45:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Вестник (Vestnik Bay)	L11905541	H	51.5261181	157.6185987	2008-07-17	08:00:00	obsr403537	S71535269	Traveling	P22	EBIRD_CAN	480	5.000		60	1		0	1	0		Zodiac cruise around bay and landing. Party from Marina Svetyva (Aurora Expeditions)		
URN:CornellLabOfOrnithology:EBIRD:OBS1129101481	2021-04-23 03:49:21.261375	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2008-07-20		obsr450717	S86135321	Historical	P62	EBIRD_AU					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS957221917	2020-08-13 07:24:57	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Остров Богослова (Bogoslova Island)	L7856444	H	61.1024977	172.4871798	2008-07-23	06:30:00	obsr403537	S71562565	Traveling	P22	EBIRD_CAN	360	10.000		90	1		0	1	0		Parties from vessel Marina Svetaeva (Aurora Expeditions) - Zodiac cruising		
URN:CornellLabOfOrnithology:EBIRD:OBS676832781	2018-11-15 17:03:17	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Nalychevo Nature Park	L8144079	P	53.1708708	159.3532293	2008-07-02		obsr1170900	S49957963	Historical	P62	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS957215234	2020-07-17 00:28:10	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4	NY	C4	NY	Unknown Sex, Juvenile (2); Unknown Sex, Adult (2)	Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2008-07-20	08:30:00	obsr403537	S71562019	Traveling	P22	EBIRD_CAN	360	10.000		104	1		0	1	0		Zodiac cruise up river and landing. Parties from vessel Marina Svetaeva (Aurora Expeditions)	Nest with 2 chicks	
URN:CornellLabOfOrnithology:EBIRD:OBS1393531487	2022-04-16 03:37:07.078226	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2008-07-20		obsr2586193	S107157346	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS958426335	2020-08-08 09:03:12	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Ольга (Olga Bay)	L11930643	H	54.5697827	161.1114924	2008-07-30	14:00:00	obsr403537	S71657128	Traveling	P22	EBIRD_CAN	180	5.000		70	1		0	1	0		Parties from vessel Marina Svetaeva (Aurora Expeditions).  Olga Bay. Zodiac cruise and landing		
URN:CornellLabOfOrnithology:EBIRD:OBS957034896	2020-07-16 13:31:30	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Русская (Russkaya Bay)	L6208730	H	52.4193823	158.4506607	2008-07-18	08:00:00	obsr403537	S71547553	Historical	P62	EBIRD_CAN	120	5.000		60	1		1	1	0		Party from vessel Marina Svetaeva (Aurora Expeditions). Zodiac cruise and landing.		
URN:CornellLabOfOrnithology:EBIRD:OBS1398200729	2022-05-24 06:27:06.103603	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM			US-AK_4545				Kuril lake South	L18599671	H	51.4158625	157.1027736	2009-09-05		obsr666582	S107550247	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398171210	2022-05-24 06:27:06.103603	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM			US-AK_4545				Kuril lake South	L18599671	H	51.4158625	157.1027736	2009-09-04		obsr666582	S107549060	Historical	P62	EBIRD					1		0	1	0				
