cameraID,FieldOfView
DEPP01,0.7417649
DEPP02,0.7417649
MAPP03,0.7417649
MAPP04,0.7417649
LAPP05,0.7417649
DEPP06,0.7417649
DEPP07,0.7417649
SHPP08,0.7417649
SHPP09,0.7417649
SHPP10,0.7417649
SHPP11,0.7417649
HAPP12,0.7417649
HAPP13,0.7417649
MOPP14,0.7417649
HAPP15,0.7417649
HAPP16,0.7417649
HAPP17,0.7417649
HAPP18,0.7417649
HAPP19,0.7417649
HAPP20,0.7417649
GIPP21,0.7417649
GIPP22,0.7417649
HAPP23,0.7417649
MOPP24,0.7417649
LAPP25,0.7417649
