date,UTC_time_day_location,satcount_day_location,hdop_day_location,speed_km_h,id_factor,UTC_time_night_location,lat_night_location,lon_night_location,used,lon_day_location,lat_day_location,species,crop_original_text,crop_category
13/08/2020,10:15:00,5,2,1,id_17467,00:14:45,59.18082,15.34163,1,15.30199,59.18198,crane,Slatter och betesvall pa akermark,ley
14/05/2018,06:09:35,11,1,0,id_17467,00:09:38,59.181026,15.349355,1,15.322648,59.187649,crane,Slatter och betesvall pa akermark,ley
14/08/2020,08:14:24,6,1,1,id_17467,00:00:05,59.18077,15.34158,0,15.40111787,59.18773592,crane,Slatter och betesvall pa akermark,ley
18/06/2019,11:00:44,5,2,1,id_17467,00:00:51,59.16584,15.391403,1,15.404718,59.185673,crane,Slatter och betesvall pa akermark,ley
05/07/2019,11:00:37,7,1,0,id_17467,00:00:31,59.161373,15.385397,0,15.30238198,59.13795386,crane,Slatter och betesvall pa akermark,ley
31/05/2021,13:12:13,6,1,0,id_17467,00:12:19,59.18619,15.32651,1,15.32655,59.18618,crane,Slatter och betesvall pa akermark,ley
15/07/2019,14:00:28,6,1,2,id_17467,00:00:27,59.179413,15.348022,1,15.399683,59.154831,crane,Slatter och betesvall pa akermark,ley
12/08/2020,04:14:27,4,2,1,id_17467,00:14:37,59.18102,15.34135,1,15.31304,59.18048,crane,Slatter och betesvall pa akermark,ley
12/08/2020,07:14:36,4,1,1,id_17467,00:14:37,59.18102,15.34135,1,15.30679,59.18098,crane,Slatter och betesvall pa akermark,ley
20/07/2019,07:00:30,6,2,2,id_17467,00:00:23,59.163074,15.388904,1,15.387343,59.15184,crane,Slatter och betesvall pa akermark,ley
01/06/2019,06:00:56,7,1,0,id_17467,00:00:54,59.182999,15.34537,0,15.32154586,59.23072712,crane,Slatter och betesvall pa akermark,ley
09/07/2019,13:00:31,5,2,1,id_17467,00:00:45,59.163616,15.388647,0,15.34277048,59.20767494,crane,Slatter och betesvall pa akermark,ley
28/06/2020,16:00:41,11,1,3,id_17467,00:14:58,59.18279,15.34505,1,15.40125,59.18584,crane,Slatter och betesvall pa akermark,ley
29/07/2019,18:00:18,5,1,0,id_17467,00:00:16,59.162983,15.388746,0,15.31873014,59.23299411,crane,Slatter och betesvall pa akermark,ley
30/05/2021,11:12:24,4,1,0,id_17467,00:12:25,59.18782,15.33966,1,15.32665,59.1862,crane,Slatter och betesvall pa akermark,ley
14/07/2020,12:14:48,6,1,1,id_17467,00:00:05,59.1718,15.385,0,15.3762453,59.20129693,crane,Slatter och betesvall pa akermark,ley
13/06/2019,07:01:12,6,1,0,id_17467,00:00:51,59.163704,15.390166,1,15.396379,59.181602,crane,Slatter och betesvall pa akermark,ley
15/07/2019,09:00:45,6,2,0,id_17467,00:00:27,59.179413,15.348022,1,15.389255,59.152798,crane,Slatter och betesvall pa akermark,ley
16/07/2019,12:00:25,7,1,0,id_17467,00:00:25,59.163246,15.388329,1,15.399317,59.151951,crane,Slatter och betesvall pa akermark,ley
06/05/2018,09:09:39,5,1,1,id_17467,00:09:39,59.183628,15.342805,0,15.33241374,59.16905999,crane,Slatter och betesvall pa akermark,ley
06/05/2018,18:09:39,8,1,0,id_17467,00:09:39,59.183628,15.342805,0,15.30765027,59.17633408,crane,Slatter och betesvall pa akermark,ley
14/08/2020,08:14:24,6,1,1,id_17467,00:00:05,59.18077,15.34158,1,15.31544,59.17973,crane,Slatter och betesvall pa akermark,ley
17/06/2019,04:16:23,9,1,1,id_17467,00:00:45,59.16407,15.390115,1,15.40148,59.187737,crane,Slatter och betesvall pa akermark,ley
19/07/2019,13:00:25,7,1,1,id_17467,00:00:22,59.163017,15.388728,1,15.387181,59.150764,crane,Slatter och betesvall pa akermark,ley
05/07/2019,04:00:35,6,2,0,id_17467,00:00:31,59.161373,15.385397,0,15.27087406,59.15019593,crane,Slatter och betesvall pa akermark,ley
22/07/2019,09:00:19,6,2,0,id_17467,00:00:22,59.163071,15.388772,1,15.39666,59.152962,crane,Slatter och betesvall pa akermark,ley
16/07/2019,13:00:34,4,1,0,id_17467,00:00:25,59.163246,15.388329,1,15.39733,59.154385,crane,Slatter och betesvall pa akermark,ley
13/08/2020,11:14:23,10,1,0,id_17467,00:14:45,59.18082,15.34163,1,15.30203,59.18203,crane,Slatter och betesvall pa akermark,ley
17/06/2019,03:00:45,7,1,0,id_17467,00:00:45,59.16407,15.390115,1,15.384728,59.183826,crane,Slatter och betesvall pa akermark,ley
06/08/2020,13:14:28,7,1,0,id_17467,00:14:36,59.18058,15.34043,1,15.27353,59.18432,crane,Slatter och betesvall pa akermark,ley
14/07/2020,17:14:47,4,2,0,id_17467,00:00:05,59.1718,15.385,1,15.39432,59.14862,crane,Slatter och betesvall pa akermark,ley
08/07/2020,03:00:01,5,1,0,id_17467,00:15:15,59.17199,15.38491,1,15.3961,59.15142,crane,Slatter och betesvall pa akermark,ley
31/05/2021,02:12:15,4,2,0,id_17467,00:12:19,59.18619,15.32651,1,15.32559,59.187,crane,Slatter och betesvall pa akermark,ley
13/06/2020,07:00:35,10,1,0,id_17467,00:00:05,59.17754,15.36066,0,15.30333179,59.17416038,crane,Slatter och betesvall pa akermark,ley
30/06/2020,03:00:13,5,1,0,id_17467,00:15:14,59.17766,15.36105,1,15.40363,59.18524,crane,Slatter och betesvall pa akermark,ley
22/07/2021,04:11:37,7,1,0,id_17467,00:11:37,59.18284,15.34517,1,15.35462,59.1994,crane,Slatter och betesvall pa akermark,ley
31/07/2020,10:14:40,9,1,1,id_17467,00:14:34,59.17204,15.38536,1,15.406,59.19705,crane,Slatter och betesvall pa akermark,ley
03/08/2020,17:14:29,5,1,1,id_17467,00:14:31,59.1722,15.3849,1,15.39662,59.15834,crane,Slatter och betesvall pa akermark,ley
13/08/2020,12:15:46,5,2,4,id_17467,00:14:45,59.18082,15.34163,1,15.3017,59.18207,crane,Slatter och betesvall pa akermark,ley
05/08/2020,03:29:31,5,2,1,id_17467,00:14:45,59.18001,15.34231,1,15.30313,59.17458,crane,Slatter och betesvall pa akermark,ley
13/07/2020,05:14:46,7,1,0,id_17467,00:14:44,59.16262,15.38969,1,15.38901,59.14974,crane,Slatter och betesvall pa akermark,ley
06/08/2020,11:14:28,9,1,0,id_17467,00:14:36,59.18058,15.34043,1,15.27756,59.18327,crane,Slatter och betesvall pa akermark,ley
10/08/2020,06:14:44,5,1,1,id_17467,00:14:27,59.18045,15.34167,1,15.29892,59.1835,crane,Slatter och betesvall pa akermark,ley
08/06/2019,15:00:50,10,1,0,id_17467,00:00:50,59.163746,15.386498,1,15.402944,59.18631,crane,Slatter och betesvall pa akermark,ley
14/06/2019,18:00:55,4,2,2,id_17467,00:00:47,59.164036,15.39026,1,15.402768,59.187023,crane,Slatter och betesvall pa akermark,ley
13/06/2019,09:01:14,10,1,0,id_17467,00:00:51,59.163704,15.390166,1,15.397725,59.18206,crane,Slatter och betesvall pa akermark,ley
08/08/2020,10:14:31,12,1,2,id_17467,00:14:32,59.1801,15.34174,1,15.30214,59.18107,crane,Slatter och betesvall pa akermark,ley
10/08/2020,10:14:24,9,1,2,id_17467,00:14:27,59.18045,15.34167,1,15.30843,59.1808,crane,Slatter och betesvall pa akermark,ley
20/07/2019,08:00:25,4,2,0,id_17467,00:00:23,59.163074,15.388904,1,15.387718,59.151402,crane,Slatter och betesvall pa akermark,ley
20/06/2020,17:00:03,8,1,0,id_17467,00:00:00,59.17744,15.36069,0,15.25253654,59.21383274,crane,Slatter och betesvall pa akermark,ley
31/05/2021,06:12:14,5,1,0,id_17467,00:12:19,59.18619,15.32651,1,15.3265,59.18623,crane,Slatter och betesvall pa akermark,ley
30/07/2020,13:14:33,9,1,0,id_17467,00:15:05,59.17216,15.3851,1,15.4067,59.19697,crane,Slatter och betesvall pa akermark,ley
04/06/2019,04:00:54,4,2,0,id_17467,00:00:56,59.183266,15.345,0,15.37220314,59.17233874,crane,Slatter och betesvall pa akermark,ley
14/06/2019,13:00:54,5,2,0,id_17467,00:00:47,59.164036,15.39026,1,15.397529,59.182243,crane,Slatter och betesvall pa akermark,ley
16/06/2019,20:00:44,7,1,1,id_17467,00:00:47,59.181103,15.388998,1,15.392359,59.180313,crane,Slatter och betesvall pa akermark,ley
14/08/2019,04:00:05,9,1,0,id_17467,00:00:09,59.172363,15.385945,1,15.396677,59.151691,crane,Slatter och betesvall pa akermark,ley
24/07/2021,09:12:14,5,2,2,id_17467,00:11:36,59.18275,15.34517,1,15.32539,59.18749,crane,Slatter och betesvall pa akermark,ley
09/08/2020,10:14:26,9,1,0,id_17467,00:14:27,59.18071,15.34003,1,15.30214,59.1819,crane,Slatter och betesvall pa akermark,ley
11/06/2019,08:00:55,4,2,0,id_17467,00:00:49,59.165611,15.383837,1,15.397268,59.181278,crane,Slatter och betesvall pa akermark,ley
28/07/2019,05:00:19,9,1,0,id_17467,00:00:22,59.163055,15.388574,0,15.25173962,59.21344863,crane,Slatter och betesvall pa akermark,ley
14/07/2020,03:14:44,7,1,1,id_17467,00:00:05,59.1718,15.385,0,15.40362279,59.19672797,crane,Slatter och betesvall pa akermark,ley
16/06/2020,19:00:14,8,1,1,id_17467,00:00:03,59.17761,15.3608,1,15.31674,59.17674,crane,Slatter och betesvall pa akermark,ley
06/07/2019,13:00:34,4,2,1,id_17467,00:00:31,59.163593,15.388848,1,15.390008,59.151546,crane,Slatter och betesvall pa akermark,ley
15/06/2019,05:00:46,6,1,0,id_17467,00:00:45,59.163956,15.390075,1,15.388145,59.18166,crane,Slatter och betesvall pa akermark,ley
12/08/2020,08:14:24,5,2,0,id_17467,00:14:37,59.18102,15.34135,1,15.31824,59.17733,crane,Slatter och betesvall pa akermark,ley
12/07/2020,08:14:46,5,1,0,id_17467,00:14:45,59.16257,15.38967,1,15.38721,59.1511,crane,Slatter och betesvall pa akermark,ley
14/08/2020,06:14:59,5,1,1,id_17467,00:00:05,59.18077,15.34158,1,15.31552,59.1795,crane,Slatter och betesvall pa akermark,ley
14/08/2020,13:14:22,5,1,1,id_17467,00:00:05,59.18077,15.34158,1,15.31402,59.18001,crane,Slatter och betesvall pa akermark,ley
19/05/2018,06:09:32,7,1,0,id_17467,00:09:42,59.182564,15.347415,1,15.303003,59.191669,crane,Slatter och betesvall pa akermark,ley
30/07/2020,14:14:39,10,1,0,id_17467,00:15:05,59.17216,15.3851,1,15.40615,59.19667,crane,Slatter och betesvall pa akermark,ley
08/06/2019,06:00:51,5,1,1,id_17467,00:00:50,59.163746,15.386498,1,15.401974,59.181908,crane,Slatter och betesvall pa akermark,ley
02/08/2021,06:11:45,9,1,0,id_17467,00:11:33,59.17934,15.34182,1,15.29395,59.17446,crane,Slatter och betesvall pa akermark,ley
08/08/2020,15:14:27,9,1,0,id_17467,00:14:32,59.1801,15.34174,1,15.30373,59.18095,crane,Slatter och betesvall pa akermark,ley
06/08/2020,16:14:30,10,1,0,id_17467,00:14:36,59.18058,15.34043,1,15.27754,59.18479,crane,Slatter och betesvall pa akermark,ley
15/08/2020,06:14:21,5,2,0,id_17467,00:14:44,59.1795,15.3478,0,15.30827445,59.20821458,crane,Slatter och betesvall pa akermark,ley
30/07/2021,09:11:33,6,1,0,id_17467,00:11:40,59.17945,15.342,1,15.30039,59.18189,crane,Slatter och betesvall pa akermark,ley
08/08/2020,09:14:38,6,1,0,id_17467,00:14:32,59.1801,15.34174,1,15.30498,59.18042,crane,Slatter och betesvall pa akermark,ley
19/06/2019,12:00:42,6,1,0,id_17467,00:00:56,59.16396,15.39047,1,15.392187,59.179913,crane,Slatter och betesvall pa akermark,ley
09/06/2019,02:00:50,11,1,0,id_17467,00:00:54,59.164024,15.390177,1,15.40171,59.18272,crane,Slatter och betesvall pa akermark,ley
18/07/2020,07:14:42,6,1,0,id_17467,00:14:44,59.17161,15.38457,0,15.37919608,59.21704464,crane,Slatter och betesvall pa akermark,ley
19/06/2019,10:00:51,4,1,0,id_17467,00:00:56,59.16396,15.39047,1,15.394321,59.181458,crane,Slatter och betesvall pa akermark,ley
13/07/2020,08:14:44,7,1,0,id_17467,00:14:44,59.16262,15.38969,0,15.23486879,59.21415092,crane,Slatter och betesvall pa akermark,ley
09/07/2020,11:00:15,4,2,0,id_17467,00:14:46,59.1626,15.3896,1,15.3988,59.1586,crane,Slatter och betesvall pa akermark,ley
08/08/2020,18:00:05,9,1,0,id_17467,00:14:32,59.1801,15.34174,1,15.30307,59.18206,crane,Slatter och betesvall pa akermark,ley
16/06/2019,04:01:05,6,1,0,id_17467,00:00:47,59.181103,15.388998,1,15.393706,59.181145,crane,Slatter och betesvall pa akermark,ley
10/06/2019,03:00:49,6,1,0,id_17467,00:00:50,59.164005,15.389932,1,15.402162,59.186153,crane,Slatter och betesvall pa akermark,ley
14/07/2020,15:14:45,6,1,1,id_17467,00:00:05,59.1718,15.385,1,15.39372,59.14848,crane,Slatter och betesvall pa akermark,ley
18/06/2019,20:00:47,5,1,0,id_17467,00:00:51,59.16584,15.391403,1,15.390411,59.180714,crane,Slatter och betesvall pa akermark,ley
08/08/2020,14:14:28,11,1,0,id_17467,00:14:32,59.1801,15.34174,1,15.30096,59.18112,crane,Slatter och betesvall pa akermark,ley
22/07/2019,03:00:23,10,1,1,id_17467,00:00:22,59.163071,15.388772,1,15.400548,59.149647,crane,Slatter och betesvall pa akermark,ley
08/08/2020,12:14:26,9,1,0,id_17467,00:14:32,59.1801,15.34174,1,15.30178,59.18125,crane,Slatter och betesvall pa akermark,ley
21/06/2019,02:00:43,8,1,1,id_17467,00:00:43,59.164135,15.390095,0,15.37114842,59.17574285,crane,Slatter och betesvall pa akermark,ley
18/06/2019,15:00:46,5,1,1,id_17467,00:00:51,59.16584,15.391403,1,15.404438,59.186169,crane,Slatter och betesvall pa akermark,ley
17/05/2018,15:09:32,5,1,1,id_17467,00:09:32,59.183342,15.344982,1,15.32581,59.187199,crane,Slatter och betesvall pa akermark,ley
09/08/2020,07:14:26,7,2,0,id_17467,00:14:27,59.18071,15.34003,1,15.31212,59.17814,crane,Slatter och betesvall pa akermark,ley
10/06/2019,05:00:51,9,1,1,id_17467,00:00:50,59.164005,15.389932,1,15.406587,59.183773,crane,Slatter och betesvall pa akermark,ley
03/08/2021,06:11:35,4,2,1,id_17467,00:11:31,59.17767,15.36129,1,15.33863,59.16468,crane,Slatter och betesvall pa akermark,ley
18/06/2019,17:00:45,7,1,0,id_17467,00:00:51,59.16584,15.391403,1,15.40706,59.181293,crane,Slatter och betesvall pa akermark,ley
09/07/2019,10:00:33,6,1,3,id_17467,00:00:45,59.163616,15.388647,0,15.39424714,59.15099505,crane,Slatter och betesvall pa akermark,ley
08/06/2020,04:00:11,4,2,1,id_17467,00:00:20,59.17762,15.36035,0,15.31060667,59.23614236,crane,Grasfrovall (flerarig),ley
16/07/2019,04:00:43,5,2,1,id_17467,00:00:25,59.163246,15.388329,0,15.32996331,59.20302409,crane,Grasfrovall (flerarig),ley
25/06/2019,06:00:43,6,1,0,id_17467,00:00:41,59.182861,15.345003,0,15.33328334,59.19089411,crane,Grasfrovall (flerarig),ley
05/07/2019,05:00:39,7,1,0,id_17467,00:00:31,59.161373,15.385397,0,15.32655068,59.19918146,crane,Grasfrovall (flerarig),ley
19/05/2018,06:09:32,7,1,0,id_17467,00:09:42,59.182564,15.347415,0,15.33437711,59.19647038,crane,Grasfrovall (flerarig),ley
05/08/2020,04:14:37,6,1,0,id_17467,00:14:45,59.18001,15.34231,1,15.29631,59.16817,crane,Grasfrovall (flerarig),ley
10/06/2020,08:00:35,6,1,0,id_17467,00:00:19,59.17747,15.36181,0,15.31211273,59.1986378,crane,Grasfrovall (flerarig),ley
16/07/2020,07:14:54,4,2,0,id_17467,00:14:43,59.17181,15.38488,0,15.32663966,59.19924115,crane,Grasfrovall (flerarig),ley
23/06/2019,05:00:41,6,1,0,id_17467,00:00:40,59.165916,15.391195,0,15.33204554,59.19275732,crane,Grasfrovall (flerarig),ley
13/08/2020,11:14:23,10,1,0,id_17467,00:14:45,59.18082,15.34163,0,15.29338291,59.16949614,crane,Grasfrovall (flerarig),ley
20/07/2019,05:00:33,6,1,0,id_17467,00:00:23,59.163074,15.388904,0,15.31369022,59.23871716,crane,Grasfrovall (flerarig),ley
16/07/2019,12:00:25,7,1,0,id_17467,00:00:25,59.163246,15.388329,0,15.24276829,59.18521908,crane,Grasfrovall (flerarig),ley
03/07/2020,02:14:55,5,2,1,id_17467,00:00:01,59.16357,15.3896,0,15.3016832,59.16835845,crane,Grasfrovall (flerarig),ley
18/05/2020,14:00:23,5,1,0,id_17467,00:00:20,59.18252,15.3459,0,15.23992976,59.18613638,crane,Grasfrovall (flerarig),ley
09/08/2019,18:00:09,4,1,0,id_17467,00:00:14,59.173321,15.391619,0,15.30644537,59.2367054,crane,Grasfrovall (flerarig),ley
19/06/2020,13:00:35,8,1,0,id_17467,00:00:03,59.17741,15.3612,0,15.31734901,59.19718125,crane,Grasfrovall (flerarig),ley
20/06/2019,17:00:42,6,1,5,id_17467,00:00:45,59.164009,15.39011,0,15.31165296,59.23628772,crane,Grasfrovall (flerarig),ley
14/07/2020,14:14:43,8,1,1,id_17467,00:00:05,59.1718,15.385,0,15.30907058,59.23625302,crane,Grasfrovall (flerarig),ley
14/06/2020,19:00:15,10,1,0,id_17467,00:00:05,59.17752,15.35993,0,15.3114318,59.23499462,crane,Grasfrovall (flerarig),ley
09/07/2021,05:11:46,6,1,0,id_17467,00:11:46,59.18323,15.34451,0,15.31339019,59.23460558,crane,Grasfrovall (flerarig),ley
10/08/2020,13:14:25,7,1,0,id_17467,00:14:27,59.18045,15.34167,0,15.30916956,59.19686461,crane,Grasfrovall (flerarig),ley
06/07/2019,05:00:39,5,2,1,id_17467,00:00:31,59.163593,15.388848,0,15.24278015,59.18520115,crane,Grasfrovall (flerarig),ley
28/05/2020,14:00:15,7,1,0,id_17467,00:00:14,59.18311,15.35563,0,15.31304567,59.19714399,crane,Grasfrovall (flerarig),ley
18/06/2019,04:01:05,9,1,0,id_17467,00:00:51,59.16584,15.391403,0,15.31934067,59.19890206,crane,Grasfrovall (flerarig),ley
21/06/2019,11:00:43,6,1,0,id_17467,00:00:43,59.164135,15.390095,0,15.32839024,59.20070584,crane,Grasfrovall (flerarig),ley
04/08/2021,07:11:29,6,2,3,id_17467,00:11:28,59.17204,15.38534,0,15.2992626,59.1712646,crane,Grasfrovall (flerarig),ley
24/07/2021,05:11:37,6,2,0,id_17467,00:11:36,59.18275,15.34517,0,15.42449816,59.19596783,crane,Trada,other
28/05/2019,05:01:02,5,1,0,id_17467,00:01:00,59.18129,15.352007,0,15.26787326,59.18941808,crane,Trada,other
05/08/2020,08:14:28,5,1,0,id_17467,00:14:45,59.18001,15.34231,0,15.29609849,59.20647627,crane,Trada,other
09/05/2018,03:10:05,5,1,2,id_17467,00:09:37,59.181976,15.349107,0,15.34424033,59.21965253,crane,Trada,other
29/07/2020,05:14:35,5,1,0,id_17467,00:00:05,59.17207,15.38479,0,15.34524705,59.22734415,crane,Trada,other
24/07/2021,10:11:35,9,1,3,id_17467,00:11:36,59.18275,15.34517,0,15.33416793,59.14874523,crane,Trada,other
07/08/2019,06:15:19,4,1,0,id_17467,00:00:11,59.179764,15.34722,1,15.348253,59.159031,crane,Trada,other
26/05/2021,17:12:21,5,2,2,id_17467,00:12:20,59.16031,15.38668,0,15.4097484,59.22047033,crane,Trada,other
26/05/2021,05:12:23,5,1,0,id_17467,00:12:20,59.16031,15.38668,1,15.39804,59.15947,crane,Trada,other
11/06/2020,02:00:05,8,1,1,id_17467,00:00:16,59.17745,15.36145,0,15.27814682,59.19768858,crane,Trada,other
11/07/2019,06:00:29,8,1,0,id_17467,00:00:30,59.163422,15.389294,0,15.34945844,59.21528945,crane,Trada,other
31/05/2021,10:12:35,10,1,0,id_17467,00:12:19,59.18619,15.32651,0,15.26648341,59.18205431,crane,Trada,other
23/07/2020,06:14:42,4,2,0,id_17467,00:15:02,59.17187,15.38513,0,15.33690919,59.23695459,crane,Trada,other
29/05/2021,07:12:35,6,1,0,id_17467,00:12:17,59.18756,15.32515,0,15.24839551,59.17245707,crane,Trada,other
12/07/2019,06:00:45,7,2,0,id_17467,00:00:27,59.163445,15.389002,1,15.343435,59.159836,crane,Trada,other
11/07/2021,05:12:30,6,1,0,id_17467,00:11:45,59.18312,15.34439,1,15.33399,59.18683,crane,Trada,other
28/06/2020,02:00:07,4,2,0,id_17467,00:14:58,59.18279,15.34505,0,15.23543947,59.2063729,crane,Trada,other
30/05/2018,04:09:38,6,1,0,id_17467,00:09:25,59.163506,15.387065,0,15.26953427,59.21188381,crane,Trada,other
25/07/2021,07:11:44,5,2,0,id_17467,00:11:35,59.17968,15.34717,0,15.27898472,59.20072477,crane,Trada,other
09/06/2020,15:00:06,6,1,0,id_17467,00:00:07,59.17752,15.36086,0,15.32503252,59.17639808,crane,Trada,other
12/08/2020,14:14:43,8,1,0,id_17467,00:14:37,59.18102,15.34135,0,15.28131753,59.19835706,crane,Trada,other
01/06/2019,07:00:56,7,1,0,id_17467,00:00:54,59.182999,15.34537,0,15.26702527,59.20088759,crane,Trada,other
24/06/2021,04:12:45,5,2,2,id_17467,00:11:57,59.18325,15.34549,0,15.30498454,59.18990447,crane,Trada,other
19/06/2019,12:00:42,6,1,0,id_17467,00:00:56,59.16396,15.39047,0,15.31766061,59.19643692,crane,Trada,other
27/05/2019,11:00:59,8,1,1,id_17467,00:00:58,59.168148,15.386145,0,15.4115873,59.19245225,crane,Trada,other
31/07/2021,05:11:33,5,2,1,id_17467,00:11:31,59.17945,15.34187,0,15.39433288,59.15992063,crane,Trada,other
06/08/2019,16:00:16,7,2,0,id_17467,00:00:34,59.173523,15.389952,1,15.347306,59.158264,crane,Trada,other
26/05/2021,14:12:16,7,1,0,id_17467,00:12:20,59.16031,15.38668,1,15.3986,59.16103,crane,Trada,other
26/06/2019,07:00:37,6,1,2,id_17467,00:00:38,59.165874,15.391477,0,15.22897574,59.16129301,crane,Trada,other
10/06/2020,09:00:13,4,1,0,id_17467,00:00:19,59.17747,15.36181,0,15.32346731,59.18317176,crane,Trada,other
08/07/2021,08:11:47,6,1,0,id_17467,00:12:05,59.18329,15.34475,1,15.33391,59.18679,crane,Trada,other
30/07/2020,18:14:36,10,1,0,id_17467,00:15:05,59.17216,15.3851,0,15.29182317,59.20526519,crane,Trada,other
27/06/2020,10:15:13,6,2,0,id_17467,00:14:54,59.17745,15.36071,1,15.33452,59.18066,crane,Trada,other
11/07/2019,08:00:29,6,2,2,id_17467,00:00:30,59.163422,15.389294,0,15.3239813,59.13739665,crane,Trada,other
10/06/2020,05:00:06,9,1,0,id_17467,00:00:19,59.17747,15.36181,0,15.35437045,59.13703288,crane,Trada,other
29/07/2020,10:14:37,9,1,0,id_17467,00:00:05,59.17207,15.38479,1,15.35985,59.16822,crane,Trada,other
22/07/2021,08:11:37,8,1,0,id_17467,00:11:37,59.18284,15.34517,0,15.32116116,59.18607035,crane,Trada,other
31/07/2020,07:00:05,12,1,0,id_17467,00:14:34,59.17204,15.38536,0,15.25807879,59.17839871,crane,Trada,other
26/05/2021,09:12:18,5,2,0,id_17467,00:12:20,59.16031,15.38668,1,15.39893,59.16107,crane,Trada,other
08/05/2018,13:24:38,5,1,0,id_17467,00:09:38,59.16531,15.388641,0,15.34589121,59.15130554,crane,Trada,other
25/06/2020,04:00:05,3,1,0,id_17467,00:00:00,59.16325,15.38867,0,15.31945382,59.15316318,crane,Trada,other
28/07/2021,09:11:33,5,1,2,id_17467,00:11:32,59.18045,15.34431,1,15.27688,59.18697,crane,Trada,other
21/06/2020,16:00:00,6,1,1,id_17467,00:00:09,59.17769,15.36039,1,15.42086,59.18821,crane,Trada,other
06/08/2019,18:00:11,4,2,0,id_17467,00:00:34,59.173523,15.389952,1,15.347655,59.158112,crane,Trada,other
27/07/2020,09:00:04,6,1,0,id_17467,00:14:45,59.17184,15.38535,0,15.29347475,59.14358157,crane,Trada,other
31/05/2021,16:12:13,5,2,1,id_17467,00:12:19,59.18619,15.32651,0,15.27570444,59.18649608,crane,Trada,other
12/07/2019,11:00:30,9,1,0,id_17467,00:00:27,59.163445,15.389002,1,15.344612,59.160667,crane,Trada,other
26/05/2021,13:12:18,5,1,0,id_17467,00:12:20,59.16031,15.38668,0,15.22190465,59.17278398,crane,Trada,other
05/08/2020,04:14:37,6,1,0,id_17467,00:14:45,59.18001,15.34231,0,15.31216877,59.15092796,crane,Trada,other
05/07/2020,13:00:15,5,1,0,id_17467,00:15:15,59.17182,15.38475,0,15.2754695,59.18513645,crane,Trada,other
29/07/2020,06:29:37,7,1,0,id_17467,00:00:05,59.17207,15.38479,0,15.25242931,59.21699599,crane,Trada,other
22/07/2021,12:11:37,8,1,0,id_17467,00:11:37,59.18284,15.34517,0,15.32261918,59.14015117,crane,Trada,other
22/07/2021,07:11:38,9,1,0,id_17467,00:11:37,59.18284,15.34517,0,15.33357738,59.14925394,crane,Trada,other
14/08/2019,17:00:12,6,1,0,id_17467,00:00:09,59.172363,15.385945,0,15.41407131,59.18852055,crane,Trada,other
05/08/2021,16:11:26,7,1,0,id_17467,00:11:28,59.1721,15.38542,1,15.36042,59.16475,crane,Trada,other
08/08/2020,16:14:29,8,1,0,id_17467,00:14:32,59.1801,15.34174,0,15.29628243,59.20431245,crane,Trada,other
02/08/2020,05:14:45,9,1,0,id_17467,00:14:42,59.17202,15.38521,1,15.35295,59.16582,crane,Trada,other
27/07/2021,15:11:38,3,1,1,id_17467,00:11:43,59.18283,15.34511,1,15.40924,59.19545,crane,Trada,other
20/06/2019,16:01:06,5,2,1,id_17467,00:00:45,59.164009,15.39011,0,15.27195878,59.14315686,crane,Trada,other
20/06/2019,04:00:42,6,1,2,id_17467,00:00:45,59.164009,15.39011,0,15.29948944,59.20034805,crane,Trada,other
15/06/2020,06:00:34,9,1,0,id_17467,00:00:11,59.1775,15.3606,1,15.32697,59.19093,crane,Trada,other
23/07/2020,10:00:05,9,1,0,id_17467,00:15:02,59.17187,15.38513,0,15.2796195,59.20125982,crane,Trada,other
14/07/2019,06:00:27,9,1,0,id_17467,00:00:27,59.163189,15.388958,0,15.30887418,59.16469772,crane,Trada,other
05/07/2019,15:00:36,6,1,0,id_17467,00:00:31,59.161373,15.385397,0,15.27509755,59.18884304,crane,Trada,other
26/05/2021,09:12:18,5,2,0,id_17467,00:12:20,59.16031,15.38668,0,15.38024704,59.14596105,crane,Trada,other
26/05/2021,08:12:17,6,1,0,id_17467,00:12:20,59.16031,15.38668,1,15.39867,59.15936,crane,Trada,other
08/06/2019,03:00:49,5,1,0,id_17467,00:00:50,59.163746,15.386498,0,15.3089831,59.19825398,crane,Trada,other
17/07/2021,07:11:58,4,2,0,id_17467,00:11:40,59.18352,15.34459,1,15.33371,59.18724,crane,Trada,other
13/06/2020,06:00:05,6,1,0,id_17467,00:00:05,59.17754,15.36066,0,15.34011544,59.16624828,crane,Trada,other
01/06/2020,13:00:17,6,2,0,id_17467,00:00:15,59.16294,15.38934,1,15.41069,59.19567,crane,Trada,other
03/08/2021,13:11:30,8,1,0,id_17467,00:11:31,59.17767,15.36129,0,15.2978525,59.19227558,crane,Trada,other
06/07/2019,10:00:32,4,2,0,id_17467,00:00:31,59.163593,15.388848,1,15.371807,59.153179,crane,Trada,other
06/06/2019,04:01:14,8,1,0,id_17467,00:00:52,59.183369,15.355062,0,15.29537398,59.19549243,crane,Trada,other
29/05/2021,18:12:52,6,1,0,id_17467,00:12:17,59.18756,15.32515,0,15.28039611,59.20139,crane,Trada,other
19/06/2019,16:01:05,9,1,0,id_17467,00:00:56,59.16396,15.39047,0,15.38631342,59.2118056,crane,Trada,other
28/07/2021,14:12:50,5,1,0,id_17467,00:11:32,59.18045,15.34431,1,15.27767,59.18691,crane,Trada,other
