Mpala structural data,,,,,,,,,,,,,Ilmotiok structural data,,,,,,,,
S/Transect,ALL,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol ,,,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol 
M1,M105,ACACET,8,50.24,0.9,2.61,1.71,1.74,2.38,2.71,,,ACACME,9.1,65.01,1,3.54,2.54,5.04,19.94,33.76
M1,M105,ACACBR,1.9,2.83,0.9,1.58,0.68,0.41,0.13,0.06,,,ACACME,5.9,27.33,0.18,2.57,2.39,2.66,5.51,8.78
M1,M105,ACACBR,2,3.14,0.3,0.6,0.3,0.22,0.04,0.01,,,ACACME,9.2,66.44,0.4,2.67,2.27,4.9,18.72,28.33
M1,M105,ACACBR,1.9,2.83,0.6,1.47,0.87,0.43,0.14,0.08,,,ACACME,11.4,102.02,1,4.18,3.18,5.73,25.72,54.52
M1,M105,ACACBR,1.8,2.54,0.8,1.56,0.76,0.65,0.33,0.17,,,ACACME,7.9,48.99,0.6,3.95,3.35,5.65,22.74,50.78
M1,M105,ACACBR,1.8,2.54,0.7,1.38,0.68,0.58,0.26,0.12,,,ACACME,9,63.59,0.4,3.16,2.76,4.83,18.19,33.48
M1,M105,ACACBR,1.8,2.54,0.8,1.53,0.73,0.7,0.38,0.19,,,ACACME,5.4,22.89,1,2.78,1.78,2.95,6.47,7.68
M1,M105,ACACBR,1.8,2.54,0.63,1.47,0.84,0.93,0.65,0.36,,,ACACME,4.2,13.85,1.2,2.64,1.44,2.7,5.63,5.4
M1,M105,ACACBR,2.3,4.15,0.35,0.55,0.2,0.6,0.28,0.04,,,ACACME,1.2,1.13,0.2,1.1,0.9,1.94,2.79,1.67
M1,M105,ACACBR,1.7,2.27,0.8,1.45,0.65,0.25,0.05,0.02,,,ACACET,1.6,2.01,0.2,0.8,0.6,1,0.79,0.31
M1,M105,ACACBR,2.3,4.15,0.5,1.35,0.85,0.98,0.73,0.42,,,ACACME,10.5,86.55,1.1,3.6,2.5,6.63,34.44,57.39
M1,M105,ACACBR,1.2,1.13,0.35,0.7,0.35,0.38,0.11,0.03,,,ACACME,15.5,188.60,0.56,4.32,3.76,6.82,36.49,91.46
M1,M105,ACACBR,1.8,2.54,0.7,1.48,0.78,1.07,0.9,0.47,,,ACACME,5,19.63,0.7,2.6,1.9,2.44,4.66,5.9
M1,M105,ACACBR,2.1,3.46,0.6,1.5,0.9,0.5,0.16,0.1,,,ACACME,10.6,88.20,1.13,3.79,2.66,7.3,41.71,73.96
M1,M105,ACACBR,2,3.14,0.66,0.9,0.24,0.2,0.03,0.01,,,ACACME,2.6,5.31,0.15,1.5,1.35,2.52,4.95,4.46
M1,M105,ACACBR,1.5,1.77,0.9,1.1,0.2,0.24,0.05,0.01,,,ACACME,20.2,320.31,1,4.1,3.1,8.06,50.95,105.3
M1,M105,ACACBR,1.8,2.54,0.3,0.45,0.15,0.16,0.02,0,,,ACACME,2.9,6.60,0.4,1.22,0.82,1.78,2.44,1.33
M1,M105,ACACBR,2,3.14,1.57,2.83,1.26,0.8,0.47,0.4,,,ACACME,2.7,5.72,0.5,1.51,1.01,2.6,5.29,3.56
M1,M105,ACACET,7.3,41.83,1.41,2.63,1.22,1.6,1.98,1.61,,,ACACME,3.2,8.04,0.8,1.75,0.95,2.55,5.08,3.22
M1,M105,ACACET,22.8,408.07,1.16,4.8,3.64,3.48,9.48,23,,,ACACME,14.4,162.78,0.88,4.26,3.38,7.47,43.12,97.16
M1,M105,ACACBR,2.2,3.80,0.7,1.2,0.5,1.13,0.96,0.32,,,ACACME,3.7,10.75,0.18,2.6,2.42,2.36,4.37,7.05
M1,M106,ACACBR,2.1,3.46,0.75,1.3,0.55,0.4,0.13,0.05,,,ACACME,6.5,33.17,0.5,3.5,3,4.69,16.34,32.68
M1,M106,ACACBR,1.5,1.77,0.65,0.8,0.15,0.3,0.07,0.01,,,ACACME,2.3,4.15,0.3,1,0.7,1,0.79,0.37
M1,M106,ACACBR,2.1,3.46,1,1.52,0.52,0.88,0.58,0.2,,,ACACME,7.5,44.16,0.2,2.4,2.2,5.09,20.16,29.57
M1,M106,ACACME,7.8,47.76,0.8,1.7,0.9,0.83,0.53,0.32,,,ACACME,9.7,73.86,1.12,4.37,3.25,6.15,29.57,64.07
M1,M106,ACACBR,1.9,2.83,0.9,1.38,0.48,2.05,1.65,0.53,,,ACACME,7.1,39.57,0.8,3.48,2.68,5,19.6,35.02
M1,M106,ACACBR,2.1,3.46,0.8,1,0.2,0.35,0.09,0.01,,,ACACME,4.9,18.85,0.5,2.62,2.12,4.21,13.79,19.5
M1,M106,ACACBR,2.4,4.52,1.1,2.13,1.03,1.13,0.86,0.59,,,ACACME,5.3,22.05,0.25,2.58,2.33,3.6,10.14,15.76
M1,M106,ACACBR,2.2,3.80,0.8,1.31,0.51,0.52,0.21,0.07,,,ACACME,3.7,10.75,0.6,2.85,2.25,3.41,9.05,13.58
M1,M106,ACACBR,1.5,1.77,0.9,1.35,0.45,0.35,0.09,0.03,,,ACACME,5.2,21.23,0.9,2.66,1.76,3.05,7.18,8.42
M1,M106,ACACBR,2.3,4.15,0.95,1.48,0.53,0.3,0.07,0.02,,,ACACME,9,63.59,0.7,3.36,2.66,5.3,22.05,39.1
M1,M106,ACACBR,1,0.79,0.6,0.8,0.2,0.28,0.06,0.01,,,ACACME,8,50.24,0.9,3.8,2.9,7.04,37.3,72.11
M1,M106,ACACBR,1.8,2.54,0.7,1.13,0.43,0.55,0.24,0.07,,,ACACME,6,28.26,0.39,0.9,0.51,5.02,19.71,6.7
M1,M106,ACACBR,2.6,5.31,1.34,2.2,0.86,0.6,0.28,0.16,,,ACACME,9.8,75.39,1.22,3.25,2.03,5.15,20.76,28.1
M1,M106,ACACBR,1.7,2.27,1.35,2.2,0.85,0.83,0.53,0.3,,,ACACME,7.1,39.57,1.19,3.1,1.91,4.96,19.12,24.34
M1,M106,ACACBR,2.4,4.52,1.3,1.85,0.55,0.4,0.12,0.04,,,ACACME,5.3,22.05,0.9,2.98,2.08,3.6,10.14,14.06
M1,M106,ACACBR,2.1,3.46,1.13,1.5,0.37,0.88,0.59,0.15,,,ACACME,4.5,15.90,0.64,1.29,0.65,2.56,5.11,2.21
M1,M106,ACACBR,1.9,2.83,1.1,1.82,0.72,0.95,0.61,0.29,,,ACACME,8.3,54.08,1.53,3.54,2.01,3.62,10.14,13.59
M1,M106,ACACBR,2,3.14,1.2,2.5,1.3,0.6,0.27,0.24,,,ACACME,10.3,83.28,0.73,5.01,4.28,7.7,46.41,132.42
M1,M106,ACACBR,2.7,5.72,0.8,1.84,1.04,1.45,1.63,1.13,,,ACACME,7.6,45.34,1.19,4.05,2.86,4.3,13.19,25.15
M1,M106,ACACET,19,283.39,2.5,3.49,0.99,2.23,3.9,2.58,,,ACACME,15.7,193.49,1,4.6,3.6,5.18,20.76,49.83
M1,M106,ACACBR,1.8,2.54,0.7,1.1,0.4,0.35,0.09,0.03,,,ACACET,5,19.63,1.15,3.32,2.17,2.14,3.52,5.1
M1,M106,ACACBR,3,7.07,0.7,1,0.3,0.9,0.57,0.11,,,ACACME,9,63.59,1.2,3.67,2.47,5.5,23.68,39
M1,M106,ACACBR,2,3.14,0.9,1.47,0.57,0.83,0.53,0.2,,,ACACME,7.4,42.99,0.7,2.5,1.8,3.25,8.13,9.76
M1,M106,ACACBR,2.9,6.60,1.2,2.9,1.7,1.05,0.85,0.96,,,ACACET,5.5,23.75,0.55,3.18,2.63,2.43,4.54,7.97
M1,M106,ACACBR,1.5,1.77,0.75,1,0.25,0.45,0.16,0.03,,,ACACME,9,63.59,0.8,3.98,3.18,4.36,14.91,31.6
M1,M106,ACACBR,1.5,1.77,0.75,1,0.25,0.45,0.16,0.03,,,ACACME,1.5,1.77,0.3,0.89,0.59,1,0.79,0.31
M1,M106,ACACET,14,153.86,2.3,3.75,1.45,2.65,4.44,4.29,,,ACACME,9.8,75.39,0.4,4.29,3.89,6.29,31,80.4
M1,M106,ACACET,8.7,59.42,2.3,3.75,1.45,2.65,4.44,4.29,,,ACACME,7,38.47,0.8,4.15,3.35,3.38,8.93,19.95
M1,M106,ACACBR,1,0.79,0.6,0.8,0.2,0.18,0.02,0,,,ACACET,2.2,3.80,0.11,1.09,0.98,1.38,1.47,0.96
M1,M106,ACACBR,1.1,0.95,1.1,1.51,0.41,0.45,0.16,0.04,,,ACACME,10.6,88.20,0.6,1.86,1.26,2.66,4.82,4.05
M1,M106,ACACBR,1.7,2.27,0.7,1.1,0.4,0.35,0.08,0.02,,,ACACME,9.3,67.89,1.68,2.73,1.05,5.62,23.57,16.5
M1,M106,ACACBR,2.3,4.15,0.9,1.38,0.48,0.68,0.36,0.11,,,ACACME,8.2,52.78,0.87,4.07,3.2,5.85,26.81,57.19
M1,M106,ACACBR,1.6,2.01,0.8,1.1,0.3,0.28,0.06,0.01,,,ACACME,9.5,70.85,1.01,3.6,2.59,4.02,12.37,21.37
M1,M106,ACACBR,2,3.14,0.8,1.31,0.51,0.38,0.11,0.04,,,ACACME,1.8,2.54,0.2,0.5,0.3,1.66,2.16,0.43
M1,M106,ACACBR,1.8,2.54,0.7,0.9,0.2,0.68,0.36,0.05,,,ACACME,3,7.07,0.7,2.19,1.49,1.6,2,1.99
M1,M106,ACACBR,1.2,1.13,0.8,1,0.2,0.58,0.26,0.03,,,ACACME,3,7.07,0.3,1,0.7,2.46,4.72,2.2
M1,M106,ACACBR,1.1,0.95,0.9,1,0.1,0.2,0.03,0,,,ACACME,4.2,13.85,0.34,2.8,2.46,2.48,4.81,7.88
M1,M106,ACACBR,2,3.14,0.7,0.9,0.2,0.38,0.11,0.01,,,ACACTO,1.7,2.27,0.3,0.9,0.6,0.91,0.57,0.23
M1,M106,ACACBR,1.5,1.77,0.7,1.07,0.37,0.35,0.09,0.02,,,ACACME,2.9,6.60,0.3,1,0.7,1.8,2.53,1.18
M1,M106,ACACBR,1.2,1.13,0.62,0.75,0.13,0.15,0.02,0,,,ACACET,5.2,21.23,0.36,3.1,2.74,2.34,4.11,7.51
M1,M106,ACACBR,1.8,2.54,0.63,1.33,0.7,0.62,0.28,0.13,,,ACACME,4.5,15.90,0.4,3,2.6,3.06,7.16,12.41
M1,M106,ACACBR,1.2,1.13,0.68,0.93,0.25,0.22,0.03,0.01,,,ACACME,7.6,45.34,0.8,2.7,1.9,4.07,13,16.46
M1,M106,ACACBR,2,3.14,0.76,1.33,0.57,1.28,1.24,0.47,,,ACACME,10.9,93.27,0.76,2.82,2.06,2.7,5.72,7.85
M1,M106,ACACBR,3.4,9.07,0.73,1.71,0.98,0.82,0.47,0.31,,,ACACME,12.1,114.93,1.6,4.03,2.43,6.81,35.86,58.1
M1,M106,ACACBR,3.8,11.34,0.86,1.61,0.75,2.54,5.04,2.52,,,ACACME,6.8,36.30,0.79,3.12,2.33,5,19.41,30.15
M1,M106,ACACBR,2.1,3.46,0.56,1.38,0.82,0.55,0.23,0.13,,,ACACME,4.5,15.90,0.44,1.64,1.2,1.72,2.11,1.69
M1,M106,ACACBR,1,0.79,0.4,0.7,0.3,0.4,0.12,0.02,,,ACACME,3,7.07,0.3,2.58,2.28,2.93,6.71,10.2
M1,M106,ACACET,13.9,151.67,0.8,2.78,1.98,3.24,8.24,10.88,,,ACACME,5.9,27.33,0.5,3.44,2.94,2.55,5.03,9.86
M1,M106,ACACET,12.2,116.84,0.7,2.83,2.13,3.24,8.21,11.66,,,ACACME,8.9,62.18,1,3.29,2.29,4.74,17.34,26.47
M1,M106,ACACBR,1.6,2.01,4.6,7.3,2.7,4.1,13,23.4,,,ACACME,5.3,22.05,1.03,3.02,1.99,3.67,10.34,13.72
M1,M106,ACACET,3.8,11.34,2.5,2.65,0.15,2.22,3.85,0.39,,,ACACME,11,94.99,0.92,4.5,3.58,6.51,33.22,79.28
M1,M106,ACACET,4.4,15.20,1.71,5.8,4.09,1.42,1.55,4.23,,,ACACET,6.1,29.21,0.4,2.57,2.17,2.94,6.78,9.82
M1,M106,ACACET,8.2,52.78,1.1,1.96,0.86,1.75,2.37,1.36,,,ACACME,8.1,51.50,0.6,3.66,3.06,6.02,26.25,53.55
M1,M106,ACACBR,1.2,1.13,0.8,0.9,0.1,0.1,0.01,0,,,ACACME,8.5,56.72,1.58,3.99,2.41,4.09,13.07,21
M1,M106,ACACET,9.6,72.35,1.13,2.86,1.73,2.88,6.37,7.35,,,ACACME,18.2,260.02,1.2,4.19,2.99,6.99,38.32,76.39
M1,M106,ACACBR,3.1,7.54,0.86,1.86,1,2.87,5.9,3.93,,,ACACME,12.2,116.84,0.8,4.49,3.69,7.1,39.57,97.35
M1,M106,ACACBR,3.5,9.62,0.8,1.88,1.08,1.16,1.02,0.73,,,ACACTO,6.8,36.30,1.52,3.36,1.84,3.18,7.84,9.61
M1,M106,ACACBR,3.2,8.04,0.7,1.6,0.9,1.73,2.33,1.4,,,ACACME,2.1,3.46,0.2,1.22,1.02,1.52,1.81,1.23
M1,M106,ACACBR,3,7.07,0.3,0.86,0.56,0.54,0.21,0.08,,,ACACME,14.7,169.63,0.8,4.13,3.33,4.44,14.58,32.37
M1,M106,ACACET,5.5,23.75,1.08,2.68,1.6,2.05,3.28,3.5,,,ACACME,8.2,52.78,0.4,2.65,2.25,2.66,5.53,8.29
M1,M106,ACACET,5.3,22.05,2.2,2.55,0.35,2.09,3.35,0.78,,,ACACME,9.1,65.01,0.2,2.19,1.99,2.62,5.37,7.12
M1,M106,ACACBR,4.6,16.61,0.6,1.82,1.22,1.35,1.43,1.16,,,ACACME,11.2,98.47,0.7,4.54,3.84,5.31,22.09,56.54
M1,M106,ACACET,14,153.86,0.73,3.44,2.71,3.71,10.75,19.42,,,ACACME,11.6,105.63,0.4,4.37,3.97,6.99,38.16,100.99
M1,M106,ACACBR,2.9,6.60,0.9,1.48,0.58,0.75,0.44,0.17,,,ACACME,7.9,48.99,0.6,3.74,3.14,4.71,17.25,36.11
M1,M106,ACACET,16.7,218.93,1.8,3.73,1.93,2.93,6.48,8.34,,,ACACME,6.9,37.37,1.02,3.25,2.23,3.99,12.44,18.49
M1,M106,ACACET,10.1,80.08,1.2,5.32,4.12,2.6,5.27,14.49,,,ACACME,2.5,4.91,0.59,1.09,0.5,0.64,0.32,0.11
M1,M106,ACACET,11.7,107.46,3.5,4.58,1.08,3.22,8.11,5.84,,,ACACME,8.2,52.78,0.84,3.52,2.68,4.87,17.69,31.6
M1,M106,ACACBR,4,12.56,0.74,2.23,1.49,1.3,1.32,1.31,,,ACACME,6.7,35.24,1.03,3.06,2.03,3.18,7.94,10.74
M1,M106,ACACET,12.8,128.61,2.7,4.07,1.37,2.89,6.42,5.86,,,ACACME,7.2,40.69,0.7,3.69,2.99,3.9,11.7,23.32
M1,M106,ACACBR,1,0.79,0.8,1.56,0.76,0.5,0.19,0.1,,,ACACME,10.9,93.27,1.13,3.02,1.89,4.37,14.34,18.07
M1,M106,ACACET,14.2,158.29,1.53,3.52,1.99,1.87,2.74,3.63,,,ACACME,11.9,111.16,1.17,3.63,2.46,4.64,16.4,26.9
M1,M106,ACACET,7.3,41.83,1.15,4.68,3.53,2.23,3.9,9.19,,,ACACME,9.2,66.44,1.09,3.64,2.55,3.63,10.34,17.58
M1,M106,ACACET,6.5,33.17,1.3,3.95,2.65,1.97,2.98,5.26,,,ACACME,5.5,23.75,1,1.63,0.63,0.78,0.48,0.2
M1,M106,ACACET,10.9,93.27,1.88,4.23,2.35,1.2,1.12,1.76,,,ACACME,1.7,2.27,0.2,1.16,0.96,1,0.79,0.5
M1,M106,ACACET,3.7,10.75,1.34,2.54,1.2,1.5,1.77,1.41,,,ACACME,14.7,169.63,1.1,5.16,4.06,6.3,30.4,82.29
M1,M106,ACACET,8.9,62.18,2.37,3.55,1.18,2.31,4.18,3.29,,,ACACME,11,94.99,1,6.11,5.11,7.46,43.43,147.96
M1,M106,ACACET,9.6,72.35,1.4,3.43,2.03,2.57,3.5,4.74,,,ACACTO,9.8,75.39,0.7,1.81,1.11,4.32,14.27,10.56
M1,M106,ACACET,10.4,84.91,1.22,3.2,1.98,3.05,6.26,8.27,,,ACACTO,9.3,67.89,1.03,2.26,1.23,4.37,14.9,12.22
M1,M106,ACACET,8.7,59.42,1.1,3.78,2.68,2.23,3.9,6.97,,,ACACME,2.9,6.60,0.6,1.84,1.24,1.71,2.29,1.89
M1,M106,ACACBR,3.7,10.75,0.77,1.62,0.85,1.41,1.53,0.87,,,ACACME,4.6,16.61,0.85,3.63,2.78,2.77,6.01,11.14
M1,M106,ACACBR,1.9,2.83,0.65,1.31,0.66,0.74,0.43,0.19,,,ACACME,9.4,69.36,0.66,4.2,3.54,3.94,12.08,28.5
M1,M107,ACACBR,3.9,11.94,0.65,2.06,1.41,1.65,2.12,1.99,,,ACACET,12.7,126.61,1.5,3.13,1.63,4.74,17.51,19.03
M1,M107,ACACBR,3.3,8.55,1.1,2.01,0.91,1.79,2.52,1.53,,,ACACME,7.6,45.34,0.5,4.57,4.07,3.16,6.21,16.85
M1,M107,ACACBR,4.5,15.90,1.2,2.23,1.03,1.02,0.81,0.56,,,ACACME,13.5,143.07,0.4,5.11,4.71,3.58,9.24,29.01
M1,M107,ACACBR,2.3,4.15,0.56,1.21,0.65,0.57,0.21,0.09,,,ACACME,7.3,41.83,0.8,2.66,1.86,3.73,10.91,13.53
M1,M107,ACACBR,2.4,4.52,0.68,1.65,0.97,1.98,3.01,1.95,,,ACACME,9.5,70.85,0.6,3.83,3.23,5.03,19.85,42.75
M1,M107,ACACBR,2.7,5.72,0.63,1.44,0.81,1.59,1.95,1.05,,,ACACTO,4.3,14.51,0.4,1.07,0.67,1.58,1.85,0.83
M1,M107,ACACBR,1.8,2.54,0.46,0.76,0.3,0.92,0.65,0.13,,,ACACME,12.6,124.63,1.13,4.04,2.91,5.35,22.23,43.13
M1,M107,ACACBR,4.5,15.90,1.13,3.2,2.07,3.17,7.87,10.86,,,ACACME,2.6,5.31,0.58,1.76,1.18,0.86,0.55,0.44
M1,M107,ACACBR,3.2,8.04,1.26,2.85,1.59,2.25,3.92,4.16,,,ACACME,6.8,36.30,0.73,2.93,2.2,0.99,0.76,1.12
M1,M107,ACACBR,2.1,3.46,0.77,1.77,1,1.65,2.12,1.41,,,ACACTO,10.5,86.55,0.3,2.43,2.13,5.28,21.76,30.9
M1,M107,ACACET,13.1,134.71,1.64,3.18,1.54,3.72,10.83,11.12,,,ACACME,3.1,7.54,0.36,2.26,1.9,0.88,0.49,0.63
M1,M107,ACACET,9,63.59,1.41,3.97,2.56,2.87,6.4,10.92,,,ACACME,2.2,3.80,0.26,1.52,1.26,2.33,3.96,3.33
M1,M107,ACACBR,2.6,5.31,0.67,1.66,0.99,1.28,1.23,0.81,,,ACACME,10.7,89.87,0.2,4.79,4.59,5.1,20.4,62.41
M1,M107,ACACBR,2.3,4.15,1.2,2.22,1.02,1.96,2.91,1.98,,,ACACME,10.3,83.28,1,4.67,3.67,4.49,15.82,38.7
M1,M107,ACACBR,2.5,4.91,0.59,1.73,1.14,1.47,1.69,1.28,,,ACACME,2.1,3.46,0.5,5.51,5.01,1.61,2.03,6.79
M1,M107,ACACBR,2.8,6.15,0.7,1.58,0.88,1.16,1.05,0.62,,,ACACME,7.2,40.69,0.9,3.72,2.82,3.14,7.49,14.09
M1,M107,ACACBR,2.9,6.60,0.81,2.1,1.29,1.33,1.38,1.19,,,ACACME,7.3,41.83,0.7,3.66,2.96,3.22,8.13,16.04
M1,M107,ACACET,1.3,1.33,0.31,0.75,0.44,0.66,0.33,0.1,,,ACACET,10.4,84.91,1.1,2.93,1.83,1.89,2.78,3.4
M1,M107,ACACBR,2.3,4.15,0.84,1.84,1,0.96,0.72,0.48,,,ACACME,7.6,45.34,0.4,3.45,3.05,3.26,8.24,16.74
M1,M107,ACACBR,1.5,1.77,0.6,1.46,0.86,1.22,1.09,0.62,,,ACACME,6.5,33.17,0.4,2.89,2.49,2.72,5.74,9.53
M1,M107,ACACBR,1.8,2.54,0.73,1.45,0.72,1.14,1.01,0.48,,,ACACTO,6.5,33.17,0.91,3.99,3.08,3.72,10.41,21.37
M1,M107,ACACBR,2.9,6.60,1.31,2.53,1.22,2.34,4.27,3.48,,,ACACME,9.4,69.36,0.93,3.39,2.46,4.26,13.65,22.39
M1,M107,ACACBR,1.7,2.27,0.8,1.68,0.88,0.34,0.08,0.05,,,ACACME,7.5,44.16,0.6,3.7,3.1,2.46,4.66,9.63
M1,M108,ACACET,2.7,5.72,0.92,1.52,0.6,1.37,1.45,0.58,,,ACACME,6,28.26,2.38,3.68,1.3,2.98,6.64,5.75
M1,M108,ACACET,5.7,25.50,0.6,1.58,0.98,2.22,3.85,2.52,,,ACACTO,3.2,8.04,0.3,1.63,1.33,3.22,7.79,6.9
M1,M108,ACACET,3.1,7.54,0.2,0.75,0.55,0.85,0.57,0.21,,,ACACME,5,19.63,0.86,2.63,1.77,2.64,5.44,6.41
M1,M108,ACACET,3.5,9.62,0.52,1.38,0.86,1.3,1.31,0.75,,,ACACME,23.2,422.52,0.3,6.1,5.8,4.87,17.94,69.36
M1,M108,ACACBR,2.1,3.46,0.58,1.34,0.76,1.51,1.74,0.88,,,ACACME,11.3,100.24,0.8,4.15,3.35,4.04,12.71,28.38
M1,M108,ACACBR,3.3,8.55,0.91,2.39,1.48,1.76,2.4,2.37,,,ACACTO,14,153.86,1.06,3.45,2.39,4.69,17.26,27.5
M1,M108,ACACBR,2.9,6.60,0.77,1.22,0.45,1.11,0.91,0.27,,,ACACME,6.2,30.18,0.91,2.61,1.7,2.72,5.26,5.97
M1,M108,ACACBR,3,7.07,0.88,1.49,0.61,1.46,1.67,0.68,,,ACACET,7.3,41.83,0.4,2.56,2.16,2.77,6,8.64
M1,M108,ACACBR,2.5,4.91,0.74,1.58,0.84,2.1,3.13,1.75,,,ACACTO,4.6,16.61,0.7,1.73,1.03,2.49,4.84,3.32
M1,M108,ACACBR,2.8,6.15,0.4,1.38,0.98,1.25,1.11,0.73,,,ACACET,13.7,147.34,0.9,3.67,2.77,4.1,13.13,24.25
M1,M108,ACACBR,2.2,3.80,0.9,1.68,0.78,0.25,0.05,0.02,,,ACACTO,10.3,83.28,0.82,2.24,1.42,3.14,7.69,7.28
M1,M108,ACACBR,2,3.14,0.7,1.54,0.84,1.35,1.43,0.8,,,ACACET,19.9,310.87,0.2,4.23,4.03,5.72,24.89,66.88
M1,M108,ACACBR,3.2,8.04,0.84,1.74,0.9,1.41,1.52,0.91,,,ACACME,5.5,23.75,0.95,2.57,1.62,2.63,5.41,5.84
M1,M108,ACACBR,2.4,4.52,1.1,2.43,1.33,1.41,1.52,1.34,,,ACACTO,12.6,124.63,1.5,3.94,2.44,8.58,57.26,93.15
M1,M108,ACACBR,2.3,4.15,0.8,3.34,2.54,0.75,0.42,0.72,,,ACACTO,16,200.96,1.22,3.95,2.73,4.46,15.25,27.76
M1,M108,ACACBR,1,0.79,0.8,2.23,1.43,1.6,1.99,1.9,,,ACACTO,19.8,307.75,0.38,3.95,3.57,5.1,20.24,48.18
M1,M108,ACACBR,3.4,9.07,0.8,2.23,1.43,1.6,1.99,1.9,,,ACACME,7.3,41.83,0.4,1.19,0.79,1.79,2.51,1.32
M1,M108,ACACET,14.5,165.05,2.64,4.53,1.89,3.28,8.23,10.37,,,ACACME,4.1,13.20,0.6,2.8,2.2,3.58,10.01,14.68
M1,M108,ACACET,15.8,195.97,1.55,4.6,3.05,3,6.77,13.77,,,ACACME,9.4,69.36,0.46,2.31,1.85,4.57,15.69,19.35
M1,M108,ACACET,13.9,151.67,1.1,4.16,3.06,3.59,9.98,20.36,,,ACACME,5.6,24.62,0.55,4.6,4.05,2.88,6.37,17.19
M1,M108,ACACBR,1.5,1.77,0.58,1.46,0.88,0.82,0.31,0.18,,,ACACET,8.5,56.72,0.51,2.23,1.72,2.85,6.29,7.21
M1,M108,ACACET,9.5,70.85,0.9,2.54,1.64,2.56,5,5.46,,,ACACME,7.6,45.34,0.4,4.3,3.9,4.89,18.69,48.58
M1,M108,ACACBR,2.3,4.15,0.7,1.99,1.29,0.55,0.22,0.19,,,ACACME,8.4,55.39,1.09,4.47,3.38,5.03,19.79,44.59
M1,M108,ACACBR,2.5,4.91,0.7,1.7,1,1.19,1.05,0.7,,,ACACME,10,78.50,0.45,3.1,2.65,3.45,9.32,16.46
M1,M108,ACACBR,1.4,1.54,0.3,0.82,0.52,0.91,0.57,0.2,,,ACACME,3.7,10.75,0.4,1.52,1.12,2.73,5.82,4.34
M1,M108,ACACBR,3.1,7.54,0.72,1.86,1.14,1.52,1.78,1.35,,,ACACME,3.3,8.55,0.39,1.63,1.24,2.71,5.7,4.72
M1,M109,ACACBR,1.7,2.27,1.77,1.9,0.13,0.18,0.02,0,,,ACACME,11.8,109.30,0.51,2.3,1.79,2.97,6.89,8.22
M1,M109,ACACBR,3,7.07,0.65,1.05,0.4,0.62,0.29,0.08,,,ACACME,12.5,122.66,0.8,4.21,3.41,3.49,9.55,21.7
M1,M109,ACACBR,3.4,9.07,1.2,2.8,1.6,1.9,2.8,2.99,,,ACACME,13.7,147.34,0.6,2.15,1.55,2.48,4.5,4.65
M1,M109,ACACBR,2.9,6.60,0.98,1.83,0.85,1.3,1.32,0.75,,,ACACME,6.7,35.24,0.14,3.38,3.24,3.45,8.74,18.87
M1,M109,ACACBR,3.5,9.62,1.02,1.67,0.65,1.11,0.95,0.41,,,ACACME,7.7,46.54,0.2,1.6,1.4,1.62,2.05,1.91
M1,M109,ACACET,8.5,56.72,1.08,2.92,1.84,2.51,4.65,5.71,,,ACACME,9.1,65.01,0.4,3.63,3.23,4.49,15.8,34.03
M1,M109,ACACET,8.7,59.42,1.18,3.28,2.1,2.13,3.55,4.98,,,ACACET,2.1,3.46,0.52,1.13,0.61,2.07,3.26,1.33
M1,M109,ACACET,5.6,24.62,1.18,3.13,1.95,1.12,0.97,1.26,,,ACACET,3,7.07,0.53,1.64,1.11,1.81,2.55,1.89
M1,M109,ACACET,10.5,86.55,4.71,5.25,0.54,3.75,10.81,3.89,,,ACACME,2.3,4.15,0.1,0.81,0.71,1.34,1.26,0.6
M1,M109,ACACET,11.7,107.46,4.04,4.23,0.19,2.78,5.88,0.74,,,ACACET,5.2,21.23,0.6,2.28,1.68,2.07,3.35,3.75
M1,M109,ACACET,7.9,48.99,2.96,3.09,0.13,2.05,3.24,0.28,,,ACACTO,2.4,4.52,0.41,0.78,0.37,0.91,0.57,0.14
M1,M109,ACACET,2,3.14,0.79,1.07,0.28,0.86,0.49,0.09,,,ACACME,4.9,18.85,0.92,2.1,1.18,2.18,3.71,2.92
M1,M109,ACACET,11.5,103.82,3.9,4.3,0.4,3.27,8.39,2.24,,,ACACET,8.2,52.78,2.22,3.12,0.9,2.98,6.86,4.12
M1,M109,ACACET,3.9,11.94,1.08,2.23,1.15,1.01,0.78,0.59,,,ACACET,13.5,143.07,1.17,3.63,2.46,2.64,5.45,8.93
M1,M109,ACACET,6.8,36.30,1.08,3.53,2.45,2.15,3.62,5.92,,,ACACME,13.2,136.78,0.76,2.9,2.14,1.18,0.85,1.21
M1,M109,ACACET,2.3,4.15,0.63,1.85,1.22,0.53,0.22,0.18,,,ACACME,11.6,105.63,0.54,2.14,1.6,2.96,6.53,6.96
M1,M109,ACACET,5.6,24.62,2.8,3.03,0.23,2.01,3.14,0.48,,,ACACTO,4.3,14.51,0.6,1.62,1.02,1.63,2.06,1.4
M1,M109,ACACET,7.6,45.34,1.58,4.42,2.84,3.28,8.44,15.99,,,ACACET,2.3,4.15,0.59,1.22,0.63,0.59,0.26,0.11
