cond;plot;subplot;species;n_ind;caract
managed;26;3;C42;0;nlen
managed;26;3;Ple_lepi;0;nlen
managed;26;3;Epi_fulg;0;nlen
managed;26;4;Smi_camp ;6;len
managed;26;4;Tib_urvi;5;len
managed;26;4;Vit_mont;1;len
managed;26;4;Gay_bras;13;len
managed;26;4;C5;0;nlen
managed;26;4;Ple_lepi;0;nlen
managed;26;4;C42;0;nlen
managed;26;4;C43;0;nlen
managed;26;4;Dio_radu;0;nlen
managed;26;4;C68;0;nlen
managed;26;4;Vri_frib;0;nlen
managed;26;4;Cyr_flav;0;nlen
managed;27;1;Smi_camp ;18;len
managed;27;1;Tib_urvi;2;len
managed;27;1;Gay_bras;6;len
managed;27;1;Ple_lepi;0;nlen
managed;27;1;C42;0;nlen
managed;27;1;C43;0;nlen
managed;27;1;Dio_radu;0;nlen
managed;27;1;C68;0;nlen
managed;27;1;Vri_frib;0;nlen
managed;27;1;Cyr_flav;0;nlen
managed;27;1;C8;0;nlen
managed;27;1;Dyc_ench;0;nlen
managed;27;2;Smi_camp ;6;len
managed;27;2;Gay_bras;1;len
managed;27;2;C8;0;nlen
managed;27;2;C213;0;nlen
managed;27;2;C196;0;nlen
managed;27;3;Smi_camp ;29;len
managed;27;3;Gay_bras;17;len
managed;27;3;C196;0;nlen
managed;27;3;Dio_radu;0;nlen
managed;27;3;C42;0;nlen
managed;27;3;C43;0;nlen
managed;27;3;Cyr_flav;0;nlen
managed;27;4;Smi_camp ;6;len
managed;27;4;Ouratea;2;len
managed;27;4;Gay_bras;5;len
managed;27;4;Dyc_ench;0;nlen
managed;27;4;Vri_frib;0;nlen
managed;27;4;Ple_lepi;0;nlen
managed;27;4;C43;0;nlen
managed;27;4;Dio_radu;0;nlen
managed;27;4;Cyr_flav;0;nlen
managed;27;4;C42;0;nlen
managed;27;4;Epi_fulg;0;nlen
managed;27;4;Pte_arac;0;nlen
managed;28;1;Smi_camp ;6;len
managed;28;1;Gay_bras;15;len
managed;28;1;Vit_mont;3;len
managed;28;1;Ple_lepi;0;nlen
managed;28;1;C42;0;nlen
managed;28;1;C43;0;nlen
managed;28;1;Dio_radu;0;nlen
managed;28;1;Dyc_ench;0;nlen
managed;28;2;Vit_mont;3;len
managed;28;2;Smi_camp ;3;len
managed;28;2;Gay_bras;10;len
managed;28;2;Dyc_ench;0;nlen
managed;28;2;Ple_lepi;0;nlen
managed;28;2;C43;0;nlen
managed;28;2;Dio_radu;0;nlen
managed;28;2;Cyr_flav;0;nlen
managed;28;3;Smi_camp ;3;len
managed;28;3;Gay_bras;8;len
managed;28;3;Ouratea;3;len
managed;28;3;Eug_cath;1;len
managed;28;3;C43;0;nlen
managed;28;3;Ple_lepi;0;nlen
managed;28;3;Dio_radu;0;nlen
managed;28;3;Vri_frib;0;nlen
managed;28;4;Smi_camp ;6;len
managed;28;4;Gay_bras;10;len
managed;28;4;Cyr_flav;0;nlen
managed;28;4;Dio_radu;0;nlen
managed;28;4;Ple_lepi;0;nlen
managed;28;4;C43;0;nlen
managed;29;1;Smi_camp ;4;len
managed;29;1;C43;0;nlen
managed;29;1;C195;0;nlen
managed;29;1;C196;0;nlen
managed;29;1;Act_poly;0;nlen
managed;29;2;Smi_camp ;3;len
managed;29;2;Clu_criu;2;len
managed;29;2;Oco_pulc;2;len
managed;29;2;C68;0;nlen
managed;29;2;Cyr_flav;0;nlen
managed;29;3;Smi_camp ;2;len
managed;29;3;Bac_drac ;3;len
managed;29;3;Vit_mont;1;len
managed;29;3;Tib_urvi;1;len
managed;29;3;C196;0;nlen
managed;29;3;C8;0;nlen
managed;29;3;C43;0;nlen
managed;29;3;Act_poly;0;nlen
managed;29;3;C195;0;nlen
managed;29;3;Dio_radu;0;nlen
managed;29;3;Dyc_ench;0;nlen
managed;29;4;Smi_camp ;8;len
managed;29;4;Dod_visc;1;len
managed;29;4;Ouratea;1;len
managed;29;4;Cyr_flav;0;nlen
managed;29;4;C43;0;nlen
managed;29;4;Ple_lepi;0;nlen
managed;29;4;Vri_frib;0;nlen
managed;29;4;Dio_radu;0;nlen
managed;30;1;Smi_camp ;6;len
managed;30;1;C43;0;nlen
managed;30;1;C212;0;nlen
managed;30;2;Smi_camp ;4;len
managed;30;2;Gay_bras;2;len
managed;30;2;Tib_urvi;1;len
managed;30;2;C213;0;nlen
managed;30;2;C8;0;nlen
managed;30;2;C195;0;nlen
managed;30;2;Act_poly;0;nlen
managed;30;2;Dyc_ench;0;nlen
managed;30;3;C43;0;nlen
managed;30;3;Act_poly;0;nlen
managed;30;3;Dio_radu;0;nlen
managed;30;3;C196;0;nlen
managed;30;3;Vri_frib;0;nlen
managed;30;4;Smi_camp ;6;len
managed;30;4;Vit_mont;1;len
managed;30;4;Oco_pulc;2;len
managed;30;4;C8;0;nlen
managed;30;4;C195;0;nlen
