"1"	"334"	"2"	1.00000
"1"	"357"	"1"	1.00000
"281"	"99999"	"1"	1.00000
"306"	"99999"	"2"	1.00000
"307"	"281"	"1"	1.00000
"307"	"333"	"2"	1.00000
"308"	"307"	"2"	1.00000
"332"	"306"	"2"	1.00000
"332"	"333"	"1"	1.00000
"333"	"307"	"1"	1.00000
"333"	"332"	"2"	1.00000
"334"	"308"	"2"	1.00000
"357"	"332"	"1"	1.00000
