Respondent_ID,EK_nonforest_total,EK_forest_total,Current_contact,Childhood_contact,Gender,agegroup,Origin,Subsistence,INS,LCNR_score,LCNR_max_possible_score,Forest_cover_percent,distance_to_closest_town_grouped,Coragyps_atratus_image,Columbina_passerina_image,Troglodytes_musculus_image,Crotophaga_ani_image,Pitangus_sulphuratus_image,Passer_domesticus_image,Volatinia_jacarina_image,Sporophila_angolensis_image,Sturnella_militaris_image,Vanellus_chilensis_image,Opisthocomus_hoazin_image,Eurypyga_helias_image,Caracara.plancus_image,Cyphorinus_arada_image,Odontophorus_gujanensis_image,Cyanoloxia_rothschildii_image,Pseudastur_albicolis_image,Lipaugus_vociferans_image,Pionus.menstruus,Cyanoloxia_rothschildii_image_sound_match,Cyphorinus_arada_image_sound_match,Sporophila_angolensis_image_sound_match,Troglodytes_musculus_image_sound_match,Pitangus_sulphuratus_image_sound_match,Volatinia_jacarina_image_sound_match,Vanellus_chilensis_image_sound_match,Lipaugus_vociferans_image_sound_match,Cyanoloxia_rothschildii_sound,Cyphorinus_arada_sound,Sporophila_angolensis_sound,Troglodytes_musculus_sound,Pitangus_sulphuratus_sound,Volatinia_jacarina_sound,Vanellus_chilensis_sound,Lipaugus_vociferans_sound
203,9,2,4,2,Male,31-35,Amazonia,5,4,27,28,17.16045614,far,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct sound-image matching,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
204,11,0,4,2,Female,26-30,Amazonia,5,5,24,28,17.16045614,far,correct genus,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
206,11,2,2,3,Male,61-65,Amazonia,4,5,28,28,43.02211591,mid-range,correct genus,incorrect,incorrect,correct species,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
207,14,2,6,2,Male,71-75,Other,0,5,16,28,47.93279786,mid-range,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct species,correct species,correct species,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound
208,15,1,6,4,Female,51-55,Amazonia,13,6,22,28,47.93279786,mid-range,correct genus,incorrect,incorrect,correct species,correct species,correct species,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
209,7,1,7,1,Female,26-30,Amazonia,9,3,22,28,46.80703257,near,correct genus,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
211,12,0,4,2,Male,21-25,Amazonia,0,4,13,28,46.80703257,near,correct genus,incorrect,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
212,16,1,1,1,Male,46-50,Amazonia,0,6,27,28,59.27513652,near,correct genus,correct family,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
213,8,1,4,4,Female,36-40,Amazonia,7,7,15,28,59.27513652,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,correct family,correct family,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct family by sound,incorrect,correct species by sound,incorrect,incorrect,correct species by sound
214,17,1,6,2,Male,61-65,Other,11,7,26,28,43.31784292,near,correct genus,correct genus,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,correct species,correct species,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
215,14,0,7,2,Male,61-65,Amazonia,5,7,28,28,39.66783166,mid-range,correct genus,incorrect,correct species,correct species,correct species,incorrect,incorrect,incorrect,correct genus,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
216,10,0,6,4,Female,51-55,Amazonia,11,5,24,28,39.66783166,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
217,12,1,5,1,Female,26-30,Amazonia,15,4,25,28,35.29557917,mid-range,correct genus,correct family,incorrect,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound
218,4,0,4,3,Female,36-40,Amazonia,16,5,23,28,78.26462336,mid-range,correct genus,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
219,8,0,2,1,Female,36-40,Amazonia,0,4,23,28,54.78429347,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
220,5,1,4,3,Female,26-30,Amazonia,5,4,25,28,39.70698755,mid-range,correct genus,incorrect,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
221,17,1,4,2,Female,36-40,Amazonia,9,4,27,28,39.70698755,mid-range,correct genus,correct genus,incorrect,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
222,8,0,8,1,Female,41-45,Amazonia,12,7,27,28,40.03991247,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct family,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
223,8,0,1,4,Female,26-30,Amazonia,5,3,20,28,65.46910882,near,correct genus,incorrect,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
224,17,1,4,3,Male,36-40,Amazonia,12,7,26,28,65.46910882,near,correct genus,correct family,incorrect,correct species,correct species,correct species,incorrect,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect
225,11,1,7,3,Female,31-35,Amazonia,9,4,27,28,59.19986762,mid-range,correct genus,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
226,15,3,5,4,Male,36-40,Amazonia,10,4,26,28,59.19986762,mid-range,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound,correct genus by sound,incorrect
227,11,3,4,4,Male,41-45,Amazonia,21,2,20,28,43.28854526,near,correct genus,correct family,correct species,correct species,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
228,17,9,8,2,Male,46-50,Other,18,5,27,28,30.84233883,near,correct genus,correct genus,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct family,correct species,correct species,correct species,correct family,incorrect,correct genus,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
229,11,0,5,4,Female,26-30,Amazonia,9,4,27,28,41.32299452,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,correct genus,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
230,14,0,6,2,Male,31-35,Amazonia,0,4,27,28,41.32299452,near,correct genus,correct family,correct species,correct species,correct species,incorrect,incorrect,correct species,correct genus,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
231,14,0,2,3,Male,46-50,Amazonia,6,4,28,28,41.60286063,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
232,17,4,7,3,Male,66-70,Other,6,7,25,28,86.01676027,near,correct genus,correct genus,correct species,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct species,correct species,correct species,incorrect,correct family,correct species,correct family,incorrect,correct genus,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
233,15,3,5,4,Male,36-40,Other,11,7,28,28,86.85071061,near,correct genus,correct family,incorrect,correct species,correct species,correct species,correct species,correct species,correct genus,correct species,correct species,incorrect,correct family,incorrect,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
234,4,0,7,3,Female,41-45,Amazonia,5,6,26,28,86.85071061,near,correct genus,correct family,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
235,5,0,3,4,Female,26-30,Amazonia,18,7,25,28,64.67460504,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
237,11,2,7,4,Male,36-40,Amazonia,13,6,27,28,64.67460504,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,correct species,correct species,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
238,9,0,6,2,Male,41-45,Amazonia,15,6,21,28,47.55571472,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,correct family,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
240,16,6,4,4,Male,36-40,Amazonia,12,5,28,28,29.5024845,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct genus,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound
241,20,0,2,2,Male,36-40,Amazonia,11,3,25,28,55.42152475,mid-range,correct genus,correct genus,correct species,correct species,correct species,incorrect,correct species,correct species,correct genus,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
242,6,2,6,2,Female,26-30,Other,0,7,25,28,55.42152475,mid-range,correct genus,incorrect,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
243,15,2,5,1,Male,41-45,Other,11,4,27,28,54.96597131,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,correct family by sound
244,10,3,4,2,Female,61-65,Other,0,4,23,28,55.80614832,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct sound-image matching,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
245,19,10,5,4,Male,61-65,Other,5,7,28,28,55.80614832,mid-range,correct genus,correct family,correct species,correct species,correct species,correct species,incorrect,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,correct species,correct species,correct genus,incorrect,correct genus,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
246,6,1,3,4,Female,41-45,Amazonia,12,4,28,28,34.73177091,mid-range,correct genus,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct family by sound,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect
247,15,2,5,2,Male,36-40,Amazonia,3,4,25,28,34.73177091,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
248,10,0,3,2,Female,41-45,Amazonia,0,5,28,28,44.30679393,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
249,14,0,5,1,Male,66-70,Other,6,3,23,28,74.84871327,near,correct genus,correct family,correct species,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,correct species,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct family by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
250,6,1,1,4,Female,66-70,Other,5,7,21,28,74.84871327,near,correct genus,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
251,21,3,4,4,Male,41-45,Amazonia,4,6,27,28,64.85189354,near,correct genus,correct genus,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,correct species,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
252,9,1,2,4,Female,31-35,Amazonia,8,1,13,28,64.85189354,near,correct genus,correct family,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
254,6,0,5,4,Female,46-50,Amazonia,4,6,27,28,63.1799777,near,correct genus,correct family,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
255,11,1,4,3,Male,21-25,Amazonia,7,2,15,28,63.1799777,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
256,10,0,5,3,Female,26-30,Amazonia,3,4,20,28,65.94900293,near,correct genus,incorrect,incorrect,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
257,10,0,5,2,Male,26-30,Amazonia,0,4,22,28,65.94900293,near,incorrect,correct family,incorrect,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
258,15,1,4,4,Male,46-50,Other,8,7,27,28,44.28037363,near,correct genus,correct family,incorrect,incorrect,correct species,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct family,incorrect,incorrect,correct species,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct genus by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
259,18,2,2,1,Male,61-65,Other,4,4,23,28,53.43828938,mid-range,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,correct species,incorrect,correct species,incorrect,correct species,correct species,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
260,8,0,1,4,Female,46-50,Amazonia,6,7,28,28,49.61590221,mid-range,correct genus,correct family,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
261,15,4,6,3,Male,56-60,Other,11,5,28,28,49.61590221,mid-range,correct genus,incorrect,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct family,incorrect,incorrect,correct family,correct species,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound
263,13,1,7,2,Male,61-65,Other,9,7,23,28,72.93069682,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect
264,10,2,7,1,Female,56-60,Other,5,4,22,28,72.93069682,near,correct genus,incorrect,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
265,10,1,5,2,Male,51-55,Amazonia,12,6,27,28,58.37760292,mid-range,correct genus,correct genus,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
266,10,4,2,4,Female,61-65,Amazonia,5,7,25,28,86.35319111,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound
