"article_id","construct","cooper_value","old_mc_value","new_mc_value","old_agreed","new_agrees","resolved","still_disagrees","new_mc_now_na"
"10_1111_1365_2745_12881","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13304","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12837","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12315","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14164","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13195","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13818","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13818","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14531","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14531","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14665","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14665","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14230","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13620","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13620","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_14201","data_license","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13567","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13446","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13446","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13355","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13965","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14315","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13941","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14712","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_12730","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13545","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_12759","data_license","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13564","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14453","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14453","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14453","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13540","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14520","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12762","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13758","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13758","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14093","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12342","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14062","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14062","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14241","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14241","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13447","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13447","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13447","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13412","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13973","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13973","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13416","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14324","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14324","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13353","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13768","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13768","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13768","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13544","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13544","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13449","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13449","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10223","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1002_pan3_10223","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13241","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14037","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13658","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13658","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14456","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14456","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14704","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14704","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13540","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13533","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13533","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14483","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14085","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13471","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13643","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12811","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14729","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_12871","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_14074","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13386","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13338","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13721","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13231","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_14253","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14253","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10436","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14024","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14575","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14575","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13295","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13529","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12971","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10196","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10196","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1002_pan3_10196","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14251","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10743","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13817","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13817","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10076","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13318","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13491","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14074","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14074","data_download","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14074","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14074","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13677","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13237","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13237","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13388","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13388","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12991","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12991","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13771","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13527","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13527","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13591","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13591","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13591","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13069","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13069","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12241","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1002_pan3_10291","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14140","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13536","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14569","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14569","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13174","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14235","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13785","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13785","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13785","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12101","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14398","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14398","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13811","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10674","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13887","data_download","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13887","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13141","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14027","data_license","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14027","data_download","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13608","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13115","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13644","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13644","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13644","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13618","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13618","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13880","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13880","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13929","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13857","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10249","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14125","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14125","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13064","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13064","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13288","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13288","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13459","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13821","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13821","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13821","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13512","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_12900","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13964","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14090","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13091","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13431","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13431","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13537","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13300","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13516","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14445","data_availability","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13141","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13141","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13141","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14279","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14279","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14279","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12804","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14658","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13812","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14714","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14714","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14714","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14126","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13184","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13172","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13766","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13766","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13766","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12853","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13548","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13548","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13816","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13816","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14737","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13993","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13464","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13179","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13179","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13967","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13967","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13149","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13847","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13005","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13005","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13005","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13770","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13770","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13428","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13428","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14695","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14695","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12897","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13457","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13067","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13067","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13238","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13238","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13737","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13737","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13994","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13994","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14504","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14504","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13855","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_12985","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_12985","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_12985","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12977","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_12989","data_license","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
