"article_id","construct","cooper_value","old_mc_value","new_mc_value","old_agreed","new_agrees","resolved","still_disagrees","new_mc_now_na"
"10_1111_1365_2745_13871","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13871","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12686","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14727","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14727","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13517","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13438","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13759","data_availability","No, but they are available on request","TRUE","FALSE",FALSE,FALSE,FALSE,FALSE,FALSE
"10_1111_1365_2656_13759","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14323","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14323","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13948","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13948","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13098","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_12842","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14376","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14376","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13796","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13796","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13546","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13993","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14233","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13629","code_archived","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13875","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13875","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13875","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14263","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14263","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14159","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14159","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14159","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_14","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_14","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13897","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13897","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13897","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_14112","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13384","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13016","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14006","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14006","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_12983","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13985","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_14119","data_availability","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_14119","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13571","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13571","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14428","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14428","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14089","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14089","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13903","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14163","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14080","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13823","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13823","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13823","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13899","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12998","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13986","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13332","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14269","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_12901","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13999","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13999","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13999","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13533","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13689","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13689","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13618","data_availability","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13618","any_readme","FALSE","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13175","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13175","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12393","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12861","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14307","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14307","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13464","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12927","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_14093","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_14093","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12975","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14735","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14735","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13739","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13010","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13010","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12731","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13912","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13912","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14581","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14581","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14581","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13798","data_availability","No, but they are available on request","TRUE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE
"10_1111_1365_2435_13932","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13932","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13192","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12100","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13120","data_license","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13550","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13546","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12288","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12784","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12784","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13096","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13096","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13374","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13374","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13850","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13681","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13681","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13681","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12880","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_14251","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13724","code_archived","No","TRUE","FALSE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13103","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13950","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13950","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14391","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_13326","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13720","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13720","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_12976","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12976","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_12910","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13630","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13630","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14789","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14789","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14789","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13306","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13306","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13053","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13053","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13053","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14354","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_12898","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14202","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13694","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13706","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13706","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14492","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14492","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13589","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13566","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13653","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13653","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13653","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13263","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13817","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13817","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10187","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14465","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13617","data_availability","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_12883","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_12883","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13438","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13438","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14696","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14696","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12987","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12987","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12987","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13974","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12094","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12094","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1002_2688_8319_12094","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10133","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13579","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13579","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13579","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13151","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13328","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13034","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14550","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10677","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10677","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13777","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13777","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13777","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12884","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12884","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13065","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13065","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13919","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14789","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14789","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12159","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1002_2688_8319_12159","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13928","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13928","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13928","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14435","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13728","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13728","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13813","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13024","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13209","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13116","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13626","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_2041_210x_13626","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13385","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13081","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13347","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_13347","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13350","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_13350","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12911","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_12911","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_14098","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_14138","data_availability","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2664_14138","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_14479","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_14479","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13398","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_12775","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_12687","data_license","No","TRUE","TRUE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2656_13491","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13154","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13154","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13154","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_14039","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2745_13970","data_availability","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14405","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_2041_210x_14405","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_2688_8319_12402","data_license","Yes","FALSE",NA,FALSE,FALSE,FALSE,FALSE,TRUE
"10_1002_2688_8319_12402","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1002_pan3_10333","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2656_13586","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2745_13058","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13357","code_archived","Yes","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13357","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2664_12978","any_readme","TRUE","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,FALSE
"10_1111_1365_2435_13735","code_archived","Yes","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
"10_1111_1365_2435_13735","any_readme","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,TRUE,FALSE
