CaseNr,Nestbox,HatchDate,AprilHDate,NailCode,Ring,BSManip,OlfactoryTestBrood,OlfactoryTestNestling,Mass_d4,Mass_d15,Alive_d15
563,171,18/05/2015,48,t1+4+8,BD23742,3_E,0,0,3.97,11.35,1
564,174,12/05/2015,42,t2,BD23115,3_E,0,0,3.12,11.81,1
565,174,12/05/2015,42,t5,BD23123,3_E,0,0,3.34,11.23,1
566,174,12/05/2015,42,t6,BD23126,3_E,0,0,3.34,11.66,1
567,174,12/05/2015,42,t3,BD23121,3_E,0,0,3.62,11.6,1
568,174,12/05/2015,42,t4,BD23117,3_E,0,0,3.69,12.48,1
569,174,12/05/2015,42,t2+4+8,BD23116,3_E,0,0,3.74,10.7,1
570,174,12/05/2015,42,t4+5+8,BD23125,3_E,0,0,3.75,11.46,1
571,174,12/05/2015,42,t4+8,BD23119,3_E,0,0,3.84,10.69,1
572,174,12/05/2015,42,t7,BD23122,3_E,0,0,3.97,11.37,1
573,174,12/05/2015,42,t2+4,BD23127,3_E,0,0,4.07,11.88,1
574,174,12/05/2015,42,t1,BD23120,3_E,0,0,4.15,11.58,1
575,174,12/05/2015,42,t1+4,BD23118,3_E,0,0,4.19,12.36,1
576,174,12/05/2015,42,t8,BD23124,3_E,0,0,4.21,12.62,1
577,179,24/05/2015,54,t0,BD23649,0_U,1,0,2.24,7.08,1
578,179,24/05/2015,54,t6,BD23652,0_U,1,1,2.76,9.59,1
579,179,24/05/2015,54,t1,BD23648,0_U,1,1,2.95,NA,0
580,179,24/05/2015,54,t3,BD23656,0_U,1,0,3.31,9.2,1
581,179,24/05/2015,54,t5,BD23654,0_U,1,0,3.44,9.04,1
582,179,24/05/2015,54,t2,BD23653,0_U,1,0,3.46,7.81,1
583,179,24/05/2015,54,t7,BD23651,0_U,1,0,3.62,10.02,1
584,179,24/05/2015,54,t2+4,BD23655,0_U,1,0,3.64,9.7,1
585,179,24/05/2015,54,t4,BD23650,0_U,1,0,3.66,8.69,1
586,179,24/05/2015,54,t8,BD23647,0_U,1,0,3.73,9.46,1
587,182,15/05/2015,45,t8,BD23616,1_R,0,0,2.62,11.19,1
588,182,15/05/2015,45,t1,BD23618,1_R,0,0,2.94,12.22,1
589,182,15/05/2015,45,t5,BD23615,1_R,0,0,3.34,10.29,1
590,182,15/05/2015,45,t2,BD23617,1_R,0,0,3.48,10.84,1
591,183,17/05/2015,47,t8,BD23704,1_R,1,1,2.52,12.29,1
592,183,17/05/2015,47,t5+8,BD23703,1_R,1,0,2.59,11.78,1
593,183,17/05/2015,47,t6+8,BD23706,1_R,1,1,2.63,11.41,1
594,183,17/05/2015,47,t4,BD23707,1_R,1,0,2.88,10.92,1
595,183,17/05/2015,47,t2+4,BD23709,1_R,1,0,3.1,10.91,1
596,183,17/05/2015,47,t6,BD23705,1_R,1,0,3.17,11.15,1
597,183,17/05/2015,47,t5,BD23711,1_R,1,0,3.21,11.86,1
598,183,17/05/2015,47,t3,BD23708,1_R,1,0,3.34,10.63,1
599,183,17/05/2015,47,t1+4,BD23712,1_R,1,0,3.37,11.49,1
600,183,17/05/2015,47,t1,BD23710,1_R,1,0,3.78,11.98,1
601,187,13/05/2015,43,t8,BD23213,0_U,1,1,3.08,11.55,1
602,187,13/05/2015,43,t4,BD23216,0_U,1,1,3.44,11.99,1
603,187,13/05/2015,43,t7,BD23215,0_U,1,0,3.83,12.07,1
604,187,13/05/2015,43,t2+4,BD23209,0_U,1,0,4.01,12.43,1
605,187,13/05/2015,43,t6,BD23217,0_U,1,0,4.06,11.68,1
606,187,13/05/2015,43,t3,BD23218,0_U,1,0,4.21,11.42,1
607,187,13/05/2015,43,t6+8,BD23211,0_U,1,0,4.3,12.24,1
608,187,13/05/2015,43,t1,BD23214,0_U,1,0,4.38,12.11,1
609,187,13/05/2015,43,t5,BD23212,0_U,1,0,4.51,12.59,1
610,187,13/05/2015,43,t2,BD23210,0_U,1,0,4.66,12.29,1
611,188,11/05/2015,41,t1,BD23049,2_C,1,0,3.87,10.16,1
612,188,11/05/2015,41,t6+8,NA,2_C,1,0,3.86,NA,0
613,188,11/05/2015,41,t3,BD23052,2_C,1,0,3.7,8.87,1
614,188,11/05/2015,41,t7,BD23047,2_C,1,0,3.68,8.52,1
615,188,11/05/2015,41,t5,BD23046,2_C,1,0,3.64,8.88,1
616,188,11/05/2015,41,t2+4,BD23051,2_C,1,1,3.54,9.72,1
617,188,11/05/2015,41,t6,BD23053,2_C,1,0,3.33,9.2,1
618,188,11/05/2015,41,t2,BD23045,2_C,1,0,3.18,NA,0
619,188,11/05/2015,41,t4,BD23048,2_C,1,1,2.35,9.67,1
620,202,14/05/2015,44,t7,BD23088,0_U,1,1,2.94,11.12,1
621,202,14/05/2015,44,t1,BD23086,0_U,1,1,3.39,12.18,1
622,202,14/05/2015,44,t5,BD23085,0_U,1,0,3.39,11.46,1
623,202,14/05/2015,44,t2,BD23089,0_U,1,0,3.4,11.53,1
624,202,14/05/2015,44,t3,BD23090,0_U,1,0,3.4,11.08,1
625,202,14/05/2015,44,t6,BD23087,0_U,1,0,3.61,12.18,1
626,202,14/05/2015,44,t4,BD23091,0_U,1,0,3.64,11.81,1
627,203,17/05/2015,47,t3,BD23442,1_R,0,0,3.84,11.96,1
628,203,17/05/2015,47,t4,BD23440,1_R,0,0,2.51,11.03,1
629,203,17/05/2015,47,t5,BD23443,1_R,0,0,3.89,12.01,1
630,203,17/05/2015,47,t8,BD23441,1_R,0,0,1.95,11.72,1
631,205,17/05/2015,47,t8,NA,3_E,0,0,1.94,4.97,1
632,205,17/05/2015,47,t4,NA,3_E,0,0,2.15,NA,0
633,205,17/05/2015,47,t6,BD23445,3_E,0,0,2.8,10.93,1
634,205,17/05/2015,47,t3,BD23702,3_E,0,0,2.92,10.9,1
635,205,17/05/2015,47,t2,BD23444,3_E,0,0,3.05,10.6,1
636,205,17/05/2015,47,t7,BD23701,3_E,0,0,3.13,10.13,1
637,205,17/05/2015,47,t1,BD23450,3_E,0,0,3.18,11.48,1
638,205,17/05/2015,47,t5,BD23449,3_E,0,0,3.32,11.2,1
639,205,17/05/2015,47,t2+4+8,BD23447,3_E,0,0,2.96,11,1
640,205,17/05/2015,47,t4+7+8,BD23446,3_E,0,0,3.05,10.61,1
641,205,17/05/2015,47,t3+4+8,BD23448,3_E,0,0,2.94,9.99,1
642,206,14/05/2015,44,t4,BD23167,1_R,1,1,2.68,11.13,1
643,206,14/05/2015,44,t0,BD23173,1_R,1,0,2.87,11.64,1
644,206,14/05/2015,44,t7,BD23168,1_R,1,1,3.04,11.13,1
645,206,14/05/2015,44,t6+8,BD23170,1_R,1,0,3.41,11.47,1
646,206,14/05/2015,44,t8,BD23166,1_R,1,0,3.41,9.87,1
647,206,14/05/2015,44,t2,BD23172,1_R,1,0,3.48,10.6,1
648,206,14/05/2015,44,t6,BD23171,1_R,1,0,3.83,11.51,1
649,206,14/05/2015,44,t3,BD23169,1_R,1,0,3.9,11.52,1
650,209,16/05/2015,46,t6,BD23472,2_C,1,1,2.68,9.17,1
651,209,16/05/2015,46,t8,BD23473,2_C,1,0,2.72,8.49,1
652,209,16/05/2015,46,t4,BD23466,2_C,1,1,2.82,9.63,1
653,209,16/05/2015,46,t2+4,BD23465,2_C,1,0,3.04,8.55,1
654,209,16/05/2015,46,t3+4,BD23468,2_C,1,0,3.04,9.63,1
655,209,16/05/2015,46,t2,BD23470,2_C,1,0,3.07,8.61,1
656,209,16/05/2015,46,t1,BD23463,2_C,1,0,3.09,8.05,1
657,209,16/05/2015,46,t1+4,BD23471,2_C,1,0,3.11,9.19,1
658,209,16/05/2015,46,t5,BD23467,2_C,1,0,3.18,8.95,1
659,209,16/05/2015,46,t3,BD23469,2_C,1,0,3.34,7.41,1
660,209,16/05/2015,46,t7,BD23464,2_C,1,0,3.38,10.73,1
661,211,14/05/2015,44,t0,BD23199,1_R,1,1,2.4,10.28,1
662,211,14/05/2015,44,t5,BD23200,1_R,1,0,2.74,9.9,1
663,211,14/05/2015,44,t1,BD23198,1_R,1,1,3.09,11.3,1
664,211,14/05/2015,44,t2,BD23302,1_R,1,0,3.23,11.48,1
665,211,14/05/2015,44,t2+4,BD23304,1_R,1,0,3.4,11.12,1
666,211,14/05/2015,44,t3,BD23303,1_R,1,0,3.46,10.12,1
667,211,14/05/2015,44,t6,BD23301,1_R,1,0,3.57,10.11,1
668,213,18/05/2015,48,t8,BD23753,1_R,1,1,3.3,10.74,1
669,213,18/05/2015,48,t4,BD23752,1_R,1,0,3.49,10.93,1
670,213,18/05/2015,48,t3,BD23748,1_R,1,1,4.12,11.79,1
671,213,18/05/2015,48,t6,BD23750,1_R,1,0,4.13,11.45,1
672,213,18/05/2015,48,t7,BD23749,1_R,1,0,4.21,11.34,1
673,213,18/05/2015,48,t2,BD23751,1_R,1,0,4.3,11.39,1
674,215,16/05/2015,46,t7+8,BD23413,3_E,0,0,2.96,11.27,1
675,215,16/05/2015,46,t6,BD23407,3_E,0,0,3.06,10.98,1
676,215,16/05/2015,46,t8,BD23414,3_E,0,0,3.61,10.8,1
677,215,16/05/2015,46,t3,BD23408,3_E,0,0,3.76,11.46,1
678,215,16/05/2015,46,t2,BD23418,3_E,0,0,3.9,11.41,1
679,215,16/05/2015,46,t5,BD23417,3_E,0,0,3.9,11.24,1
680,215,16/05/2015,46,t6+8,BD23405,3_E,0,0,3.99,10.76,1
681,215,16/05/2015,46,t2+4,BD23409,3_E,0,0,4.07,12.14,1
682,215,16/05/2015,46,t4,BD23410,3_E,0,0,4.1,10.92,1
683,215,16/05/2015,46,t1,BD23416,3_E,0,0,4.18,11.69,1
684,215,16/05/2015,46,t7,BD23411,3_E,0,0,4.27,11.56,1
685,215,16/05/2015,46,t2+4+8,BD23412,3_E,0,0,3.8,11.25,1
686,215,16/05/2015,46,t2+4+8,BD23406,3_E,0,0,4.09,10.53,1
687,215,16/05/2015,46,t4+8,BD23415,3_E,0,0,4.13,10.52,1
688,218,15/05/2015,45,t4,BD23323,1_R,1,1,3.3,11.88,1
689,218,15/05/2015,45,t3+4,BD23325,1_R,1,0,3.43,12.15,1
690,218,15/05/2015,45,t2+4,BD23324,1_R,1,1,3.54,11.35,1
691,218,15/05/2015,45,t8,BD23322,1_R,1,0,3.56,11.31,1
692,218,15/05/2015,45,t2,BD23319,1_R,1,0,3.58,10.58,1
693,218,15/05/2015,45,t3,BD23320,1_R,1,0,3.82,11.76,1
694,218,15/05/2015,45,t6+8,BD23326,1_R,1,0,3.86,11.43,1
695,218,15/05/2015,45,t1,BD23321,1_R,1,0,4.51,12.45,1
696,220,16/05/2015,46,t0,BD23349,1_R,1,0,2.13,11,1
697,220,16/05/2015,46,t6+8,BD23401,1_R,1,0,2.51,11.36,1
698,220,16/05/2015,46,t4,BD23346,1_R,1,1,2.66,10.47,1
699,220,16/05/2015,46,t8,BD23402,1_R,1,1,3.04,11.1,1
700,220,16/05/2015,46,t2+4,BD23347,1_R,1,0,3.07,11.38,1
701,220,16/05/2015,46,t1+4,BD23345,1_R,1,0,3.33,11.23,1
702,220,16/05/2015,46,t2,BD23403,1_R,1,0,3.37,10.58,1
703,220,16/05/2015,46,t3+4,BD23348,1_R,1,0,3.38,12.03,1
704,220,16/05/2015,46,t6,BD23344,1_R,1,0,3.43,11.42,1
705,220,16/05/2015,46,t1,BD23350,1_R,1,0,3.68,11,1
706,221,16/05/2015,46,t0,BD23474,1_R,1,0,3.21,11.53,1
707,221,16/05/2015,46,t3,BD23482,1_R,1,0,3.69,12.21,1
708,221,16/05/2015,46,t6,BD23483,1_R,1,1,4.16,10.91,1
709,221,16/05/2015,46,t7,BD23478,1_R,1,1,4.17,12.27,1
710,221,16/05/2015,46,t3+4,BD23475,1_R,1,0,4.18,11.17,1
711,221,16/05/2015,46,t5,BD23476,1_R,1,0,4.3,11.36,1
712,221,16/05/2015,46,t1,BD23479,1_R,1,0,4.44,12.7,1
713,221,16/05/2015,46,t8,BD23477,1_R,1,0,4.65,11.81,1
714,221,16/05/2015,46,t1+4,BD23481,1_R,1,0,4.68,11.68,1
715,221,16/05/2015,46,NA,BD23480,1_R,1,0,NA,11.67,1
