herd,month,monitoring_time,sex_of_herd,total_peeps,avgtime,people_present,wewd,int,easting,northing
5,7,180,M,0,9.816666667,7,Weekday,management_applied,711339.2036,734334.9582
7,7,51,M,13,12.05,39,Weekday,management_applied,711683.608,734434.1344
79,7,67,M,5,13.16666667,81,Weekday,management_applied,711791.2548,734975.2622
45,7,58,M,31,16.01666667,160,Weekend,management_applied,712101.9274,735034.0933
2,7,82,M,5,16.23333333,99,Weekday,management_applied,711874.186,734972.0372
5,7,7,M,0,15.55,0,Weekday,management_applied,711157.4916,734358.7955
40,5,94,M,0,8.583333333,0,Weekday,before_management,712385.074,734716.1696
74,5,47,M,0,9.8,3,Weekday,before_management,712366.306,734655.863
135,5,58,M,0,10.76666667,14,Weekday,before_management,712302.8788,734664.2437
72,5,42,M,4,11.65,14,Weekday,before_management,712444.8665,734687.0817
105,5,168,M,29,9.466666667,37,Weekday,before_management,712277.4796,734957.9434
55,5,64,M,9,11.46666667,48,Weekday,before_management,712143.3699,734906.3858
17,5,22,M,0,13.85,10,Weekday,before_management,712112.1516,734699.8725
49,5,9,M,6,10.46666667,69,Weekday,before_management,712035.0978,735079.3855
22,5,54,M,3,14.51666667,28,Weekday,before_management,712161.1377,734674.6637
14,5,134,M,5,16.11666667,77,Weekday,before_management,712203.8948,734689.0313
31,5,34,M,3,13.88333333,93,Weekend,before_management,712487.2313,734619.4732
35,5,18,M,20,14.53333333,72,Weekend,before_management,712347.9704,734598.8506
53,5,128,M,30,14.4,74,Weekday,before_management,712021.5733,734966.5586
71,5,49,M,12,16.48333333,51,Weekday,before_management,712408.4353,734705.2283
17,5,11,M,0,9.083333333,1,Weekday,before_management,712446.0402,734665.6245
55,5,21,M,0,9.433333333,1,Weekday,before_management,712343.7689,734734.3404
89,5,135,M,9,10.91666667,30,Weekday,before_management,712062.2709,735020.1735
45,5,271,M,9,10.21666667,55,Weekday,management_applied,711866.9295,734478.3169
23,5,20,M,0,10.75,14,Weekday,before_management,711931.3967,734983.2098
18,5,14,M,0,12.61666667,5,Weekday,management_applied,711794.4147,734506.4276
17,5,169,M,10,9.933333333,51,Weekend,management_applied,711865.8638,734405.5822
6,5,57,M,0,11.86666667,31,Weekend,management_applied,711904.6889,734350.8356
4,5,32,M,0,12.66666667,7,Weekend,management_applied,711935.7757,734326.2978
4,5,108,M,0,9.266666667,8,Weekend,management_applied,711288.3382,734396.3495
21,5,81,M,0,11,26,Weekend,management_applied,711712.5312,734402.3289
27,5,78,M,4,12.36666667,26,Weekend,management_applied,711696.6553,734414.6092
6,5,69,M,3,14.1,11,Weekday,management_applied,711678.3663,735189.379
5,5,14,M,0,14.81666667,8,Weekday,management_applied,711548.7434,735165.2395
11,5,168,M,38,16.43333333,54,Weekday,management_applied,711494.0059,735013.773
18,5,63,M,11,11.46666667,14,Weekday,before_management,711977.3312,735086.6514
14,5,139,M,3,14.56666667,28,Weekday,management_applied,711262.3489,734483.7699
9,5,59,M,2,16.25,11,Weekday,management_applied,711178.509,734444.6157
20,5,44,M,21,13.98333333,13,Weekday,management_applied,711924.5268,735052.4381
5,5,5,M,0,14.46666667,3,Weekday,management_applied,711963.5932,735109.3155
9,5,38,M,14,14.88333333,21,Weekday,management_applied,711996.8439,735097.3343
13,5,33,M,7,15.55,27,Weekday,management_applied,711942.8834,735050.7182
22,5,35,M,0,16.45,40,Weekday,management_applied,711949.6071,735064.0495
11,6,167,M,15,16.4,145,Weekend,management_applied,712164.2769,735021.0627
42,6,72,M,0,8.75,0,Weekday,management_applied,712255.945,734985.655
27,6,98,M,0,10.35,2,Weekday,management_applied,712109.2007,735104.9927
23,5,30,M,0,8.5,3,Weekday,before_management,712030.2142,734941.8447
47,6,20,M,0,10.2,2,Weekday,management_applied,712086.9191,734967.6722
48,6,18,M,0,10.65,3,Weekday,management_applied,712212.3004,734842.278
76,6,12,M,0,10.93333333,1,Weekday,management_applied,712243.8745,734832.2807
128,6,56,M,4,11.53333333,15,Weekday,management_applied,712331.8172,734688.3607
11,6,48,M,23,12.51666667,24,Weekday,management_applied,712223.3483,734920.9086
43,6,195,M,3,9.783333333,36,Weekend,management_applied,711796.0869,735175.8495
94,6,30,M,20,11.76666667,57,Weekend,management_applied,711914.2451,734997.389
49,6,7,M,13,14.73333333,26,Weekend,management_applied,711646.6726,734988.4242
35,5,14,M,0,8.9,0,Weekday,before_management,711971.696,734974.5855
41,6,13,M,8,15,37,Weekend,management_applied,711493.7209,735000.9751
52,6,126,M,21,16.23333333,371,Weekend,management_applied,711621.0455,734823.8475
102,6,25,M,2,14.95,75,Weekday,management_applied,712130.5158,735055.03
55,6,152,M,18,16.56666667,162,Weekday,management_applied,711730.699,735292.2818
9,6,17,M,0,8.7,3,Weekend,management_applied,712364.807,734659.694
109,6,105,M,12,9.866666667,110,Weekend,management_applied,712296.9,734793.1034
5,6,112,M,0,9.816666667,13,Weekday,management_applied,711761.1751,735100.4304
24,5,83,M,0,9.716666667,0,Weekday,before_management,712012.5427,734962.5235
9,6,45,M,0,15.65,56,Weekday,management_applied,712096.2678,735083.9058
27,6,46,M,0,16.56666667,95,Weekday,management_applied,712098.666,735086.7083
61,6,30,M,12,13.08333333,139,Weekend,management_applied,711576.076,734609.9816
110,6,51,M,28,14.18333333,149,Weekend,management_applied,711595.0544,734827.7248
53,6,35,M,0,15.73333333,38,Weekend,management_applied,711666.2492,735041.6111
45,6,83,M,0,16.88333333,15,Weekend,management_applied,711661.177,735015.5913
11,6,6,M,0,14.53333333,5,Weekday,management_applied,711837.8745,734659.0668
108,6,12,M,4,14.91666667,9,Weekday,management_applied,711638.8147,734677.4307
6,5,26,M,0,10.71666667,19,Weekday,before_management,712049.3305,735074.6002
141,6,169,M,40,16.5,174,Weekday,management_applied,711506.7113,734869.8645
11,6,45,M,0,8.616666667,3,Weekday,management_applied,711507.4579,734759.9527
7,6,2,M,0,9.066666667,0,Weekday,management_applied,711507.4579,734759.9527
63,6,8,M,0,9.816666667,0,Weekday,management_applied,712274.2611,734812.9587
70,6,21,M,0,10.2,7,Weekday,management_applied,712250.4396,734905.0152
89,6,34,M,5,10.71666667,50,Weekday,management_applied,712324.343,734870.5823
11,6,180,M,0,9.5,36,Weekday,management_applied,712449.506,734618.692
82,6,129,M,2,9.916666667,225,Weekend,management_applied,712250.5875,734738.7053
62,7,96,M,0,10.06666667,4,Weekday,management_applied,712052.5389,735034.1532
62,5,12,M,17,11.1,18,Weekday,before_management,711997.0498,735046.2056
19,7,15,M,0,13.2,6,Weekday,management_applied,710089.5996,735271.5867
34,7,37,M,0,13.8,41,Weekday,management_applied,710089.5996,735271.5867
69,7,185,M,42,15.93333333,214,Weekday,management_applied,711977.5981,734752.9076
95,7,48,M,26,13.48333333,80,Weekend,management_applied,712130.8709,734988.0491
22,7,48,M,0,14.45,26,Weekend,management_applied,712125.8871,734998.1452
11,7,23,M,0,15.2,6,Weekend,management_applied,712125.8871,734998.1452
22,7,128,M,0,16.56666667,70,Weekend,management_applied,712031.3201,735040.89
5,7,70,M,0,8.5,28,Weekend,management_applied,712157.5604,735007.9096
