Year,Season,Active_Holes,Total_Holes,Sett Type,Trial_Code,Sett_ID_Code
6,Summer,0,7,Outlier,Area1,Area1 Sett4345
1,Spring,1,4,Outlier,Area1,Area1 Sett4346
3,Autumn,0,4,Outlier,Area1,Area1 Sett4346
4,Spring,0,4,Outlier,Area1,Area1 Sett4346
5,Summer,0,4,Outlier,Area1,Area1 Sett4346
6,Summer,0,1,Outlier,Area1,Area1 Sett4346
1,Spring,2,4,Outlier,Area1,Area1 Sett4347
3,Autumn,0,4,Outlier,Area1,Area1 Sett4347
4,Spring,0,4,Outlier,Area1,Area1 Sett4347
5,Summer,0,4,Outlier,Area1,Area1 Sett4347
6,Summer,0,1,Outlier,Area1,Area1 Sett4347
1,Spring,0,2,Outlier,Area1,Area1 Sett4348
3,Autumn,0,2,Outlier,Area1,Area1 Sett4348
4,Spring,0,2,Outlier,Area1,Area1 Sett4348
5,Summer,0,2,Outlier,Area1,Area1 Sett4348
6,Summer,0,1,Outlier,Area1,Area1 Sett4348
1,Spring,4,18,Main,Area1,Area1 Sett4349
3,Autumn,0,14,Outlier,Area1,Area1 Sett4349
4,Spring,4,18,Outlier,Area1,Area1 Sett4349
5,Summer,2,18,Main,Area1,Area1 Sett4349
6,Summer,7,24,Main,Area1,Area1 Sett4349
1,Spring,0,4,Outlier,Area1,Area1 Sett4350
3,Autumn,0,4,Outlier,Area1,Area1 Sett4350
4,Spring,0,4,Outlier,Area1,Area1 Sett4350
5,Summer,0,4,Outlier,Area1,Area1 Sett4350
1,Spring,0,4,Outlier,Area1,Area1 Sett4351
3,Autumn,0,4,Outlier,Area1,Area1 Sett4351
4,Spring,0,4,Outlier,Area1,Area1 Sett4351
5,Summer,0,4,Outlier,Area1,Area1 Sett4351
6,Summer,0,2,Outlier,Area1,Area1 Sett4351
1,Spring,3,23,Main,Area1,Area1 Sett4352
3,Autumn,4,23,Main,Area1,Area1 Sett4352
4,Spring,2,22,Main,Area1,Area1 Sett4352
5,Summer,0,8,Outlier,Area1,Area1 Sett4352
6,Summer,0,12,Outlier,Area1,Area1 Sett4352
1,Spring,0,1,Outlier,Area1,Area1 Sett4353
3,Autumn,0,1,Outlier,Area1,Area1 Sett4353
4,Spring,0,1,Outlier,Area1,Area1 Sett4353
5,Summer,0,1,Outlier,Area1,Area1 Sett4353
1,Spring,0,3,Outlier,Area1,Area1 Sett4354
3,Autumn,0,3,Outlier,Area1,Area1 Sett4354
4,Spring,0,3,Outlier,Area1,Area1 Sett4354
5,Summer,0,3,Outlier,Area1,Area1 Sett4354
6,Summer,1,5,Outlier,Area1,Area1 Sett4354
1,Spring,2,5,Outlier,Area1,Area1 Sett4355
3,Autumn,0,3,Outlier,Area1,Area1 Sett4355
5,Summer,0,1,Outlier,Area1,Area1 Sett4355
6,Summer,0,1,Outlier,Area1,Area1 Sett4355
5,Summer,3,8,Outlier,Area1,Area1 Sett4356
6,Summer,0,2,Outlier,Area1,Area1 Sett4356
6,Winter,0,1,Outlier,Area1,Area1 Sett4357
6,Winter,0,1,Outlier,Area1,Area1 Sett4358
6,Summer,0,1,Outlier,Area1,Area1 Sett4358
6,Summer,0,5,Outlier,Area1,Area1 Sett4359
1,Winter,0,2,Outlier,Area1,Area1 Sett4360
3,Summer,0,2,Outlier,Area1,Area1 Sett4360
4,Summer,0,1,Outlier,Area1,Area1 Sett4360
3,Autumn,1,5,Outlier,Area1,Area1 Sett4361
4,Spring,1,1,Outlier,Area1,Area1 Sett4361
5,Summer,1,2,Outlier,Area1,Area1 Sett4361
6,Summer,5,10,Outlier,Area1,Area1 Sett4361
3,Autumn,0,1,Outlier,Area1,Area1 Sett4362
4,Spring,0,1,Outlier,Area1,Area1 Sett4362
6,Summer,0,2,Outlier,Area1,Area1 Sett4362
4,Spring,0,1,Outlier,Area1,Area1 Sett4363
5,Summer,0,1,Outlier,Area1,Area1 Sett4363
3,Autumn,0,4,Outlier,Area1,Area1 Sett4364
4,Spring,5,9,Outlier,Area1,Area1 Sett4364
5,Summer,0,8,Outlier,Area1,Area1 Sett4364
3,Autumn,0,1,Outlier,Area1,Area1 Sett4365
6,Summer,0,1,Outlier,Area1,Area1 Sett4365
1,Spring,0,2,Outlier,Area1,Area1 Sett4366
1,Spring,2,9,Outlier,Area1,Area1 Sett4367
4,Spring,1,5,Outlier,Area1,Area1 Sett4368
4,Spring,0,1,Outlier,Area1,Area1 Sett4369
6,Summer,1,2,Outlier,Area1,Area1 Sett4369
4,Spring,1,1,Outlier,Area1,Area1 Sett4370
4,Spring,0,2,Outlier,Area1,Area1 Sett4371
6,Summer,1,2,Outlier,Area1,Area1 Sett4372
5,Summer,0,1,Outlier,Area1,Area1 Sett4373
6,Summer,0,1,Outlier,Area1,Area1 Sett4374
6,Summer,1,1,Outlier,Area1,Area1 Sett4375
4,Spring,0,2,Outlier,Area1,Area1 Sett4376
4,Spring,0,2,Outlier,Area1,Area1 Sett4377
3,Summer,1,5,Outlier,Area1,Area1 Sett4378
3,Summer,0,5,Outlier,Area1,Area1 Sett4378
4,Spring,0,3,Outlier,Area1,Area1 Sett4378
6,Summer,0,4,Outlier,Area1,Area1 Sett4378
3,Summer,2,6,Outlier,Area1,Area1 Sett4379
3,Summer,0,6,Outlier,Area1,Area1 Sett4379
4,Spring,0,2,Outlier,Area1,Area1 Sett4379
6,Summer,0,3,Outlier,Area1,Area1 Sett4379
3,Summer,1,6,Outlier,Area1,Area1 Sett4380
3,Summer,1,6,Outlier,Area1,Area1 Sett4380
4,Spring,0,1,Outlier,Area1,Area1 Sett4380
1,Winter,2,4,Outlier,Area1,Area1 Sett4381
3,Summer,2,2,Outlier,Area1,Area1 Sett4381
4,Spring,0,3,Outlier,Area1,Area1 Sett4381
1,Winter,1,2,Outlier,Area1,Area1 Sett4382
3,Summer,0,2,Outlier,Area1,Area1 Sett4382
3,Summer,1,3,Outlier,Area1,Area1 Sett4382
4,Spring,0,2,Outlier,Area1,Area1 Sett4382
1,Winter,3,6,Outlier,Area1,Area1 Sett4383
3,Summer,0,2,Outlier,Area1,Area1 Sett4383
3,Summer,1,4,Outlier,Area1,Area1 Sett4383
4,Spring,0,4,Outlier,Area1,Area1 Sett4383
1,Winter,1,2,Outlier,Area1,Area1 Sett4384
3,Summer,1,4,Outlier,Area1,Area1 Sett4384
1,Spring,3,20,Outlier,Area1,Area1 Sett4385
1,Winter,1,18,Outlier,Area1,Area1 Sett4385
3,Autumn,2,17,Outlier,Area1,Area1 Sett4385
4,Spring,2,18,Outlier,Area1,Area1 Sett4385
5,Summer,1,17,Outlier,Area1,Area1 Sett4385
6,Summer,0,2,Outlier,Area1,Area1 Sett4385
3,Autumn,2,2,Outlier,Area1,Area1 Sett4386
1,Spring,1,1,Outlier,Area1,Area1 Sett4387
1,Winter,0,1,Outlier,Area1,Area1 Sett4387
3,Winter,0,1,Outlier,Area1,Area1 Sett4387
3,Winter,0,1,Outlier,Area1,Area1 Sett4388
6,Summer,0,1,Outlier,Area1,Area1 Sett4388
3,Winter,1,6,Main,Area1,Area1 Sett4389
4,Spring,2,3,Main,Area1,Area1 Sett4389
5,Summer,0,3,Outlier,Area1,Area1 Sett4389
6,Summer,0,3,Outlier,Area1,Area1 Sett4389
3,Winter,2,5,Outlier,Area1,Area1 Sett4390
3,Winter,2,7,Outlier,Area1,Area1 Sett4391
3,Winter,4,9,Main,Area1,Area1 Sett4392
3,Winter,3,12,Outlier,Area1,Area1 Sett4393
4,Spring,3,12,Main,Area1,Area1 Sett4393
5,Summer,1,2,Outlier,Area1,Area1 Sett4393
6,Summer,0,6,Outlier,Area1,Area1 Sett4393
3,Winter,0,2,Outlier,Area1,Area1 Sett4394
4,Spring,0,1,Outlier,Area1,Area1 Sett4394
6,Summer,0,1,Outlier,Area1,Area1 Sett4394
3,Winter,0,1,Outlier,Area1,Area1 Sett4395
4,Spring,1,1,Outlier,Area1,Area1 Sett4395
5,Summer,0,2,Outlier,Area1,Area1 Sett4395
6,Summer,1,1,Outlier,Area1,Area1 Sett4395
3,Winter,0,2,Outlier,Area1,Area1 Sett4396
4,Spring,1,2,Outlier,Area1,Area1 Sett4396
3,Winter,0,1,Outlier,Area1,Area1 Sett4397
3,Winter,0,1,Outlier,Area1,Area1 Sett4398
4,Spring,0,1,Outlier,Area1,Area1 Sett4398
5,Summer,0,2,Outlier,Area1,Area1 Sett4398
3,Winter,0,2,Outlier,Area1,Area1 Sett4399
4,Spring,0,2,Outlier,Area1,Area1 Sett4399
5,Summer,1,3,Outlier,Area1,Area1 Sett4399
6,Summer,0,1,Main,Area1,Area1 Sett4399
6,Summer,1,1,Outlier,Area1,Area1 Sett4400
5,Spring,1,2,Outlier,Area1,Area1 Sett4401
5,Spring,2,5,Outlier,Area1,Area1 Sett4402
5,Spring,0,2,Outlier,Area1,Area1 Sett4403
5,Spring,0,5,Outlier,Area1,Area1 Sett4404
5,Spring,0,6,Outlier,Area1,Area1 Sett4405
3,Winter,0,1,Outlier,Area1,Area1 Sett4406
4,Spring,3,7,Outlier,Area1,Area1 Sett4406
5,Summer,0,2,Outlier,Area1,Area1 Sett4406
6,Summer,0,1,Outlier,Area1,Area1 Sett4406
3,Winter,7,9,Outlier,Area1,Area1 Sett4407
4,Spring,6,9,Outlier,Area1,Area1 Sett4407
5,Summer,3,8,Outlier,Area1,Area1 Sett4407
6,Summer,1,5,Outlier,Area1,Area1 Sett4407
3,Winter,5,8,Outlier,Area1,Area1 Sett4408
4,Spring,8,12,Outlier,Area1,Area1 Sett4408
5,Summer,0,6,Outlier,Area1,Area1 Sett4408
6,Summer,1,4,Outlier,Area1,Area1 Sett4408
3,Winter,0,2,Outlier,Area1,Area1 Sett4409
6,Summer,0,2,Outlier,Area1,Area1 Sett4409
3,Winter,0,5,Outlier,Area1,Area1 Sett4410
4,Spring,3,6,Outlier,Area1,Area1 Sett4410
5,Summer,0,8,Outlier,Area1,Area1 Sett4410
6,Summer,1,6,Outlier,Area1,Area1 Sett4410
3,Winter,0,2,Outlier,Area1,Area1 Sett4411
4,Spring,0,1,Outlier,Area1,Area1 Sett4411
5,Summer,0,6,Outlier,Area1,Area1 Sett4411
4,Spring,0,2,Outlier,Area1,Area1 Sett4412
4,Spring,1,3,Outlier,Area1,Area1 Sett4413
6,Summer,0,2,Outlier,Area1,Area1 Sett4413
4,Spring,1,2,Outlier,Area1,Area1 Sett4414
5,Summer,0,1,Outlier,Area1,Area1 Sett4414
6,Summer,0,1,Outlier,Area1,Area1 Sett4414
4,Spring,1,2,Outlier,Area1,Area1 Sett4415
5,Summer,0,3,Outlier,Area1,Area1 Sett4415
5,Summer,0,7,Outlier,Area1,Area1 Sett4416
6,Summer,2,8,Outlier,Area1,Area1 Sett4416
5,Summer,0,1,Outlier,Area1,Area1 Sett4417
6,Summer,2,5,Outlier,Area1,Area1 Sett4417
6,Summer,0,1,Outlier,Area1,Area1 Sett4418
6,Summer,1,1,Outlier,Area1,Area1 Sett4419
1,Spring,1,1,Outlier,Area1,Area1 Sett4420
4,Spring,0,1,Outlier,Area1,Area1 Sett4420
1,Spring,2,7,Outlier,Area1,Area1 Sett4421
3,Summer,0,7,Outlier,Area1,Area1 Sett4421
4,Spring,4,6,Outlier,Area1,Area1 Sett4421
1,Spring,1,2,Outlier,Area1,Area1 Sett4422
4,Spring,0,2,Outlier,Area1,Area1 Sett4422
5,Summer,0,2,Outlier,Area1,Area1 Sett4422
6,Summer,1,1,Outlier,Area1,Area1 Sett4422
1,Spring,0,1,Outlier,Area1,Area1 Sett4423
3,Summer,0,1,Outlier,Area1,Area1 Sett4423
4,Spring,0,1,Outlier,Area1,Area1 Sett4423
1,Spring,1,1,Outlier,Area1,Area1 Sett4424
3,Summer,0,4,Outlier,Area1,Area1 Sett4424
4,Spring,0,1,Outlier,Area1,Area1 Sett4424
5,Summer,0,4,Outlier,Area1,Area1 Sett4424
1,Spring,2,2,Outlier,Area1,Area1 Sett4425
3,Summer,0,2,Outlier,Area1,Area1 Sett4425
4,Spring,3,9,Outlier,Area1,Area1 Sett4425
5,Summer,0,4,Outlier,Area1,Area1 Sett4425
1,Spring,0,2,Outlier,Area1,Area1 Sett4426
3,Summer,0,2,Outlier,Area1,Area1 Sett4426
4,Spring,0,5,Outlier,Area1,Area1 Sett4426
5,Summer,0,1,Outlier,Area1,Area1 Sett4426
6,Summer,0,1,Outlier,Area1,Area1 Sett4426
1,Spring,2,2,Outlier,Area1,Area1 Sett4427
3,Summer,0,2,Outlier,Area1,Area1 Sett4427
4,Spring,2,6,Outlier,Area1,Area1 Sett4427
5,Summer,0,1,Outlier,Area1,Area1 Sett4427
6,Summer,0,1,Outlier,Area1,Area1 Sett4427
1,Spring,2,3,Outlier,Area1,Area1 Sett4428
3,Summer,0,3,Outlier,Area1,Area1 Sett4428
4,Spring,0,4,Outlier,Area1,Area1 Sett4428
1,Spring,0,1,Outlier,Area1,Area1 Sett4429
3,Summer,0,1,Outlier,Area1,Area1 Sett4429
4,Spring,0,1,Outlier,Area1,Area1 Sett4429
1,Spring,1,1,Outlier,Area1,Area1 Sett4430
3,Summer,0,1,Outlier,Area1,Area1 Sett4430
4,Spring,0,1,Outlier,Area1,Area1 Sett4430
1,Spring,2,2,Outlier,Area1,Area1 Sett4431
3,Summer,0,2,Outlier,Area1,Area1 Sett4431
4,Spring,0,1,Outlier,Area1,Area1 Sett4431
1,Spring,0,6,Outlier,Area1,Area1 Sett4432
3,Summer,0,6,Outlier,Area1,Area1 Sett4432
4,Spring,0,3,Outlier,Area1,Area1 Sett4432
1,Spring,1,1,Outlier,Area1,Area1 Sett4433
3,Summer,0,2,Outlier,Area1,Area1 Sett4433
4,Spring,0,1,Outlier,Area1,Area1 Sett4433
1,Spring,0,1,Outlier,Area1,Area1 Sett4434
3,Summer,0,1,Outlier,Area1,Area1 Sett4434
4,Spring,1,2,Outlier,Area1,Area1 Sett4434
5,Summer,0,3,Outlier,Area1,Area1 Sett4434
1,Spring,0,1,Outlier,Area1,Area1 Sett4435
3,Summer,0,1,Outlier,Area1,Area1 Sett4435
4,Spring,0,2,Outlier,Area1,Area1 Sett4435
5,Summer,0,1,Outlier,Area1,Area1 Sett4435
1,Spring,2,5,Outlier,Area1,Area1 Sett4436
3,Autumn,2,5,Outlier,Area1,Area1 Sett4436
4,Spring,0,1,Outlier,Area1,Area1 Sett4436
5,Summer,1,8,Outlier,Area1,Area1 Sett4436
6,Summer,1,5,Outlier,Area1,Area1 Sett4436
1,Spring,0,1,Outlier,Area1,Area1 Sett4437
3,Autumn,0,1,Outlier,Area1,Area1 Sett4437
4,Spring,3,21,Outlier,Area1,Area1 Sett4437
6,Summer,0,1,Outlier,Area1,Area1 Sett4437
1,Spring,0,2,Outlier,Area1,Area1 Sett4438
3,Autumn,0,2,Outlier,Area1,Area1 Sett4438
4,Spring,0,3,Outlier,Area1,Area1 Sett4438
6,Summer,0,1,Outlier,Area1,Area1 Sett4438
1,Spring,1,4,Outlier,Area1,Area1 Sett4439
4,Spring,1,1,Outlier,Area1,Area1 Sett4439
1,Spring,0,2,Outlier,Area1,Area1 Sett4440
4,Spring,8,29,Outlier,Area1,Area1 Sett4440
1,Spring,0,7,Outlier,Area1,Area1 Sett4441
4,Spring,1,7,Outlier,Area1,Area1 Sett4441
1,Spring,0,3,Outlier,Area1,Area1 Sett4442
3,Autumn,0,3,Outlier,Area1,Area1 Sett4442
4,Spring,1,4,Outlier,Area1,Area1 Sett4442
1,Spring,0,1,Outlier,Area1,Area1 Sett4443
3,Autumn,0,1,Outlier,Area1,Area1 Sett4443
1,Spring,0,1,Outlier,Area1,Area1 Sett4444
3,Autumn,1,1,Outlier,Area1,Area1 Sett4444
4,Spring,0,6,Outlier,Area1,Area1 Sett4444
5,Summer,1,6,Outlier,Area1,Area1 Sett4444
1,Spring,6,10,Outlier,Area1,Area1 Sett4445
3,Autumn,6,10,Outlier,Area1,Area1 Sett4445
4,Spring,8,28,Main,Area1,Area1 Sett4445
5,Summer,10,31,Outlier,Area1,Area1 Sett4445
6,Summer,0,13,Main,Area1,Area1 Sett4445
1,Spring,0,2,Outlier,Area1,Area1 Sett4446
3,Autumn,0,2,Outlier,Area1,Area1 Sett4446
4,Spring,0,2,Outlier,Area1,Area1 Sett4446
5,Summer,0,3,Outlier,Area1,Area1 Sett4446
1,Spring,6,8,Main,Area1,Area1 Sett4447
3,Autumn,2,8,Outlier,Area1,Area1 Sett4447
4,Spring,3,11,Outlier,Area1,Area1 Sett4447
5,Summer,3,12,Main,Area1,Area1 Sett4447
6,Summer,1,9,Outlier,Area1,Area1 Sett4447
1,Spring,2,3,Outlier,Area1,Area1 Sett4448
3,Autumn,0,3,Outlier,Area1,Area1 Sett4448
4,Spring,0,8,Outlier,Area1,Area1 Sett4448
1,Spring,0,2,Outlier,Area1,Area1 Sett4449
3,Autumn,0,2,Outlier,Area1,Area1 Sett4449
4,Spring,0,3,Outlier,Area1,Area1 Sett4449
5,Summer,0,8,Outlier,Area1,Area1 Sett4449
6,Summer,0,6,Outlier,Area1,Area1 Sett4449
1,Spring,0,1,Outlier,Area1,Area1 Sett4450
3,Autumn,0,1,Outlier,Area1,Area1 Sett4450
4,Spring,0,1,Outlier,Area1,Area1 Sett4450
5,Summer,0,3,Outlier,Area1,Area1 Sett4450
6,Summer,0,3,Outlier,Area1,Area1 Sett4450
1,Spring,3,4,Outlier,Area1,Area1 Sett4451
3,Autumn,0,4,Outlier,Area1,Area1 Sett4451
4,Spring,3,14,Outlier,Area1,Area1 Sett4451
1,Spring,1,3,Outlier,Area1,Area1 Sett4452
3,Autumn,0,3,Outlier,Area1,Area1 Sett4452
4,Spring,0,2,Outlier,Area1,Area1 Sett4452
1,Spring,7,14,Outlier,Area1,Area1 Sett4453
3,Autumn,4,14,Outlier,Area1,Area1 Sett4453
4,Spring,5,14,Main,Area1,Area1 Sett4453
5,Summer,8,28,Main,Area1,Area1 Sett4453
6,Summer,3,19,Main,Area1,Area1 Sett4453
1,Spring,1,3,Outlier,Area1,Area1 Sett4454
3,Autumn,0,3,Outlier,Area1,Area1 Sett4454
4,Spring,0,1,Outlier,Area1,Area1 Sett4454
1,Spring,0,2,Outlier,Area1,Area1 Sett4455
3,Autumn,0,1,Outlier,Area1,Area1 Sett4455
1,Winter,2,2,Outlier,Area1,Area1 Sett4456
3,Winter,1,1,Outlier,Area1,Area1 Sett4456
4,Spring,0,1,Outlier,Area1,Area1 Sett4456
4,Spring,0,2,Outlier,Area1,Area1 Sett4457
5,Summer,0,3,Outlier,Area1,Area1 Sett4457
4,Spring,0,2,Outlier,Area1,Area1 Sett4458
5,Summer,0,2,Outlier,Area1,Area1 Sett4458
4,Spring,1,2,Outlier,Area1,Area1 Sett4459
5,Summer,0,1,Outlier,Area1,Area1 Sett4459
6,Summer,0,1,Outlier,Area1,Area1 Sett4459
4,Spring,0,1,Outlier,Area1,Area1 Sett4460
5,Summer,0,2,Outlier,Area1,Area1 Sett4460
4,Spring,1,1,Outlier,Area1,Area1 Sett4461
5,Summer,0,1,Outlier,Area1,Area1 Sett4461
4,Spring,0,1,Outlier,Area1,Area1 Sett4462
5,Summer,0,2,Outlier,Area1,Area1 Sett4462
4,Spring,0,1,Outlier,Area1,Area1 Sett4463
5,Summer,0,3,Outlier,Area1,Area1 Sett4463
4,Spring,0,1,Outlier,Area1,Area1 Sett4464
5,Spring,1,4,Outlier,Area1,Area1 Sett4465
6,Winter,0,1,Outlier,Area1,Area1 Sett4466
6,Winter,1,1,Outlier,Area1,Area1 Sett4467
3,Winter,1,7,Main,Area1,Area1 Sett4468
4,Spring,4,10,Main,Area1,Area1 Sett4468
3,Winter,1,1,Outlier,Area1,Area1 Sett4469
4,Spring,1,3,Outlier,Area1,Area1 Sett4469
3,Winter,0,1,Outlier,Area1,Area1 Sett4470
5,Summer,0,4,Outlier,Area1,Area1 Sett4470
3,Winter,0,1,Outlier,Area1,Area1 Sett4471
5,Summer,0,1,Outlier,Area1,Area1 Sett4471
3,Winter,0,1,Outlier,Area1,Area1 Sett4472
4,Spring,1,2,Outlier,Area1,Area1 Sett4472
5,Summer,0,3,Outlier,Area1,Area1 Sett4472
3,Winter,0,1,Outlier,Area1,Area1 Sett4473
4,Spring,0,1,Outlier,Area1,Area1 Sett4473
5,Summer,0,2,Outlier,Area1,Area1 Sett4473
3,Winter,0,2,Outlier,Area1,Area1 Sett4474
5,Summer,0,2,Outlier,Area1,Area1 Sett4474
4,Spring,0,6,Outlier,Area1,Area1 Sett4475
5,Summer,0,2,Outlier,Area1,Area1 Sett4475
5,Summer,2,3,Outlier,Area1,Area1 Sett4476
1,Spring,1,2,Outlier,Area1,Area1 Sett4477
3,Autumn,1,1,Outlier,Area1,Area1 Sett4477
1,Spring,0,1,Outlier,Area1,Area1 Sett4478
6,Summer,0,1,Outlier,Area1,Area1 Sett4478
1,Spring,1,2,Outlier,Area1,Area1 Sett4479
6,Summer,0,1,Outlier,Area1,Area1 Sett4479
1,Spring,4,12,Main,Area1,Area1 Sett4480
1,Spring,0,10,Outlier,Area1,Area1 Sett4481
6,Summer,1,2,Outlier,Area1,Area1 Sett4481
1,Winter,3,13,Outlier,Area1,Area1 Sett4482
4,Spring,2,12,Outlier,Area1,Area1 Sett4482
5,Summer,2,11,Outlier,Area1,Area1 Sett4482
6,Summer,1,13,Main,Area1,Area1 Sett4482
1,Winter,0,2,Outlier,Area1,Area1 Sett4483
3,Autumn,2,2,Outlier,Area1,Area1 Sett4483
5,Summer,3,11,Outlier,Area1,Area1 Sett4483
3,Winter,3,7,Outlier,Area1,Area1 Sett4484
4,Winter,5,7,Outlier,Area1,Area1 Sett4484
4,Spring,3,7,Outlier,Area1,Area1 Sett4484
5,Summer,4,7,Main,Area1,Area1 Sett4484
6,Summer,1,6,Outlier,Area1,Area1 Sett4484
3,Winter,1,10,Main,Area1,Area1 Sett4485
4,Winter,2,10,Main,Area1,Area1 Sett4485
4,Spring,2,10,Main,Area1,Area1 Sett4485
6,Summer,1,1,Outlier,Area1,Area1 Sett4485
3,Winter,1,2,Outlier,Area1,Area1 Sett4486
4,Winter,0,2,Outlier,Area1,Area1 Sett4486
4,Winter,1,2,Outlier,Area1,Area1 Sett4487
4,Spring,1,2,Outlier,Area1,Area1 Sett4487
6,Summer,1,1,Outlier,Area1,Area1 Sett4487
4,Spring,1,2,Outlier,Area1,Area1 Sett4488
5,Summer,1,1,Outlier,Area1,Area1 Sett4489
5,Summer,0,5,Outlier,Area1,Area1 Sett4490
4,Spring,5,7,Main,Area1,Area1 Sett4491
5,Summer,0,6,Outlier,Area1,Area1 Sett4491
6,Summer,0,2,Outlier,Area1,Area1 Sett4491
4,Spring,4,10,Outlier,Area1,Area1 Sett4492
5,Summer,0,8,Outlier,Area1,Area1 Sett4492
4,Spring,0,4,Outlier,Area1,Area1 Sett4493
5,Summer,0,4,Outlier,Area1,Area1 Sett4493
4,Spring,0,1,Outlier,Area1,Area1 Sett4494
5,Summer,0,1,Outlier,Area1,Area1 Sett4494
4,Spring,0,6,Outlier,Area1,Area1 Sett4495
5,Summer,0,5,Outlier,Area1,Area1 Sett4495
1,Spring,0,1,Outlier,Area1,Area1 Sett4496
1,Winter,0,1,Outlier,Area1,Area1 Sett4496
5,Summer,0,1,Outlier,Area1,Area1 Sett4496
1,Spring,3,4,Outlier,Area1,Area1 Sett4497
1,Winter,0,4,Outlier,Area1,Area1 Sett4497
3,Summer,0,4,Outlier,Area1,Area1 Sett4497
5,Summer,0,4,Outlier,Area1,Area1 Sett4497
6,Summer,0,3,Outlier,Area1,Area1 Sett4497
1,Spring,1,1,Outlier,Area1,Area1 Sett4498
5,Summer,0,1,Outlier,Area1,Area1 Sett4498
1,Spring,3,5,Outlier,Area1,Area1 Sett4499
1,Winter,0,4,Outlier,Area1,Area1 Sett4499
3,Summer,0,4,Outlier,Area1,Area1 Sett4499
5,Summer,0,4,Outlier,Area1,Area1 Sett4499
6,Summer,1,2,Outlier,Area1,Area1 Sett4499
1,Spring,1,4,Outlier,Area1,Area1 Sett4500
1,Winter,0,3,Outlier,Area1,Area1 Sett4500
3,Summer,0,3,Outlier,Area1,Area1 Sett4500
5,Summer,0,3,Outlier,Area1,Area1 Sett4500
6,Summer,0,2,Outlier,Area1,Area1 Sett4500
1,Winter,2,12,Main,Area1,Area1 Sett4501
3,Summer,0,12,Outlier,Area1,Area1 Sett4501
6,Summer,1,2,Outlier,Area1,Area1 Sett4502
1,Spring,0,1,Outlier,Area1,Area1 Sett4503
1,Winter,0,1,Outlier,Area1,Area1 Sett4503
1,Spring,1,1,Outlier,Area1,Area1 Sett4504
1,Winter,0,1,Outlier,Area1,Area1 Sett4504
4,Spring,0,1,Outlier,Area1,Area1 Sett4504
1,Spring,1,8,Outlier,Area1,Area1 Sett4505
1,Winter,0,8,Outlier,Area1,Area1 Sett4505
1,Spring,6,12,Main,Area1,Area1 Sett4506
1,Spring,0,1,Outlier,Area1,Area1 Sett4507
1,Spring,1,2,Outlier,Area1,Area1 Sett4508
3,Autumn,0,2,Outlier,Area1,Area1 Sett4508
5,Summer,0,1,Outlier,Area1,Area1 Sett4508
6,Summer,0,1,Outlier,Area1,Area1 Sett4508
1,Spring,0,4,Outlier,Area1,Area1 Sett4509
3,Autumn,1,4,Outlier,Area1,Area1 Sett4509
1,Spring,13,26,Main,Area1,Area1 Sett4510
3,Autumn,4,26,Main,Area1,Area1 Sett4510
5,Summer,0,10,Outlier,Area1,Area1 Sett4510
6,Summer,2,16,Main,Area1,Area1 Sett4510
1,Spring,3,6,Outlier,Area1,Area1 Sett4511
3,Autumn,0,6,Outlier,Area1,Area1 Sett4511
5,Summer,0,1,Outlier,Area1,Area1 Sett4511
1,Spring,2,3,Outlier,Area1,Area1 Sett4512
3,Autumn,0,3,Outlier,Area1,Area1 Sett4512
5,Summer,0,2,Outlier,Area1,Area1 Sett4512
1,Spring,1,4,Outlier,Area1,Area1 Sett4513
3,Autumn,0,2,Outlier,Area1,Area1 Sett4513
5,Summer,0,1,Outlier,Area1,Area1 Sett4513
1,Spring,0,1,Outlier,Area1,Area1 Sett4514
3,Autumn,0,1,Outlier,Area1,Area1 Sett4514
6,Summer,0,1,Outlier,Area1,Area1 Sett4514
1,Spring,1,2,Outlier,Area1,Area1 Sett4515
3,Autumn,0,2,Outlier,Area1,Area1 Sett4515
5,Summer,0,2,Outlier,Area1,Area1 Sett4515
6,Summer,0,1,Outlier,Area1,Area1 Sett4515
1,Spring,1,1,Outlier,Area1,Area1 Sett4516
3,Autumn,0,1,Outlier,Area1,Area1 Sett4516
4,Spring,0,2,Outlier,Area1,Area1 Sett4516
6,Summer,0,1,Outlier,Area1,Area1 Sett4516
6,Summer,0,2,Outlier,Area1,Area1 Sett4517
1,Spring,1,2,Outlier,Area1,Area1 Sett4518
4,Spring,1,2,Outlier,Area1,Area1 Sett4518
1,Spring,3,9,Outlier,Area1,Area1 Sett4519
3,Autumn,0,3,Outlier,Area1,Area1 Sett4519
4,Spring,1,5,Outlier,Area1,Area1 Sett4519
5,Summer,0,5,Outlier,Area1,Area1 Sett4519
1,Spring,3,3,Outlier,Area1,Area1 Sett4520
3,Autumn,1,3,Outlier,Area1,Area1 Sett4520
4,Spring,0,3,Outlier,Area1,Area1 Sett4520
1,Spring,0,1,Outlier,Area1,Area1 Sett4521
4,Spring,1,1,Outlier,Area1,Area1 Sett4521
1,Spring,0,1,Outlier,Area1,Area1 Sett4522
4,Spring,0,2,Outlier,Area1,Area1 Sett4522
5,Summer,0,4,Outlier,Area1,Area1 Sett4522
6,Summer,1,3,Outlier,Area1,Area1 Sett4522
1,Spring,1,1,Outlier,Area1,Area1 Sett4523
4,Spring,2,5,Outlier,Area1,Area1 Sett4523
