Year,Season,Active_Holes,Total_Holes,Sett Type,Trial_Code,Sett_ID_Code
2,Winter,0,7,Outlier,Area2,Area2 Sett1936
3,Autumn,0,7,Outlier,Area2,Area2 Sett1936
4,Autumn,0,7,Outlier,Area2,Area2 Sett1936
5,Spring,0,7,Outlier,Area2,Area2 Sett1936
4,Spring,1,2,Outlier,Area2,Area2 Sett1937
4,Autumn,0,2,Outlier,Area2,Area2 Sett1937
5,Spring,0,2,Outlier,Area2,Area2 Sett1937
6,Summer,0,2,Outlier,Area2,Area2 Sett1937
1,Summer,3,6,Outlier,Area2,Area2 Sett1938
6,Spring,7,11,Main,Area2,Area2 Sett1938
1,Summer,3,8,Outlier,Area2,Area2 Sett1939
6,Spring,2,8,Outlier,Area2,Area2 Sett1939
1,Summer,1,3,Outlier,Area2,Area2 Sett1940
6,Spring,3,7,Outlier,Area2,Area2 Sett1940
1,Summer,10,20,Main,Area2,Area2 Sett1941
6,Spring,4,24,Main,Area2,Area2 Sett1941
1,Summer,1,10,Outlier,Area2,Area2 Sett1942
1,Summer,0,2,Outlier,Area2,Area2 Sett1943
6,Spring,0,2,Outlier,Area2,Area2 Sett1943
6,Spring,0,1,Outlier,Area2,Area2 Sett1944
6,Spring,0,2,Outlier,Area2,Area2 Sett1945
6,Spring,1,5,Outlier,Area2,Area2 Sett1946
6,Spring,0,1,Outlier,Area2,Area2 Sett1947
6,Spring,0,1,Outlier,Area2,Area2 Sett1948
6,Spring,0,1,Outlier,Area2,Area2 Sett1949
6,Spring,0,2,Outlier,Area2,Area2 Sett1950
1,Summer,4,15,Main,Area2,Area2 Sett1951
1,Summer,2,8,Outlier,Area2,Area2 Sett1952
1,Summer,0,4,Outlier,Area2,Area2 Sett1953
1,Summer,0,1,Outlier,Area2,Area2 Sett1954
1,Summer,0,1,Outlier,Area2,Area2 Sett1955
2,Winter,0,1,Outlier,Area2,Area2 Sett1955
3,Summer,0,1,Outlier,Area2,Area2 Sett1955
3,Autumn,0,1,Outlier,Area2,Area2 Sett1955
4,Autumn,1,2,Outlier,Area2,Area2 Sett1955
5,Spring,1,5,Outlier,Area2,Area2 Sett1955
6,Summer,0,5,Outlier,Area2,Area2 Sett1955
1,Summer,1,3,Outlier,Area2,Area2 Sett1956
2,Winter,0,3,Outlier,Area2,Area2 Sett1956
3,Summer,0,3,Outlier,Area2,Area2 Sett1956
3,Autumn,0,3,Outlier,Area2,Area2 Sett1956
5,Spring,0,2,Outlier,Area2,Area2 Sett1956
1,Summer,2,2,Outlier,Area2,Area2 Sett1957
2,Winter,0,2,Outlier,Area2,Area2 Sett1957
3,Summer,0,2,Outlier,Area2,Area2 Sett1957
3,Autumn,0,3,Outlier,Area2,Area2 Sett1957
2,Winter,0,2,Outlier,Area2,Area2 Sett1958
3,Summer,0,2,Outlier,Area2,Area2 Sett1958
3,Autumn,0,2,Outlier,Area2,Area2 Sett1958
4,Autumn,0,2,Outlier,Area2,Area2 Sett1958
5,Spring,0,2,Outlier,Area2,Area2 Sett1958
1,Spring,1,4,Outlier,Area2,Area2 Sett1959
1,Spring,1,3,Outlier,Area2,Area2 Sett1960
2,Winter,1,4,Outlier,Area2,Area2 Sett1960
3,Summer,0,4,Outlier,Area2,Area2 Sett1960
4,Autumn,0,4,Outlier,Area2,Area2 Sett1960
5,Spring,3,6,Outlier,Area2,Area2 Sett1960
1,Spring,0,5,Outlier,Area2,Area2 Sett1961
2,Winter,5,12,Outlier,Area2,Area2 Sett1961
3,Summer,0,6,Outlier,Area2,Area2 Sett1961
4,Autumn,0,4,Outlier,Area2,Area2 Sett1961
5,Spring,0,4,Outlier,Area2,Area2 Sett1961
1,Summer,2,2,Main,Area2,Area2 Sett1962
2,Winter,4,30,Main,Area2,Area2 Sett1962
1,Summer,0,4,Outlier,Area2,Area2 Sett1963
2,Winter,0,4,Outlier,Area2,Area2 Sett1963
1,Summer,1,1,Outlier,Area2,Area2 Sett1964
2,Winter,0,4,Outlier,Area2,Area2 Sett1964
1,Summer,6,26,Outlier,Area2,Area2 Sett1965
2,Winter,12,42,Main,Area2,Area2 Sett1965
1,Summer,0,2,Outlier,Area2,Area2 Sett1966
2,Winter,0,6,Outlier,Area2,Area2 Sett1966
3,Summer,0,6,Outlier,Area2,Area2 Sett1966
4,Autumn,1,6,Outlier,Area2,Area2 Sett1966
5,Spring,1,4,Outlier,Area2,Area2 Sett1966
1,Summer,1,2,Outlier,Area2,Area2 Sett1967
2,Winter,0,2,Outlier,Area2,Area2 Sett1967
3,Summer,0,2,Outlier,Area2,Area2 Sett1967
4,Autumn,0,2,Outlier,Area2,Area2 Sett1967
5,Spring,1,4,Outlier,Area2,Area2 Sett1967
2,Winter,0,1,Outlier,Area2,Area2 Sett1968
3,Summer,0,1,Outlier,Area2,Area2 Sett1968
4,Autumn,0,1,Outlier,Area2,Area2 Sett1968
5,Spring,0,1,Outlier,Area2,Area2 Sett1968
3,Summer,0,2,Outlier,Area2,Area2 Sett1969
4,Autumn,0,2,Outlier,Area2,Area2 Sett1969
5,Spring,3,5,Outlier,Area2,Area2 Sett1969
3,Summer,4,5,Outlier,Area2,Area2 Sett1970
4,Autumn,0,5,Outlier,Area2,Area2 Sett1970
5,Spring,2,4,Outlier,Area2,Area2 Sett1970
5,Summer,3,6,Outlier,Area2,Area2 Sett1971
1,Spring,4,11,Outlier,Area2,Area2 Sett1972
1,Spring,0,5,Outlier,Area2,Area2 Sett1973
1,Spring,2,2,Outlier,Area2,Area2 Sett1974
1,Summer,1,16,Outlier,Area2,Area2 Sett1975
1,Autumn,2,19,Outlier,Area2,Area2 Sett1975
2,Winter,0,16,Outlier,Area2,Area2 Sett1975
1,Summer,3,8,Outlier,Area2,Area2 Sett1976
1,Autumn,9,11,Outlier,Area2,Area2 Sett1976
2,Winter,3,8,Outlier,Area2,Area2 Sett1976
1,Summer,1,1,Outlier,Area2,Area2 Sett1977
1,Autumn,1,3,Outlier,Area2,Area2 Sett1977
2,Winter,1,1,Outlier,Area2,Area2 Sett1977
1,Spring,7,9,Main,Area2,Area2 Sett1978
1,Spring,4,18,Outlier,Area2,Area2 Sett1979
1,Spring,2,5,Outlier,Area2,Area2 Sett1980
1,Spring,5,10,Outlier,Area2,Area2 Sett1981
1,Spring,3,12,Main,Area2,Area2 Sett1982
1,Spring,0,7,Outlier,Area2,Area2 Sett1983
1,Spring,0,7,Outlier,Area2,Area2 Sett1984
1,Spring,0,1,Outlier,Area2,Area2 Sett1985
2,Winter,0,1,Outlier,Area2,Area2 Sett1985
6,Summer,0,1,Outlier,Area2,Area2 Sett1985
1,Spring,2,10,Outlier,Area2,Area2 Sett1986
2,Winter,0,10,Outlier,Area2,Area2 Sett1986
1,Spring,0,2,Outlier,Area2,Area2 Sett1987
2,Winter,0,2,Outlier,Area2,Area2 Sett1987
6,Summer,0,2,Outlier,Area2,Area2 Sett1987
1,Spring,5,10,Main,Area2,Area2 Sett1988
2,Winter,1,12,Outlier,Area2,Area2 Sett1988
1,Spring,0,4,Outlier,Area2,Area2 Sett1989
1,Autumn,2,5,NA,Area2,Area2 Sett1990
1,Autumn,4,8,NA,Area2,Area2 Sett1991
1,Summer,1,4,Outlier,Area2,Area2 Sett1992
1,Summer,2,9,Outlier,Area2,Area2 Sett1993
1,Summer,3,8,Main,Area2,Area2 Sett1994
1,Summer,0,2,Outlier,Area2,Area2 Sett1995
1,Spring,0,1,Outlier,Area2,Area2 Sett1996
1,Spring,0,1,Outlier,Area2,Area2 Sett1997
1,Spring,0,1,Outlier,Area2,Area2 Sett1998
1,Spring,0,2,Outlier,Area2,Area2 Sett1999
1,Spring,0,1,Outlier,Area2,Area2 Sett2000
1,Summer,3,16,Outlier,Area2,Area2 Sett2001
2,Winter,0,16,Outlier,Area2,Area2 Sett2001
3,Summer,1,16,Outlier,Area2,Area2 Sett2001
4,Autumn,1,16,Outlier,Area2,Area2 Sett2001
5,Spring,0,15,Outlier,Area2,Area2 Sett2001
6,Summer,1,25,Outlier,Area2,Area2 Sett2001
1,Summer,1,1,Outlier,Area2,Area2 Sett2002
2,Winter,0,1,Outlier,Area2,Area2 Sett2002
3,Summer,0,1,Outlier,Area2,Area2 Sett2002
4,Autumn,0,8,Outlier,Area2,Area2 Sett2002
5,Spring,0,4,Outlier,Area2,Area2 Sett2002
6,Summer,0,4,Outlier,Area2,Area2 Sett2002
1,Summer,0,6,Outlier,Area2,Area2 Sett2003
2,Winter,0,6,Outlier,Area2,Area2 Sett2003
3,Summer,1,10,Outlier,Area2,Area2 Sett2003
4,Autumn,0,6,Outlier,Area2,Area2 Sett2003
5,Spring,0,6,Outlier,Area2,Area2 Sett2003
6,Summer,0,6,Outlier,Area2,Area2 Sett2003
1,Summer,18,55,Main,Area2,Area2 Sett2004
2,Winter,0,55,Main,Area2,Area2 Sett2004
3,Summer,0,55,Main,Area2,Area2 Sett2004
4,Autumn,0,50,Main,Area2,Area2 Sett2004
5,Spring,2,50,Main,Area2,Area2 Sett2004
6,Summer,1,81,Outlier,Area2,Area2 Sett2004
6,Summer,0,81,Outlier,Area2,Area2 Sett2004
1,Summer,0,1,Outlier,Area2,Area2 Sett2005
2,Winter,0,1,Outlier,Area2,Area2 Sett2005
3,Summer,0,1,Outlier,Area2,Area2 Sett2005
4,Autumn,1,3,Outlier,Area2,Area2 Sett2005
5,Spring,0,2,Outlier,Area2,Area2 Sett2005
6,Summer,0,6,Outlier,Area2,Area2 Sett2005
1,Autumn,2,2,Outlier,Area2,Area2 Sett2006
2,Winter,1,2,Outlier,Area2,Area2 Sett2006
3,Summer,0,2,Outlier,Area2,Area2 Sett2006
4,Autumn,1,3,Outlier,Area2,Area2 Sett2006
5,Spring,0,2,Outlier,Area2,Area2 Sett2006
6,Summer,0,2,Outlier,Area2,Area2 Sett2006
1,Autumn,1,1,Outlier,Area2,Area2 Sett2007
2,Winter,1,3,Outlier,Area2,Area2 Sett2007
3,Summer,1,1,Outlier,Area2,Area2 Sett2007
4,Autumn,1,7,Outlier,Area2,Area2 Sett2007
4,Autumn,0,7,Outlier,Area2,Area2 Sett2007
5,Spring,1,7,Outlier,Area2,Area2 Sett2007
5,Summer,0,7,Outlier,Area2,Area2 Sett2007
6,Summer,0,7,Outlier,Area2,Area2 Sett2007
2,Winter,0,10,Outlier,Area2,Area2 Sett2008
4,Autumn,1,10,Outlier,Area2,Area2 Sett2008
5,Spring,1,10,Outlier,Area2,Area2 Sett2008
5,Summer,0,10,Outlier,Area2,Area2 Sett2008
6,Summer,0,11,Outlier,Area2,Area2 Sett2008
6,Summer,1,3,Outlier,Area2,Area2 Sett2009
6,Summer,0,3,Outlier,Area2,Area2 Sett2009
1,Spring,0,4,Outlier,Area2,Area2 Sett2010
1,Autumn,1,5,Outlier,Area2,Area2 Sett2010
2,Winter,0,4,Outlier,Area2,Area2 Sett2010
3,Summer,0,5,Outlier,Area2,Area2 Sett2010
4,Autumn,0,4,Outlier,Area2,Area2 Sett2010
5,Spring,0,4,Outlier,Area2,Area2 Sett2010
1,Spring,0,4,Outlier,Area2,Area2 Sett2011
1,Spring,1,18,Outlier,Area2,Area2 Sett2012
1,Spring,6,11,Outlier,Area2,Area2 Sett2013
1,Autumn,2,5,Outlier,Area2,Area2 Sett2014
2,Winter,2,5,Outlier,Area2,Area2 Sett2014
4,Autumn,0,5,Outlier,Area2,Area2 Sett2014
5,Spring,1,5,Outlier,Area2,Area2 Sett2014
5,Winter,0,6,Outlier,Area2,Area2 Sett2015
5,Spring,0,12,Outlier,Area2,Area2 Sett2015
6,Summer,0,2,Outlier,Area2,Area2 Sett2015
1,Spring,0,2,Outlier,Area2,Area2 Sett2016
3,Summer,0,2,Outlier,Area2,Area2 Sett2016
6,Summer,1,1,Outlier,Area2,Area2 Sett2017
1,Summer,6,20,Main,Area2,Area2 Sett2018
1,Summer,1,17,Outlier,Area2,Area2 Sett2019
1,Summer,0,10,Outlier,Area2,Area2 Sett2020
1,Summer,5,21,Main,Area2,Area2 Sett2021
5,Summer,1,3,Outlier,Area2,Area2 Sett2022
6,Summer,1,3,Outlier,Area2,Area2 Sett2022
1,Summer,1,10,Outlier,Area2,Area2 Sett2023
6,Spring,7,19,Main,Area2,Area2 Sett2023
1,Summer,4,21,Outlier,Area2,Area2 Sett2024
6,Spring,4,24,Outlier,Area2,Area2 Sett2024
1,Summer,3,5,Outlier,Area2,Area2 Sett2025
6,Spring,7,9,Main,Area2,Area2 Sett2025
1,Summer,2,5,Outlier,Area2,Area2 Sett2026
6,Spring,6,8,Outlier,Area2,Area2 Sett2026
1,Summer,0,1,Outlier,Area2,Area2 Sett2027
6,Spring,6,21,Main,Area2,Area2 Sett2027
1,Summer,0,2,Outlier,Area2,Area2 Sett2028
1,Summer,1,2,Outlier,Area2,Area2 Sett2029
6,Spring,5,14,Outlier,Area2,Area2 Sett2029
1,Summer,0,20,Outlier,Area2,Area2 Sett2030
6,Spring,0,2,Outlier,Area2,Area2 Sett2030
1,Summer,0,9,Outlier,Area2,Area2 Sett2031
6,Spring,2,10,Outlier,Area2,Area2 Sett2031
1,Summer,6,10,Outlier,Area2,Area2 Sett2032
6,Spring,6,10,Outlier,Area2,Area2 Sett2032
1,Summer,2,3,Outlier,Area2,Area2 Sett2033
6,Spring,3,4,Outlier,Area2,Area2 Sett2033
1,Summer,7,10,Outlier,Area2,Area2 Sett2034
6,Spring,7,14,Outlier,Area2,Area2 Sett2034
1,Summer,3,9,Outlier,Area2,Area2 Sett2035
6,Spring,5,16,Outlier,Area2,Area2 Sett2035
1,Summer,0,5,Outlier,Area2,Area2 Sett2036
6,Spring,0,8,Outlier,Area2,Area2 Sett2036
6,Spring,1,2,Outlier,Area2,Area2 Sett2037
6,Spring,1,4,Outlier,Area2,Area2 Sett2038
6,Spring,2,2,Outlier,Area2,Area2 Sett2039
6,Spring,0,1,Outlier,Area2,Area2 Sett2040
6,Spring,1,9,Outlier,Area2,Area2 Sett2041
6,Spring,1,1,Outlier,Area2,Area2 Sett2042
6,Spring,1,1,Outlier,Area2,Area2 Sett2043
1,Summer,1,1,Outlier,Area2,Area2 Sett2044
1,Autumn,0,1,NA,Area2,Area2 Sett2044
3,Summer,0,1,Outlier,Area2,Area2 Sett2044
4,Autumn,0,5,Outlier,Area2,Area2 Sett2044
5,Spring,0,1,Outlier,Area2,Area2 Sett2044
1,Summer,3,10,Outlier,Area2,Area2 Sett2045
1,Autumn,5,15,NA,Area2,Area2 Sett2045
3,Summer,1,8,Outlier,Area2,Area2 Sett2045
4,Autumn,0,10,Outlier,Area2,Area2 Sett2045
5,Spring,0,2,Outlier,Area2,Area2 Sett2045
1,Autumn,1,3,Outlier,Area2,Area2 Sett2046
3,Summer,0,3,Outlier,Area2,Area2 Sett2046
4,Autumn,1,3,Outlier,Area2,Area2 Sett2046
5,Spring,0,2,Outlier,Area2,Area2 Sett2046
6,Spring,0,4,Outlier,Area2,Area2 Sett2046
6,Summer,1,2,Outlier,Area2,Area2 Sett2046
6,Summer,0,2,Outlier,Area2,Area2 Sett2046
1,Autumn,2,5,Outlier,Area2,Area2 Sett2047
3,Summer,0,5,Outlier,Area2,Area2 Sett2047
4,Autumn,0,6,Outlier,Area2,Area2 Sett2047
5,Spring,0,2,Outlier,Area2,Area2 Sett2047
6,Summer,0,2,Outlier,Area2,Area2 Sett2047
6,Spring,0,1,Outlier,Area2,Area2 Sett2048
6,Spring,4,15,Main,Area2,Area2 Sett2049
6,Summer,0,13,Outlier,Area2,Area2 Sett2049
1,Summer,2,2,Outlier,Area2,Area2 Sett2050
3,Summer,1,2,Outlier,Area2,Area2 Sett2050
4,Autumn,3,5,Outlier,Area2,Area2 Sett2050
5,Spring,0,2,Outlier,Area2,Area2 Sett2050
6,Winter,0,2,Outlier,Area2,Area2 Sett2050
6,Summer,0,2,Outlier,Area2,Area2 Sett2050
1,Summer,3,5,Outlier,Area2,Area2 Sett2051
1,Autumn,6,8,NA,Area2,Area2 Sett2051
3,Summer,1,5,Outlier,Area2,Area2 Sett2051
4,Autumn,0,5,Outlier,Area2,Area2 Sett2051
5,Spring,0,5,Outlier,Area2,Area2 Sett2051
6,Winter,2,7,Outlier,Area2,Area2 Sett2051
6,Summer,2,11,Outlier,Area2,Area2 Sett2051
1,Summer,0,3,Outlier,Area2,Area2 Sett2052
3,Summer,0,3,Outlier,Area2,Area2 Sett2052
5,Spring,0,3,Outlier,Area2,Area2 Sett2052
6,Summer,0,3,Outlier,Area2,Area2 Sett2052
3,Spring,1,4,Outlier,Area2,Area2 Sett2053
3,Summer,0,4,Outlier,Area2,Area2 Sett2053
4,Autumn,4,9,Outlier,Area2,Area2 Sett2053
5,Spring,0,10,Outlier,Area2,Area2 Sett2053
6,Winter,4,19,Main,Area2,Area2 Sett2053
6,Summer,0,19,Outlier,Area2,Area2 Sett2053
5,Winter,0,1,Outlier,Area2,Area2 Sett2054
5,Spring,0,1,Outlier,Area2,Area2 Sett2054
6,Summer,0,1,Outlier,Area2,Area2 Sett2054
5,Winter,0,2,Outlier,Area2,Area2 Sett2055
5,Spring,0,2,Outlier,Area2,Area2 Sett2055
6,Winter,0,2,Outlier,Area2,Area2 Sett2055
6,Summer,0,2,Outlier,Area2,Area2 Sett2055
5,Winter,0,2,Outlier,Area2,Area2 Sett2056
5,Spring,0,2,Outlier,Area2,Area2 Sett2056
5,Winter,0,1,Outlier,Area2,Area2 Sett2057
5,Spring,0,1,Outlier,Area2,Area2 Sett2057
5,Winter,0,1,Outlier,Area2,Area2 Sett2058
5,Winter,0,2,Outlier,Area2,Area2 Sett2059
5,Spring,0,2,Outlier,Area2,Area2 Sett2059
6,Summer,0,2,Outlier,Area2,Area2 Sett2059
6,Winter,0,1,Outlier,Area2,Area2 Sett2060
6,Winter,0,1,Outlier,Area2,Area2 Sett2060
6,Summer,0,1,Outlier,Area2,Area2 Sett2060
6,Winter,0,2,Outlier,Area2,Area2 Sett2061
6,Winter,0,2,Outlier,Area2,Area2 Sett2061
6,Summer,0,2,Outlier,Area2,Area2 Sett2061
6,Winter,1,1,Outlier,Area2,Area2 Sett2062
6,Winter,1,1,Outlier,Area2,Area2 Sett2062
6,Summer,0,1,Outlier,Area2,Area2 Sett2062
6,Winter,0,1,Outlier,Area2,Area2 Sett2063
1,Summer,2,6,Outlier,Area2,Area2 Sett2064
2,Winter,0,6,Outlier,Area2,Area2 Sett2064
4,Autumn,0,7,Outlier,Area2,Area2 Sett2064
5,Spring,0,4,Outlier,Area2,Area2 Sett2064
1,Summer,7,17,Outlier,Area2,Area2 Sett2065
2,Winter,1,17,Outlier,Area2,Area2 Sett2065
3,Summer,0,17,Outlier,Area2,Area2 Sett2065
4,Autumn,0,17,Outlier,Area2,Area2 Sett2065
5,Spring,0,15,Outlier,Area2,Area2 Sett2065
1,Summer,0,2,Outlier,Area2,Area2 Sett2066
2,Winter,0,2,Outlier,Area2,Area2 Sett2066
3,Summer,0,2,Outlier,Area2,Area2 Sett2066
4,Autumn,0,2,Outlier,Area2,Area2 Sett2066
5,Spring,0,2,Outlier,Area2,Area2 Sett2066
6,Spring,0,4,Outlier,Area2,Area2 Sett2066
6,Summer,0,3,Outlier,Area2,Area2 Sett2066
1,Summer,5,15,Outlier,Area2,Area2 Sett2067
2,Winter,2,15,Main,Area2,Area2 Sett2067
3,Summer,4,10,Outlier,Area2,Area2 Sett2067
4,Autumn,4,10,Outlier,Area2,Area2 Sett2067
5,Spring,2,15,Outlier,Area2,Area2 Sett2067
6,Spring,1,21,Outlier,Area2,Area2 Sett2067
6,Summer,0,21,Outlier,Area2,Area2 Sett2067
5,Spring,0,5,Outlier,Area2,Area2 Sett2068
6,Winter,0,7,Outlier,Area2,Area2 Sett2069
6,Summer,0,7,Outlier,Area2,Area2 Sett2069
6,Spring,0,2,Outlier,Area2,Area2 Sett2070
6,Summer,0,2,Outlier,Area2,Area2 Sett2070
6,Spring,0,1,Outlier,Area2,Area2 Sett2071
6,Spring,0,1,Outlier,Area2,Area2 Sett2072
6,Summer,0,1,Outlier,Area2,Area2 Sett2072
1,Summer,0,3,Outlier,Area2,Area2 Sett2073
1,Summer,0,14,Outlier,Area2,Area2 Sett2074
5,Winter,2,3,Outlier,Area2,Area2 Sett2075
5,Spring,0,4,Outlier,Area2,Area2 Sett2075
6,Summer,0,4,Outlier,Area2,Area2 Sett2075
5,Winter,0,4,Outlier,Area2,Area2 Sett2076
5,Spring,0,4,Outlier,Area2,Area2 Sett2076
6,Summer,0,4,Outlier,Area2,Area2 Sett2076
1,Summer,0,1,Outlier,Area2,Area2 Sett2077
1,Summer,3,20,Outlier,Area2,Area2 Sett2078
1,Summer,3,15,Main,Area2,Area2 Sett2079
2,Winter,7,15,Main,Area2,Area2 Sett2079
3,Summer,1,15,Main,Area2,Area2 Sett2079
3,Autumn,2,15,Outlier,Area2,Area2 Sett2079
4,Autumn,0,15,Main,Area2,Area2 Sett2079
5,Spring,2,15,Main,Area2,Area2 Sett2079
6,Summer,2,13,Main,Area2,Area2 Sett2079
1,Summer,1,7,Outlier,Area2,Area2 Sett2080
2,Winter,0,7,Outlier,Area2,Area2 Sett2080
3,Summer,0,7,Outlier,Area2,Area2 Sett2080
3,Autumn,0,7,Outlier,Area2,Area2 Sett2080
4,Autumn,0,7,Outlier,Area2,Area2 Sett2080
5,Spring,0,7,Outlier,Area2,Area2 Sett2080
6,Summer,2,7,Outlier,Area2,Area2 Sett2080
1,Summer,2,7,Outlier,Area2,Area2 Sett2081
2,Winter,0,7,Outlier,Area2,Area2 Sett2081
3,Summer,2,7,Outlier,Area2,Area2 Sett2081
3,Autumn,2,7,Outlier,Area2,Area2 Sett2081
4,Autumn,1,7,Outlier,Area2,Area2 Sett2081
5,Spring,0,7,Outlier,Area2,Area2 Sett2081
6,Summer,0,6,Outlier,Area2,Area2 Sett2081
1,Summer,1,12,Outlier,Area2,Area2 Sett2082
1,Summer,0,7,Outlier,Area2,Area2 Sett2083
6,Summer,7,16,Main,Area2,Area2 Sett2084
1,Summer,0,9,Outlier,Area2,Area2 Sett2085
1,Autumn,0,9,Outlier,Area2,Area2 Sett2085
2,Winter,0,9,Outlier,Area2,Area2 Sett2085
3,Summer,2,9,Outlier,Area2,Area2 Sett2085
3,Autumn,2,9,Outlier,Area2,Area2 Sett2085
4,Autumn,0,9,Outlier,Area2,Area2 Sett2085
5,Spring,0,9,Outlier,Area2,Area2 Sett2085
6,Summer,0,9,Outlier,Area2,Area2 Sett2085
1,Summer,6,18,Main,Area2,Area2 Sett2086
1,Autumn,10,28,Main,Area2,Area2 Sett2086
2,Winter,0,18,Outlier,Area2,Area2 Sett2086
3,Summer,5,15,Main,Area2,Area2 Sett2086
3,Autumn,3,15,Main,Area2,Area2 Sett2086
4,Autumn,3,15,Main,Area2,Area2 Sett2086
5,Spring,0,15,Main,Area2,Area2 Sett2086
6,Summer,1,15,Main,Area2,Area2 Sett2086
1,Summer,0,6,Outlier,Area2,Area2 Sett2087
1,Autumn,0,6,Outlier,Area2,Area2 Sett2087
2,Winter,0,6,Outlier,Area2,Area2 Sett2087
3,Summer,0,6,Outlier,Area2,Area2 Sett2087
3,Autumn,0,6,Outlier,Area2,Area2 Sett2087
4,Autumn,0,6,Outlier,Area2,Area2 Sett2087
5,Spring,0,6,Outlier,Area2,Area2 Sett2087
6,Summer,0,6,Outlier,Area2,Area2 Sett2087
1,Summer,0,4,Outlier,Area2,Area2 Sett2088
1,Autumn,0,4,Outlier,Area2,Area2 Sett2088
2,Winter,0,4,Outlier,Area2,Area2 Sett2088
3,Summer,0,4,Outlier,Area2,Area2 Sett2088
3,Autumn,0,4,Outlier,Area2,Area2 Sett2088
4,Autumn,0,4,Outlier,Area2,Area2 Sett2088
5,Spring,0,4,Outlier,Area2,Area2 Sett2088
6,Summer,0,4,Outlier,Area2,Area2 Sett2088
1,Summer,0,5,Outlier,Area2,Area2 Sett2089
1,Autumn,2,10,Outlier,Area2,Area2 Sett2089
2,Winter,0,5,Outlier,Area2,Area2 Sett2089
3,Summer,0,5,Outlier,Area2,Area2 Sett2089
3,Autumn,0,5,Outlier,Area2,Area2 Sett2089
4,Autumn,0,5,Outlier,Area2,Area2 Sett2089
5,Spring,0,5,Outlier,Area2,Area2 Sett2089
1,Summer,1,1,Outlier,Area2,Area2 Sett2090
1,Spring,1,9,Outlier,Area2,Area2 Sett2091
2,Winter,1,9,Outlier,Area2,Area2 Sett2091
3,Summer,0,9,Outlier,Area2,Area2 Sett2091
3,Autumn,0,9,Outlier,Area2,Area2 Sett2091
4,Autumn,0,9,Outlier,Area2,Area2 Sett2091
5,Spring,2,6,Outlier,Area2,Area2 Sett2091
6,Summer,0,6,Outlier,Area2,Area2 Sett2091
3,Spring,1,1,Outlier,Area2,Area2 Sett2092
3,Summer,0,1,Outlier,Area2,Area2 Sett2092
3,Autumn,0,1,Outlier,Area2,Area2 Sett2092
3,Spring,2,2,Outlier,Area2,Area2 Sett2093
3,Summer,1,2,Outlier,Area2,Area2 Sett2093
3,Autumn,0,2,Outlier,Area2,Area2 Sett2093
3,Spring,6,7,Outlier,Area2,Area2 Sett2094
3,Summer,6,7,Outlier,Area2,Area2 Sett2094
3,Autumn,2,7,Outlier,Area2,Area2 Sett2094
6,Summer,0,2,Outlier,Area2,Area2 Sett2094
3,Spring,3,10,Outlier,Area2,Area2 Sett2095
3,Summer,0,9,Outlier,Area2,Area2 Sett2095
3,Autumn,0,9,Outlier,Area2,Area2 Sett2095
3,Summer,1,9,Outlier,Area2,Area2 Sett2096
3,Autumn,0,9,Outlier,Area2,Area2 Sett2096
3,Summer,2,7,Outlier,Area2,Area2 Sett2097
3,Autumn,0,6,Outlier,Area2,Area2 Sett2097
6,Autumn,0,5,Outlier,Area2,Area2 Sett2098
1,Summer,1,10,Outlier,Area2,Area2 Sett2099
1,Summer,0,5,Outlier,Area2,Area2 Sett2100
1,Summer,0,3,Outlier,Area2,Area2 Sett2101
1,Summer,0,8,Outlier,Area2,Area2 Sett2102
3,Spring,1,2,Outlier,Area2,Area2 Sett2103
4,Autumn,0,2,Outlier,Area2,Area2 Sett2103
5,Spring,2,3,Outlier,Area2,Area2 Sett2103
6,Summer,0,3,Outlier,Area2,Area2 Sett2103
1,Summer,1,1,Outlier,Area2,Area2 Sett2104
2,Winter,1,1,Outlier,Area2,Area2 Sett2104
3,Summer,0,1,Outlier,Area2,Area2 Sett2104
4,Autumn,0,1,Outlier,Area2,Area2 Sett2104
5,Spring,1,1,Outlier,Area2,Area2 Sett2104
6,Summer,0,1,Outlier,Area2,Area2 Sett2104
1,Summer,1,1,Outlier,Area2,Area2 Sett2105
2,Winter,0,1,Outlier,Area2,Area2 Sett2105
4,Autumn,0,1,Outlier,Area2,Area2 Sett2105
5,Spring,0,1,Outlier,Area2,Area2 Sett2105
6,Summer,0,1,Outlier,Area2,Area2 Sett2105
1,Summer,7,27,Main,Area2,Area2 Sett2106
2,Winter,7,32,Main,Area2,Area2 Sett2106
3,Summer,8,27,Main,Area2,Area2 Sett2106
4,Autumn,2,27,Main,Area2,Area2 Sett2106
5,Spring,2,27,Main,Area2,Area2 Sett2106
6,Summer,3,27,Main,Area2,Area2 Sett2106
1,Summer,0,1,Outlier,Area2,Area2 Sett2107
1,Summer,0,4,Outlier,Area2,Area2 Sett2108
1,Summer,3,6,Outlier,Area2,Area2 Sett2109
2,Winter,1,3,Outlier,Area2,Area2 Sett2109
3,Summer,2,3,Outlier,Area2,Area2 Sett2109
4,Autumn,0,3,Outlier,Area2,Area2 Sett2109
5,Spring,1,3,Outlier,Area2,Area2 Sett2109
6,Summer,1,6,Outlier,Area2,Area2 Sett2109
1,Summer,1,2,Outlier,Area2,Area2 Sett2110
2,Winter,1,2,Outlier,Area2,Area2 Sett2110
