"user_code","obs_date","transport_mode","distance_km"
693,2019-04-26,"Car (conventional)",13.988
694,2019-05-09,NA,9.97
694,2019-06-17,NA,9.97
695,2019-05-21,"Foot",7.991
695,2019-04-09,"Foot",7.991
696,2019-04-22,"Car (conventional)",37.317
696,2019-06-02,"Car (conventional)",37.317
697,2019-06-29,"Car (hybrid)",16.184
697,2019-05-08,"Car (hybrid)",16.184
697,2019-06-28,"Car (hybrid)",14.591
697,2019-05-09,"Car (hybrid)",14.591
698,2019-06-16,NA,66.306
698,2019-05-06,NA,66.306
699,2019-05-06,NA,19.987
699,2019-06-30,NA,19.987
700,2019-06-03,"Car (conventional)",22.809
700,2019-06-01,"Car (conventional)",13.432
700,2019-04-24,"Car (conventional)",13.432
700,2019-04-30,"Car (conventional)",24.502
700,2019-06-02,"Car (conventional)",24.502
700,2019-04-26,"Car (conventional)",22.809
701,2019-05-05,"Car (conventional)",23.77
701,2019-06-02,"Car (conventional)",17.32
701,2019-06-09,"Car (conventional)",23.77
701,2019-04-22,"Car (conventional)",17.32
702,2019-05-02,"Car (conventional)",12.326
702,2019-06-15,"Car (conventional)",12.326
703,2019-06-15,"Car (conventional)",34.098
703,2019-04-13,"Car (conventional)",34.098
704,2019-06-05,NA,7.788
704,2019-04-22,NA,7.788
705,2019-06-05,"Car (conventional)",47.6
705,2019-06-10,"Car (conventional)",10.876
705,2019-06-07,"Car (conventional)",20.121
705,2019-04-22,"Car (conventional)",17.688
705,2019-04-28,"Car (conventional)",20.121
705,2019-04-24,"Car (conventional)",25.77
705,2019-06-09,"Car (conventional)",25.77
705,2019-04-26,"Car (conventional)",39.413
705,2019-06-03,"Car (conventional)",54.845
705,2019-06-04,"Car (conventional)",39.413
705,2019-05-13,"Car (conventional)",47.6
705,2019-05-12,"Car (conventional)",10.876
705,2019-06-12,"Car (conventional)",17.688
705,2019-04-19,"Car (conventional)",54.845
706,2019-05-15,"Car (conventional)",24.029
706,2019-06-21,"Car (conventional)",24.029
707,2019-04-14,"Car (conventional)",11.738
707,2019-05-27,"Car (conventional)",11.738
708,2019-06-21,NA,26.274
708,2019-05-03,NA,26.274
709,2019-05-19,NA,11.285
709,2019-04-14,NA,11.285
710,2019-05-27,NA,97.54
710,2019-06-22,NA,97.54
711,2019-06-21,"Car (conventional)",18.152
711,2019-04-20,"Car (conventional)",18.152
712,2019-05-26,"Car (conventional)",19.326
712,2019-06-09,"Car (conventional)",19.326
713,2019-06-05,"Car (conventional)",18.568
713,2019-04-18,"Bicycle",17.992
713,2019-06-03,"Bicycle",17.992
713,2019-04-22,"Car (conventional)",18.568
713,2019-05-27,"Foot",6.538
713,2019-04-20,"Foot",6.538
714,2019-04-28,NA,12.492
714,2019-06-06,NA,12.492
715,2019-04-09,"Car (conventional)",16.296
715,2019-05-14,"Car (conventional)",16.296
716,2019-05-30,"Car (conventional)",15.329
716,2019-04-15,"Car (conventional)",15.329
717,2019-04-21,"Foot",6.051
717,2019-05-26,"Foot",6.051
718,2019-06-20,"Foot",1.718
718,2019-05-10,"Foot",1.718
719,2019-06-28,NA,12.137
719,2019-05-15,NA,12.137
720,2019-05-31,"Car (conventional)",21.452
720,2019-04-19,"Car (conventional)",21.452
721,2019-05-23,"Bicycle",5.944
721,2019-05-02,"Bicycle",5.944
722,2019-06-21,NA,17.614
722,2019-04-22,NA,17.614
723,2019-06-28,"Car (conventional)",45.231
723,2019-04-26,"Car (conventional)",45.231
724,2019-05-31,"Foot",12.201
724,2019-04-20,"Foot",12.201
725,2019-06-30,NA,3.302
725,2019-04-30,NA,3.302
726,2019-04-29,"Car (conventional)",23.673
726,2019-06-01,"Car (conventional)",23.673
727,2019-05-24,"Public transport (Bus)",21.628
727,2019-04-23,"Public transport (Bus)",12.988
727,2019-05-05,"Public transport (Train)",31.259
727,2019-05-14,"Public transport (Train)",27.778
727,2019-06-01,"Public transport (Bus)",12.988
727,2019-05-07,"Public transport (Bus)",13.446
727,2019-06-22,"Public transport (Train)",27.778
727,2019-04-19,"Public transport (Bus)",21.628
728,2019-05-30,NA,77.632
728,2019-06-01,NA,145.773
728,2019-04-29,NA,77.632
728,2019-05-07,NA,145.773
729,2019-05-14,"Car (conventional)",23.05
729,2019-06-12,"Car (conventional)",23.05
730,2019-04-19,"Car (conventional)",30.392
731,2019-06-30,NA,17.128
731,2019-05-15,NA,17.128
732,2019-06-23,"Foot",3.788
732,2019-04-30,"Foot",3.788
733,2019-06-26,NA,29.612
733,2019-05-22,NA,29.612
734,2019-04-23,"Car (conventional)",8.048
734,2019-05-28,"Car (conventional)",8.048
735,2019-06-22,NA,5.326
735,2019-06-04,NA,3.876
735,2019-04-20,NA,17.39
735,2019-05-20,NA,17.39
735,2019-05-01,NA,5.326
735,2019-04-19,NA,3.876
736,2019-04-23,"Car (conventional)",62.618
736,2019-04-25,"Car (conventional)",14.528
736,2019-06-17,"Car (conventional)",56.554
736,2019-05-21,"Car (conventional)",14.528
736,2019-06-16,"Car (conventional)",61.178
737,2019-06-16,"Car (electric)",9.51
737,2019-05-07,"Car (electric)",9.51
738,2019-04-22,NA,10.29
739,2019-05-07,NA,36.799
739,2019-06-04,NA,36.799
740,2019-06-09,NA,10.19
740,2019-05-05,NA,10.19
741,2019-04-14,"Car (conventional)",20.807
741,2019-04-12,"Car (conventional)",12.865
741,2019-04-28,"Car (conventional)",11.19
741,2019-05-31,"Car (conventional)",11.19
741,2019-05-18,"Car (conventional)",12.865
741,2019-05-21,"Car (conventional)",20.807
742,2019-06-04,"Car (conventional)",31.728
742,2019-06-12,"Car (conventional)",45.029
742,2019-04-23,"Car (conventional)",22.296
742,2019-04-22,"Car (conventional)",31.728
742,2019-04-28,"Car (conventional)",45.029
742,2019-06-05,"Car (conventional)",22.296
743,2019-06-09,NA,9.065
743,2019-05-05,NA,9.065
744,2019-06-09,NA,17.917
744,2019-05-12,NA,17.917
745,2019-06-05,"Car (conventional)",91.305
745,2019-05-15,"Car (conventional)",38.259
745,2019-06-18,"Car (conventional)",38.259
745,2019-04-30,"Car (conventional)",91.305
746,2019-06-15,"Car (conventional)",36.832
746,2019-05-04,"Car (conventional)",36.832
747,2019-06-16,NA,114.695
747,2019-04-28,NA,51.654
747,2019-06-15,NA,51.654
747,2019-04-27,NA,114.695
748,2019-04-07,NA,21.169
748,2019-05-19,NA,21.169
749,2019-05-21,NA,45.544
749,2019-03-31,NA,9.742
749,2019-05-25,NA,9.742
750,2019-04-21,NA,32.012
751,2019-05-06,NA,6.151
752,2019-05-25,"Car (hybrid)",5.874
752,2019-04-28,"Car (hybrid)",5.874
753,2019-05-15,"Bicycle",14.145
753,2019-06-29,"Bicycle",14.145
754,2019-06-02,"Public transport (Bus)",7.571
754,2019-05-04,"Public transport (Bus)",15.313
754,2019-04-22,"Foot",1.816
754,2019-06-03,"Foot",1.816
754,2019-04-07,"Public transport (Bus)",7.571
754,2019-06-15,"Public transport (Bus)",15.313
754,2019-06-04,"Foot",4.302
754,2019-04-20,"Foot",4.302
755,2019-05-01,NA,7.288
755,2019-06-04,NA,7.288
756,2019-06-14,NA,1.842
756,2019-05-06,NA,1.842
757,2019-04-13,"Public transport (Train)",11.175
757,2019-06-20,"Public transport (Train)",11.175
758,2019-05-19,NA,527.796
758,2019-07-02,NA,527.796
758,2019-05-14,NA,60.35
758,2019-05-18,NA,532.782
758,2019-07-01,NA,532.782
758,2019-06-26,NA,60.35
759,2019-06-01,"Car (conventional)",97.954
759,2019-05-06,"Car (conventional)",97.954
760,2019-06-10,"Car (conventional)",110.164
761,2019-04-20,NA,35.911
761,2019-06-07,NA,35.911
762,2019-05-14,NA,21.877
763,2019-05-04,"Car (conventional)",41.152
763,2019-05-15,"Car (conventional)",54.048
763,2019-06-17,"Car (conventional)",54.048
764,2019-05-05,"Car (conventional)",7.019
764,2019-06-02,"Car (conventional)",7.019
765,2019-06-26,"Car (conventional)",81.312
765,2019-05-04,"Car (conventional)",92.814
765,2019-06-23,"Car (conventional)",92.814
765,2019-05-12,"Car (conventional)",81.312
766,2019-06-23,NA,24.447
766,2019-05-12,NA,24.447
767,2019-05-03,"Car (conventional)",112.804
767,2019-06-06,"Car (conventional)",16.171
767,2019-06-18,"Car (conventional)",112.804
767,2019-04-25,"Car (conventional)",16.171
768,2019-05-16,NA,78.529
769,2019-07-01,"Car (conventional)",127.032
769,2019-05-12,"Car (conventional)",127.032
769,2019-07-03,"Car (conventional)",78.788
769,2019-05-14,"Car (conventional)",78.788
770,2019-04-29,"Public transport (Bus)",52.613
770,2019-06-07,"Public transport (Bus)",52.613
771,2019-05-07,"Car (conventional)",307.964
771,2019-06-11,"Car (conventional)",307.964
772,2019-05-01,NA,9.006
772,2019-05-28,NA,9.006
773,2019-05-07,"Car (conventional)",8.236
773,2019-06-07,"Car (conventional)",8.236
774,2019-06-26,"Car (conventional)",66.481
774,2019-05-24,"Car (conventional)",66.481
775,2019-05-04,NA,29.026
775,2019-06-22,NA,29.026
776,2019-05-14,NA,141.92
776,2019-06-26,NA,141.92
777,2019-06-15,"Car (conventional)",14.078
777,2019-05-19,"Car (conventional)",14.078
778,2019-06-11,NA,22.059
778,2019-05-14,NA,25.555
778,2019-07-03,NA,25.555
778,2019-05-12,NA,22.059
779,2019-05-17,NA,379.668
780,2019-05-11,"Car (conventional)",10.387
780,2019-05-19,"Car (conventional)",47.712
780,2019-06-09,"Car (conventional)",10.387
780,2019-04-20,"Car (conventional)",47.712
781,2019-05-16,"Car (conventional)",35.286
781,2019-07-08,"Car (conventional)",35.286
782,2019-06-27,NA,10.018
782,2019-05-05,NA,20.45
782,2019-05-12,NA,10.018
782,2019-06-28,NA,20.45
783,2019-06-20,"Car (conventional)",33.112
784,2019-06-29,NA,329.617
784,2019-05-16,NA,329.617
785,2019-05-23,NA,82.49
785,2019-06-27,NA,82.49
786,2019-04-27,"Car (conventional)",60.299
786,2019-06-22,"Car (conventional)",60.299
787,2019-04-28,NA,54.44
787,2019-06-29,NA,54.44
788,2019-04-30,"Car (conventional)",49.208
788,2019-05-07,"Car (conventional)",31.087
788,2019-06-16,"Car (conventional)",31.087
788,2019-05-29,"Car (conventional)",49.208
789,2019-05-15,NA,29.919
789,2019-06-27,NA,29.919
790,2019-04-23,NA,64.242
790,2019-04-30,NA,71.679
790,2019-06-06,NA,64.242
790,2019-06-07,NA,71.679
791,2019-06-09,NA,47.358
792,2019-06-01,NA,3.452
792,2019-06-04,NA,1.576
792,2019-04-23,NA,3.452
792,2019-04-18,NA,1.576
793,2019-05-04,NA,40.151
793,2019-06-22,NA,40.151
794,2019-06-20,"Car (conventional)",71.524
794,2019-05-16,"Car (conventional)",71.524
795,2019-07-14,"Car (conventional)",5.161
795,2019-06-09,"Car (conventional)",5.161
796,2019-05-25,NA,17.401
796,2019-06-23,NA,17.401
797,2019-06-30,"Car (conventional)",4.554
797,2019-04-25,"Car (conventional)",4.554
798,2019-04-28,NA,27.947
798,2019-06-26,NA,40.911
798,2019-04-20,"Car (conventional)",239.988
798,2019-05-09,NA,40.911
799,2019-05-20,NA,22.658
799,2019-06-17,NA,22.658
800,2019-04-19,NA,21.866
800,2019-06-22,NA,21.866
801,2019-05-20,NA,21.699
801,2019-04-13,NA,21.699
802,2019-06-16,NA,89.715
802,2019-05-05,NA,89.715
803,2019-05-14,"Car (conventional)",129.143
803,2019-07-07,"Car (conventional)",129.143
804,2019-06-01,"Car (conventional)",46.618
804,2019-04-19,NA,203.133
804,2019-06-07,"Car (conventional)",188.715
804,2019-04-19,"Car (conventional)",188.715
804,2019-04-22,"Car (conventional)",46.618
804,2019-06-07,NA,203.133
805,2019-06-01,NA,15.198
805,2019-05-22,NA,17.951
805,2019-06-28,NA,17.951
806,2019-05-05,"Car (conventional)",37.786
806,2019-06-16,"Car (conventional)",37.786
807,2019-06-30,NA,43.378
807,2019-04-19,NA,43.378
808,2019-05-10,"Car (conventional)",78.582
808,2019-04-24,"Car (conventional)",55.346
808,2019-06-10,"Car (conventional)",78.582
808,2019-05-23,"Car (conventional)",55.346
809,2019-05-07,"Public transport (Bus)",23.251
810,2019-05-27,"Car (conventional)",304.921
811,2019-05-29,NA,537.236
812,2019-05-12,NA,10.635
812,2019-06-16,NA,10.635
813,2019-05-18,"Car (conventional)",745.32
813,2019-06-15,"Car (conventional)",26.816
813,2019-04-21,"Car (conventional)",26.816
814,2019-06-01,NA,40.527
814,2019-05-04,NA,40.527
815,2019-04-20,NA,6.944
815,2019-06-02,NA,6.944
816,2019-04-06,"Car (conventional)",9.573
816,2019-05-25,"Car (conventional)",9.573
817,2019-06-26,NA,12.955
817,2019-05-07,NA,12.955
818,2019-04-17,NA,6.45
818,2019-05-16,NA,6.45
819,2019-04-16,"Car (hybrid)",37.422
819,2019-06-04,"Car (hybrid)",37.422
820,2019-04-20,NA,48.245
820,2019-06-15,NA,48.245
821,2019-06-05,"Car (conventional)",32.661
821,2019-05-07,"Car (conventional)",32.661
822,2019-04-24,NA,3.024
822,2019-06-21,NA,3.024
823,2019-05-27,NA,10.096
823,2019-05-14,NA,36.281
823,2019-04-28,NA,10.096
823,2019-04-11,NA,36.281
824,2019-04-21,"Car (conventional)",30.195
824,2019-06-16,"Car (conventional)",30.195
825,2019-04-28,NA,14.838
825,2019-06-04,NA,14.838
826,2019-04-12,"Car (conventional)",28.441
826,2019-06-09,"Car (conventional)",28.441
826,2019-04-07,"Car (conventional)",10.805
826,2019-05-23,"Car (conventional)",10.805
827,2019-05-09,NA,7.882
827,2019-06-20,NA,7.882
828,2019-04-18,"Car (conventional)",58.397
828,2019-05-13,"Car (conventional)",58.397
829,2019-05-23,"Car (conventional)",5.299
829,2019-05-19,"Car (conventional)",31.234
829,2019-04-23,"Car (conventional)",65.112
829,2019-04-18,"Car (conventional)",5.299
829,2019-04-07,"Car (conventional)",31.234
829,2019-06-05,"Car (conventional)",65.112
830,2019-04-12,NA,53.315
830,2019-05-15,NA,53.315
831,2019-07-12,NA,20.714
831,2019-05-02,NA,20.714
832,2019-04-18,NA,76.849
832,2019-05-07,NA,1.942
832,2019-06-21,NA,1.942
832,2019-06-27,NA,76.849
833,2019-05-10,"Foot",4.242
833,2019-06-18,"Foot",4.242
834,2019-06-01,NA,36.079
834,2019-04-13,NA,36.079
835,2019-05-09,NA,14.592
835,2019-06-17,NA,14.592
836,2019-06-26,NA,12.771
836,2019-05-06,NA,12.771
837,2019-05-12,"Car (hybrid)",21.438
837,2019-06-29,"Car (hybrid)",16.763
837,2019-05-11,"Car (hybrid)",16.763
838,2019-05-14,"Car (hybrid)",28.004
838,2019-04-11,"Car (hybrid)",20.228
838,2019-05-11,"Car (hybrid)",20.228
838,2019-05-12,"Car (hybrid)",27.208
838,2019-04-14,"Car (hybrid)",28.004
838,2019-04-13,"Car (hybrid)",27.208
838,2019-04-09,"Car (hybrid)",2.91
838,2019-05-10,"Car (hybrid)",2.91
839,2019-06-04,"Car (conventional)",618.28
839,2019-04-04,"Car (conventional)",618.28
840,2019-05-27,NA,3.064
840,2019-04-24,NA,3.064
841,2019-06-24,NA,30.09
841,2019-05-16,NA,30.09
842,2019-06-17,"Car (conventional)",6.292
842,2019-04-18,"Car (conventional)",70.744
842,2019-05-06,"Car (conventional)",6.292
842,2019-06-01,"Car (conventional)",34.431
842,2019-05-02,"Car (conventional)",34.431
843,2019-06-01,"Car (conventional)",135.558
843,2019-05-03,"Car (conventional)",135.558
844,2019-05-05,NA,10.324
844,2019-05-04,NA,7.411
844,2019-07-07,NA,10.324
844,2019-07-06,NA,7.411
845,2019-06-09,NA,27.989
845,2019-04-08,NA,27.989
846,2019-06-16,NA,26.909
846,2019-05-12,NA,26.909
847,2019-06-01,NA,27.567
847,2019-04-21,NA,27.567
848,2019-05-16,NA,37.885
849,2019-04-30,"Car (conventional)",27.863
849,2019-06-27,"Car (conventional)",27.863
850,2019-06-03,NA,11.522
850,2019-04-23,NA,11.522
851,2019-06-11,NA,59.446
851,2019-05-02,NA,59.002
851,2019-06-25,NA,59.002
851,2019-05-01,NA,59.446
852,2019-06-18,"Car (conventional)",67.357
852,2019-06-11,"Car (conventional)",36.194
852,2019-05-03,"Car (conventional)",67.357
852,2019-04-30,"Car (conventional)",36.194
853,2019-04-21,NA,80.55
853,2019-05-29,NA,80.55
854,2019-05-07,NA,138.787
854,2019-05-09,"Car (conventional)",659.883
854,2019-06-14,"Car (conventional)",659.883
854,2019-06-15,"Car (conventional)",691.007
854,2019-05-10,"Car (conventional)",691.007
854,2019-06-07,NA,138.787
855,2019-06-23,"Car (conventional)",89.64
855,2019-05-05,"Car (conventional)",89.64
856,2019-05-29,"Car (conventional)",37.001
856,2019-04-18,"Car (conventional)",37.001
857,2019-06-22,"Car (conventional)",164.919
857,2019-04-19,"Car (conventional)",164.919
858,2019-04-26,NA,45.872
858,2019-06-04,NA,45.872
859,2019-04-28,NA,652.222
859,2019-06-29,NA,652.222
859,2019-06-28,NA,652.06
859,2019-04-29,NA,652.06
860,2019-04-14,"Foot",4.188
860,2019-04-07,"Car (hybrid)",43.466
860,2019-05-12,"Car (hybrid)",43.466
860,2019-05-19,"Foot",4.188
861,2019-05-02,"Car (conventional)",80.649
861,2019-04-22,"Car (conventional)",17.827
861,2019-06-04,"Car (conventional)",38.145
861,2019-06-11,"Car (conventional)",80.649
861,2019-05-27,"Car (conventional)",17.827
861,2019-04-09,"Car (conventional)",57.227
861,2019-05-29,"Car (conventional)",23.297
861,2019-04-29,"Car (conventional)",38.145
861,2019-04-20,"Car (conventional)",23.297
861,2019-05-28,NA,33.188
861,2019-04-25,NA,33.188
861,2019-05-21,"Car (conventional)",57.227
862,2019-05-15,"Car (conventional)",69.087
863,2019-04-29,NA,14.053
863,2019-06-07,NA,14.053
864,2019-05-21,"Car (conventional)",37.382
864,2019-04-18,"Car (conventional)",37.382
865,2019-05-16,NA,489.622
865,2019-05-15,NA,520.059
865,2019-06-17,NA,96.63
866,2019-06-08,NA,20.433
866,2019-05-25,NA,90.85
867,2019-04-21,NA,46.988
867,2019-06-06,NA,46.988
868,2019-04-26,"Car (conventional)",30.622
868,2019-06-01,"Car (conventional)",30.622
868,2019-06-23,"Car (conventional)",6.463
868,2019-04-29,"Car (conventional)",6.463
869,2019-04-24,NA,23.238
869,2019-05-22,NA,23.238
870,2019-05-02,"Car (conventional)",17.912
870,2019-06-12,"Car (conventional)",14.514
870,2019-04-28,"Car (conventional)",14.514
870,2019-06-11,"Car (conventional)",17.912
871,2019-04-29,NA,50.938
871,2019-05-02,"Car (conventional)",181.511
871,2019-06-07,NA,50.938
871,2019-04-29,"Car (conventional)",50.938
871,2019-06-06,"Car (conventional)",181.511
871,2019-06-07,"Car (conventional)",50.938
872,2019-05-12,NA,64.711
872,2019-06-23,NA,64.711
873,2019-05-16,NA,1250.202
873,2019-05-19,NA,1227.056
873,2019-05-14,NA,1190.806
873,2019-05-20,NA,1185.244
873,2019-05-17,NA,1208.685
873,2019-05-21,NA,1142.09
873,2019-05-07,NA,4.977
873,2019-06-04,NA,4.977
873,2019-05-28,NA,24.405
873,2019-05-15,NA,1293.305
873,2019-05-18,NA,1235.88
873,2019-05-24,NA,1154.802
873,2019-06-29,NA,24.405
874,2019-04-22,"Foot",4.259
874,2019-06-23,"Foot",4.259
875,2019-05-01,NA,66.105
876,2019-04-10,"Car (hybrid)",116.774
876,2019-06-09,"Car (hybrid)",116.774
877,2019-04-30,NA,20.259
878,2019-05-14,NA,135.508
878,2019-04-27,NA,921.547
879,2019-04-16,"Car (conventional)",17.626
879,2019-05-16,"Car (conventional)",17.626
880,2019-06-14,"Car (conventional)",18.906
880,2019-04-18,"Car (conventional)",18.906
881,2019-07-07,"Car (conventional)",100.837
881,2019-05-24,"Car (conventional)",100.837
882,2019-04-20,"Car (conventional)",93.471
882,2019-06-22,"Car (conventional)",93.471
883,2019-06-22,"Car (conventional)",33.31
883,2019-06-20,"Car (conventional)",16.481
883,2019-05-06,"Car (conventional)",33.31
883,2019-05-05,"Car (conventional)",16.481
884,2019-04-22,NA,8.524
884,2019-04-19,NA,19.162
884,2019-04-14,NA,10.091
884,2019-06-18,NA,10.091
884,2019-06-20,NA,19.162
884,2019-06-23,NA,15.351
884,2019-04-21,NA,27.565
884,2019-06-14,NA,9.062
884,2019-04-09,NA,16.063
884,2019-04-10,NA,9.062
884,2019-04-13,NA,15.351
884,2019-04-20,NA,27.77
884,2019-06-16,NA,8.524
884,2019-06-04,NA,16.063
885,2019-06-06,"Car (conventional)",186.316
885,2019-05-05,"Car (conventional)",186.316
886,2019-06-16,"Car (conventional)",23.56
886,2019-06-07,"Car (conventional)",2.55
886,2019-05-06,"Car (conventional)",2.55
886,2019-05-08,"Car (conventional)",23.56
887,2019-05-06,"Car (conventional)",280.123
888,2019-06-30,NA,40.319
888,2019-06-29,NA,109.288
889,2019-05-12,NA,80.267
889,2019-06-28,NA,80.267
890,2019-05-14,NA,39.617
891,2019-05-02,"Car (conventional)",72.116
891,2019-06-26,"Car (conventional)",72.116
892,2019-04-14,NA,14.455
892,2019-06-29,NA,77.566
892,2019-05-05,NA,78.85
893,2019-06-23,"Car (conventional)",38.248
893,2019-05-12,"Car (conventional)",38.248
894,2019-04-30,"Car (conventional)",17.972
894,2019-05-28,"Car (conventional)",17.972
895,2019-05-12,NA,16.941
896,2019-06-11,NA,19.878
896,2019-05-10,NA,47.323
896,2019-05-07,NA,19.878
896,2019-06-18,NA,47.323
897,2019-06-17,NA,13.698
897,2019-05-09,NA,13.698
897,2019-05-12,NA,14.21
897,2019-06-12,NA,14.21
898,2019-04-23,NA,8.208
898,2019-05-29,NA,8.208
899,2019-05-23,NA,40.496
899,2019-06-11,NA,40.496
900,2019-06-08,"Car (electric)",33.29
900,2019-06-23,NA,199.171
900,2019-05-17,NA,199.171
900,2019-05-12,"Car (electric)",59.121
900,2019-06-11,"Car (electric)",26.978
900,2019-06-09,"Car (electric)",32.918
900,2019-05-17,"Car (electric)",197.167
900,2019-06-23,"Car (electric)",197.167
900,2019-05-04,"Car (conventional)",17.472
900,2019-06-14,"Car (electric)",59.121
900,2019-06-08,"Foot",1.898
901,2019-04-11,NA,26.601
901,2019-06-28,NA,26.601
902,2019-04-28,"Car (conventional)",9.047
902,2019-06-07,"Car (conventional)",9.047
903,2019-05-19,"Foot",0.931
904,2019-04-13,"Car (conventional)",17.225
904,2019-06-09,"Car (conventional)",17.225
905,2019-06-18,"Foot",4.092
905,2019-04-12,"Foot",4.092
906,2019-05-21,"Foot",1.414
906,2019-04-23,"Foot",1.414
907,2019-05-07,"Car (conventional)",17.308
907,2019-05-09,"Car (conventional)",22.082
907,2019-06-20,"Car (conventional)",22.082
907,2019-06-17,"Car (conventional)",17.308
908,2019-05-04,"Car (conventional)",17.319
908,2019-06-09,"Car (conventional)",17.319
909,2019-06-06,"Car (conventional)",43.953
909,2019-05-03,"Car (conventional)",43.953
910,2019-04-20,"Car (conventional)",10.739
910,2019-05-22,"Car (conventional)",10.739
910,2019-06-06,"Foot",0.536
910,2019-06-17,"Car (conventional)",24.38
910,2019-04-30,"Foot",0.536
910,2019-04-23,"Car (conventional)",24.38
911,2019-06-23,"Car (conventional)",10.367
911,2019-05-05,"Car (conventional)",10.367
912,2019-06-01,NA,44.65
912,2019-04-23,NA,44.65
913,2019-04-19,"Car (conventional)",7.961
913,2019-06-18,"Car (conventional)",7.961
914,2019-06-10,NA,16.568
914,2019-06-06,NA,43.105
914,2019-04-29,NA,16.568
914,2019-05-07,NA,43.105
915,2019-06-02,NA,36.261
915,2019-04-22,NA,40.044
915,2019-05-04,NA,8.334
915,2019-06-18,NA,8.334
915,2019-05-25,NA,20.815
916,2019-06-15,NA,35.586
916,2019-06-22,NA,48.379
916,2019-06-09,NA,29.66
916,2019-04-18,NA,35.586
916,2019-06-02,NA,74.128
916,2019-04-24,NA,48.379
916,2019-04-28,NA,74.128
916,2019-04-16,NA,29.66
917,2019-04-28,"Car (conventional)",52.915
917,2019-05-25,"Car (conventional)",52.915
918,2019-06-07,NA,2117.503
918,2019-06-27,"Car (conventional)",47.082
918,2019-05-04,"Car (conventional)",47.082
919,2019-04-20,NA,15.782
919,2019-05-30,NA,15.782
919,2019-04-22,NA,17.038
919,2019-06-09,NA,17.038
920,2019-05-12,"Foot",5.2
920,2019-06-17,"Car (conventional)",17.117
920,2019-04-18,"Car (conventional)",17.117
920,2019-06-18,"Foot",5.2
921,2019-04-28,NA,13.548
921,2019-04-22,NA,30.206
922,2019-06-06,"Car (conventional)",14.352
922,2019-05-10,"Car (conventional)",14.352
923,2019-06-20,"Car (conventional)",6.15
923,2019-05-03,"Car (conventional)",2.585
923,2019-06-05,"Car (conventional)",2.585
923,2019-05-13,"Car (conventional)",6.15
924,2019-07-03,NA,24.735
924,2019-05-15,NA,24.735
925,2019-06-04,NA,10.265
925,2019-05-01,NA,10.265
925,2019-04-21,NA,7.49
925,2019-05-27,NA,7.49
926,2019-06-30,NA,10.965
926,2019-04-29,NA,10.965
927,2019-04-14,"Car (conventional)",32.137
927,2019-06-15,"Car (conventional)",32.137
928,2019-06-28,"Car (conventional)",16.464
928,2019-06-27,"Car (conventional)",16.926
928,2019-04-16,"Car (conventional)",16.464
928,2019-04-15,"Car (conventional)",16.926
929,2019-06-01,"Car (conventional)",88.034
929,2019-04-19,"Car (conventional)",88.034
930,2019-04-29,"Car (conventional)",8.04
930,2019-06-23,"Car (conventional)",8.04
931,2019-05-20,NA,45.623
931,2019-05-27,NA,45.623
932,2019-06-30,"Car (hybrid)",6.985
932,2019-05-12,"Car (hybrid)",6.985
933,2019-05-07,"Car (conventional)",49.082
933,2019-06-09,"Car (conventional)",49.082
933,2019-04-27,"Car (conventional)",72.548
933,2019-06-29,"Car (conventional)",72.548
934,2019-06-21,NA,17.259
934,2019-05-04,NA,17.259
935,2019-06-29,"Car (conventional)",21.2
935,2019-05-13,"Car (conventional)",21.2
936,2019-05-10,"Car (conventional)",25.373
936,2019-06-05,"Car (conventional)",25.373
937,2019-06-27,"Car (conventional)",54.68
937,2019-05-21,"Car (conventional)",30.762
937,2019-06-21,"Car (conventional)",30.762
937,2019-05-22,"Car (conventional)",54.68
938,2019-05-02,"Car (conventional)",32.119
938,2019-06-17,"Car (conventional)",32.119
939,2019-06-24,"Car (conventional)",13.468
939,2019-05-15,"Car (conventional)",13.468
940,2019-04-14,"Car (conventional)",34.194
940,2019-05-20,"Car (conventional)",34.194
941,2019-04-29,"Car (conventional)",35.456
941,2019-06-03,"Car (conventional)",35.456
942,2019-06-16,"Car (hybrid)",116.821
942,2019-05-03,"Car (hybrid)",40.127
942,2019-06-18,"Car (hybrid)",40.127
942,2019-04-28,"Car (hybrid)",116.821
943,2019-05-06,NA,41.673
944,2019-06-16,NA,12.835
944,2019-04-24,NA,11.695
944,2019-04-28,NA,12.835
944,2019-06-04,NA,11.695
945,2019-05-21,NA,24.677
945,2019-04-19,NA,24.677
946,2019-04-01,"Car (conventional)",72.918
946,2019-06-23,"Car (conventional)",72.918
947,2019-06-03,"Car (conventional)",0.682
947,2019-04-23,"Car (conventional)",0.682
948,2019-04-03,NA,52.995
948,2019-05-15,NA,52.995
949,2019-05-15,"Car (hybrid)",11.11
949,2019-04-18,"Car (hybrid)",11.11
950,2019-06-01,NA,21.345
950,2019-04-26,NA,21.345
951,2019-04-30,"Car (conventional)",25.385
951,2019-06-30,"Car (conventional)",25.385
951,2019-04-11,"Car (conventional)",26.387
951,2019-06-06,"Car (conventional)",25.114
951,2019-04-23,"Car (conventional)",25.114
951,2019-06-03,"Car (conventional)",26.387
952,2019-04-29,"Car (conventional)",18.333
952,2019-06-22,"Car (conventional)",18.333
953,2019-06-09,NA,1.765
953,2019-05-06,NA,1.765
954,2019-05-26,NA,33.618
954,2019-04-21,NA,33.618
