"user_code","obs_date","transport_mode","distance_km"
1,2019-05-05,"Foot",9.778
1,2019-06-09,"Foot",9.778
2,2019-04-12,NA,1438.771
2,2019-05-11,NA,1438.771
3,2019-05-12,NA,32.868
3,2019-06-22,NA,32.868
4,2019-06-22,NA,319.091
5,2019-04-18,"Car (conventional)",89.571
5,2019-04-21,"Car (conventional)",26.749
5,2019-06-08,"Car (conventional)",26.749
5,2019-06-07,"Car (conventional)",89.571
6,2019-04-29,NA,36.92
6,2019-04-30,NA,53.548
6,2019-04-28,NA,53.977
6,2019-06-15,NA,53.977
6,2019-06-26,NA,53.548
6,2019-06-22,NA,36.92
7,2019-06-18,NA,149.724
7,2019-04-29,NA,149.724
8,2019-06-29,"Car (electric)",6.306
8,2019-05-10,"Car (electric)",6.306
9,2019-06-16,NA,113.849
9,2019-05-05,NA,113.849
10,2019-05-18,NA,193.383
11,2019-06-16,NA,27.182
11,2019-05-16,NA,27.182
12,2019-06-09,NA,16.211
12,2019-05-05,NA,16.211
13,2019-06-20,NA,50.788
13,2019-06-01,NA,119.132
13,2019-05-25,NA,50.788
13,2019-06-29,NA,119.132
14,2019-05-19,NA,14.529
14,2019-06-16,NA,14.529
15,2019-06-07,"Car (conventional)",88.894
15,2019-05-06,"Car (conventional)",88.894
16,2019-04-22,NA,53.864
16,2019-06-03,NA,53.864
17,2019-06-16,"Car (conventional)",41.243
17,2019-05-12,"Car (conventional)",41.243
18,2019-06-30,NA,267.1
18,2019-05-01,NA,205.186
18,2019-05-23,NA,34.398
18,2019-06-20,NA,34.398
18,2019-06-26,NA,5.536
18,2019-05-06,NA,5.536
18,2019-05-20,NA,267.1
18,2019-06-27,NA,205.186
19,2019-05-10,NA,10.644
19,2019-06-09,NA,10.644
20,2019-06-01,"Car (conventional)",20.956
20,2019-04-30,"Car (conventional)",20.956
20,2019-05-18,"Car (conventional)",55.455
20,2019-06-20,"Car (conventional)",55.455
21,2019-05-20,"Car (conventional)",40.474
21,2019-06-23,"Car (conventional)",40.474
22,2019-06-07,"Car (conventional)",9.563
22,2019-05-09,"Car (conventional)",9.563
23,2019-04-29,"Car (conventional)",64.277
23,2019-06-04,"Car (conventional)",64.277
24,2019-06-30,"Car (conventional)",30.698
24,2019-05-05,"Car (conventional)",30.698
25,2019-05-14,"Car (conventional)",279.307
26,2019-04-08,"Car (conventional)",41.635
27,2019-04-18,NA,9.063
27,2019-05-16,NA,9.063
28,2019-06-16,"Car (conventional)",56.01
28,2019-05-15,"Car (conventional)",56.01
29,2019-04-21,"Car (conventional)",157.911
29,2019-05-21,"Car (conventional)",157.911
30,2019-04-29,"Car (conventional)",43.221
30,2019-06-23,"Car (conventional)",43.221
31,2019-06-17,"Car (conventional)",7.346
31,2019-06-21,"Car (conventional)",16.46
31,2019-05-18,"Car (conventional)",16.46
31,2019-05-15,"Car (conventional)",7.346
32,2019-06-28,NA,5.778
32,2019-05-03,NA,5.778
33,2019-05-13,"Car (conventional)",160.506
33,2019-05-14,"Car (conventional)",192.586
34,2019-06-10,"Car (conventional)",36.684
34,2019-05-04,"Car (conventional)",36.684
34,2019-06-06,"Car (conventional)",51.398
34,2019-04-30,"Car (conventional)",51.398
35,2019-06-16,NA,4.81
35,2019-05-09,NA,4.81
36,2019-05-25,"Car (conventional)",28.915
36,2019-04-14,"Car (conventional)",28.915
37,2019-04-25,"Car (conventional)",8.442
37,2019-06-22,"Car (conventional)",8.442
38,2019-04-10,"Car (conventional)",12.13
38,2019-06-12,"Car (conventional)",12.13
39,2019-04-30,NA,10.199
39,2019-05-06,NA,20.16
39,2019-06-09,NA,20.16
39,2019-06-01,NA,10.199
40,2019-06-09,"Car (conventional)",4.496
40,2019-04-30,"Car (conventional)",4.496
41,2019-06-26,NA,18.799
41,2019-04-13,NA,13.719
41,2019-05-16,NA,18.799
41,2019-06-29,NA,13.719
42,2019-04-28,"Car (hybrid)",10.168
42,2019-05-29,"Car (hybrid)",10.168
43,2019-04-19,"Car (conventional)",4.732
43,2019-05-17,"Car (conventional)",4.732
44,2019-06-01,NA,19.298
44,2019-05-04,NA,19.298
45,2019-04-19,NA,25.645
45,2019-06-01,NA,25.645
45,2019-05-25,NA,16.518
45,2019-04-21,NA,16.518
46,2019-05-22,"Car (conventional)",20.331
46,2019-04-22,"Car (conventional)",20.331
47,2019-05-02,"Public transport (Train)",24.611
47,2019-06-15,"Public transport (Train)",24.611
47,2019-05-28,"Foot",9.122
47,2019-04-29,"Foot",9.122
48,2019-04-26,NA,14.65
48,2019-06-20,NA,14.65
49,2019-04-24,"Car (conventional)",27.554
49,2019-06-04,"Car (conventional)",27.554
50,2019-04-29,NA,11.574
50,2019-06-09,NA,11.574
51,2019-05-11,"Car (conventional)",106.404
51,2019-06-16,"Car (conventional)",106.404
52,2019-04-19,"Car (conventional)",39.702
52,2019-05-26,"Car (conventional)",39.702
53,2019-05-18,"Car (conventional)",14.834
53,2019-04-20,"Car (conventional)",14.834
54,2019-06-09,NA,9.311
54,2019-04-28,NA,19.318
54,2019-06-01,NA,19.318
54,2019-05-05,NA,9.311
55,2019-04-14,NA,18.718
55,2019-05-25,NA,13.134
55,2019-04-07,NA,13.134
55,2019-05-28,NA,18.718
56,2019-05-25,"Car (conventional)",19.716
56,2019-04-19,"Car (conventional)",19.716
56,2019-05-26,"Car (conventional)",43.024
56,2019-04-20,"Car (conventional)",43.024
57,2019-05-22,NA,33.268
57,2019-04-24,NA,33.268
58,2019-05-04,NA,9.155
58,2019-06-26,NA,9.155
59,2019-06-18,NA,11.569
59,2019-05-03,NA,11.569
60,2019-04-26,NA,59.342
60,2019-06-01,NA,59.342
61,2019-05-12,NA,16.22
61,2019-06-17,NA,16.22
62,2019-04-28,NA,106.792
62,2019-04-27,NA,108.306
62,2019-07-07,NA,106.792
63,2019-05-14,"Car (conventional)",15.935
63,2019-05-11,"Car (conventional)",16.392
63,2019-06-13,"Car (conventional)",16.392
63,2019-06-17,"Car (conventional)",15.935
64,2019-05-15,NA,6.348
64,2019-06-17,NA,6.348
65,2019-06-05,NA,22.137
65,2019-05-02,NA,22.137
66,2019-04-30,NA,11.518
66,2019-06-17,NA,11.518
67,2019-04-21,"Car (conventional)",22.124
67,2019-06-15,"Car (conventional)",22.124
68,2019-06-06,"Car (conventional)",6.122
68,2019-04-22,"Car (conventional)",6.122
69,2019-05-27,"Car (conventional)",17.514
69,2019-04-29,"Car (conventional)",17.514
70,2019-04-30,NA,11.388
70,2019-07-03,NA,11.388
71,2019-05-20,"Car (conventional)",15.945
71,2019-04-19,"Car (conventional)",15.945
72,2019-05-10,NA,7.707
72,2019-06-28,NA,7.707
73,2019-06-23,NA,34.38
73,2019-05-04,NA,34.38
74,2019-04-26,NA,12.75
74,2019-05-14,NA,49.553
74,2019-06-22,NA,12.75
74,2019-06-27,NA,49.553
75,2019-05-15,NA,36.341
75,2019-06-13,NA,36.341
76,2019-05-31,"Car (conventional)",19.705
76,2019-04-19,"Car (conventional)",19.705
77,2019-05-12,NA,57.597
77,2019-06-15,NA,57.597
78,2019-06-21,"Car (electric)",20.829
78,2019-04-28,"Car (electric)",20.829
79,2019-06-15,"Car (conventional)",17.858
79,2019-04-20,"Car (conventional)",17.858
80,2019-05-07,NA,48.382
80,2019-06-29,NA,48.382
81,2019-05-11,"Car (conventional)",10.25
82,2019-06-17,"Car (conventional)",24.301
82,2019-04-15,"Car (conventional)",24.301
83,2019-04-22,"Foot",5.517
83,2019-05-06,"Foot",6.483
83,2019-06-22,"Car (electric)",22.205
83,2019-04-20,"Car (electric)",22.205
83,2019-06-23,"Foot",6.483
83,2019-05-26,"Foot",5.517
84,2019-06-28,"Car (conventional)",14.505
84,2019-05-05,"Car (conventional)",14.505
85,2019-06-28,"Car (conventional)",15.39
85,2019-04-18,"Car (conventional)",15.39
86,2019-05-04,"Car (conventional)",57.936
86,2019-07-06,"Car (conventional)",57.936
87,2019-06-28,"Car (conventional)",56.703
88,2019-04-30,"Car (conventional)",12.533
88,2019-06-01,"Car (conventional)",12.533
89,2019-04-12,"Car (conventional)",12.987
89,2019-05-13,"Car (conventional)",5.494
89,2019-05-15,"Car (conventional)",12.987
89,2019-04-15,"Car (conventional)",5.494
90,2019-04-30,NA,58.398
90,2019-06-17,NA,58.398
91,2019-04-18,NA,34.56
91,2019-06-06,NA,34.56
92,2019-06-06,"Car (conventional)",13.341
92,2019-04-13,"Foot",2.757
92,2019-04-15,"Car (conventional)",13.341
92,2019-05-27,"Foot",2.757
93,2019-06-27,NA,55.917
93,2019-05-12,NA,55.917
94,2019-04-28,NA,44.821
94,2019-06-29,NA,44.821
95,2019-06-15,"Car (conventional)",38.851
96,2019-06-29,NA,10.67
96,2019-05-11,NA,10.67
97,2019-05-28,"Car (conventional)",6.945
97,2019-04-18,"Car (conventional)",6.945
98,2019-06-09,"Car (conventional)",15.235
98,2019-04-17,"Car (conventional)",20.53
98,2019-05-18,"Foot",6.109
98,2019-05-19,"Car (conventional)",20.53
98,2019-04-21,"Car (conventional)",15.235
98,2019-04-14,"Foot",6.109
99,2019-05-05,"Car (conventional)",14.857
99,2019-06-09,"Car (conventional)",14.857
100,2019-05-05,"Bicycle",16.399
100,2019-04-21,NA,12.989
100,2019-05-20,"eBike",7.844
100,2019-04-08,"eBike",7.844
100,2019-06-02,"Bicycle",16.399
100,2019-06-01,NA,12.989
101,2019-05-01,"Foot",5.152
102,2019-06-22,NA,20.824
102,2019-04-20,NA,20.824
103,2019-06-18,NA,8.778
103,2019-04-29,NA,8.778
103,2019-06-17,NA,7.534
103,2019-04-28,NA,6.65
103,2019-06-01,NA,6.65
103,2019-04-30,NA,7.534
104,2019-06-02,NA,5.985
104,2019-04-22,NA,14.895
104,2019-05-02,NA,13.952
104,2019-06-09,NA,14.895
104,2019-06-18,NA,13.952
104,2019-04-19,NA,5.985
105,2019-04-20,"Car (conventional)",35.526
105,2019-06-09,"Car (conventional)",35.526
106,2019-05-06,"Foot",0.722
106,2019-06-14,"Foot",0.722
106,2019-06-13,"Car (conventional)",12.574
106,2019-05-19,"Car (conventional)",12.574
107,2019-05-11,NA,25.076
108,2019-04-22,NA,12.443
108,2019-05-19,NA,12.443
109,2019-05-11,NA,35.369
109,2019-04-20,NA,26.311
110,2019-04-13,"Car (conventional)",32.046
110,2019-06-14,"Car (conventional)",32.046
111,2019-06-06,NA,7.112
111,2019-05-12,NA,7.112
112,2019-06-24,NA,13.356
112,2019-05-05,NA,13.356
113,2019-04-20,NA,11.39
113,2019-05-18,NA,11.39
114,2019-04-19,"Car (conventional)",63.187
114,2019-05-24,"Car (conventional)",63.187
115,2019-07-03,"Car (conventional)",6.955
115,2019-05-15,NA,14.66
115,2019-05-05,"Car (conventional)",6.955
115,2019-07-03,NA,14.66
116,2019-05-10,NA,2.612
116,2019-06-20,NA,2.612
117,2019-04-30,"Car (conventional)",9.26
117,2019-06-15,"Car (conventional)",9.26
118,2019-06-09,NA,36.54
118,2019-05-28,"Car (conventional)",32.498
118,2019-05-04,NA,36.54
118,2019-04-29,"Car (conventional)",32.498
119,2019-05-07,NA,30.276
119,2019-05-19,NA,27.886
119,2019-06-29,NA,30.276
119,2019-06-18,NA,27.886
120,2019-05-24,"Car (conventional)",8.771
120,2019-06-27,"Car (conventional)",8.771
121,2019-06-16,NA,18.092
121,2019-04-21,NA,18.092
122,2019-05-15,NA,14.658
122,2019-06-25,NA,14.658
123,2019-06-21,NA,24.923
123,2019-06-16,NA,24.923
124,2019-06-20,"Car (conventional)",12.077
124,2019-05-11,"Car (conventional)",12.077
125,2019-05-07,"Car (conventional)",19.906
125,2019-06-04,"Car (conventional)",11.164
125,2019-05-29,"Car (conventional)",15.295
125,2019-06-06,"Car (conventional)",19.906
125,2019-05-02,"Car (conventional)",11.164
125,2019-05-01,"Car (conventional)",15.295
126,2019-04-21,"Car (conventional)",29.21
126,2019-06-02,"Car (conventional)",29.21
127,2019-04-20,"Car (hybrid)",8.983
127,2019-04-28,"Car (hybrid)",9.307
127,2019-06-09,"Car (hybrid)",8.983
127,2019-06-21,"Car (hybrid)",9.307
128,2019-04-23,NA,65.074
128,2019-05-21,"Car (conventional)",20.907
128,2019-04-16,"Car (conventional)",20.907
128,2019-06-03,NA,65.074
129,2019-06-01,NA,44.295
129,2019-06-28,NA,44.295
129,2019-05-06,NA,55.338
129,2019-06-22,NA,55.338
130,2019-04-28,NA,27.801
130,2019-06-16,NA,27.801
131,2019-06-25,NA,105.912
131,2019-05-13,NA,105.912
132,2019-06-22,NA,9.602
132,2019-05-15,NA,9.602
133,2019-04-20,NA,5.684
133,2019-05-28,NA,5.684
133,2019-06-02,NA,7.116
133,2019-04-26,NA,147.01
133,2019-04-19,NA,63.682
133,2019-04-22,NA,7.116
133,2019-06-10,NA,147.01
133,2019-06-04,NA,63.682
134,2019-04-19,"Bicycle",9.998
134,2019-05-04,"Car (conventional)",4.386
134,2019-05-27,"Car (conventional)",4.386
134,2019-05-25,"Bicycle",9.998
134,2019-04-20,"Car (conventional)",20.197
134,2019-06-02,"Car (conventional)",20.197
135,2019-05-05,"Car (conventional)",83.302
135,2019-04-03,"Car (conventional)",15.075
135,2019-06-05,"Car (conventional)",15.075
135,2019-06-20,"Car (conventional)",83.302
136,2019-06-28,NA,41.294
136,2019-05-24,NA,41.294
137,2019-06-22,NA,38.409
137,2019-05-26,NA,38.409
138,2019-04-29,NA,57.397
138,2019-06-10,NA,57.397
139,2019-04-30,NA,44.88
139,2019-04-29,NA,90.729
139,2019-05-31,NA,90.729
139,2019-06-03,NA,44.88
140,2019-05-05,"Car (conventional)",7.196
140,2019-06-07,"Car (conventional)",7.196
141,2019-06-16,"Car (conventional)",27.906
141,2019-04-24,"Car (conventional)",27.906
142,2019-06-23,NA,17.11
142,2019-05-05,NA,17.11
143,2019-04-06,NA,73.887
143,2019-06-22,NA,73.887
144,2019-05-12,NA,11.252
144,2019-06-29,NA,11.252
145,2019-05-17,"Car (conventional)",22.318
145,2019-06-30,"Car (conventional)",22.318
146,2019-05-03,NA,16.826
146,2019-06-23,NA,16.826
147,2019-06-01,NA,28.228
148,2019-05-16,NA,48.934
148,2019-06-30,NA,48.934
149,2019-04-24,"Car (conventional)",21.734
149,2019-05-25,"Car (conventional)",21.734
150,2019-05-11,NA,21.65
150,2019-06-02,NA,21.65
151,2019-06-09,"Car (conventional)",10.119
151,2019-04-22,"Car (conventional)",10.119
152,2019-06-21,NA,1.636
152,2019-06-05,NA,3.308
152,2019-06-28,NA,28.269
152,2019-04-07,NA,3.308
152,2019-04-06,NA,28.269
152,2019-05-07,NA,1.636
153,2019-05-26,NA,20.084
153,2019-04-28,NA,20.084
154,2019-04-26,NA,43.622
154,2019-05-31,NA,43.622
154,2019-06-17,NA,61.991
154,2019-05-07,NA,61.991
155,2019-04-20,"Car (conventional)",22.321
155,2019-06-22,"Car (conventional)",22.321
155,2019-06-23,"Car (conventional)",34.704
155,2019-04-24,"Car (conventional)",34.704
155,2019-04-28,"Car (conventional)",32.511
155,2019-06-29,"Car (conventional)",32.511
156,2019-04-21,"Car (conventional)",48.686
156,2019-05-26,"Car (conventional)",48.686
157,2019-06-04,NA,8.602
157,2019-04-24,NA,8.602
158,2019-05-06,"Car (conventional)",11.367
158,2019-06-09,"Car (conventional)",11.367
158,2019-06-02,"Car (conventional)",21.478
158,2019-05-01,"Car (conventional)",21.478
159,2019-04-20,NA,13.236
159,2019-06-15,NA,13.236
160,2019-04-23,NA,8.261
160,2019-05-21,NA,8.261
161,2019-04-27,"Car (conventional)",18.607
161,2019-06-15,"Car (conventional)",18.607
162,2019-06-13,NA,1.17
162,2019-06-14,NA,9.178
162,2019-06-15,NA,13.936
162,2019-04-23,NA,1.17
162,2019-04-18,NA,13.936
162,2019-04-17,NA,9.178
163,2019-05-05,"Foot",10.533
163,2019-06-15,"Foot",10.533
164,2019-05-14,NA,7.768
164,2019-06-22,NA,7.768
165,2019-04-28,NA,17.728
166,2019-04-26,"Car (conventional)",25.325
166,2019-06-16,"Car (conventional)",25.325
167,2019-05-07,NA,3.898
167,2019-06-05,NA,3.898
168,2019-04-28,"Car (conventional)",26.697
168,2019-06-16,"Car (conventional)",26.697
169,2019-04-28,NA,4.458
169,2019-05-29,NA,4.458
170,2019-05-19,"Foot",8.699
170,2019-06-23,"Foot",8.699
171,2019-04-19,NA,14.968
171,2019-06-02,NA,6.565
171,2019-06-23,NA,14.968
171,2019-04-22,NA,16.657
171,2019-04-21,NA,6.565
171,2019-06-06,NA,16.657
172,2019-04-23,NA,3.676
172,2019-04-22,NA,15.552
172,2019-05-24,NA,3.676
172,2019-05-23,NA,15.552
173,2019-04-11,NA,11.319
173,2019-05-28,NA,11.319
174,2019-06-30,NA,31.439
174,2019-05-09,NA,31.439
175,2019-05-19,"Foot",2.264
175,2019-04-19,"Foot",2.264
176,2019-04-28,NA,53.593
176,2019-05-24,NA,24.184
176,2019-04-12,NA,24.184
176,2019-06-07,NA,53.593
177,2019-06-14,NA,13.94
177,2019-04-21,NA,13.94
178,2019-04-28,"Car (conventional)",21.779
178,2019-06-27,"Car (conventional)",21.779
179,2019-05-12,NA,285.344
179,2019-06-15,NA,285.344
180,2019-06-27,NA,3.739
180,2019-05-16,NA,3.739
181,2019-04-23,NA,35.092
181,2019-06-15,NA,35.092
182,2019-04-28,"Car (conventional)",38.604
182,2019-06-22,"Car (conventional)",38.604
183,2019-04-18,"Car (conventional)",6.881
183,2019-06-02,"Car (conventional)",42.127
183,2019-06-05,"Car (conventional)",89.96
183,2019-04-17,"Car (conventional)",42.127
183,2019-05-31,"Car (conventional)",6.881
184,2019-05-25,"Car (conventional)",45.261
184,2019-04-28,"Car (conventional)",45.261
185,2019-04-27,NA,35.828
186,2019-05-13,NA,33.504
186,2019-04-18,NA,33.504
187,2019-06-20,NA,1.642
187,2019-05-05,NA,1.642
188,2019-04-26,NA,26.207
188,2019-06-24,NA,26.207
189,2019-06-01,"Car (conventional)",25.999
189,2019-04-15,"Car (conventional)",25.999
190,2019-04-18,"Car (conventional)",37.644
190,2019-06-04,"Car (conventional)",37.644
191,2019-05-30,"Car (conventional)",25.32
191,2019-05-28,"Car (conventional)",23.392
192,2019-05-15,NA,30.583
192,2019-04-25,NA,10
192,2019-05-28,NA,10
193,2019-05-11,"Car (conventional)",21.568
193,2019-04-28,"Car (conventional)",37.168
193,2019-04-13,"Car (conventional)",21.568
193,2019-05-27,"Car (conventional)",37.168
194,2019-06-16,NA,21.313
194,2019-04-13,NA,21.313
195,2019-06-30,NA,37.415
195,2019-05-06,NA,37.415
195,2019-06-04,NA,33.764
195,2019-04-29,NA,33.764
196,2019-04-23,NA,30.303
196,2019-06-09,NA,30.303
197,2019-05-25,NA,9.08
197,2019-04-27,NA,9.08
198,2019-06-11,NA,11.433
198,2019-05-05,NA,21.119
198,2019-04-26,NA,11.433
198,2019-06-16,NA,21.119
199,2019-04-28,"Car (conventional)",31.37
199,2019-06-15,"Car (conventional)",17.764
199,2019-04-19,"Car (conventional)",17.764
199,2019-06-01,"Car (conventional)",31.37
200,2019-05-04,NA,4.854
200,2019-06-01,NA,4.854
201,2019-05-13,"Car (conventional)",27.791
202,2019-05-18,"Public transport (Train)",28.423
202,2019-04-06,"Public transport (Train)",28.423
203,2019-04-13,NA,2.212
203,2019-05-11,NA,2.212
203,2019-05-12,NA,29.969
203,2019-04-14,NA,29.969
204,2019-05-12,NA,78.023
205,2019-06-16,NA,66.989
205,2019-04-27,NA,66.989
206,2019-06-02,NA,6.714
206,2019-04-28,NA,6.714
207,2019-04-14,NA,1.053
207,2019-05-25,NA,1.053
208,2019-05-06,"Car (conventional)",18.716
208,2019-06-23,"Car (conventional)",18.716
208,2019-06-06,"Car (conventional)",17.512
208,2019-04-22,"Car (conventional)",17.512
209,2019-04-18,NA,8.413
209,2019-05-29,NA,8.413
210,2019-06-24,NA,10.066
210,2019-05-06,NA,10.066
211,2019-04-21,"Car (conventional)",21.211
211,2019-06-03,"Car (conventional)",21.211
211,2019-06-18,"Car (conventional)",15.455
211,2019-06-02,"Car (conventional)",16.826
211,2019-04-20,"Car (conventional)",16.826
211,2019-04-22,"Car (conventional)",15.455
212,2019-05-24,NA,16.042
212,2019-04-21,NA,16.042
213,2019-04-23,NA,12.266
213,2019-05-21,NA,12.266
214,2019-05-25,"Car (conventional)",5.84
214,2019-04-14,"Car (conventional)",5.84
215,2019-04-22,"Car (conventional)",30.869
215,2019-06-10,"Car (conventional)",30.869
216,2019-06-04,"Car (conventional)",10.251
216,2019-04-21,"Car (conventional)",10.251
217,2019-05-06,"Car (conventional)",32.311
217,2019-06-02,"Car (conventional)",32.311
218,2019-05-12,"Car (hybrid)",69.134
218,2019-06-21,"Car (hybrid)",69.134
219,2019-06-02,NA,12.475
219,2019-04-20,NA,12.475
220,2019-04-12,NA,9.587
220,2019-06-06,NA,9.587
221,2019-04-20,"Car (conventional)",20.551
221,2019-05-26,"Car (conventional)",20.551
222,2019-04-28,NA,12.59
222,2019-06-26,NA,12.59
223,2019-04-21,NA,2.297
223,2019-05-26,NA,2.297
224,2019-05-05,NA,11.86
224,2019-06-23,NA,11.86
225,2019-04-19,NA,15.477
225,2019-04-22,NA,13.51
225,2019-06-15,NA,15.477
225,2019-06-09,NA,13.587
225,2019-04-27,NA,13.587
225,2019-06-16,NA,13.51
226,2019-04-21,"Car (conventional)",24.987
226,2019-06-02,"Car (conventional)",24.987
227,2019-05-11,"Car (conventional)",17.628
227,2019-06-15,"Car (conventional)",17.628
228,2019-04-14,NA,25.8
228,2019-06-09,NA,25.8
229,2019-04-15,"Foot",4.547
229,2019-06-09,"Foot",4.547
230,2019-05-06,NA,13.825
230,2019-06-01,NA,10.826
230,2019-04-28,NA,10.826
230,2019-06-09,NA,13.825
231,2019-05-30,"Car (conventional)",38.742
231,2019-04-22,"Car (conventional)",38.742
232,2019-05-03,NA,51.436
232,2019-06-05,NA,51.436
233,2019-04-14,NA,6.4
233,2019-06-02,NA,6.4
234,2019-05-26,"Car (conventional)",12.383
234,2019-04-21,"Car (conventional)",12.383
235,2019-05-02,"Car (conventional)",22.919
235,2019-06-03,"Car (conventional)",22.919
236,2019-06-21,"Car (conventional)",34.414
236,2019-04-22,"Car (conventional)",34.414
237,2019-05-12,"Car (hybrid)",65.083
237,2019-04-26,"Foot",13.651
237,2019-05-15,"Car (electric)",23.195
237,2019-06-24,"Foot",13.651
237,2019-06-29,"Car (electric)",23.195
237,2019-06-26,"Car (electric)",23.251
237,2019-06-30,"Car (hybrid)",65.083
237,2019-05-13,"Car (electric)",23.251
238,2019-05-25,"Car (conventional)",5.766
238,2019-05-26,"Car (conventional)",6.504
238,2019-04-19,"Car (conventional)",5.766
238,2019-04-20,"Car (conventional)",6.504
239,2019-05-11,NA,10.209
239,2019-06-10,NA,10.209
240,2019-05-25,"Car (conventional)",20.838
240,2019-05-12,"Car (conventional)",24.894
240,2019-06-22,"Car (conventional)",24.894
240,2019-06-29,"Car (conventional)",104.207
240,2019-04-23,"Car (conventional)",20.838
240,2019-05-21,"Car (conventional)",104.207
241,2019-05-07,"Car (conventional)",42.223
241,2019-06-27,"Car (conventional)",42.223
242,2019-04-23,NA,32.13
242,2019-04-22,"Car (conventional)",11.068
242,2019-06-09,"Car (conventional)",11.068
242,2019-06-17,NA,32.13
243,2019-05-31,NA,11.954
243,2019-04-21,NA,11.954
243,2019-04-20,NA,37.881
243,2019-05-19,NA,37.881
244,2019-05-15,NA,10.456
244,2019-06-24,NA,10.456
245,2019-05-10,NA,9.723
245,2019-06-15,NA,9.723
245,2019-05-07,NA,12.491
245,2019-06-10,NA,12.491
246,2019-04-22,"Car (conventional)",15.174
246,2019-06-17,"Car (conventional)",9.997
246,2019-04-21,"Car (conventional)",9.997
246,2019-04-23,"Car (conventional)",16.552
246,2019-06-19,"Car (conventional)",16.552
246,2019-06-18,"Car (conventional)",15.174
247,2019-05-18,"Car (conventional)",35.819
247,2019-05-20,"Car (conventional)",26.578
247,2019-06-25,"Car (conventional)",26.578
247,2019-06-24,"Car (conventional)",35.819
247,2019-05-19,"Car (conventional)",15.872
247,2019-06-26,"Car (conventional)",15.872
248,2019-06-04,"Foot",8.055
248,2019-04-23,"Foot",14.025
248,2019-05-30,"Foot",14.025
248,2019-04-28,"Foot",8.055
249,2019-06-01,NA,36.829
249,2019-04-28,NA,36.829
250,2019-04-14,NA,13.658
250,2019-06-16,NA,13.658
250,2019-06-01,NA,11.321
250,2019-07-06,NA,11.321
251,2019-05-29,"Car (conventional)",60.135
251,2019-04-30,"Car (conventional)",60.135
252,2019-06-26,NA,6.706
252,2019-06-28,NA,6.548
252,2019-05-13,NA,6.548
252,2019-05-06,NA,6.706
253,2019-04-22,NA,40.842
253,2019-06-01,NA,40.842
254,2019-05-23,"Car (conventional)",7.867
254,2019-04-21,"Car (conventional)",7.867
255,2019-06-30,NA,26.493
255,2019-06-29,NA,39.941
255,2019-05-12,NA,26.493
255,2019-04-28,NA,39.941
256,2019-06-02,NA,34.783
256,2019-04-20,NA,34.783
257,2019-05-06,NA,1.866
257,2019-06-09,NA,29.834
257,2019-05-11,NA,29.834
257,2019-06-17,NA,1.866
258,2019-04-19,NA,14.799
258,2019-05-25,NA,14.799
259,2019-05-13,"Foot",0.948
259,2019-04-14,"Foot",0.948
260,2019-05-30,"Car (conventional)",48.31
260,2019-04-18,"Car (conventional)",48.31
260,2019-04-23,"Car (conventional)",31.812
260,2019-06-05,"Car (conventional)",31.812
261,2019-04-26,NA,5.47
261,2019-05-24,NA,5.47
262,2019-04-28,"Car (conventional)",20.202
263,2019-06-30,NA,64.593
263,2019-05-12,NA,64.593
264,2019-05-13,"Car (conventional)",14.66
264,2019-05-13,NA,5.872
265,2019-06-20,NA,82.816
265,2019-05-03,NA,82.816
266,2019-05-25,NA,12.236
266,2019-04-20,NA,12.236
267,2019-04-11,NA,26.64
267,2019-04-21,NA,19.374
268,2019-05-11,NA,17.327
268,2019-07-07,NA,17.327
269,2019-06-12,"Car (conventional)",43.659
269,2019-05-09,"Car (conventional)",43.659
270,2019-05-06,"Car (conventional)",28.503
270,2019-06-09,"Car (conventional)",28.503
271,2019-06-13,NA,15.478
271,2019-04-18,NA,15.478
271,2019-04-18,"Car (conventional)",33.689
271,2019-06-13,"Car (conventional)",33.689
272,2019-05-16,"Car (conventional)",15.24
272,2019-07-29,"Car (conventional)",15.24
273,2019-06-17,NA,17.265
273,2019-05-11,NA,17.265
274,2019-05-11,"Car (conventional)",28.982
274,2019-06-17,"Car (conventional)",23.971
274,2019-06-09,"Car (conventional)",28.982
274,2019-05-06,"Car (conventional)",23.971
275,2019-06-03,"Foot",3.724
275,2019-04-30,"Foot",3.724
276,2019-04-29,NA,20.865
276,2019-06-05,NA,20.865
277,2019-05-25,"Foot",9.302
277,2019-04-15,"Foot",9.302
278,2019-06-22,NA,9.778
278,2019-05-20,NA,9.778
279,2019-06-20,"Car (conventional)",6.256
279,2019-04-18,"Car (conventional)",6.256
280,2019-06-01,NA,3.252
280,2019-06-06,NA,2.636
280,2019-04-19,NA,2.636
280,2019-04-11,NA,3.252
281,2019-06-30,"Car (conventional)",3.516
281,2019-05-19,"Car (conventional)",3.516
282,2019-06-02,NA,17.325
282,2019-05-05,NA,17.325
283,2019-05-01,"Car (conventional)",2.964
283,2019-06-02,"Car (conventional)",2.964
284,2019-05-19,NA,6.404
285,2019-05-06,NA,9.563
286,2019-05-09,NA,62.091
286,2019-06-05,NA,62.091
287,2019-04-26,NA,19.729
287,2019-06-10,NA,19.729
288,2019-04-06,NA,66.687
288,2019-04-19,NA,70.232
288,2019-06-01,NA,70.232
288,2019-06-08,NA,66.687
289,2019-04-11,NA,10.605
289,2019-05-25,NA,10.605
290,2019-06-02,NA,8.265
