"user_code","square_code","upland_rovers","obs_date","country","home_latitude_rounded","home_longitude_rounded","square_latitude_rounded","square_longitude_rounded","response","transport_mode","more_than_one","sole_purpose","add_walk"
1,992,FALSE,2019-05-05,"Scotland",57.1,-2.1,57.1,-2.1,TRUE,"Foot",NA,TRUE,"0"
1,992,FALSE,2019-06-09,"Scotland",57.1,-2.1,57.1,-2.1,TRUE,"Foot",NA,TRUE,"0"
2,371,FALSE,2019-04-12,"Wales",57.1,-2.2,52.3,-3.5,FALSE,NA,NA,NA,NA
2,371,FALSE,2019-05-11,"Wales",57.1,-2.2,52.3,-3.5,FALSE,NA,NA,NA,NA
3,3178,FALSE,2019-05-12,"Scotland",57.2,-2.2,57.1,-2.4,FALSE,NA,NA,NA,NA
3,3178,FALSE,2019-06-22,"Scotland",57.2,-2.2,57.1,-2.4,FALSE,NA,NA,NA,NA
4,303,TRUE,2019-06-22,"Scotland",57.2,-2.2,56.9,-3.6,FALSE,NA,NA,NA,NA
5,2874,FALSE,2019-06-08,"Scotland",57.1,-2.2,57.1,-2.4,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
5,2874,FALSE,2019-04-21,"Scotland",57.1,-2.2,57.1,-2.4,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
5,2875,FALSE,2019-04-18,"Scotland",57.1,-2.2,57,-2.8,TRUE,"Car (conventional)","TRUE",TRUE,"7.5"
5,2875,FALSE,2019-06-07,"Scotland",57.1,-2.2,57,-2.8,TRUE,"Car (conventional)","TRUE",TRUE,"7.5"
6,633,FALSE,2019-06-26,"Scotland",57.1,-2.2,57.3,-2.4,FALSE,NA,NA,NA,NA
6,633,FALSE,2019-04-30,"Scotland",57.1,-2.2,57.3,-2.4,FALSE,NA,NA,NA,NA
6,634,FALSE,2019-06-15,"Scotland",57.1,-2.2,57,-2.4,FALSE,NA,NA,NA,NA
6,634,FALSE,2019-04-28,"Scotland",57.1,-2.2,57,-2.4,FALSE,NA,NA,NA,NA
6,632,FALSE,2019-06-22,"Scotland",57.1,-2.2,57,-2.3,FALSE,NA,NA,NA,NA
6,632,FALSE,2019-04-29,"Scotland",57.1,-2.2,57,-2.3,FALSE,NA,NA,NA,NA
7,3478,FALSE,2019-06-18,"Scotland",57.1,-2.2,57.1,-3.1,FALSE,NA,NA,NA,NA
7,3478,FALSE,2019-04-29,"Scotland",57.1,-2.2,57.1,-3.1,FALSE,NA,NA,NA,NA
8,926,FALSE,2019-06-29,"Scotland",57.3,-2.2,57.3,-2.2,TRUE,"Car (electric)",NA,TRUE,"0"
8,926,FALSE,2019-05-10,"Scotland",57.3,-2.2,57.3,-2.2,TRUE,"Car (electric)",NA,TRUE,"0"
9,1348,FALSE,2019-05-05,"Scotland",57.2,-2.1,57,-2.9,FALSE,NA,NA,NA,NA
9,1348,FALSE,2019-06-16,"Scotland",57.2,-2.1,57,-2.9,FALSE,NA,NA,NA,NA
10,2830,TRUE,2019-05-18,"Scotland",57.2,-2.1,57.1,-3.5,FALSE,NA,NA,NA,NA
11,1218,FALSE,2019-06-16,"Scotland",57.1,-2.6,57.1,-2.7,FALSE,NA,NA,NA,NA
11,1218,FALSE,2019-05-16,"Scotland",57.1,-2.6,57.1,-2.7,FALSE,NA,NA,NA,NA
12,52,FALSE,2019-05-05,"Scotland",57.1,-2.3,57.1,-2.3,FALSE,NA,NA,NA,NA
12,52,FALSE,2019-06-09,"Scotland",57.1,-2.3,57.1,-2.3,FALSE,NA,NA,NA,NA
13,1367,FALSE,2019-06-01,"Scotland",57.1,-2.4,56.9,-2.8,FALSE,NA,NA,NA,NA
13,1367,FALSE,2019-06-29,"Scotland",57.1,-2.4,56.9,-2.8,FALSE,NA,NA,NA,NA
13,1366,FALSE,2019-05-25,"Scotland",57.1,-2.4,57,-2.3,FALSE,NA,NA,NA,NA
13,1366,FALSE,2019-06-20,"Scotland",57.1,-2.4,57,-2.3,FALSE,NA,NA,NA,NA
14,296,FALSE,2019-05-19,"Scotland",57.1,-2.5,57,-2.5,FALSE,NA,NA,NA,NA
14,296,FALSE,2019-06-16,"Scotland",57.1,-2.5,57,-2.5,FALSE,NA,NA,NA,NA
15,1335,FALSE,2019-05-06,"Scotland",57.2,-2.8,57.4,-3,TRUE,"Car (conventional)","FALSE",FALSE,"15"
15,1335,FALSE,2019-06-07,"Scotland",57.2,-2.8,57.4,-3,TRUE,"Car (conventional)","FALSE",FALSE,"15"
16,1900,FALSE,2019-04-22,"Scotland",57.1,-2.8,57,-3.2,FALSE,NA,NA,NA,NA
16,1900,FALSE,2019-06-03,"Scotland",57.1,-2.8,57,-3.2,FALSE,NA,NA,NA,NA
17,607,FALSE,2019-06-16,"Scotland",57,-3,57,-2.8,TRUE,"Car (conventional)",NA,TRUE,"15"
17,607,FALSE,2019-05-12,"Scotland",57,-3,57,-2.8,TRUE,"Car (conventional)",NA,TRUE,"15"
18,3554,FALSE,2019-06-30,"Scotland",57,-3.5,57,-3.8,FALSE,NA,NA,NA,NA
18,3554,FALSE,2019-05-20,"Scotland",57,-3.5,57,-3.8,FALSE,NA,NA,NA,NA
18,3556,FALSE,2019-05-23,"Scotland",57,-3.5,57,-3.8,FALSE,NA,NA,NA,NA
18,3556,FALSE,2019-06-20,"Scotland",57,-3.5,57,-3.8,FALSE,NA,NA,NA,NA
18,3553,FALSE,2019-06-27,"Scotland",57,-3.5,56.9,-3.7,FALSE,NA,NA,NA,NA
18,3553,FALSE,2019-05-01,"Scotland",57,-3.5,56.9,-3.7,FALSE,NA,NA,NA,NA
18,3555,FALSE,2019-06-26,"Scotland",57,-3.5,57,-3.5,FALSE,NA,NA,NA,NA
18,3555,FALSE,2019-05-06,"Scotland",57,-3.5,57,-3.5,FALSE,NA,NA,NA,NA
19,2433,FALSE,2019-05-10,"Scotland",57,-3.5,57,-3.5,FALSE,NA,NA,NA,NA
19,2433,FALSE,2019-06-09,"Scotland",57,-3.5,57,-3.5,FALSE,NA,NA,NA,NA
20,423,TRUE,2019-05-18,"Scotland",57.2,-3.4,57.1,-3.3,TRUE,"Car (conventional)",NA,FALSE,"7.5"
20,423,TRUE,2019-06-20,"Scotland",57.2,-3.4,57.1,-3.3,TRUE,"Car (conventional)",NA,FALSE,"7.5"
20,424,FALSE,2019-04-30,"England",53.6,-2.8,53.5,-2.8,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
20,424,FALSE,2019-06-01,"England",53.6,-2.8,53.5,-2.8,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
21,2877,FALSE,2019-06-23,"Scotland",57,-2.1,57,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0"
21,2877,FALSE,2019-05-20,"Scotland",57,-2.1,57,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0"
22,117,FALSE,2019-06-07,"Scotland",56.9,-2.4,56.9,-2.4,TRUE,"Car (conventional)",NA,TRUE,"0"
22,117,FALSE,2019-05-09,"Scotland",56.9,-2.4,56.9,-2.4,TRUE,"Car (conventional)",NA,TRUE,"0"
23,2498,FALSE,2019-06-04,"Scotland",57.3,-2,57.5,-1.9,TRUE,"Car (conventional)",NA,TRUE,"1.5"
23,2498,FALSE,2019-04-29,"Scotland",57.3,-2,57.5,-1.9,TRUE,"Car (conventional)",NA,TRUE,"1.5"
24,2328,FALSE,2019-06-30,"Scotland",57.4,-2.1,57.5,-2.1,TRUE,"Car (conventional)",NA,TRUE,"1.5"
24,2328,FALSE,2019-05-05,"Scotland",57.4,-2.1,57.5,-2.1,TRUE,"Car (conventional)",NA,TRUE,"1.5"
25,1833,FALSE,2019-05-14,"Scotland",57.4,-1.9,57,-3.6,TRUE,"Car (conventional)","FALSE",TRUE,"7.5"
26,1267,FALSE,2019-04-08,"Scotland",57.7,-1.9,57.5,-2.1,TRUE,"Car (conventional)","TRUE",TRUE,"0"
26,1268,FALSE,2019-04-08,"Scotland",57.7,-1.9,57.5,-2.1,TRUE,"Car (conventional)","TRUE",TRUE,"0"
27,313,FALSE,2019-05-16,"Scotland",57.3,-2.4,57.3,-2.4,FALSE,NA,NA,NA,NA
27,313,FALSE,2019-04-18,"Scotland",57.3,-2.4,57.3,-2.4,FALSE,NA,NA,NA,NA
28,1878,FALSE,2019-05-15,"Scotland",57.2,-2.5,57.3,-2.7,TRUE,"Car (conventional)",NA,TRUE,"0"
28,1878,FALSE,2019-06-16,"Scotland",57.2,-2.5,57.3,-2.7,TRUE,"Car (conventional)",NA,TRUE,"0"
29,271,FALSE,2019-05-21,"Scotland",57.5,-2.3,57.2,-3,TRUE,"Car (conventional)",NA,TRUE,"0"
29,271,FALSE,2019-04-21,"Scotland",57.5,-2.3,57.2,-3,TRUE,"Car (conventional)",NA,TRUE,"0"
30,307,FALSE,2019-06-23,"Scotland",57.5,-2.4,57.5,-2.6,TRUE,"Car (conventional)",NA,TRUE,"0"
30,307,FALSE,2019-04-29,"Scotland",57.5,-2.4,57.5,-2.6,TRUE,"Car (conventional)",NA,TRUE,"0"
31,3899,FALSE,2019-06-17,"Scotland",57.5,-3,57.6,-3,TRUE,"Car (conventional)","FALSE",TRUE,"0"
31,3899,FALSE,2019-05-15,"Scotland",57.5,-3,57.6,-3,TRUE,"Car (conventional)","FALSE",TRUE,"0"
31,3900,FALSE,2019-05-18,"Scotland",57.5,-3,57.6,-2.9,TRUE,"Car (conventional)","FALSE",TRUE,"0"
31,3900,FALSE,2019-06-21,"Scotland",57.5,-3,57.6,-2.9,TRUE,"Car (conventional)","FALSE",TRUE,"0"
32,2325,FALSE,2019-05-03,"Scotland",57.6,-3,57.6,-3,FALSE,NA,NA,NA,NA
32,2325,FALSE,2019-06-28,"Scotland",57.6,-3,57.6,-3,FALSE,NA,NA,NA,NA
33,3530,FALSE,2019-05-14,"Scotland",57.6,-3,57.1,-3.5,TRUE,"Car (conventional)","TRUE",TRUE,"15"
33,3529,FALSE,2019-05-13,"Scotland",57.6,-3,57.2,-3.3,TRUE,"Car (conventional)","TRUE",TRUE,"15"
34,1328,FALSE,2019-04-30,"England",51.7,-0.3,51.8,-0.6,TRUE,"Car (conventional)","FALSE",TRUE,"0"
34,1328,FALSE,2019-06-06,"England",51.7,-0.3,51.8,-0.6,TRUE,"Car (conventional)","FALSE",TRUE,"0"
34,1329,FALSE,2019-06-10,"England",51.7,-0.3,51.8,-0.4,TRUE,"Car (conventional)","FALSE",TRUE,"0"
34,1329,FALSE,2019-05-04,"England",51.7,-0.3,51.8,-0.4,TRUE,"Car (conventional)","FALSE",TRUE,"0"
35,1063,FALSE,2019-06-16,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
35,1063,FALSE,2019-05-09,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
36,100,FALSE,2019-05-25,"England",51.7,-0.4,51.7,-0.5,TRUE,"Car (conventional)",NA,TRUE,"0"
36,100,FALSE,2019-04-14,"England",51.7,-0.4,51.7,-0.5,TRUE,"Car (conventional)",NA,TRUE,"0"
37,1091,FALSE,2019-04-25,"England",51.7,-0.4,51.7,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
37,1091,FALSE,2019-06-22,"England",51.7,-0.4,51.7,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
38,3415,FALSE,2019-04-10,"England",51.7,-0.4,51.7,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
38,3415,FALSE,2019-06-12,"England",51.7,-0.4,51.7,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
39,160,FALSE,2019-06-09,"England",51.8,-0.3,51.7,-0.3,FALSE,NA,NA,NA,NA
39,160,FALSE,2019-05-06,"England",51.8,-0.3,51.7,-0.3,FALSE,NA,NA,NA,NA
39,161,FALSE,2019-06-01,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
39,161,FALSE,2019-04-30,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
40,2996,FALSE,2019-04-30,"England",51.8,-0.3,51.8,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0.5"
40,2996,FALSE,2019-06-09,"England",51.8,-0.3,51.8,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0.5"
41,2988,FALSE,2019-04-13,"England",51.8,-0.4,51.8,-0.5,FALSE,NA,NA,NA,NA
41,2988,FALSE,2019-06-29,"England",51.8,-0.4,51.8,-0.5,FALSE,NA,NA,NA,NA
41,2989,FALSE,2019-05-16,"England",51.8,-0.4,51.8,-0.4,FALSE,NA,NA,NA,NA
41,2989,FALSE,2019-06-26,"England",51.8,-0.4,51.8,-0.4,FALSE,NA,NA,NA,NA
42,836,FALSE,2019-05-29,"England",51.8,-0.3,51.7,-0.3,TRUE,"Car (hybrid)",NA,TRUE,"0"
42,836,FALSE,2019-04-28,"England",51.8,-0.3,51.7,-0.3,TRUE,"Car (hybrid)",NA,TRUE,"0"
43,1790,FALSE,2019-05-17,"England",51.8,-0.3,51.8,-0.3,TRUE,"Car (conventional)",NA,TRUE,"0"
43,1790,FALSE,2019-04-19,"England",51.8,-0.3,51.8,-0.3,TRUE,"Car (conventional)",NA,TRUE,"0"
44,3230,FALSE,2019-05-04,"England",51.8,-0.4,51.8,-0.3,FALSE,NA,NA,NA,NA
44,3230,FALSE,2019-06-01,"England",51.8,-0.4,51.8,-0.3,FALSE,NA,NA,NA,NA
45,1686,FALSE,2019-06-01,"England",51.8,-0.3,51.8,-0.5,FALSE,NA,NA,NA,NA
45,1686,FALSE,2019-04-19,"England",51.8,-0.3,51.8,-0.5,FALSE,NA,NA,NA,NA
45,1685,FALSE,2019-04-21,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
45,1685,FALSE,2019-05-25,"England",51.8,-0.3,51.8,-0.3,FALSE,NA,NA,NA,NA
46,887,FALSE,2019-05-22,"England",51.8,-0.2,51.9,-0.1,TRUE,"Car (conventional)",NA,TRUE,"0"
46,887,FALSE,2019-04-22,"England",51.8,-0.2,51.9,-0.1,TRUE,"Car (conventional)",NA,TRUE,"0"
47,3288,FALSE,2019-06-15,"England",51.8,-0.2,51.9,-0.2,TRUE,"Public transport (Train)","FALSE",TRUE,"0"
47,3288,FALSE,2019-05-02,"England",51.8,-0.2,51.9,-0.2,TRUE,"Public transport (Train)","FALSE",TRUE,"0"
47,3287,FALSE,2019-05-28,"England",51.8,-0.2,51.8,-0.2,TRUE,"Foot","FALSE",TRUE,"0"
47,3287,FALSE,2019-04-29,"England",51.8,-0.2,51.8,-0.2,TRUE,"Foot","FALSE",TRUE,"0"
48,2208,FALSE,2019-04-26,"England",51.8,-0.2,51.8,-0.2,FALSE,NA,NA,NA,NA
48,2208,FALSE,2019-06-20,"England",51.8,-0.2,51.8,-0.2,FALSE,NA,NA,NA,NA
49,282,FALSE,2019-04-24,"England",51.8,-0.2,51.8,-0.1,TRUE,"Car (conventional)",NA,TRUE,"0"
49,282,FALSE,2019-06-04,"England",51.8,-0.2,51.8,-0.1,TRUE,"Car (conventional)",NA,TRUE,"0"
50,1543,FALSE,2019-04-29,"England",51.8,-0.2,51.8,-0.2,FALSE,NA,NA,NA,NA
50,1543,FALSE,2019-06-09,"England",51.8,-0.2,51.8,-0.2,FALSE,NA,NA,NA,NA
51,2150,FALSE,2019-05-11,"England",51.8,-0.2,51.7,0.2,TRUE,"Car (conventional)",NA,TRUE,"0"
51,2150,FALSE,2019-06-16,"England",51.8,-0.2,51.7,0.2,TRUE,"Car (conventional)",NA,TRUE,"0"
52,1253,FALSE,2019-05-26,"England",51.8,-0.2,51.8,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
52,1253,FALSE,2019-04-19,"England",51.8,-0.2,51.8,-0.4,TRUE,"Car (conventional)",NA,TRUE,"0"
53,3268,FALSE,2019-04-20,"England",51.7,-0.2,51.8,-0.2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
53,3268,FALSE,2019-05-18,"England",51.7,-0.2,51.8,-0.2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
54,1447,FALSE,2019-06-01,"England",52.5,-1.9,52.4,-2,FALSE,NA,NA,NA,NA
54,1447,FALSE,2019-04-28,"England",52.5,-1.9,52.4,-2,FALSE,NA,NA,NA,NA
54,1448,FALSE,2019-06-09,"England",52.5,-1.9,52.5,-1.9,FALSE,NA,NA,NA,NA
54,1448,FALSE,2019-05-05,"England",52.5,-1.9,52.5,-1.9,FALSE,NA,NA,NA,NA
55,1853,FALSE,2019-05-25,"England",52.4,-1.9,52.4,-2,FALSE,NA,NA,NA,NA
55,1853,FALSE,2019-04-07,"England",52.4,-1.9,52.4,-2,FALSE,NA,NA,NA,NA
55,1852,FALSE,2019-05-28,"England",52.4,-1.9,52.4,-1.9,FALSE,NA,NA,NA,NA
55,1852,FALSE,2019-04-14,"England",52.4,-1.9,52.4,-1.9,FALSE,NA,NA,NA,NA
56,1572,FALSE,2019-05-26,"England",52.4,-1.9,52.3,-1.9,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
56,1572,FALSE,2019-04-20,"England",52.4,-1.9,52.3,-1.9,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
56,1571,FALSE,2019-05-25,"England",52.4,-1.9,52.4,-1.9,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
56,1571,FALSE,2019-04-19,"England",52.4,-1.9,52.4,-1.9,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
57,1644,FALSE,2019-05-22,"England",52.5,-1.9,52.6,-1.9,FALSE,NA,NA,NA,NA
57,1644,FALSE,2019-04-24,"England",52.5,-1.9,52.6,-1.9,FALSE,NA,NA,NA,NA
58,3175,FALSE,2019-06-26,"England",52.5,-2,52.5,-2,FALSE,NA,NA,NA,NA
58,3175,FALSE,2019-05-04,"England",52.5,-2,52.5,-2,FALSE,NA,NA,NA,NA
59,2581,FALSE,2019-06-18,"England",52.2,-1.8,52.1,-1.8,FALSE,NA,NA,NA,NA
59,2581,FALSE,2019-05-03,"England",52.2,-1.8,52.1,-1.8,FALSE,NA,NA,NA,NA
60,2864,FALSE,2019-06-01,"England",52.3,-2,52.4,-2.4,FALSE,NA,NA,NA,NA
60,2864,FALSE,2019-04-26,"England",52.3,-2,52.4,-2.4,FALSE,NA,NA,NA,NA
61,1863,FALSE,2019-05-12,"England",52.5,-2,52.5,-2.1,FALSE,NA,NA,NA,NA
61,1863,FALSE,2019-06-17,"England",52.5,-2,52.5,-2.1,FALSE,NA,NA,NA,NA
62,2149,FALSE,2019-04-27,"England",52.6,-1.7,52.2,-1.7,FALSE,NA,NA,NA,NA
62,2148,FALSE,2019-07-07,"England",52.6,-1.7,52.2,-1.7,FALSE,NA,NA,NA,NA
62,2148,FALSE,2019-04-28,"England",52.6,-1.7,52.2,-1.7,FALSE,NA,NA,NA,NA
63,1664,FALSE,2019-05-11,"England",52.6,-1.7,52.7,-1.8,TRUE,"Car (conventional)","FALSE",TRUE,"0"
63,1664,FALSE,2019-06-13,"England",52.6,-1.7,52.7,-1.8,TRUE,"Car (conventional)","FALSE",TRUE,"0"
63,1663,FALSE,2019-05-14,"England",52.6,-1.7,52.7,-1.6,TRUE,"Car (conventional)","FALSE",TRUE,"0"
63,1663,FALSE,2019-06-17,"England",52.6,-1.7,52.7,-1.6,TRUE,"Car (conventional)","FALSE",TRUE,"0"
64,2014,FALSE,2019-05-15,"England",52.4,-1.8,52.4,-1.8,FALSE,NA,NA,NA,NA
64,2014,FALSE,2019-06-17,"England",52.4,-1.8,52.4,-1.8,FALSE,NA,NA,NA,NA
65,3039,FALSE,2019-05-02,"England",52.4,-1.8,52.4,-1.7,FALSE,NA,NA,NA,NA
65,3039,FALSE,2019-06-05,"England",52.4,-1.8,52.4,-1.7,FALSE,NA,NA,NA,NA
66,2314,FALSE,2019-04-30,"England",52.4,-1.8,52.4,-1.7,FALSE,NA,NA,NA,NA
66,2314,FALSE,2019-06-17,"England",52.4,-1.8,52.4,-1.7,FALSE,NA,NA,NA,NA
67,249,FALSE,2019-04-21,"England",52.4,-1.8,52.3,-1.8,TRUE,"Car (conventional)",NA,TRUE,"0"
67,249,FALSE,2019-06-15,"England",52.4,-1.8,52.3,-1.8,TRUE,"Car (conventional)",NA,TRUE,"0"
68,3450,FALSE,2019-06-06,"England",52.2,-2,52.2,-2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
68,3450,FALSE,2019-04-22,"England",52.2,-2,52.2,-2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
69,2934,FALSE,2019-04-29,"England",52.3,-1.9,52.2,-2,TRUE,"Car (conventional)",NA,TRUE,"0"
69,2934,FALSE,2019-05-27,"England",52.3,-1.9,52.2,-2,TRUE,"Car (conventional)",NA,TRUE,"0"
70,2539,FALSE,2019-07-03,"England",51.2,-2.3,51.2,-2.4,FALSE,NA,NA,NA,NA
70,2539,FALSE,2019-04-30,"England",51.2,-2.3,51.2,-2.4,FALSE,NA,NA,NA,NA
71,1148,FALSE,2019-05-20,"England",51.2,-2.3,51.2,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0.5"
71,1148,FALSE,2019-04-19,"England",51.2,-2.3,51.2,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0.5"
72,3240,FALSE,2019-05-10,"England",51.3,-2.3,51.3,-2.3,FALSE,NA,NA,NA,NA
72,3240,FALSE,2019-06-28,"England",51.3,-2.3,51.3,-2.3,FALSE,NA,NA,NA,NA
73,1627,FALSE,2019-06-23,"England",51.2,-2,51.2,-1.8,FALSE,NA,NA,NA,NA
73,1627,FALSE,2019-05-04,"England",51.2,-2,51.2,-1.8,FALSE,NA,NA,NA,NA
74,1898,FALSE,2019-06-22,"England",51.1,-2,51.1,-1.9,FALSE,NA,NA,NA,NA
74,1898,FALSE,2019-04-26,"England",51.1,-2,51.1,-1.9,FALSE,NA,NA,NA,NA
74,1897,FALSE,2019-05-14,"England",51.1,-2,51.2,-1.8,FALSE,NA,NA,NA,NA
74,1897,FALSE,2019-06-27,"England",51.1,-2,51.2,-1.8,FALSE,NA,NA,NA,NA
75,3149,FALSE,2019-06-13,"England",51.2,-2.2,51.2,-2,FALSE,NA,NA,NA,NA
75,3149,FALSE,2019-05-15,"England",51.2,-2.2,51.2,-2,FALSE,NA,NA,NA,NA
76,294,FALSE,2019-05-31,"England",51.1,-2.2,51.2,-2.2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
76,294,FALSE,2019-04-19,"England",51.1,-2.2,51.2,-2.2,TRUE,"Car (conventional)",NA,TRUE,"0.5"
77,610,FALSE,2019-05-12,"England",51.2,-2.2,51.1,-1.9,FALSE,NA,NA,NA,NA
77,610,FALSE,2019-06-15,"England",51.2,-2.2,51.1,-1.9,FALSE,NA,NA,NA,NA
78,3414,FALSE,2019-04-28,"England",51.2,-2.2,51.1,-2.2,TRUE,"Car (electric)",NA,TRUE,"0"
78,3414,FALSE,2019-06-21,"England",51.2,-2.2,51.1,-2.2,TRUE,"Car (electric)",NA,TRUE,"0"
79,2851,FALSE,2019-06-15,"England",51.2,-2.2,51.2,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
79,2851,FALSE,2019-04-20,"England",51.2,-2.2,51.2,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
80,1760,FALSE,2019-06-29,"England",51.3,-2.2,51.3,-2,FALSE,NA,NA,NA,NA
80,1760,FALSE,2019-05-07,"England",51.3,-2.2,51.3,-2,FALSE,NA,NA,NA,NA
81,1669,FALSE,2019-05-11,"England",51.3,-2.3,51.3,-2.2,TRUE,"Car (conventional)",NA,TRUE,"0"
82,496,FALSE,2019-06-17,"England",51.4,-2.2,51.4,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
82,496,FALSE,2019-04-15,"England",51.4,-2.2,51.4,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
83,3905,FALSE,2019-05-26,"England",51.3,-2.3,51.3,-2.3,TRUE,"Foot","FALSE",TRUE,"0.5"
83,3905,FALSE,2019-04-22,"England",51.3,-2.3,51.3,-2.3,TRUE,"Foot","FALSE",TRUE,"0.5"
83,3907,FALSE,2019-06-23,"England",51.3,-2.3,51.3,-2.2,TRUE,"Foot","FALSE",TRUE,"0.5"
83,3907,FALSE,2019-05-06,"England",51.3,-2.3,51.3,-2.2,TRUE,"Foot","FALSE",TRUE,"0.5"
83,3906,FALSE,2019-06-22,"England",51.3,-2.3,51.3,-2.1,TRUE,"Car (electric)","FALSE",FALSE,"0"
83,3906,FALSE,2019-04-20,"England",51.3,-2.3,51.3,-2.1,TRUE,"Car (electric)","FALSE",FALSE,"0"
84,2824,FALSE,2019-05-05,"England",51.3,-2.3,51.4,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0"
84,2824,FALSE,2019-06-28,"England",51.3,-2.3,51.4,-2.3,TRUE,"Car (conventional)",NA,TRUE,"0"
85,1138,FALSE,2019-04-18,"England",51.4,-2.3,51.4,-2.2,TRUE,"Car (conventional)",NA,TRUE,"0"
85,1138,FALSE,2019-06-28,"England",51.4,-2.3,51.4,-2.2,TRUE,"Car (conventional)",NA,TRUE,"0"
86,1626,FALSE,2019-07-06,"England",51.3,-2.2,51.5,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
86,1626,FALSE,2019-05-04,"England",51.3,-2.2,51.5,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
87,3142,FALSE,2019-06-28,"England",51.3,-2.2,51.2,-2.1,TRUE,"Car (conventional)",NA,TRUE,"0"
88,246,FALSE,2019-04-30,"England",51.4,-2.4,51.4,-2.4,TRUE,"Car (conventional)","FALSE",TRUE,"3.5"
88,246,FALSE,2019-06-01,"England",51.4,-2.4,51.4,-2.4,TRUE,"Car (conventional)","FALSE",TRUE,"3.5"
89,3505,FALSE,2019-05-13,"England",51.4,-2.4,51.4,-2.3,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
89,3505,FALSE,2019-04-15,"England",51.4,-2.4,51.4,-2.3,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
89,3504,FALSE,2019-04-12,"England",51.4,-2.4,51.4,-2.3,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
89,3504,FALSE,2019-05-15,"England",51.4,-2.4,51.4,-2.3,TRUE,"Car (conventional)","FALSE",TRUE,"0.5"
90,896,FALSE,2019-06-17,"England",50.9,-2.7,50.9,-3,FALSE,NA,NA,NA,NA
90,896,FALSE,2019-04-30,"England",50.9,-2.7,50.9,-3,FALSE,NA,NA,NA,NA
91,2771,FALSE,2019-04-18,"England",51,-2.7,51,-2.8,FALSE,NA,NA,NA,NA
91,2771,FALSE,2019-06-06,"England",51,-2.7,51,-2.8,FALSE,NA,NA,NA,NA
92,3140,FALSE,2019-04-13,"England",51.4,-2.4,51.4,-2.4,TRUE,"Foot",NA,TRUE,"0"
92,3140,FALSE,2019-05-27,"England",51.4,-2.4,51.4,-2.4,TRUE,"Foot",NA,TRUE,"0"
92,3141,FALSE,2019-06-06,"England",51.4,-2.4,51.4,-2.4,TRUE,"Car (conventional)","TRUE",TRUE,"0.5"
92,3141,FALSE,2019-04-15,"England",51.4,-2.4,51.4,-2.4,TRUE,"Car (conventional)","TRUE",TRUE,"0.5"
93,3362,FALSE,2019-06-27,"England",51,-2.6,51.2,-2.7,FALSE,NA,NA,NA,NA
93,3362,FALSE,2019-05-12,"England",51,-2.6,51.2,-2.7,FALSE,NA,NA,NA,NA
94,2224,FALSE,2019-06-29,"England",50.9,-2.6,50.8,-2.5,FALSE,NA,NA,NA,NA
94,2224,FALSE,2019-04-28,"England",50.9,-2.6,50.8,-2.5,FALSE,NA,NA,NA,NA
95,1817,FALSE,2019-06-15,"England",50.9,-2.6,51,-2.8,TRUE,"Car (conventional)",NA,TRUE,"0"
