"WDPAID,""NAME"",""REP_AREA"",""STATUS_YR"",""GOV_TYPE"",""MANG_PLAN"",""ISO3"",""REGION"",""AVERAGE_VIEWS"",""DEGAZETTE"",""DOWNGRADE"",""DOWNSIZE"",""wikidata_url"",""wikidata_id"",""AGRILAND"",""POPDENSITY"",""BUILTUP"",""ROAD"",""GPI2020"",""EXTERNALINTERV"",""TOURISM"",""GDP"""
"365024,""Kafta-Shiraro"",1878,2007,""Federal or national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",6.90334346504559,0,0,0,""https://www.wikidata.org/wiki/ Q19376740"",""Q19376740"",42.5,153.9,0,9.2,2.507,3.95,4.81,4.91"
"1085,""Kafue"",22309,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",26.1294832826748,0,1,0,""https://www.wikidata.org/wiki/ Q1721097"",""Q1721097"",5.8,0.4,0,3.2,1.788,3.55,4.69,4.9"
"1082,""Kahuzi-Biega"",6689.37199351,1970,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",16.4413373860182,0,0,0,""https://www.wikidata.org/wiki/ Q457324"",""Q457324"",14.8,96.4,0,6.9,3.109,4.16,4,1.66"
"819,""Kainji Lake"",5380,1979,""Federal or national ministry or agency"",""Not Reported"",""NGA"",""Western Africa"",17.8668693009119,0,0,0,""https://www.wikidata.org/wiki/ Q1473988"",""Q1473988"",47.2,19.8,0,5.9,2.782,3.73,4.65,4.79"
"26460,""Kakum"",210.7629795,1991,""Federal or national ministry or agency"",""Reported & Existent"",""GHA"",""Western Africa"",75.4711246200608,0,0,0,""https://www.wikidata.org/wiki/ Q568693"",""Q568693"",0.5,82.1,0.5,15.8,1.796,1,1,1"
"874,""Kalahari Gemsbok National Park"",9589.55936225,1931,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",132.716109422492,0,0,3,""https://www.wikidata.org/wiki/ Q859385"",""Q859385"",0,0.2,0,7,2.321,2.15,1.4,4.38"
"609,""Kalamaloué"",45,1968,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"7874,""Kamuku"",1211.3,1999,""Federal or national ministry or agency"",""Not Reported"",""NGA"",""Western Africa"",10.1234042553191,0,0,0,""https://www.wikidata.org/wiki/ Q1107175"",""Q1107175"",51.9,27.6,0.1,10.4,2.782,3.73,4.65,4.79"
"876,""Karoo National Park"",822.313769829,1979,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",20.4121580547112,0,0,4,""https://www.wikidata.org/wiki/ Q1734287"",""Q1734287"",0.4,20.6,0.1,15.6,2.321,2.15,1.4,4.38"
"1099,""Kasanka"",466,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",11.5854103343465,0,1,0,""https://www.wikidata.org/wiki/ Q1734819"",""Q1734819"",5.2,0,0,4.3,1.788,3.55,4.69,4.9"
"780,""Kasungu National Park"",2358.623436,1970,""Federal or national ministry or agency"",""Reported & Existent"",""MWI"",""Austral Africa"",7.04012158054711,0,0,0,""https://www.wikidata.org/wiki/ Q1735508"",""Q1735508"",44.9,58.9,0,4.8,1.898,3.15,4.82,4.28"
"921,""Katavi National Park"",4207.57354478,1974,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",16.3234042553191,0,0,0,""https://www.wikidata.org/wiki/ Q1422525"",""Q1422525"",32.2,49.5,0,7,1.854,2.88,4.75,4.92"
"1112,""Kazuma Pan"",313,1975,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",3.32462006079027,0,0,0,""https://www.wikidata.org/wiki/ Q1737562"",""Q1737562"",7.3,5.7,0,11.1,2.302,3.79,4.44,4.89"
"17999,""Khaudum"",3842,2008,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",5.19242902208202,0,0,0,""https://www.wikidata.org/wiki/ Q1516690"",""Q1516690"",0.1,0.1,0,3.9,1.845,4.07,4.51,4.97"
"2289,""Kiang West"",236.2141,1987,""Joint governance"",""Reported & Existent"",""GMB"",""Western Africa"",7.01094224924012,0,0,0,""https://www.wikidata.org/wiki/ Q1740765"",""Q1740765"",18.3,44.8,0.1,21.7,1.925,1.88,1,4.12"
"40002,""Kibale"",766,NA,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",23.0772036474164,0,0,1,""https://www.wikidata.org/wiki/ Q1740785"",""Q1740785"",69.7,286.2,0.1,6.5,2.222,3.95,4.66,4.93"
"9161,""Kibira"",400,1934,""Federal or national ministry or agency"",""Reported & Existent"",""BDI"",""East Africa"",8.39635258358663,0,0,0,""https://www.wikidata.org/wiki/ Q3084668"",""Q3084668"",57.7,516.1,0.1,33,2.418,4.34,4.93,4.99"
"958,""Kidepo Valley"",1430,1962,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",19.9240121580547,0,0,0,""https://www.wikidata.org/wiki/ Q1740874"",""Q1740874"",11.1,217.6,0,5.6,2.222,3.95,4.66,4.93"
"922,""Kilimanjaro National Park"",1831.81,1973,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",55.1063829787234,0,0,0,""https://www.wikidata.org/wiki/ Q756790"",""Q756790"",59.3,501.9,0,13.5,1.854,2.88,4.75,4.92"
"146627,""Kimbi-Fungom"",953.8,2015,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,0,6.7,0,2.9,2.645,3.81,4.76,4.84"
"303700,""Kirindy Mite"",2374.03281,1997,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",5.77203647416413,0,0,0,""https://www.wikidata.org/wiki/ Q1386661"",""Q1386661"",2.4,6.3,0,9.3,1.905,2.23,3.51,2.5"
"350003,""Kitulo Plateau National Park"",465.4,2005,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",11.1161094224924,0,0,0,""https://www.wikidata.org/wiki/ Q1743959"",""Q1743959"",58.8,126.2,0,9.7,1.854,2.88,4.75,4.92"
"62087,""Kogo"",4055,NA,""Federal or national ministry or agency"",""Not Reported"",""NGA"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.782,3.73,4.65,4.79"
"555547997,""Kom"",678.39,NA,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"2416,""Kora"",1787,1989,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",12.5252279635258,0,0,0,""https://www.wikidata.org/wiki/ Q1784196"",""Q1784196"",1,28,0,5.9,2.395,2.05,2.93,3.88"
"20058,""Korup"",1259,1986,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",12.3677811550152,0,0,1,""https://www.wikidata.org/wiki/ Q1784847"",""Q1784847"",0,4.8,0,6.4,2.645,3.81,4.76,4.84"
"317195,""Kouroufing"",557.7,2002,""Federal or national ministry or agency"",""Reported & Existent"",""MLI"",""Western Africa"",1.55683890577508,0,0,0,""https://www.wikidata.org/wiki/ Q3364460"",""Q3364460"",1.9,11.8,0,5.9,2.7,3.99,4.79,4.95"
"555512166,""Kpo Mountains"",837.090045,2003,""Federal or national ministry or agency"",""Not Reported"",""LBR"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,1.864,3.64,4.72,4.92"
"873,""Kruger National Park"",19169.1535952,1926,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",639.833434650456,0,0,4,""https://www.wikidata.org/wiki/ Q24451"",""Q24451"",11.1,96.6,2.8,17.2,2.321,2.15,1.4,4.38"
"1084,""Kundelungu"",8236.36043615,1970,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",3.72462006079027,0,0,0,""https://www.wikidata.org/wiki/ Q743112"",""Q743112"",2.7,24.2,0,5.4,3.109,4.16,4,1.66"
"19253,""Kuru Hills"",69.93,1955,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,1.855,3.68,4.99,4.97"
"68788,""Kyabobo National Park"",222,2003,""Federal or national ministry or agency"",""Reported & Existent"",""GHA"",""Western Africa"",4.35197568389058,0,0,0,""https://www.wikidata.org/wiki/ Q1638856"",""Q1638856"",0.5,27.4,0.1,5.1,1.796,1,1,1"
"2317,""Lake Malawi National Park"",87,1980,""Federal or national ministry or agency"",""Reported & Existent"",""MWI"",""Austral Africa"",14.8237082066869,0,0,0,""https://www.wikidata.org/wiki/ Q1077596"",""Q1077596"",7.8,947.7,0.7,5.6,1.898,3.15,4.82,4.28"
"924,""Lake Manyara National Park"",108.008459788,1960,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",45.2042553191489,0,0,0,""https://www.wikidata.org/wiki/ Q607533"",""Q607533"",40,123.5,0,1.7,1.854,2.88,4.75,4.92"
"19266,""Lake Mape/Mabesi"",75.11,NA,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,1.855,3.68,4.99,4.97"
"1441,""Lake Mburo"",370,1982,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",15.4401215805471,0,0,2,""https://www.wikidata.org/wiki/ Q591283"",""Q591283"",11.5,153.2,0.1,3.5,2.222,3.95,4.66,4.93"
"762,""Lake Nakuru"",188,1968,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q849508"",""Q849508"",88.4,620.5,1,26,2.395,2.05,2.93,3.88"
"19255,""Lake Sonfon"",51.8,NA,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",2.65531914893617,0,0,0,""https://www.wikidata.org/wiki/ Q3577165"",""Q3577165"",NA,NA,NA,NA,1.855,3.68,4.99,4.97"
"869,""Langue de Barbarie"",20,1976,""Federal or national ministry or agency"",""Reported & Existent"",""SEN"",""Western Africa"",6.86686930091185,0,0,0,""https://www.wikidata.org/wiki/ Q969752"",""Q969752"",NA,NA,NA,NA,1.84,3.15,4.67,4.84"
"10737,""Lantoto"",760,1986,""Federal or national ministry or agency"",""Reported & Absent"",""SSD"",""East Africa"",1.80364741641337,0,0,0,""https://www.wikidata.org/wiki/ Q6487628"",""Q6487628"",0.3,22.9,0,11.3,3.287,4.76,4.96,4.89"
"1094,""Lavushi Manda"",1582,1972,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.65775075987842,0,1,0,""https://www.wikidata.org/wiki/ Q1264070"",""Q1264070"",1.9,0,0,4.1,1.788,3.55,4.69,4.9"
"2315,""Lengwe National Park"",928.193536,1970,""Federal or national ministry or agency"",""Reported & Existent"",""MWI"",""Austral Africa"",4.39696048632219,0,0,0,""https://www.wikidata.org/wiki/ Q1104628"",""Q1104628"",34.7,101.2,0.1,4.6,1.898,3.15,4.82,4.28"
"20295,""Limpopo"",11233,2001,""Collaborative governance"",""Reported & Existent"",""MOZ"",""Austral Africa"",17.9142857142857,0,0,0,""https://www.wikidata.org/wiki/ Q1968897"",""Q1968897"",13.7,25.1,0.4,7.4,2.132,3.86,4.39,4.06"
"1089,""Liuwa Plain"",3252,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",19.9234042553191,0,1,0,""https://www.wikidata.org/wiki/ Q1471784"",""Q1471784"",0.1,3.2,0,0,1.788,3.55,4.69,4.9"
"2316,""Liwonde National Park"",505.671648,1973,""Government-delegated management"",""Reported & Existent"",""MWI"",""Austral Africa"",21.3428571428571,0,0,0,""https://www.wikidata.org/wiki/ Q2739189"",""Q2739189"",56.1,216.1,0.1,6.3,1.898,3.15,4.82,4.28"
"303874,""Loango"",1510,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",18.4273556231003,0,1,0,""https://www.wikidata.org/wiki/ Q1756690"",""Q1756690"",0.2,4.6,0,2.5,2.096,2.71,4.86,4.14"
"1245,""Lobéké"",2178.54,2001,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",5.40668693009119,0,0,0,""https://www.wikidata.org/wiki/ Q1815584"",""Q1815584"",0,0.1,0,0,2.645,3.81,4.76,4.84"
"1098,""Lochinvar"",406,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",4.4370820668693,0,1,0,""https://www.wikidata.org/wiki/ Q503514"",""Q503514"",53.7,113.2,0,5.4,1.788,3.55,4.69,4.9"
"2311,""Lokobe"",15.10145,1927,""Federal or national ministry or agency"",""Not Reported"",""MDG"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q1609060"",""Q1609060"",1.2,149.7,0.7,6.3,1.905,2.23,3.51,2.5"
"29968,""Loma Mountains"",332.01,1952,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",7.54893617021277,0,0,0,""https://www.wikidata.org/wiki/ Q1868712"",""Q1868712"",0,26.7,0,23.4,1.855,3.68,4.99,4.97"
"303875,""Lopé"",4942,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",9.22492401215806,0,0,1,""https://www.wikidata.org/wiki/ Q9055976"",""Q9055976"",0.1,2,0,4.6,2.096,2.71,4.86,4.14"
"7962,""Lower Zambezi"",4143,1983,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",11.5878419452888,0,1,0,""https://www.wikidata.org/wiki/ Q503518"",""Q503518"",2.1,11.5,0,5.6,1.788,3.55,4.69,4.9"
"1100,""Luambe"",361,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.44072948328267,0,1,0,""https://www.wikidata.org/wiki/ Q503525"",""Q503525"",1.4,2.6,0,2.4,1.788,3.55,4.69,4.9"
"1091,""Lukusuzi"",2646,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.46139817629179,0,1,0,""https://www.wikidata.org/wiki/ Q503879"",""Q503879"",16.1,6.4,0,4.6,1.788,3.55,4.69,4.9"
"1095,""Lusenga Plain"",898,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.36717325227964,0,1,0,""https://www.wikidata.org/wiki/ Q1877692"",""Q1877692"",4,0.8,0,1.6,1.788,3.55,4.69,4.9"
"555548872,""Ma Mbed Mbed"",181.58,2004,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"2277,""Mago"",1942,1971,""Sub-national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",12.8565349544073,0,0,0,""https://www.wikidata.org/wiki/ Q1651644"",""Q1651644"",3.2,91.5,0,1.6,2.507,3.95,4.81,4.91"
"7521,""Mahale Mts.National Park"",1465.01753828,1980,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",12.8857142857143,0,0,0,""https://www.wikidata.org/wiki/ Q1478367"",""Q1478367"",3.4,26.4,0,7.4,1.854,2.88,4.75,4.92"
"1080,""Maiko"",10885.7771182,1970,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",6.45045592705167,0,0,0,""https://www.wikidata.org/wiki/ Q428123"",""Q428123"",0,1.6,0,3.5,3.109,4.16,4,1.66"
"1224,""Makgadikgadi Pans"",4902,1992,""Federal or national ministry or agency"",""Not Reported"",""BWA"",""Austral Africa"",NA,0,0,0,NA,NA,0.4,0.1,0,5.8,1.812,2.01,4.56,4.18"
"19726,""Malka Mari"",876,1989,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",4.72036474164134,0,0,0,""https://www.wikidata.org/wiki/ Q19597810"",""Q19597810"",0,98.6,0,4.4,2.395,2.05,2.93,3.88"
"2531,""Mana Pools"",2196,1975,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",21.512462006079,0,0,0,""https://www.wikidata.org/wiki/ Q693254"",""Q693254"",1.1,1.8,0,12.2,2.302,3.79,4.44,4.89"
"642,""Manda"",1140,1969,""Not Reported"",""Not Reported"",""TCD"",""Central Africa"",4.16109422492401,0,0,0,""https://www.wikidata.org/wiki/ Q1109041"",""Q1109041"",14.1,6.4,0,7.7,2.549,3.99,4.98,4.95"
"317125,""Mangetti"",420,2008,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",4.81094224924012,0,0,0,""https://www.wikidata.org/wiki/ Q602768"",""Q602768"",2.8,3.8,0,3.9,1.845,4.07,4.51,4.97"
"2256,""Manovo-Gounda-Saint Floris"",18908.68,1933,""Not Reported"",""Not Reported"",""CAF"",""Central Africa"",6.29240121580547,0,0,0,""https://www.wikidata.org/wiki/ Q503835"",""Q503835"",0.6,4.6,0,2.3,3.072,4.78,4.98,4.97"
"26070,""Mantadia"",330.07213,1989,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",26.8012158054711,0,0,0,""https://www.wikidata.org/wiki/ Q2519690"",""Q2519690"",0.1,14.8,0,12.4,1.905,2.23,3.51,2.5"
"555548873,""Manyange na Elombo-Campo"",1137,2007,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"308687,""Mapungupwe National Park"",152.365226299,1998,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",30.5586626139818,0,0,0,""https://www.wikidata.org/wiki/ Q1892156"",""Q1892156"",15.8,5.6,0,33,2.321,2.15,1.4,4.38"
"722,""Marahoue National Park"",1010,1968,""Government-delegated management"",""Reported & Absent"",""CIV"",""Western Africa"",6.56656534954407,0,0,0,""https://www.wikidata.org/wiki/ Q1668658"",""Q1668658"",2.5,181,0.9,9.4,2.129,4.74,4.92,4.96"
"116257,""Marakele National Park"",586.18356413,1994,""Joint governance"",""Not Reported"",""ZAF"",""Austral Africa"",12.9592705167173,0,1,1,""https://www.wikidata.org/wiki/ Q1892280"",""Q1892280"",1.7,10.1,0.1,11.8,2.321,2.15,1.4,4.38"
"555542456,""Margibi Mangrove"",238.129766,2003,""Federal or national ministry or agency"",""Not Reported"",""LBR"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,1.864,3.64,4.72,4.92"
"2305,""Marojejy"",752.67436,1952,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",23.0079027355623,0,0,0,""https://www.wikidata.org/wiki/ Q2485097"",""Q2485097"",4.8,95.4,0.1,5.5,1.905,2.23,3.51,2.5"
"19565,""Marsabit"",145,NA,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",6.29908814589666,0,0,0,""https://www.wikidata.org/wiki/ Q1516724"",""Q1516724"",NA,NA,NA,NA,2.395,2.05,2.93,3.88"
"303695,""Masoala"",3100.94724,1997,""Non-profit organisations"",""Not Reported"",""MDG"",""Austral Africa"",17.8851063829787,0,0,0,""https://www.wikidata.org/wiki/ Q964116"",""Q964116"",0.8,35.5,0,1.1,1.905,2.23,3.51,2.5"
"1110,""Matopos"",424,1926,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",56.6571428571429,0,0,0,""https://www.wikidata.org/wiki/ Q1778838"",""Q1778838"",14.2,21.4,0,12.7,2.302,3.79,4.44,4.89"
"1107,""Matusadona"",1407,1975,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",6.59878419452887,0,0,0,""https://www.wikidata.org/wiki/ Q1375934"",""Q1375934"",1.1,36.5,0,3.8,2.302,3.79,4.44,4.89"
"301850,""Mayumba"",965,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",3.19817629179331,0,0,0,""https://www.wikidata.org/wiki/ Q3102654"",""Q3102654"",0.1,0.4,0,5.5,2.096,2.71,4.86,4.14"
"20166,""Mbam et Djerem"",4165.12,2000,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",2.73373860182371,0,0,0,""https://www.wikidata.org/wiki/ Q918211"",""Q918211"",0,0.1,0,3.6,2.645,3.81,4.76,4.84"
"317281,""Mbaéré-Bodingué"",872,2007,""Not Reported"",""Reported & Existent"",""CAF"",""Central Africa"",0.930699088145897,0,0,0,""https://www.wikidata.org/wiki/ Q6799652"",""Q6799652"",NA,NA,NA,NA,3.072,4.78,4.98,4.97"
"555548000,""Mefou"",10.44,2000,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"755,""Meru"",870,1966,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",18.3562310030395,0,0,2,""https://www.wikidata.org/wiki/ Q1755551"",""Q1755551"",63.7,146.4,0,9.8,2.395,2.05,2.93,3.88"
"313109,""Mgahinga Gorilla"",38,1930,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",16.0085106382979,0,0,2,""https://www.wikidata.org/wiki/ Q636655"",""Q636655"",96.1,694.4,0.3,5.8,2.222,3.95,4.66,4.93"
"354012,""Mikea"",2367.36907,2007,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q27576375"",""Q27576375"",NA,NA,NA,NA,1.905,2.23,3.51,2.5"
"919,""Mikumi National Park"",3233.87572209,1964,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",42.9993920972644,0,0,0,""https://www.wikidata.org/wiki/ Q1124728"",""Q1124728"",24.3,70,0,5.1,1.854,2.88,4.75,4.92"
"72324,""Minkebe"",7535,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",5.71367781155015,0,0,0,""https://www.wikidata.org/wiki/ Q1961377"",""Q1961377"",0,1.3,0,0.1,2.096,2.71,4.86,4.14"
"1402,""Mkomazi National Park"",3445.65418877,1951,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",9.32644376899696,0,1,0,""https://www.wikidata.org/wiki/ Q2671889"",""Q2671889"",15.4,57.5,0,7.2,1.854,2.88,4.75,4.92"
"669,""Mole"",4575.5,1971,""Federal or national ministry or agency"",""Reported & Existent"",""GHA"",""Western Africa"",40.0559270516717,0,0,0,""https://www.wikidata.org/wiki/ Q1585600"",""Q1585600"",3.3,9.6,0,5.4,1.796,1,1,1"
"555547994,""Mont Cameroun"",581.78,2009,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,6.9,363.5,0.8,5.3,2.645,3.81,4.76,4.84"
"724,""Mont Peko National Park"",340,1968,""Government-delegated management"",""Reported & Absent"",""CIV"",""Western Africa"",2.20668693009119,0,0,0,""https://www.wikidata.org/wiki/ Q370370"",""Q370370"",0.1,163.9,0.6,6.8,2.129,4.74,4.92,4.96"
"723,""Mont Sangbe National Park"",975.54,1976,""Government-delegated management"",""Reported & Absent"",""CIV"",""Western Africa"",2.47173252279635,0,0,0,""https://www.wikidata.org/wiki/ Q3364520"",""Q3364520"",0,15.5,0,16.5,2.129,4.74,4.92,4.96"
"2314,""Montagne d'Ambre"",586.69745,1958,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",7.58536585365854,0,0,0,""https://www.wikidata.org/wiki/ Q1968934"",""Q1968934"",10.4,12.2,0,4.9,1.905,2.23,3.51,2.5"
"20267,""Monte Alén"",2000,1990,""Not Reported"",""Not Reported"",""GNQ"",""Central Africa"",5.56474164133739,0,0,0,""https://www.wikidata.org/wiki/ Q6904640"",""Q6904640"",0,17.7,0.1,7.7,1.775,2.98,4.36,4.55"
"303872,""Monts Birougou"",683,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",1.98844984802432,0,0,0,""https://www.wikidata.org/wiki/ Q662606"",""Q662606"",0,0,0,2.6,2.096,2.71,4.86,4.14"
"306237,""Monts de Cristal"",1192,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",4.4516717325228,0,0,0,""https://www.wikidata.org/wiki/ Q5191298"",""Q5191298"",0,2,0,1.9,2.096,2.71,4.86,4.14"
"6937,""Morne Seychellois National Park"",31.29472012247,1979,""Federal or national ministry or agency"",""Not Reported"",""SYC"",""Austral Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"2347,""Mosi oa tunya"",70,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",36.2249240121581,0,1,0,""https://www.wikidata.org/wiki/ Q1323548"",""Q1323548"",7.3,729.2,2.8,20.2,1.788,3.55,4.69,4.9"
"303877,""Moukalaba-Doudou"",4458,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",2.50577507598784,0,0,0,""https://www.wikidata.org/wiki/ Q6918943"",""Q6918943"",0,2.6,0,5.1,2.096,2.71,4.86,4.14"
"28175,""Mount Elgon"",1110,1951,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",47.2462006079027,0,0,6,""https://www.wikidata.org/wiki/ Q1273335"",""Q1273335"",88.9,803.6,0.1,6.5,2.222,3.95,4.66,4.93"
"877,""Mountain Zebra National Park"",203.686633019,1937,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",15.3714285714286,0,0,0,""https://www.wikidata.org/wiki/ Q206508"",""Q206508"",5.6,43.8,0.4,24.9,2.321,2.15,1.4,4.38"
"610,""Mozogo Gokoro"",14,1968,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"555547993,""Mpem et Djim"",974.8,2004,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q26266820"",""Q26266820"",0,0.7,0,3.7,2.645,3.81,4.76,4.84"
"760,""Mt. Elgon"",169,1968,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",47.2462006079027,0,0,0,""https://www.wikidata.org/wiki/ Q1273335"",""Q1273335"",64.2,323.8,0,16.4,2.395,2.05,2.93,3.88"
"757,""Mt. Kenya"",715,1968,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",22.8109422492401,0,0,0,""https://www.wikidata.org/wiki/ Q1639468"",""Q1639468"",94.4,188.6,0.1,17.2,2.395,2.05,2.93,3.88"
"19562,""Mt. Longonot"",52,1983,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",NA,0,0,1,NA,NA,30.9,101.8,0.3,9.8,2.395,2.05,2.93,3.88"
"30051,""Mudumu"",716,1990,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",7.9355623100304,0,0,0,""https://www.wikidata.org/wiki/ Q265132"",""Q265132"",0,1,0,1.2,1.845,4.07,4.51,4.97"
"956,""Murchison Falls"",3877,1952,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",44.9586626139818,0,0,0,""https://www.wikidata.org/wiki/ Q1893242"",""Q1893242"",45.7,98,0,5.5,2.222,3.95,4.66,4.93"
"303878,""Mwagné"",1167,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",0.618037135278515,0,0,0,""https://www.wikidata.org/wiki/ Q9055981"",""Q9055981"",0,0,0,0.3,2.096,2.71,4.86,4.14"
"1090,""Mweru Wantipa"",3161,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.22066869300912,0,0,0,""https://www.wikidata.org/wiki/ Q649651"",""Q649651"",15.3,83.8,0.2,3,1.788,3.55,4.69,4.9"
