#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio,Eff_Resist,CWDTORRatio,CF_Centrality
542.0,146.0,195.0,-1.0,-1.0,1.0,1185.0,94731.515625,1.0,0.0,1618.0,79.9422072785,58.5485263443,-1.0,-1.0,5425.921968
543.0,146.0,196.0,-1.0,-1.0,1.0,1171.0,101891.226563,1.0,0.0,1847.0,87.0121490717,55.1657967315,-1.0,-1.0,9410.078039
544.0,146.0,203.0,-1.0,-1.0,1.0,1664.0,194133.359375,1.0,0.0,2869.0,116.666682317,67.6658624521,-1.0,-1.0,9976.589693
545.0,147.0,148.0,-1.0,-1.0,1.0,63.0,7010.0,1.0,1.0,80.0,111.26984127,87.625,-1.0,-1.0,11183.59581
546.0,147.0,152.0,-1.0,-1.0,1.0,113.0,12742.0644531,1.0,1.0,141.0,112.761632328,90.3692514404,-1.0,-1.0,6549.413195
547.0,147.0,192.0,-1.0,-1.0,1.0,1183.0,47572.3242188,1.0,0.0,1462.0,40.2132918164,32.539209452,-1.0,-1.0,6388.236984
548.0,148.0,151.0,-1.0,-1.0,1.0,172.0,19085.2089844,1.0,1.0,204.0,110.960517351,93.554946002,-1.0,-1.0,8808.140547
549.0,148.0,152.0,-1.0,-1.0,1.0,49.0,7428.35546875,1.0,1.0,88.0,151.599091199,84.4131303267,-1.0,-1.0,2433.858012
550.0,149.0,224.0,-1.0,-1.0,1.0,4136.0,252894.875,1.0,0.0,10583.0,61.1447956963,23.8963313805,-1.0,-1.0,19493.84022
551.0,149.0,240.0,-1.0,-1.0,1.0,2596.0,140273.984375,1.0,1.0,3183.0,54.0346627022,44.0697406142,-1.0,-1.0,29027.88072
552.0,149.0,250.0,-1.0,-1.0,-15.0,4225.0,331692.71875,1.0,0.0,11206.0,78.5071523669,29.5995644075,-1.0,-1.0,-1.0
553.0,149.0,273.0,-1.0,-1.0,1.0,2688.0,179669.390625,1.0,1.0,3588.0,66.8412911551,50.0750809992,-1.0,-1.0,24982.07002
554.0,149.0,359.0,-1.0,-1.0,-15.0,3775.0,605333.0,1.0,0.0,7324.0,160.353112583,82.6506007646,-1.0,-1.0,-1.0
555.0,149.0,390.0,-1.0,-1.0,-15.0,3894.0,601568.4375,0.0,1.0,7209.0,154.485988059,83.4468632959,-1.0,-1.0,-1.0
556.0,150.0,155.0,-1.0,-1.0,1.0,60.0,7085.20996094,1.0,1.0,84.0,118.086832682,84.3477376302,-1.0,-1.0,8951.168891
557.0,150.0,160.0,-1.0,-1.0,1.0,164.0,20256.7832031,1.0,1.0,216.0,123.516970751,93.7814037181,-1.0,-1.0,3660.921135
558.0,151.0,152.0,-1.0,-1.0,1.0,128.0,15010.0,1.0,1.0,160.0,117.265625,93.8125,-1.0,-1.0,10753.13526
559.0,151.0,161.0,-1.0,-1.0,1.0,979.0,137877.484375,0.0,1.0,1195.0,140.835019791,115.378648013,-1.0,-1.0,6535.895469
560.0,151.0,164.0,-1.0,-1.0,1.0,907.0,140039.046875,1.0,0.0,1127.0,154.398067117,124.258249224,-1.0,-1.0,6339.493362
561.0,151.0,185.0,-1.0,-1.0,1.0,1101.0,139456.8125,1.0,1.0,1263.0,126.663771571,110.417112035,-1.0,-1.0,5190.230725
562.0,152.0,185.0,-1.0,-1.0,1.0,1227.0,152285.25,1.0,1.0,1391.0,124.111858191,109.478971963,-1.0,-1.0,5669.515449
563.0,152.0,192.0,-1.0,-1.0,1.0,1146.0,57809.109375,1.0,1.0,1558.0,50.4442490183,37.1046915116,-1.0,-1.0,6475.019629
564.0,153.0,200.0,-1.0,-1.0,-15.0,1369.0,493394.5,1.0,1.0,2431.0,360.405040175,202.959481695,-1.0,-1.0,-1.0
565.0,153.0,204.0,-1.0,-1.0,1.0,1253.0,306115.5625,1.0,1.0,1568.0,244.306115323,195.226761798,-1.0,-1.0,6304.51658
566.0,153.0,240.0,-1.0,-1.0,-15.0,2116.0,403297.21875,0.0,1.0,2724.0,190.594148748,148.053310848,-1.0,-1.0,-1.0
567.0,153.0,269.0,-1.0,-1.0,1.0,2019.0,288687.875,0.0,1.0,8232.0,142.985574542,35.0689838435,-1.0,-1.0,13541.49899
568.0,154.0,155.0,-1.0,-1.0,1.0,183.0,56000.0,1.0,1.0,200.0,306.010928962,280.0,-1.0,-1.0,8061.138837
569.0,154.0,162.0,-1.0,-1.0,1.0,238.0,63798.9882813,1.0,1.0,277.0,268.062975972,230.321257333,-1.0,-1.0,7243.04268
570.0,154.0,181.0,-1.0,-1.0,-15.0,1458.0,119943.890625,0.0,1.0,1591.0,82.2660429527,75.388994736,-1.0,-1.0,-1.0
571.0,154.0,202.0,-1.0,-1.0,-15.0,1855.0,165952.84375,0.0,1.0,5280.0,89.4624494609,31.4304628314,-1.0,-1.0,-1.0
572.0,154.0,281.0,-1.0,-1.0,-15.0,3383.0,202000.84375,0.0,1.0,6766.0,59.7105656961,29.8552828481,-1.0,-1.0,-1.0
573.0,154.0,444.0,-1.0,-1.0,-15.0,4319.0,306142.59375,1.0,1.0,5517.0,70.8827491896,55.4907728385,-1.0,-1.0,-1.0
574.0,154.0,448.0,-1.0,-1.0,1.0,4348.0,290627.46875,0.0,1.0,5163.0,66.8416441467,56.2904258667,-1.0,-1.0,28040.62667
575.0,155.0,160.0,-1.0,-1.0,1.0,137.0,15570.4912109,1.0,1.0,169.0,113.653220518,92.1330840882,-1.0,-1.0,5929.555619
576.0,155.0,162.0,-1.0,-1.0,1.0,112.0,12000.0,1.0,1.0,120.0,107.142857143,100.0,-1.0,-1.0,5061.668178
577.0,156.0,158.0,-1.0,-1.0,1.0,144.0,16256.7832031,1.0,1.0,176.0,112.894327799,92.3680863812,-1.0,-1.0,4135.148714
578.0,156.0,269.0,-1.0,-1.0,1.0,398.0,26674.9863281,1.0,1.0,454.0,67.0225787138,58.7554764936,-1.0,-1.0,6673.208016
579.0,157.0,158.0,-1.0,-1.0,1.0,206.0,22742.0644531,1.0,1.0,241.0,110.398371132,94.3654126685,-1.0,-1.0,5293.16132
580.0,157.0,159.0,-1.0,-1.0,1.0,90.0,26438.3554688,1.0,1.0,128.0,293.759505209,206.5496521,-1.0,-1.0,4227.203173
581.0,157.0,163.0,-1.0,-1.0,1.0,123.0,13913.6367188,1.0,1.0,153.0,113.118997714,90.9388020837,-1.0,-1.0,3966.537441
582.0,157.0,165.0,-1.0,-1.0,1.0,68.0,8485.28125,1.0,1.0,84.0,124.783547794,101.015252976,-1.0,-1.0,9370.085618
583.0,158.0,163.0,-1.0,-1.0,1.0,163.0,17913.6367188,1.0,1.0,193.0,109.899611772,92.8167705637,-1.0,-1.0,5015.908466
584.0,158.0,269.0,-1.0,-1.0,1.0,483.0,35645.5507813,1.0,1.0,544.0,73.8003121766,65.5249095244,-1.0,-1.0,5761.655706
585.0,159.0,161.0,-1.0,-1.0,1.0,33.0,4256.78271484,1.0,1.0,56.0,128.993415601,76.0139770507,-1.0,-1.0,8390.705866
586.0,159.0,164.0,-1.0,-1.0,1.0,55.0,14256.7832031,1.0,1.0,76.0,259.214240056,187.589252672,-1.0,-1.0,3928.63555
587.0,159.0,165.0,-1.0,-1.0,-15.0,112.0,28296.7832031,1.0,1.0,176.0,252.649850028,160.77717729,-1.0,-1.0,-1.0
588.0,159.0,167.0,-1.0,-1.0,1.0,56.0,6256.78271484,1.0,1.0,76.0,111.728262765,82.3260883532,-1.0,-1.0,4981.04671
589.0,160.0,162.0,-1.0,-1.0,1.0,74.0,9656.85449219,1.0,1.0,96.0,130.498033678,100.592234294,-1.0,-1.0,7688.826852
590.0,160.0,174.0,-1.0,-1.0,1.0,1078.0,56537.0429688,1.0,0.0,1225.0,52.4462365202,46.1526881378,-1.0,-1.0,4891.834914
591.0,160.0,181.0,-1.0,-1.0,1.0,1057.0,47343.3984375,1.0,1.0,1182.0,44.7903485691,40.0536365799,-1.0,-1.0,4991.412052
592.0,161.0,164.0,-1.0,-1.0,1.0,9.0,9010.0,1.0,1.0,20.0,1001.11111111,450.5,-1.0,-1.0,3073.611784
593.0,161.0,167.0,-1.0,-1.0,1.0,83.0,9085.20996094,1.0,1.0,104.0,109.460360975,87.357788086,-1.0,-1.0,4719.880139
594.0,161.0,170.0,-1.0,-1.0,1.0,163.0,17010.0,0.0,1.0,180.0,104.355828221,94.5,-1.0,-1.0,2574.378918
595.0,161.0,185.0,-1.0,-1.0,-15.0,413.0,39153.4960938,0.0,1.0,473.0,94.8026539801,82.7769473442,-1.0,-1.0,-1.0
596.0,162.0,181.0,-1.0,-1.0,1.0,1138.0,52953.3242188,1.0,1.0,1262.0,46.5319193487,41.9598448643,-1.0,-1.0,5501.591301
597.0,162.0,202.0,-1.0,-1.0,1.0,1540.0,99633.2265625,1.0,0.0,1771.0,64.6969003653,56.2581742307,-1.0,-1.0,5621.624754
598.0,162.0,444.0,-1.0,-1.0,-15.0,4171.0,333624.5625,1.0,0.0,5452.0,79.9867088228,61.1930598863,-1.0,-1.0,-1.0
599.0,163.0,165.0,-1.0,-1.0,1.0,144.0,16000.0,1.0,1.0,160.0,111.111111111,100.0,-1.0,-1.0,5249.708113
600.0,163.0,175.0,-1.0,-1.0,1.0,236.0,28142.1347656,1.0,1.0,281.0,119.246333753,100.149945785,-1.0,-1.0,2845.482384
601.0,163.0,269.0,-1.0,-1.0,1.0,522.0,43874.046875,1.0,1.0,612.0,84.049898228,71.6896190768,-1.0,-1.0,5933.028795
602.0,164.0,167.0,-1.0,-1.0,-15.0,112.0,18095.2089844,1.0,0.0,124.0,161.564365932,145.929104713,-1.0,-1.0,-1.0
603.0,164.0,170.0,-1.0,-1.0,1.0,147.0,25656.8535156,1.0,0.0,176.0,174.536418473,145.777576793,-1.0,-1.0,1623.378992
604.0,164.0,176.0,-1.0,-1.0,1.0,211.0,32256.7832031,1.0,0.0,256.0,152.875749778,126.003059387,-1.0,-1.0,1920.014844
605.0,164.0,185.0,-1.0,-1.0,-15.0,382.0,47390.2773438,1.0,0.0,469.0,124.058317654,101.045367471,-1.0,-1.0,-1.0
606.0,165.0,167.0,-1.0,-1.0,1.0,28.0,3428.35571289,1.0,1.0,48.0,122.44127546,71.4240773519,-1.0,-1.0,12142.81467
607.0,165.0,175.0,-1.0,-1.0,1.0,197.0,21913.6367188,1.0,1.0,233.0,111.236734613,94.0499429991,-1.0,-1.0,2463.045902
608.0,166.0,168.0,-1.0,-1.0,1.0,43.0,56.5685424805,1.0,1.0,56.0,1.31554749955,1.01015254429,-1.0,-1.0,7787.082347
609.0,166.0,169.0,-1.0,-1.0,1.0,21.0,48.2842712402,1.0,1.0,48.0,2.29925101144,1.0059223175,-1.0,-1.0,13926.56309
610.0,166.0,172.0,-1.0,-1.0,1.0,418.0,7389.41113281,1.0,1.0,459.0,17.6780170641,16.0989349299,-1.0,-1.0,4390.365969
611.0,166.0,173.0,-1.0,-1.0,1.0,90.0,116.56854248,1.0,1.0,116.0,1.29520602756,1.00490122828,-1.0,-1.0,6238.82063
612.0,166.0,174.0,-1.0,-1.0,-15.0,574.0,23397.6953125,0.0,1.0,627.0,40.7625353876,37.316898425,-1.0,-1.0,-1.0
613.0,166.0,181.0,-1.0,-1.0,1.0,696.0,31502.5488281,0.0,1.0,812.0,45.262282799,38.7962423991,-1.0,-1.0,4197.999133
614.0,167.0,170.0,-1.0,-1.0,1.0,133.0,14742.0644531,1.0,1.0,161.0,110.842589873,91.5656177211,-1.0,-1.0,4249.316045
615.0,167.0,171.0,-1.0,-1.0,1.0,154.0,17428.3554688,1.0,1.0,188.0,113.171139408,92.7040184511,-1.0,-1.0,4334.522543
616.0,167.0,175.0,-1.0,-1.0,1.0,212.0,23798.9902344,1.0,1.0,237.0,112.259387898,100.417680314,-1.0,-1.0,3075.044294
617.0,168.0,172.0,-1.0,-1.0,1.0,407.0,7399.70556641,1.0,1.0,469.0,18.1810947578,15.777623809,-1.0,-1.0,4344.508516
618.0,168.0,173.0,-1.0,-1.0,1.0,79.0,104.852813721,1.0,1.0,104.0,1.32725080659,1.00820013193,-1.0,-1.0,8279.884267
619.0,168.0,179.0,-1.0,-1.0,1.0,498.0,13441.1269531,0.0,1.0,571.0,26.9902147653,23.5396268881,-1.0,-1.0,4466.974856
620.0,168.0,184.0,-1.0,-1.0,1.0,493.0,7482.54833984,0.0,1.0,552.0,15.1775828394,13.5553411954,-1.0,-1.0,4704.476235
621.0,169.0,173.0,-1.0,-1.0,1.0,58.0,80.0,1.0,1.0,80.0,1.37931034483,1.0,-1.0,-1.0,10059.25171
622.0,169.0,177.0,-1.0,-1.0,1.0,198.0,224.852813721,1.0,1.0,224.0,1.13562027132,1.00380720411,-1.0,-1.0,15478.51835
623.0,169.0,178.0,-1.0,-1.0,1.0,326.0,8389.25976563,1.0,1.0,1629.0,25.7339256614,5.14994460751,-1.0,-1.0,10672.79738
624.0,170.0,171.0,-1.0,-1.0,-15.0,72.0,8486.63964844,1.0,1.0,156.0,117.869995117,54.4015362079,-1.0,-1.0,-1.0
625.0,170.0,176.0,-1.0,-1.0,1.0,40.0,5010.0,1.0,1.0,60.0,125.25,83.5,-1.0,-1.0,7386.761944
626.0,170.0,185.0,-1.0,-1.0,-15.0,223.0,20143.4941406,0.0,1.0,273.0,90.3295701372,73.7856928227,-1.0,-1.0,-1.0
627.0,171.0,175.0,-1.0,-1.0,1.0,216.0,42742.0625,1.0,1.0,281.0,197.879918981,152.106983986,-1.0,-1.0,2442.334434
628.0,171.0,176.0,-1.0,-1.0,1.0,20.0,3428.35571289,1.0,1.0,48.0,171.417785644,71.4240773519,-1.0,-1.0,6342.93394
629.0,171.0,180.0,-1.0,-1.0,-15.0,79.0,8438.35546875,1.0,1.0,108.0,106.814626187,78.1329210069,-1.0,-1.0,-1.0
630.0,172.0,173.0,-1.0,-1.0,1.0,457.0,7410.0,1.0,0.0,480.0,16.2144420131,15.4375,-1.0,-1.0,4430.941966
631.0,172.0,174.0,-1.0,-1.0,1.0,112.0,12000.0,1.0,1.0,120.0,107.142857143,100.0,-1.0,-1.0,5523.691729
632.0,172.0,179.0,-1.0,-1.0,1.0,74.0,8828.42675781,1.0,1.0,88.0,119.303064295,100.323031339,-1.0,-1.0,3972.692039
633.0,172.0,184.0,-1.0,-1.0,1.0,156.0,14220.0,1.0,0.0,360.0,91.1538461538,39.5,-1.0,-1.0,1799.191716
634.0,173.0,177.0,-1.0,-1.0,1.0,171.0,193.137084961,1.0,1.0,193.0,1.1294566372,1.00071028477,-1.0,-1.0,14988.7903
635.0,173.0,184.0,-1.0,-1.0,1.0,504.0,7492.84277344,1.0,1.0,562.0,14.8667515346,13.332460451,-1.0,-1.0,4781.015714
636.0,173.0,186.0,-1.0,-1.0,1.0,281.0,326.274169922,0.0,1.0,326.0,1.16111804243,1.00084101203,-1.0,-1.0,12248.8351
637.0,173.0,190.0,-1.0,-1.0,-15.0,314.0,9145.828125,1.0,1.0,2385.0,29.1268411624,3.83472877358,-1.0,-1.0,-1.0
638.0,173.0,193.0,-1.0,-1.0,-15.0,504.0,9323.81835938,0.0,1.0,2563.0,18.4996396019,3.63785343714,-1.0,-1.0,-1.0
639.0,173.0,197.0,-1.0,-1.0,-15.0,723.0,29828.671875,0.0,1.0,3088.0,41.2568075726,9.65954400097,-1.0,-1.0,-1.0
640.0,173.0,208.0,-1.0,-1.0,-15.0,738.0,9651.51367188,0.0,1.0,2891.0,13.0779318047,3.33846892836,-1.0,-1.0,-1.0
641.0,174.0,179.0,-1.0,-1.0,1.0,107.0,11313.7089844,1.0,1.0,113.0,105.735597985,100.121318446,-1.0,-1.0,3706.342458
642.0,174.0,181.0,-1.0,-1.0,1.0,113.0,14485.28125,1.0,1.0,144.0,128.188329646,100.592230903,-1.0,-1.0,3541.809835
643.0,175.0,180.0,-1.0,-1.0,1.0,266.0,45085.2109375,1.0,1.0,304.0,169.493274201,148.306614926,-1.0,-1.0,2989.191574
644.0,175.0,269.0,-1.0,-1.0,1.0,399.0,35498.5625,1.0,1.0,537.0,88.9688283208,66.10533054,-1.0,-1.0,8191.137442
645.0,176.0,180.0,-1.0,-1.0,1.0,15.0,4000.0,1.0,1.0,40.0,266.666666667,100.0,-1.0,-1.0,13487.4463
646.0,176.0,185.0,-1.0,-1.0,-15.0,135.0,14095.2099609,1.0,1.0,164.0,104.408962673,85.9464022006,-1.0,-1.0,-1.0
647.0,177.0,178.0,-1.0,-1.0,1.0,210.0,8762.98535156,1.0,1.0,2002.0,41.7285016741,4.37711556022,-1.0,-1.0,9860.477291
648.0,177.0,182.0,-1.0,-1.0,1.0,65.0,104.852813721,1.0,1.0,104.0,1.61312021109,1.00820013193,-1.0,-1.0,15283.41948
649.0,177.0,186.0,-1.0,-1.0,1.0,147.0,180.0,1.0,1.0,180.0,1.22448979592,1.0,-1.0,-1.0,6647.224453
650.0,177.0,190.0,-1.0,-1.0,-15.0,260.0,9239.55371094,1.0,0.0,2479.0,35.5367450421,3.72712937109,-1.0,-1.0,-1.0
651.0,178.0,182.0,-1.0,-1.0,1.0,178.0,8809.84863281,1.0,1.0,2049.0,49.493531645,4.29958449625,-1.0,-1.0,9645.729084
652.0,178.0,187.0,-1.0,-1.0,1.0,203.0,221.421356201,1.0,1.0,221.0,1.09074559705,1.00190658914,-1.0,-1.0,118565.8591
653.0,178.0,201.0,-1.0,-1.0,1.0,653.0,696.56854248,0.0,1.0,696.0,1.06672058573,1.00081687138,-1.0,-1.0,45034.3098
654.0,178.0,209.0,-1.0,-1.0,1.0,743.0,3777.69555664,1.0,0.0,807.0,5.08438163747,4.68115930191,-1.0,-1.0,31417.65523
655.0,178.0,221.0,-1.0,-1.0,1.0,2202.0,76768.0,0.0,1.0,2505.0,34.8628519528,30.6459081836,-1.0,-1.0,4128.519094
656.0,178.0,224.0,-1.0,-1.0,1.0,2443.0,95880.6953125,0.0,1.0,2697.0,39.2471122851,35.5508696005,-1.0,-1.0,6331.310861
657.0,179.0,181.0,-1.0,-1.0,1.0,137.0,17656.8535156,1.0,1.0,176.0,128.88214245,100.323031339,-1.0,-1.0,4587.963789
658.0,179.0,183.0,-1.0,-1.0,1.0,44.0,6000.0,1.0,1.0,60.0,136.363636364,100.0,-1.0,-1.0,3108.63409
659.0,179.0,184.0,-1.0,-1.0,1.0,68.0,10485.28125,1.0,1.0,104.0,154.1953125,100.820012019,-1.0,-1.0,2772.733141
660.0,180.0,185.0,-1.0,-1.0,1.0,71.0,8485.28125,1.0,1.0,84.0,119.511003521,101.015252976,-1.0,-1.0,15442.2468
661.0,180.0,269.0,-1.0,-1.0,1.0,575.0,80070.203125,1.0,1.0,809.0,139.252527174,98.9742931088,-1.0,-1.0,4807.931435
662.0,181.0,183.0,-1.0,-1.0,1.0,129.0,16828.4277344,1.0,1.0,168.0,130.452928174,100.169212705,-1.0,-1.0,4508.196611
663.0,181.0,197.0,-1.0,-1.0,1.0,411.0,40119.0507813,1.0,1.0,647.0,97.6132622416,62.0078064626,-1.0,-1.0,3298.879164
664.0,181.0,202.0,-1.0,-1.0,1.0,654.0,68828.7734375,1.0,1.0,877.0,105.24277284,78.4820677737,-1.0,-1.0,7778.232853
665.0,182.0,186.0,-1.0,-1.0,1.0,42.0,68.2842712402,1.0,1.0,68.0,1.62581598191,1.00418045941,-1.0,-1.0,7264.847621
666.0,182.0,187.0,-1.0,-1.0,1.0,100.0,8996.7109375,1.0,1.0,2236.0,89.967109375,4.02357376453,-1.0,-1.0,12019.86328
667.0,183.0,184.0,-1.0,-1.0,1.0,52.0,8000.0,1.0,1.0,80.0,153.846153846,100.0,-1.0,-1.0,4656.119612
668.0,183.0,197.0,-1.0,-1.0,1.0,337.0,35428.3554688,1.0,1.0,368.0,105.128651243,96.2727050783,-1.0,-1.0,3425.089825
669.0,184.0,190.0,-1.0,-1.0,-15.0,603.0,16622.9355469,1.0,0.0,2932.0,27.5670572917,5.66948688503,-1.0,-1.0,-1.0
670.0,184.0,193.0,-1.0,-1.0,-15.0,584.0,16800.9257813,1.0,0.0,3110.0,28.7687085296,5.40222693932,-1.0,-1.0,-1.0
671.0,184.0,197.0,-1.0,-1.0,1.0,313.0,34000.0,1.0,1.0,340.0,108.626198083,100.0,-1.0,-1.0,3688.198271
672.0,185.0,192.0,-1.0,-1.0,1.0,1810.0,200475.640625,1.0,1.0,2722.0,110.760022445,73.6501251378,-1.0,-1.0,5721.635152
673.0,185.0,267.0,-1.0,-1.0,-15.0,1917.0,144864.984375,1.0,0.0,4689.0,75.568588615,30.894643714,-1.0,-1.0,-1.0
674.0,185.0,269.0,-1.0,-1.0,1.0,598.0,83588.1875,1.0,1.0,671.0,139.779577759,124.572559613,-1.0,-1.0,5284.295018
675.0,186.0,187.0,-1.0,-1.0,-15.0,34.0,9064.99609375,1.0,1.0,2304.0,266.617532169,3.93446011013,-1.0,-1.0,-1.0
676.0,186.0,189.0,-1.0,-1.0,1.0,13.0,9010.0,1.0,1.0,20.0,693.076923077,450.5,-1.0,-1.0,12325.98097
677.0,186.0,190.0,-1.0,-1.0,-15.0,115.0,9143.13671875,1.0,1.0,153.0,79.5055366848,59.7590635212,-1.0,-1.0,-1.0
678.0,187.0,189.0,-1.0,-1.0,1.0,24.0,40.0,1.0,1.0,40.0,1.66666666667,1.0,-1.0,-1.0,76063.66479
679.0,187.0,199.0,-1.0,-1.0,1.0,333.0,364.852813721,1.0,1.0,364.0,1.09565409526,1.00234289484,-1.0,-1.0,22681.29074
680.0,187.0,201.0,-1.0,-1.0,1.0,403.0,444.852813721,1.0,1.0,444.0,1.10385313578,1.00192075162,-1.0,-1.0,14425.05427
681.0,187.0,209.0,-1.0,-1.0,1.0,632.0,3632.25390625,1.0,0.0,662.0,5.74723719343,5.48678837802,-1.0,-1.0,26120.29341
682.0,188.0,191.0,-1.0,-1.0,1.0,37.0,56.5685424805,1.0,1.0,56.0,1.5288795265,1.01015254429,-1.0,-1.0,1468.034007
683.0,188.0,200.0,-1.0,-1.0,-15.0,1183.0,658997.1875,1.0,1.0,15168.0,557.055948859,43.4465445345,-1.0,-1.0,-1.0
684.0,188.0,269.0,-1.0,-1.0,1.0,113.0,133.137084961,1.0,1.0,133.0,1.17820429169,1.00103071399,-1.0,-1.0,2934.033922
685.0,189.0,190.0,-1.0,-1.0,1.0,70.0,84.8528137207,1.0,1.0,84.0,1.21218305315,1.01015254429,-1.0,-1.0,34680.83864
686.0,189.0,193.0,-1.0,-1.0,1.0,252.0,274.558441162,1.0,1.0,274.0,1.08951762366,1.00203810643,-1.0,-1.0,32704.34702
687.0,189.0,199.0,-1.0,-1.0,1.0,277.0,300.0,1.0,1.0,300.0,1.08303249097,1.0,-1.0,-1.0,18488.04286
688.0,190.0,193.0,-1.0,-1.0,1.0,149.0,181.421356201,1.0,1.0,181.0,1.21759299464,1.00232793481,-1.0,-1.0,34147.85337
689.0,191.0,200.0,-1.0,-1.0,-15.0,1172.0,659117.1875,1.0,1.0,15288.0,562.386678754,43.1133691457,-1.0,-1.0,-1.0
690.0,191.0,269.0,-1.0,-1.0,-15.0,201.0,226.274169922,1.0,1.0,226.0,1.12574213892,1.00121314125,-1.0,-1.0,-1.0
691.0,191.0,275.0,-1.0,-1.0,-15.0,2559.0,420809.90625,0.0,1.0,12583.0,164.443105217,33.4427327545,-1.0,-1.0,-1.0
692.0,192.0,194.0,-1.0,-1.0,1.0,293.0,69286.78125,1.0,1.0,376.0,236.473656143,184.273354388,-1.0,-1.0,7117.706271
693.0,192.0,206.0,-1.0,-1.0,1.0,466.0,67206.5703125,1.0,1.0,516.0,144.220107967,130.245291303,-1.0,-1.0,5991.142205
694.0,192.0,267.0,-1.0,-1.0,1.0,523.0,67311.421875,1.0,1.0,621.0,128.702527486,108.391983696,-1.0,-1.0,5981.072339
695.0,192.0,269.0,-1.0,-1.0,-15.0,2324.0,127988.8125,0.0,1.0,4040.0,55.0726387694,31.6803991337,-1.0,-1.0,-1.0
696.0,193.0,197.0,-1.0,-1.0,1.0,467.0,20484.8535156,1.0,0.0,504.0,43.8647826887,40.6445506262,-1.0,-1.0,6126.133259
697.0,193.0,199.0,-1.0,-1.0,1.0,327.0,366.274169922,1.0,1.0,366.0,1.12010449517,1.00074909815,-1.0,-1.0,11714.42185
698.0,193.0,208.0,-1.0,-1.0,1.0,294.0,322.842712402,1.0,1.0,322.0,1.09810446395,1.00261711926,-1.0,-1.0,75832.50955
699.0,194.0,195.0,-1.0,-1.0,1.0,466.0,42598.4179688,1.0,1.0,537.0,91.4129140961,79.3266628842,-1.0,-1.0,7722.141129
700.0,194.0,198.0,-1.0,-1.0,1.0,187.0,19398.5605469,1.0,1.0,277.0,103.735617898,70.0309045014,-1.0,-1.0,12524.86951
701.0,194.0,206.0,-1.0,-1.0,1.0,480.0,66843.8984375,1.0,1.0,547.0,139.258121745,122.20091122,-1.0,-1.0,4147.681669
702.0,195.0,196.0,-1.0,-1.0,1.0,80.0,26939.9921875,1.0,1.0,549.0,336.749902344,49.0710240209,-1.0,-1.0,17883.37775
703.0,195.0,198.0,-1.0,-1.0,1.0,301.0,34115.2109375,1.0,1.0,384.0,113.339571221,88.8416951497,-1.0,-1.0,3982.068754
704.0,195.0,215.0,-1.0,-1.0,1.0,580.0,60711.9023438,1.0,0.0,1100.0,104.675693696,55.1926384944,-1.0,-1.0,5687.68099
705.0,195.0,220.0,-1.0,-1.0,1.0,738.0,46808.4726563,0.0,1.0,1057.0,63.4261147104,44.2842693059,-1.0,-1.0,5765.025334
706.0,196.0,203.0,-1.0,-1.0,1.0,967.0,109175.414063,1.0,0.0,1294.0,112.901152082,84.3704900023,-1.0,-1.0,9838.90453
707.0,196.0,207.0,-1.0,-1.0,1.0,892.0,100232.34375,1.0,0.0,1191.0,112.368098374,84.1581391688,-1.0,-1.0,11009.99582
708.0,196.0,215.0,-1.0,-1.0,1.0,545.0,66843.8359375,1.0,1.0,1052.0,122.649240252,63.5397680014,-1.0,-1.0,2884.05601
709.0,196.0,217.0,-1.0,-1.0,1.0,818.0,82773.3984375,1.0,1.0,1030.0,101.18997364,80.3625227549,-1.0,-1.0,7707.18307
710.0,196.0,220.0,-1.0,-1.0,1.0,756.0,52940.4023438,0.0,1.0,1009.0,70.0269872272,52.468188646,-1.0,-1.0,5442.61384
711.0,196.0,229.0,-1.0,-1.0,1.0,847.0,85085.453125,0.0,1.0,1753.0,100.455080431,48.5370525528,-1.0,-1.0,5469.421689
712.0,197.0,202.0,-1.0,-1.0,1.0,223.0,39455.84375,1.0,1.0,314.0,176.932034753,125.655553344,-1.0,-1.0,12198.51139
713.0,197.0,208.0,-1.0,-1.0,1.0,184.0,20189.7050781,1.0,1.0,209.0,109.726658033,96.6014597038,-1.0,-1.0,5658.838048
714.0,197.0,212.0,-1.0,-1.0,-15.0,505.0,27039.1875,0.0,1.0,709.0,53.5429455446,38.1370768688,-1.0,-1.0,-1.0
715.0,198.0,206.0,-1.0,-1.0,1.0,531.0,63898.0625,1.0,1.0,757.0,120.335334275,84.4095937913,-1.0,-1.0,6523.674283
716.0,198.0,215.0,-1.0,-1.0,1.0,654.0,60774.9882813,1.0,0.0,894.0,92.9281166381,67.9809712319,-1.0,-1.0,7216.198114
717.0,198.0,218.0,-1.0,-1.0,1.0,579.0,55085.6210938,1.0,1.0,764.0,95.1392419582,72.1015982903,-1.0,-1.0,1928.333143
718.0,198.0,220.0,-1.0,-1.0,1.0,659.0,46871.5546875,1.0,1.0,851.0,71.1252726669,55.0782076234,-1.0,-1.0,7434.565861
719.0,198.0,267.0,-1.0,-1.0,-15.0,538.0,64074.6289063,1.0,1.0,934.0,119.097823246,68.6023864093,-1.0,-1.0,-1.0
