"parentId","fact","value","factLabel","valueLabel","hab","year","month","NNN","EEE","kausi","year2","route","feeders","f1","f2","fhab","loglengthkm","fkausi","year2st","NNNst","EEEst","fyear"
"JX.100288","routeLengthBiotopeB",1800,"Route length urban","1800","B",1987,1,678,331,2,1987,"MNP.291",7,5,2,"B",0.587786664902119,"2",-18.9746548743517,-8.83958030783458,-5.56758440827525,"1987"
"JX.100292","routeLengthBiotopeB",1800,"Route length urban","1800","B",1990,1,678,331,2,1990,"MNP.291",7,5,2,"B",0.587786664902119,"2",-15.9746548743517,-8.83958030783458,-5.56758440827525,"1990"
"JX.100304","routeLengthBiotopeB",1800,"Route length urban","1800","B",1997,1,678,331,2,1997,"MNP.291",3,3,0,"B",0.587786664902119,"2",-8.9746548743517,-8.83958030783458,-5.56758440827525,"1997"
"JX.100313","routeLengthBiotopeB",1800,"Route length urban","1800","B",2001,1,678,331,2,2001,"MNP.291",4,4,0,"B",0.587786664902119,"2",-4.9746548743517,-8.83958030783458,-5.56758440827525,"2001"
"JX.100315","routeLengthBiotopeB",1800,"Route length urban","1800","B",2002,12,678,331,2,2003,"MNP.291",4,4,0,"B",0.587786664902119,"2",-2.9746548743517,-8.83958030783458,-5.56758440827525,"2002"
"JX.100672","routeLengthBiotopeB",3900,"Route length urban","3900","B",1987,1,677,339,2,1987,"MNP.296",20,20,0,"B",1.3609765531356,"2",-18.9746548743517,-9.83958030783458,2.43241559172475,"1987"
"JX.100675","routeLengthBiotopeB",3900,"Route length urban","3900","B",1987,12,677,339,2,1988,"MNP.296",20,20,0,"B",1.3609765531356,"2",-17.9746548743517,-9.83958030783458,2.43241559172475,"1987"
"JX.100678","routeLengthBiotopeB",3900,"Route length urban","3900","B",1988,12,677,339,2,1989,"MNP.296",20,20,0,"B",1.3609765531356,"2",-16.9746548743517,-9.83958030783458,2.43241559172475,"1988"
"JX.100681","routeLengthBiotopeB",3900,"Route length urban","3900","B",1990,1,677,339,2,1990,"MNP.296",13,12,1,"B",1.3609765531356,"2",-15.9746548743517,-9.83958030783458,2.43241559172475,"1990"
"JX.100684","routeLengthBiotopeB",3900,"Route length urban","3900","B",1991,1,677,339,2,1991,"MNP.296",16,15,1,"B",1.3609765531356,"2",-14.9746548743517,-9.83958030783458,2.43241559172475,"1991"
"JX.100687","routeLengthBiotopeB",4800,"Route length urban","4800","B",1991,12,677,339,2,1992,"MNP.296",15,15,0,"B",1.56861591791385,"2",-13.9746548743517,-9.83958030783458,2.43241559172475,"1991"
"JX.100690","routeLengthBiotopeB",4800,"Route length urban","4800","B",1992,12,677,339,2,1993,"MNP.296",20,20,0,"B",1.56861591791385,"2",-12.9746548743517,-9.83958030783458,2.43241559172475,"1992"
"JX.100693","routeLengthBiotopeB",4800,"Route length urban","4800","B",1994,1,677,339,2,1994,"MNP.296",20,20,0,"B",1.56861591791385,"2",-11.9746548743517,-9.83958030783458,2.43241559172475,"1994"
"JX.100696","routeLengthBiotopeB",4800,"Route length urban","4800","B",1995,1,677,339,2,1995,"MNP.296",20,20,0,"B",1.56861591791385,"2",-10.9746548743517,-9.83958030783458,2.43241559172475,"1995"
"JX.100699","routeLengthBiotopeB",5000,"Route length urban","5000","B",1996,1,677,339,2,1996,"MNP.296",23,23,0,"B",1.6094379124341,"2",-9.9746548743517,-9.83958030783458,2.43241559172475,"1996"
"JX.100702","routeLengthBiotopeB",4800,"Route length urban","4800","B",1996,12,677,339,2,1997,"MNP.296",22,20,2,"B",1.56861591791385,"2",-8.9746548743517,-9.83958030783458,2.43241559172475,"1996"
"JX.100705","routeLengthBiotopeB",4800,"Route length urban","4800","B",1997,12,677,339,2,1998,"MNP.296",0,0,0,NA,1.56861591791385,"2",-7.9746548743517,-9.83958030783458,2.43241559172475,"1997"
"JX.100708","routeLengthBiotopeB",4800,"Route length urban","4800","B",1998,12,677,339,2,1999,"MNP.296",22,20,2,"B",1.56861591791385,"2",-6.9746548743517,-9.83958030783458,2.43241559172475,"1998"
"JX.100711","routeLengthBiotopeB",4800,"Route length urban","4800","B",2000,1,677,339,2,2000,"MNP.296",18,18,0,"B",1.56861591791385,"2",-5.9746548743517,-9.83958030783458,2.43241559172475,"2000"
"JX.100714","routeLengthBiotopeB",4800,"Route length urban","4800","B",2000,12,677,339,2,2001,"MNP.296",20,20,0,"B",1.56861591791385,"2",-4.9746548743517,-9.83958030783458,2.43241559172475,"2000"
"JX.100717","routeLengthBiotopeB",4800,"Route length urban","4800","B",2002,1,677,339,2,2002,"MNP.296",22,22,0,"B",1.56861591791385,"2",-3.9746548743517,-9.83958030783458,2.43241559172475,"2002"
"JX.100720","routeLengthBiotopeB",4800,"Route length urban","4800","B",2003,1,677,339,2,2003,"MNP.296",0,0,0,NA,1.56861591791385,"2",-2.9746548743517,-9.83958030783458,2.43241559172475,"2003"
"JX.100723","routeLengthBiotopeB",4800,"Route length urban","4800","B",2004,1,677,339,2,2004,"MNP.296",0,0,0,NA,1.56861591791385,"2",-1.9746548743517,-9.83958030783458,2.43241559172475,"2004"
"JX.100726","routeLengthBiotopeB",5000,"Route length urban","5000","B",2005,1,677,339,2,2005,"MNP.296",0,0,0,NA,1.6094379124341,"2",-0.9746548743517,-9.83958030783458,2.43241559172475,"2005"
"JX.100729","routeLengthBiotopeB",5800,"Route length urban","5800","B",2005,12,677,339,2,2006,"MNP.296",21,20,1,"B",1.75785791755237,"2",0.0253451256483004,-9.83958030783458,2.43241559172475,"2005"
"JX.100732","routeLengthBiotopeB",5800,"Route length urban","5800","B",2006,12,677,339,2,2007,"MNP.296",21,20,1,"B",1.75785791755237,"2",1.0253451256483,-9.83958030783458,2.43241559172475,"2006"
"JX.100735","routeLengthBiotopeB",5800,"Route length urban","5800","B",2008,1,677,339,2,2008,"MNP.296",21,20,1,"B",1.75785791755237,"2",2.0253451256483,-9.83958030783458,2.43241559172475,"2008"
"JX.100738","routeLengthBiotopeB",5900,"Route length urban","5900","B",2009,1,677,339,2,2009,"MNP.296",21,20,1,"B",1.77495235091167,"2",3.0253451256483,-9.83958030783458,2.43241559172475,"2009"
"JX.100920","routeLengthBiotopeB",4300,"Route length urban","4300","B",2009,1,676,341,2,2009,"MNP.298",11,11,0,"B",1.45861502269952,"2",3.0253451256483,-10.8395803078346,4.43241559172475,"2009"
"JX.101069","routeLengthBiotopeB",9500,"Route length urban","9500","B",1986,12,676,343,2,1987,"MNP.300",0,0,0,NA,2.2512917986065,"2",-18.9746548743517,-10.8395803078346,6.43241559172475,"1986"
"JX.101070","routeLengthBiotopeB",9500,"Route length urban","9500","B",1987,12,676,343,2,1988,"MNP.300",10,10,0,"B",2.2512917986065,"2",-17.9746548743517,-10.8395803078346,6.43241559172475,"1987"
"JX.101071","routeLengthBiotopeB",9500,"Route length urban","9500","B",1988,12,676,343,2,1989,"MNP.300",0,0,0,NA,2.2512917986065,"2",-16.9746548743517,-10.8395803078346,6.43241559172475,"1988"
"JX.101072","routeLengthBiotopeB",9500,"Route length urban","9500","B",1989,12,676,343,2,1990,"MNP.300",5,5,0,"B",2.2512917986065,"2",-15.9746548743517,-10.8395803078346,6.43241559172475,"1989"
"JX.101073","routeLengthBiotopeB",9500,"Route length urban","9500","B",1990,12,676,343,2,1991,"MNP.300",12,10,2,"B",2.2512917986065,"2",-14.9746548743517,-10.8395803078346,6.43241559172475,"1990"
"JX.101074","routeLengthBiotopeB",9500,"Route length urban","9500","B",1991,12,676,343,2,1992,"MNP.300",10,10,0,"B",2.2512917986065,"2",-13.9746548743517,-10.8395803078346,6.43241559172475,"1991"
"JX.101075","routeLengthBiotopeB",9500,"Route length urban","9500","B",1992,12,676,343,2,1993,"MNP.300",10,10,0,"B",2.2512917986065,"2",-12.9746548743517,-10.8395803078346,6.43241559172475,"1992"
"JX.101076","routeLengthBiotopeB",9500,"Route length urban","9500","B",1993,12,676,343,2,1994,"MNP.300",15,15,0,"B",2.2512917986065,"2",-11.9746548743517,-10.8395803078346,6.43241559172475,"1993"
"JX.101077","routeLengthBiotopeB",9500,"Route length urban","9500","B",1994,12,676,343,2,1995,"MNP.300",15,15,0,"B",2.2512917986065,"2",-10.9746548743517,-10.8395803078346,6.43241559172475,"1994"
"JX.101078","routeLengthBiotopeB",11500,"Route length urban","11500","B",1995,12,676,343,2,1996,"MNP.300",20,20,0,"B",2.4423470353692,"2",-9.9746548743517,-10.8395803078346,6.43241559172475,"1995"
"JX.101079","routeLengthBiotopeB",11500,"Route length urban","11500","B",1996,12,676,343,2,1997,"MNP.300",20,20,0,"B",2.4423470353692,"2",-8.9746548743517,-10.8395803078346,6.43241559172475,"1996"
"JX.101080","routeLengthBiotopeB",12500,"Route length urban","12500","B",1997,12,676,343,2,1998,"MNP.300",20,20,0,"B",2.52572864430826,"2",-7.9746548743517,-10.8395803078346,6.43241559172475,"1997"
"JX.101081","routeLengthBiotopeB",12500,"Route length urban","12500","B",1998,12,676,343,2,1999,"MNP.300",20,20,0,"B",2.52572864430826,"2",-6.9746548743517,-10.8395803078346,6.43241559172475,"1998"
"JX.101082","routeLengthBiotopeB",12500,"Route length urban","12500","B",1999,12,676,343,2,2000,"MNP.300",20,20,0,"B",2.52572864430826,"2",-5.9746548743517,-10.8395803078346,6.43241559172475,"1999"
"JX.101083","routeLengthBiotopeB",12500,"Route length urban","12500","B",2000,12,676,343,2,2001,"MNP.300",30,30,0,"B",2.52572864430826,"2",-4.9746548743517,-10.8395803078346,6.43241559172475,"2000"
"JX.101084","routeLengthBiotopeB",12500,"Route length urban","12500","B",2001,12,676,343,2,2002,"MNP.300",20,20,0,"B",2.52572864430826,"2",-3.9746548743517,-10.8395803078346,6.43241559172475,"2001"
"JX.101085","routeLengthBiotopeB",12500,"Route length urban","12500","B",2002,12,676,343,2,2003,"MNP.300",20,20,0,"B",2.52572864430826,"2",-2.9746548743517,-10.8395803078346,6.43241559172475,"2002"
"JX.101086","routeLengthBiotopeB",12500,"Route length urban","12500","B",2004,1,676,343,2,2004,"MNP.300",25,25,0,"B",2.52572864430826,"2",-1.9746548743517,-10.8395803078346,6.43241559172475,"2004"
"JX.101087","routeLengthBiotopeB",12500,"Route length urban","12500","B",2004,12,676,343,2,2005,"MNP.300",20,20,0,"B",2.52572864430826,"2",-0.9746548743517,-10.8395803078346,6.43241559172475,"2004"
"JX.101088","routeLengthBiotopeB",12500,"Route length urban","12500","B",2005,12,676,343,2,2006,"MNP.300",20,20,0,"B",2.52572864430826,"2",0.0253451256483004,-10.8395803078346,6.43241559172475,"2005"
"JX.101089","routeLengthBiotopeB",12500,"Route length urban","12500","B",2006,12,676,343,2,2007,"MNP.300",20,20,0,"B",2.52572864430826,"2",1.0253451256483,-10.8395803078346,6.43241559172475,"2006"
"JX.101090","routeLengthBiotopeB",12500,"Route length urban","12500","B",2007,12,676,343,2,2008,"MNP.300",25,25,0,"B",2.52572864430826,"2",2.0253451256483,-10.8395803078346,6.43241559172475,"2007"
"JX.101380","routeLengthBiotopeB",6500,"Route length urban","6500","B",1993,12,701,322,2,1994,"MNP.3049",5,0,5,NA,1.87180217690159,"2",-11.9746548743517,14.1604196921654,-14.5675844082753,"1993"
"JX.101383","routeLengthBiotopeB",6000,"Route length urban","6000","B",1996,1,701,322,2,1996,"MNP.3049",0,0,0,NA,1.79175946922805,"2",-9.9746548743517,14.1604196921654,-14.5675844082753,"1996"
"JX.101385","routeLengthBiotopeB",7500,"Route length urban","7500","B",1997,1,701,322,2,1997,"MNP.3049",5,5,0,"B",2.01490302054226,"2",-8.9746548743517,14.1604196921654,-14.5675844082753,"1997"
"JX.101387","routeLengthBiotopeB",6000,"Route length urban","6000","B",1998,1,701,322,2,1998,"MNP.3049",5,5,0,"B",1.79175946922805,"2",-7.9746548743517,14.1604196921654,-14.5675844082753,"1998"
"JX.101389","routeLengthBiotopeB",6000,"Route length urban","6000","B",1999,12,701,322,2,2000,"MNP.3049",5,5,0,"B",1.79175946922805,"2",-5.9746548743517,14.1604196921654,-14.5675844082753,"1999"
"JX.102019","routeLengthBiotopeB",2500,"Route length urban","2500","B",1989,1,676,356,2,1989,"MNP.313",0,0,0,NA,0.916290731874155,"2",-16.9746548743517,-10.8395803078346,19.4324155917247,"1989"
"JX.102020","routeLengthBiotopeB",2500,"Route length urban","2500","B",1989,12,676,356,2,1990,"MNP.313",0,0,0,NA,0.916290731874155,"2",-15.9746548743517,-10.8395803078346,19.4324155917247,"1989"
"JX.102021","routeLengthBiotopeB",2500,"Route length urban","2500","B",1990,12,676,356,2,1991,"MNP.313",0,0,0,NA,0.916290731874155,"2",-14.9746548743517,-10.8395803078346,19.4324155917247,"1990"
"JX.102022","routeLengthBiotopeB",2500,"Route length urban","2500","B",1991,12,676,356,2,1992,"MNP.313",0,0,0,NA,0.916290731874155,"2",-13.9746548743517,-10.8395803078346,19.4324155917247,"1991"
"JX.102023","routeLengthBiotopeB",2500,"Route length urban","2500","B",1992,12,676,356,2,1993,"MNP.313",0,0,0,NA,0.916290731874155,"2",-12.9746548743517,-10.8395803078346,19.4324155917247,"1992"
"JX.102489","routeLengthBiotopeB",6000,"Route length urban","6000","B",1986,12,681,324,2,1987,"MNP.321",6,6,0,"B",1.79175946922805,"2",-18.9746548743517,-5.83958030783458,-12.5675844082753,"1986"
"JX.102492","routeLengthBiotopeB",6000,"Route length urban","6000","B",1988,1,681,324,2,1988,"MNP.321",0,0,0,NA,1.79175946922805,"2",-17.9746548743517,-5.83958030783458,-12.5675844082753,"1988"
"JX.102495","routeLengthBiotopeB",6000,"Route length urban","6000","B",1988,12,681,324,2,1989,"MNP.321",18,18,0,"B",1.79175946922805,"2",-16.9746548743517,-5.83958030783458,-12.5675844082753,"1988"
"JX.102498","routeLengthBiotopeB",6000,"Route length urban","6000","B",1989,12,681,324,2,1990,"MNP.321",20,20,0,"B",1.79175946922805,"2",-15.9746548743517,-5.83958030783458,-12.5675844082753,"1989"
"JX.102501","routeLengthBiotopeB",6000,"Route length urban","6000","B",1990,12,681,324,2,1991,"MNP.321",0,0,0,NA,1.79175946922805,"2",-14.9746548743517,-5.83958030783458,-12.5675844082753,"1990"
"JX.102504","routeLengthBiotopeB",6000,"Route length urban","6000","B",1991,12,681,324,2,1992,"MNP.321",0,0,0,NA,1.79175946922805,"2",-13.9746548743517,-5.83958030783458,-12.5675844082753,"1991"
"JX.102507","routeLengthBiotopeB",6000,"Route length urban","6000","B",1992,12,681,324,2,1993,"MNP.321",0,0,0,NA,1.79175946922805,"2",-12.9746548743517,-5.83958030783458,-12.5675844082753,"1992"
"JX.102510","routeLengthBiotopeB",6000,"Route length urban","6000","B",1994,1,681,324,2,1994,"MNP.321",0,0,0,NA,1.79175946922805,"2",-11.9746548743517,-5.83958030783458,-12.5675844082753,"1994"
"JX.102513","routeLengthBiotopeB",6000,"Route length urban","6000","B",1994,12,681,324,2,1995,"MNP.321",0,0,0,NA,1.79175946922805,"2",-10.9746548743517,-5.83958030783458,-12.5675844082753,"1994"
"JX.102516","routeLengthBiotopeB",6000,"Route length urban","6000","B",1995,12,681,324,2,1996,"MNP.321",0,0,0,NA,1.79175946922805,"2",-9.9746548743517,-5.83958030783458,-12.5675844082753,"1995"
"JX.102728","routeLengthBiotopeB",2800,"Route length urban","2800","B",1986,12,681,332,2,1987,"MNP.325",29,26,3,"B",1.02961941718116,"2",-18.9746548743517,-5.83958030783458,-4.56758440827525,"1986"
"JX.102729","routeLengthBiotopeB",2800,"Route length urban","2800","B",1987,12,681,332,2,1988,"MNP.325",32,31,1,"B",1.02961941718116,"2",-17.9746548743517,-5.83958030783458,-4.56758440827525,"1987"
"JX.102730","routeLengthBiotopeB",2800,"Route length urban","2800","B",1988,12,681,332,2,1989,"MNP.325",28,25,3,"B",1.02961941718116,"2",-16.9746548743517,-5.83958030783458,-4.56758440827525,"1988"
"JX.102731","routeLengthBiotopeB",2800,"Route length urban","2800","B",1989,12,681,332,2,1990,"MNP.325",27,21,6,"B",1.02961941718116,"2",-15.9746548743517,-5.83958030783458,-4.56758440827525,"1989"
"JX.102732","routeLengthBiotopeB",2800,"Route length urban","2800","B",1991,1,681,332,2,1991,"MNP.325",25,22,3,"B",1.02961941718116,"2",-14.9746548743517,-5.83958030783458,-4.56758440827525,"1991"
"JX.102733","routeLengthBiotopeB",2800,"Route length urban","2800","B",1991,12,681,332,2,1992,"MNP.325",27,22,5,"B",1.02961941718116,"2",-13.9746548743517,-5.83958030783458,-4.56758440827525,"1991"
"JX.102734","routeLengthBiotopeB",3100,"Route length urban","3100","B",1992,12,681,332,2,1993,"MNP.325",22,19,3,"B",1.1314021114911,"2",-12.9746548743517,-5.83958030783458,-4.56758440827525,"1992"
"JX.102737","routeLengthBiotopeB",3100,"Route length urban","3100","B",1993,12,681,332,2,1994,"MNP.325",28,22,6,"B",1.1314021114911,"2",-11.9746548743517,-5.83958030783458,-4.56758440827525,"1993"
"JX.102740","routeLengthBiotopeB",3100,"Route length urban","3100","B",1994,12,681,332,2,1995,"MNP.325",33,26,7,"B",1.1314021114911,"2",-10.9746548743517,-5.83958030783458,-4.56758440827525,"1994"
"JX.102743","routeLengthBiotopeB",3100,"Route length urban","3100","B",1995,12,681,332,2,1996,"MNP.325",34,30,4,"B",1.1314021114911,"2",-9.9746548743517,-5.83958030783458,-4.56758440827525,"1995"
"JX.102746","routeLengthBiotopeB",3100,"Route length urban","3100","B",1996,12,681,332,2,1997,"MNP.325",26,19,7,"B",1.1314021114911,"2",-8.9746548743517,-5.83958030783458,-4.56758440827525,"1996"
"JX.102749","routeLengthBiotopeB",3100,"Route length urban","3100","B",1997,12,681,332,2,1998,"MNP.325",30,20,10,"B",1.1314021114911,"2",-7.9746548743517,-5.83958030783458,-4.56758440827525,"1997"
"JX.102752","routeLengthBiotopeB",3100,"Route length urban","3100","B",1998,12,681,332,2,1999,"MNP.325",33,30,3,"B",1.1314021114911,"2",-6.9746548743517,-5.83958030783458,-4.56758440827525,"1998"
"JX.102755","routeLengthBiotopeB",3100,"Route length urban","3100","B",2000,1,681,332,2,2000,"MNP.325",34,30,4,"B",1.1314021114911,"2",-5.9746548743517,-5.83958030783458,-4.56758440827525,"2000"
"JX.102758","routeLengthBiotopeB",3100,"Route length urban","3100","B",2000,12,681,332,2,2001,"MNP.325",23,20,3,"B",1.1314021114911,"2",-4.9746548743517,-5.83958030783458,-4.56758440827525,"2000"
"JX.102761","routeLengthBiotopeB",3100,"Route length urban","3100","B",2002,1,681,332,2,2002,"MNP.325",22,20,2,"B",1.1314021114911,"2",-3.9746548743517,-5.83958030783458,-4.56758440827525,"2002"
"JX.102764","routeLengthBiotopeB",2600,"Route length urban","2600","B",2002,12,681,332,2,2003,"MNP.325",53,50,3,"B",0.955511445027436,"2",-2.9746548743517,-5.83958030783458,-4.56758440827525,"2002"
"JX.102767","routeLengthBiotopeB",2600,"Route length urban","2600","B",2003,12,681,332,2,2004,"MNP.325",43,40,3,"B",0.955511445027436,"2",-1.9746548743517,-5.83958030783458,-4.56758440827525,"2003"
"JX.102770","routeLengthBiotopeB",2600,"Route length urban","2600","B",2004,12,681,332,2,2005,"MNP.325",43,40,3,"B",0.955511445027436,"2",-0.9746548743517,-5.83958030783458,-4.56758440827525,"2004"
"JX.102773","routeLengthBiotopeB",3100,"Route length urban","3100","B",2005,12,681,332,2,2006,"MNP.325",45,40,5,"B",1.1314021114911,"2",0.0253451256483004,-5.83958030783458,-4.56758440827525,"2005"
"JX.102776","routeLengthBiotopeB",3100,"Route length urban","3100","B",2006,12,681,332,2,2007,"MNP.325",24,20,4,"B",1.1314021114911,"2",1.0253451256483,-5.83958030783458,-4.56758440827525,"2006"
"JX.102779","routeLengthBiotopeB",3100,"Route length urban","3100","B",2007,12,681,332,2,2008,"MNP.325",23,20,3,"B",1.1314021114911,"2",2.0253451256483,-5.83958030783458,-4.56758440827525,"2007"
"JX.102782","routeLengthBiotopeB",3100,"Route length urban","3100","B",2008,12,681,332,2,2009,"MNP.325",33,30,3,"B",1.1314021114911,"2",3.0253451256483,-5.83958030783458,-4.56758440827525,"2008"
"JX.102789","routeLengthBiotopeB",6200,"Route length urban","6200","B",1991,12,697,353,2,1992,"MNP.3251",4,0,4,NA,1.82454929205105,"2",-13.9746548743517,10.1604196921654,16.4324155917247,"1991"
"JX.102792","routeLengthBiotopeB",3900,"Route length urban","3900","B",1993,1,697,353,2,1993,"MNP.3251",3,1,2,"B",1.3609765531356,"2",-12.9746548743517,10.1604196921654,16.4324155917247,"1993"
"JX.102795","routeLengthBiotopeB",3900,"Route length urban","3900","B",1993,12,697,353,2,1994,"MNP.3251",2,0,2,NA,1.3609765531356,"2",-11.9746548743517,10.1604196921654,16.4324155917247,"1993"
"JX.102798","routeLengthBiotopeB",3900,"Route length urban","3900","B",1995,1,697,353,2,1995,"MNP.3251",1,1,0,"B",1.3609765531356,"2",-10.9746548743517,10.1604196921654,16.4324155917247,"1995"
"JX.102800","routeLengthBiotopeB",3900,"Route length urban","3900","B",1996,1,697,353,2,1996,"MNP.3251",4,3,1,"B",1.3609765531356,"2",-9.9746548743517,10.1604196921654,16.4324155917247,"1996"
"JX.102802","routeLengthBiotopeB",3900,"Route length urban","3900","B",1996,12,697,353,2,1997,"MNP.3251",11,7,4,"B",1.3609765531356,"2",-8.9746548743517,10.1604196921654,16.4324155917247,"1996"
"JX.102805","routeLengthBiotopeB",3900,"Route length urban","3900","B",1997,12,697,353,2,1998,"MNP.3251",7,4,3,"B",1.3609765531356,"2",-7.9746548743517,10.1604196921654,16.4324155917247,"1997"
"JX.102808","routeLengthBiotopeB",3900,"Route length urban","3900","B",1998,12,697,353,2,1999,"MNP.3251",9,7,2,"B",1.3609765531356,"2",-6.9746548743517,10.1604196921654,16.4324155917247,"1998"
"JX.102811","routeLengthBiotopeB",3900,"Route length urban","3900","B",1999,12,697,353,2,2000,"MNP.3251",8,7,1,"B",1.3609765531356,"2",-5.9746548743517,10.1604196921654,16.4324155917247,"1999"
"JX.102814","routeLengthBiotopeB",3900,"Route length urban","3900","B",2000,12,697,353,2,2001,"MNP.3251",8,6,2,"B",1.3609765531356,"2",-4.9746548743517,10.1604196921654,16.4324155917247,"2000"
"JX.102817","routeLengthBiotopeB",3900,"Route length urban","3900","B",2001,12,697,353,2,2002,"MNP.3251",7,5,2,"B",1.3609765531356,"2",-3.9746548743517,10.1604196921654,16.4324155917247,"2001"
"JX.102820","routeLengthBiotopeB",3900,"Route length urban","3900","B",2003,1,697,353,2,2003,"MNP.3251",3,2,1,"B",1.3609765531356,"2",-2.9746548743517,10.1604196921654,16.4324155917247,"2003"
"JX.102823","routeLengthBiotopeB",3900,"Route length urban","3900","B",2003,12,697,353,2,2004,"MNP.3251",3,1,2,"B",1.3609765531356,"2",-1.9746548743517,10.1604196921654,16.4324155917247,"2003"
"JX.102826","routeLengthBiotopeB",3900,"Route length urban","3900","B",2004,12,697,353,2,2005,"MNP.3251",4,1,3,"B",1.3609765531356,"2",-0.9746548743517,10.1604196921654,16.4324155917247,"2004"
"JX.102829","routeLengthBiotopeB",3900,"Route length urban","3900","B",2005,12,697,353,2,2006,"MNP.3251",1,1,0,"B",1.3609765531356,"2",0.0253451256483004,10.1604196921654,16.4324155917247,"2005"
"JX.102832","routeLengthBiotopeB",3900,"Route length urban","3900","B",2006,12,697,353,2,2007,"MNP.3251",2,1,1,"B",1.3609765531356,"2",1.0253451256483,10.1604196921654,16.4324155917247,"2006"
"JX.102835","routeLengthBiotopeB",3900,"Route length urban","3900","B",2007,12,697,353,2,2008,"MNP.3251",2,1,1,"B",1.3609765531356,"2",2.0253451256483,10.1604196921654,16.4324155917247,"2007"
"JX.102838","routeLengthBiotopeB",3900,"Route length urban","3900","B",2008,12,697,353,2,2009,"MNP.3251",1,0,1,NA,1.3609765531356,"2",3.0253451256483,10.1604196921654,16.4324155917247,"2008"
"JX.102973","routeLengthBiotopeB",2500,"Route length urban","2500","B",1991,12,733,340,2,1992,"MNP.3257",22,22,0,"B",0.916290731874155,"2",-13.9746548743517,46.1604196921654,3.43241559172475,"1991"
"JX.102974","routeLengthBiotopeB",4500,"Route length urban","4500","B",1992,1,671,324,2,1992,"MNP.3258",5,5,0,"B",1.50407739677627,"2",-13.9746548743517,-15.8395803078346,-12.5675844082753,"1992"
"JX.102977","routeLengthBiotopeB",4500,"Route length urban","4500","B",1993,1,671,324,2,1993,"MNP.3258",9,9,0,"B",1.50407739677627,"2",-12.9746548743517,-15.8395803078346,-12.5675844082753,"1993"
"JX.102980","routeLengthBiotopeB",4500,"Route length urban","4500","B",1994,1,671,324,2,1994,"MNP.3258",12,12,0,"B",1.50407739677627,"2",-11.9746548743517,-15.8395803078346,-12.5675844082753,"1994"
"JX.102982","routeLengthBiotopeB",4500,"Route length urban","4500","B",2006,1,671,324,2,2006,"MNP.3258",9,9,0,"B",1.50407739677627,"2",0.0253451256483004,-15.8395803078346,-12.5675844082753,"2006"
"JX.103203","routeLengthBiotopeB",7800,"Route length urban","7800","B",1992,12,708,330,2,1993,"MNP.3264",34,25,9,"B",2.05412373369555,"2",-12.9746548743517,21.1604196921654,-6.56758440827525,"1992"
"JX.103206","routeLengthBiotopeB",7800,"Route length urban","7800","B",1993,12,708,330,2,1994,"MNP.3264",21,15,6,"B",2.05412373369555,"2",-11.9746548743517,21.1604196921654,-6.56758440827525,"1993"
"JX.103209","routeLengthBiotopeB",7800,"Route length urban","7800","B",1994,12,708,330,2,1995,"MNP.3264",11,8,3,"B",2.05412373369555,"2",-10.9746548743517,21.1604196921654,-6.56758440827525,"1994"
"JX.103212","routeLengthBiotopeB",7800,"Route length urban","7800","B",1995,12,708,330,2,1996,"MNP.3264",9,6,3,"B",2.05412373369555,"2",-9.9746548743517,21.1604196921654,-6.56758440827525,"1995"
"JX.103215","routeLengthBiotopeB",7800,"Route length urban","7800","B",1996,12,708,330,2,1997,"MNP.3264",13,10,3,"B",2.05412373369555,"2",-8.9746548743517,21.1604196921654,-6.56758440827525,"1996"
"JX.103218","routeLengthBiotopeB",7800,"Route length urban","7800","B",1997,12,708,330,2,1998,"MNP.3264",10,8,2,"B",2.05412373369555,"2",-7.9746548743517,21.1604196921654,-6.56758440827525,"1997"
"JX.103221","routeLengthBiotopeB",7800,"Route length urban","7800","B",1998,12,708,330,2,1999,"MNP.3264",13,11,2,"B",2.05412373369555,"2",-6.9746548743517,21.1604196921654,-6.56758440827525,"1998"
"JX.103224","routeLengthBiotopeB",7800,"Route length urban","7800","B",1999,12,708,330,2,2000,"MNP.3264",10,8,2,"B",2.05412373369555,"2",-5.9746548743517,21.1604196921654,-6.56758440827525,"1999"
"JX.103227","routeLengthBiotopeB",7800,"Route length urban","7800","B",2000,12,708,330,2,2001,"MNP.3264",6,6,0,"B",2.05412373369555,"2",-4.9746548743517,21.1604196921654,-6.56758440827525,"2000"
"JX.103230","routeLengthBiotopeB",7800,"Route length urban","7800","B",2002,1,708,330,2,2002,"MNP.3264",10,9,1,"B",2.05412373369555,"2",-3.9746548743517,21.1604196921654,-6.56758440827525,"2002"
"JX.103233","routeLengthBiotopeB",7800,"Route length urban","7800","B",2002,12,708,330,2,2003,"MNP.3264",16,14,2,"B",2.05412373369555,"2",-2.9746548743517,21.1604196921654,-6.56758440827525,"2002"
"JX.103236","routeLengthBiotopeB",7800,"Route length urban","7800","B",2004,1,708,330,2,2004,"MNP.3264",9,6,3,"B",2.05412373369555,"2",-1.9746548743517,21.1604196921654,-6.56758440827525,"2004"
"JX.103239","routeLengthBiotopeB",7800,"Route length urban","7800","B",2005,1,708,330,2,2005,"MNP.3264",13,10,3,"B",2.05412373369555,"2",-0.9746548743517,21.1604196921654,-6.56758440827525,"2005"
