Date,River,River Status,Time in,Time out,Pot,Male,Female,Male Carapace Length (cm),Male Carapace Length 2 (cm),Female Carapace Length (cm),Female Carapace Length 2 (cm),Comments
9/02/2019,Gundi Kecil,Open,,,49,,,,,,,
9/02/2019,Gundi Kecil,Open,,,50,,,,,,,
9/02/2019,Gundi Kecil,Open,,,51,,,,,,,
9/02/2019,Gundi Kecil,Open,,,52,,,,,,,
9/02/2019,Gundi Kecil,Open,,,53,,,,,,,
9/02/2019,Gundi Kecil,Open,,,54,,,,,,,
9/02/2019,Gundi Kecil,Open,,,55,,,,,,,
9/02/2019,Gundi Kecil,Open,,,56,,,,,,,
9/02/2019,Gundi Kecil,Open,,,57,,,,,,,
9/02/2019,Gundi Kecil,Open,,,58,,,,,,,
9/02/2019,Gundi Kecil,Open,,,59,,,,,,,
9/02/2019,Gundi Kecil,Open,,,60,,,,,,,
9/02/2019,Gundi Kecil,Open,,,61,,,,,,,
9/02/2019,Gundi Kecil,Open,,,62,,,,,,,
9/02/2019,Gundi Kecil,Open,,,63,,,,,,,
9/02/2019,Gundi Kecil,Open,,,64,,,,,,,
9/02/2019,Gundi Kecil,Open,,,65,,,,,,,
9/02/2019,Gundi Kecil,Open,,,66,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,1,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,2,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,3,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,4,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,5,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,6,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,7,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,8,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,9,1,,15.4,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,10,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,11,1,,16.8,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,12,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,13,,,,,,,nug
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,14,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,15,,,,,,,Horseshoe crab
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,16,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,17,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,18,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,19,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,20,,,,,,,
10/02/2019,Piyai Besar,Closed,5:00pm,11:00 AM,21,,,,,,,weird ass fish
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,1,,,,,,,nug
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,2,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,3,,,,,,,prawn
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,4,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,5,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,6,,,,,,,prawn
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,7,,,,,,,prawn
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,8,,,,,,,nug
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,9,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,10,,,,,,,nug + gast
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,11,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,12,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,13,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,14,1,,15,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,15,,,,,,,nugget
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,16,,,,,,,nugget
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,17,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,18,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,19,,,,,,,
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,20,,,,,,,nug
10/02/2019,Panjang Kecil,Closed,5:00pm,11:00 AM,21,,,,,,,prawn
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,1,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,2,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,3,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,4,,,,,,,fish
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,5,,,,,,,gastropod
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,6,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,7,1,,14.4,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,8,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,9,1,,15,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,10,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,11,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,12,,,,,,,prawn + gastropod
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,13,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,14,,,,,,,nug
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,15,,,,,,,nug
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,16,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,17,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,18,,,,,,,
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,19,,,,,,,gast
10/02/2019,Piyai Kecil,Closed,5:00pm,11:00 AM,20,,,,,,,nug + prawn
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,1,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,2,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,3,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,4,,,,,,,nugget
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,5,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,6,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,7,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,8,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,9,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,10,,,,,,,nug
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,11,,,,,,,nug
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,12,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,13,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,14,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,15,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,16,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,17,,,,,,,2 shrimp
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,18,1,,11,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,19,,,,,,,3 shrimp
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,20,,,,,,,
10/02/2019,Sumpit Besar,Open,5:00pm,11:00 AM,21,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,1,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,2,,,,,,,fish
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,3,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,4,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,5,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,6,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,7,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,8,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,9,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,10,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,11,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,12,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,13,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,14,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,15,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,16,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,17,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,18,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,19,,,,,,,
10/02/2019,Sumpit Kecil,Open,5:00pm,11:00 AM,20,,,,,,,
