ID;session;place;gender;age;Betsileo_sp;life;archi;phylo;ferpo;leav;root;flo;fru;EAD;pheL;pheF;land;soil;nbsp_Fa;nbsp_Fl;use;eco;score
S5;5;S;M;17;Kilela;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;7
S5;5;S;M;17;Raketa;1;1;1;1;3;1;0;3;1;1;0;0;0;0;0;0;1;14
S5;5;S;M;17;Rotsy;1;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;1;7
S5;5;S;M;17;Voanaka;1;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;1;7
S5;5;S;M;17;Voatsitakajaza;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;5
T1;1;T;F;14;Goavy;1;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;1;7
T1;1;T;F;14;Kilela;1;0;0;0;0;2;0;4;0;0;1;0;1;0;0;0;1;10
T1;1;T;F;14;Rotsy;1;0;0;1;3;0;0;4;0;0;0;0;1;0;0;0;1;11
T1;1;T;F;14;Voaroitsaka;1;0;1;1;0;0;0;4;0;1;1;0;1;0;0;0;1;11
T2;2;T;F;17;Kilela;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;6
T2;2;T;F;17;Manga;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3
T2;2;T;F;17;Paoma;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3
T2;2;T;F;17;Pibas;1;0;0;1;3;0;0;2;1;1;0;0;0;0;0;0;1;10
T2;2;T;F;17;Voaloboka;1;0;0;1;1;0;0;3;0;0;0;0;0;1;0;0;1;8
T2;2;T;F;17;Voanaka;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4
T2;2;T;F;17;Voaroitsaka;1;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;1;7
T2;2;T;F;17;Voasary;1;0;0;1;1;0;0;2;0;0;0;1;0;0;0;1;1;8
T2;2;T;F;17;Voatsitakajaza;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;6
T3;3;T;F;15;Anamamy;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;5
T3;3;T;F;15;Fopoho;0;0;0;1;1;1;0;2;0;0;0;1;0;0;0;0;1;7
T3;3;T;F;15;Goavy;0;0;0;0;1;1;0;3;1;0;0;0;0;0;0;0;1;7
T3;3;T;F;15;Kilela;1;1;1;1;3;0;0;4;1;0;0;0;0;0;0;0;1;13
T3;3;T;F;15;Kilenga;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;5
T3;3;T;F;15;Rotsy;1;0;0;1;1;0;0;4;0;0;0;0;0;0;0;0;1;8
T3;3;T;F;15;Trakavola;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4
T3;3;T;F;15;Tsipoaka;1;1;1;1;3;0;0;0;1;0;0;1;0;0;0;0;1;10
T3;3;T;F;15;Voanaka;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;5
T3;3;T;F;15;Voarafy;0;0;0;1;1;0;0;3;1;1;0;0;0;0;0;0;1;8
T3;3;T;F;15;Voaroy;1;0;0;1;2;1;0;1;0;1;0;0;0;0;0;0;1;8
T5;5;T;M;15;Goavy;1;0;0;1;1;2;0;1;0;0;1;0;1;0;0;0;1;9
T5;5;T;M;15;Kilela;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;5
T5;5;T;M;15;Kitonda;1;0;0;1;1;2;0;4;1;0;1;0;1;0;0;0;1;13
T5;5;T;M;15;Raketa;1;1;0;1;3;2;3;4;1;0;1;0;1;0;0;0;1;19
T5;5;T;M;15;Rotsy;1;1;0;1;3;2;0;4;1;0;1;0;1;0;0;0;1;16
T5;5;T;M;15;Voanaka;1;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;1;7
T5;5;T;M;15;Voaroitsaka;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;1;6
T5;5;T;M;15;Voatsitakajaza;1;0;0;1;1;2;0;1;0;0;1;0;1;0;0;0;1;9
